source_id,image_use_id,fileId_short,region,subregion,coverage_status,decision_is_final,audit_result,review_notes
S-047,IU-047,463b614f06,CTXDB02,CTXDB02B,processed-in-ctxdb02-v001,yes-for-ctxdb02-v001-boundary,ok-processed,Included in CTXDB02 v001 after NEXT01 visual/semantic transcript pass.
S-048,IU-048,8471c9a942,CTXDB01,CTXDB01B,processed-in-ctxdb01-v001,yes-for-ctxdb01-v001-boundary,ok-processed,Included in CTXDB01 v001 after NEXT01 visual/semantic transcript pass.
S-049,IU-049,8e2e641f7b,CTXDB01,CTXDB01B,processed-in-ctxdb01-v001,yes-for-ctxdb01-v001-boundary,ok-processed,Included in CTXDB01 v001 after NEXT01 visual/semantic transcript pass.
S-050,IU-050,a21f695961,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-051,IU-051,ade182d12b,CTXDB01,CTXDB01B,processed-in-ctxdb01-v001,yes-for-ctxdb01-v001-boundary,ok-processed,Included in CTXDB01 v001 after NEXT01 visual/semantic transcript pass.
S-052,IU-052,0ced7794a9,CTXDB02,CTXDB02B,processed-in-ctxdb02-v001,yes-for-ctxdb02-v001-boundary,ok-processed,Included in CTXDB02 v001 after NEXT01 visual/semantic transcript pass.
S-053,IU-053,b9d7c1a2b5,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-054,IU-054,a348a9d2be,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-055,IU-055,348296eb89,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-056,IU-056,e938e48b8e,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-057,IU-057,c8d5baa5c7,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-058,IU-058,17dd1db68a,CTXDB01,CTXDB01B,processed-in-ctxdb01-v001,yes-for-ctxdb01-v001-boundary,ok-processed,Included in CTXDB01 v001 after NEXT01 visual/semantic transcript pass.
S-059,IU-059,dd5b9542d6,CTXDB01,CTXDB01B,processed-in-ctxdb01-v001,yes-for-ctxdb01-v001-boundary,ok-processed,Included in CTXDB01 v001 after NEXT01 visual/semantic transcript pass.
S-060,IU-060,b1b470b566,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-061,IU-061,44db7269f8,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-062,IU-062,60723f4896,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-063,IU-063,577bc74db1,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-064,IU-064,5c9f3120b8,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-065,IU-065,7d2efaceaa,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-066,IU-066,1723bfb5fa,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-067,IU-067,83d26882b0,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-068,IU-068,f2d08e7ef3,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-069,IU-069,032d7df171,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-070,IU-070,ffeb97c5e0,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-071,IU-071,b757422145,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-072,IU-072,1606ce5285,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-073,IU-073,458f675683,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-074,IU-074,bc88d8c442,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-075,IU-075,73d58b17f5,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-076,IU-076,ffb9f8ba88,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-077,IU-077,9d7d49f39a,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-078,IU-078,9d2282d03d,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-079,IU-079,781eb4cb73,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-080,IU-080,8336f9e525,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-081,IU-081,03485061c8,CTXDB03,CTXDB03A,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-082,IU-082,d2e78b86e5,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-083,IU-083,f975e8c97d,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-084,IU-084,d1f7f33280,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-085,IU-085,f5361fa2b2,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-086,IU-086,533c627673,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-087,IU-087,7d3bce141d,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-088,IU-088,eb2ba05525,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-089,IU-089,39cb471d3f,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-090,IU-090,cff84cf97d,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-091,IU-091,c3f8ff9082,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-092,IU-092,e8ae905fc4,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-093,IU-093,90eb2b991f,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-094,IU-094,cc6d62eadd,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-095,IU-095,5ebbaea51e,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-096,IU-096,5b49ffcbf6,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-097,IU-097,51d31e7291,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-098,IU-098,6b7b85cf15,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-099,IU-099,4165daffb9,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-100,IU-100,b157b21508,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-101,IU-101,146aec379d,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-102,IU-102,9bed71cc5e,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-103,IU-103,5ffee31a20,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-104,IU-104,6a4b0521e9,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-105,IU-105,02d4df4fbd,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-106,IU-106,f049355306,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-107,IU-107,6e23c56102,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-108,IU-108,c82aaf7ffd,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-109,IU-109,35d2585801,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-110,IU-110,ffd943be33,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-111,IU-111,10ba086a34,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-112,IU-112,cc80b1375b,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-113,IU-113,6c59a8dfba,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-114,IU-114,333fb735a6,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-115,IU-115,06c7a0e20a,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-116,IU-116,3f576096f7,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-117,IU-117,750c1efee9,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-118,IU-118,47acb56970,CTXDB04,CTXDB04A,processed-in-ctxdb04-v001,yes-for-ctxdb04-v001-boundary,ok-processed,Included in CTXDB04 v001 after NEXT03 visual/semantic transcript pass.
S-119,IU-119,590cae38cb,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-120,IU-120,d06a83a760,CTXDB04,CTXDB04A,processed-in-ctxdb04-v001,yes-for-ctxdb04-v001-boundary,ok-processed,Included in CTXDB04 v001 after NEXT03 visual/semantic transcript pass.
S-121,IU-121,a392d44b53,CTXDB04,CTXDB04B,processed-in-ctxdb04-v001,yes-for-ctxdb04-v001-boundary,ok-processed,Included in CTXDB04 v001 after NEXT03 visual/semantic transcript pass.
S-122,IU-122,d89c0f6504,CTXDB04,CTXDB04A,processed-in-ctxdb04-v001,yes-for-ctxdb04-v001-boundary,ok-processed,Included in CTXDB04 v001 after NEXT03 visual/semantic transcript pass.
S-123,IU-123,aa6e04d7c1,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-124,IU-124,e39801aa4d,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-125,IU-125,c219f0d313,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-126,IU-126,1b3829f041,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-127,IU-127,a1d88932a4,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-128,IU-128,37bdbb7312,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-129,IU-129,4377c5609b,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-130,IU-130,3caa7c5c52,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-131,IU-131,77946d5e24,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-132,IU-132,88eb4730a5,CTXDB04,CTXDB04A,processed-in-ctxdb04-v001,yes-for-ctxdb04-v001-boundary,ok-processed,Included in CTXDB04 v001 after NEXT03 visual/semantic transcript pass.
