source_id,decision,region,subregion,reason
S-165,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-166,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-167,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-168,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-170,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-171,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-172,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-173,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-174,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-175,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-177,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-179,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-180,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-181,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-183,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
S-184,processed-in-ctxdb05-v001,CTXDB05,CTXDB05B,"No outer transaction behavior, savepoints, sharing a local transaction across ADO.NET and EF contexts, UseTransaction limits."
