region_source_id,source_id,image_use_id,fileId_short,region,x,y,width,height,status,readability,confidence,topic,summary,nearest_labels,notes
R03-S014,S-048,IU-048,2832daa01c,R03,3162.2376232058705,13265.049358449884,661.0,482.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentials in ASP.NET CORS policy builder,"Explains AllowCredentials/DisallowCredentials behavior, credentialed fetch requirements, preflight behavior when credentials are not allowed, and browser-side ambiguity around cookie storage vs JavaScript response access.",AllowCredentials | WithMethods | DisallowCredentials | AllowAnyMethod | access-control-allow-cred behavior,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S015,S-052,IU-052,add928f3d9,R03,1801.7123498789333,13915.419434947287,831.0,482.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Exposed response headers and preflight cache lifetime,"Shows WithExposedHeaders for response headers JavaScript may read, and SetPreflightMaxAge for caching successful preflight decisions for the same request shape.",withExposedHeaders | SetPreflightMaxAge | AllowCredentials | DisallowCredentials | WithMethods,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S016,S-049,IU-049,569e1468ff,R03,3105.9083812634744,13945.520400659088,937.0,351.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentials in ASP.NET CORS policy builder,"Explains AllowCredentials/DisallowCredentials behavior, credentialed fetch requirements, preflight behavior when credentials are not allowed, and browser-side ambiguity around cookie storage vs JavaScript response access.",AllowCredentials | DisallowCredentials | access-control-allow-cred behavior | WithMethods,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S017,S-050,IU-050,99410f1407,R03,3092.3675832780245,14293.197483992424,727.0,482.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentials in ASP.NET CORS policy builder,"Explains AllowCredentials/DisallowCredentials behavior, credentialed fetch requirements, preflight behavior when credentials are not allowed, and browser-side ambiguity around cookie storage vs JavaScript response access.",DisallowCredentials | AllowCredentials | access-control-allow-cred behavior | WithMethods,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S018,S-053,IU-053,083917afb4,R03,1785.6119436820954,14411.372012326305,950.0,393.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Exposed response headers and preflight cache lifetime,"Shows WithExposedHeaders for response headers JavaScript may read, and SetPreflightMaxAge for caching successful preflight decisions for the same request shape.",SetPreflightMaxAge | DisallowCredentials | withExposedHeaders | AllowCredentials,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S019,S-091,IU-091,ef4b891db2,R03,4398.914234228727,14883.397825528758,850.0,482.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentials in ASP.NET CORS policy builder,"Explains AllowCredentials/DisallowCredentials behavior, credentialed fetch requirements, preflight behavior when credentials are not allowed, and browser-side ambiguity around cookie storage vs JavaScript response access.",access-control-allow-cred behavior | credentialed request | no request when server sends response on preflight without allow credentials and no ability to read for simple request c | no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | Access-Control-Max-Age,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S020,S-051,IU-051,71b3568796,R03,3059.548959970558,14952.456788462909,831.0,482.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentials in ASP.NET CORS policy builder,"Explains AllowCredentials/DisallowCredentials behavior, credentialed fetch requirements, preflight behavior when credentials are not allowed, and browser-side ambiguity around cookie storage vs JavaScript response access.",DisallowCredentials | access-control-allow-cred behavior | AllowCredentials,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S021,S-105,IU-105,a284a1f0e7,R03,1749.9563273393796,15045.070956347645,979.0,340.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Exposed response headers and preflight cache lifetime,"Shows WithExposedHeaders for response headers JavaScript may read, and SetPreflightMaxAge for caching successful preflight decisions for the same request shape.",SetPreflightMaxAge | DisallowCredentials | withExposedHeaders,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S022,S-092,IU-092,f84678fb38,R03,4413.785407324431,15412.220793058055,937.0,428.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentials in ASP.NET CORS policy builder,"Explains AllowCredentials/DisallowCredentials behavior, credentialed fetch requirements, preflight behavior when credentials are not allowed, and browser-side ambiguity around cookie storage vs JavaScript response access.",no request when server sends response on preflight without allow credentials and no ability to read for simple request c | no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | access-control-allow-cred behavior | credentialed request,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S023,S-106,IU-106,6148f692b0,R03,1702.6820220117806,15426.295687792956,1050.0,482.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Exposed response headers and preflight cache lifetime,"Shows WithExposedHeaders for response headers JavaScript may read, and SetPreflightMaxAge for caching successful preflight decisions for the same request shape.",SetPreflightMaxAge | DisallowCredentials,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S024,S-107,IU-107,8b999ae64c,R03,1701.4403622863647,15901.118604459622,1030.0,166.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Exposed response headers and preflight cache lifetime,"Shows WithExposedHeaders for response headers JavaScript may read, and SetPreflightMaxAge for caching successful preflight decisions for the same request shape.",SetPreflightMaxAge | DisallowCredentials,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S025,S-093,IU-093,f346faef72,R03,4407.118537207243,16015.554151822704,957.0,348.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentials in ASP.NET CORS policy builder,"Explains AllowCredentials/DisallowCredentials behavior, credentialed fetch requirements, preflight behavior when credentials are not allowed, and browser-side ambiguity around cookie storage vs JavaScript response access.",no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | no request when server sends response on preflight without allow credentials and no ability to read for simple request c | access-control-allow-cred behavior | credentialed request,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R03-S026,S-094,IU-094,143ad84754,R03,4419.118537207243,16384.387434293407,983.0,207.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentials in ASP.NET CORS policy builder,"Explains AllowCredentials/DisallowCredentials behavior, credentialed fetch requirements, preflight behavior when credentials are not allowed, and browser-side ambiguity around cookie storage vs JavaScript response access.",no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | no request when server sends response on preflight without allow credentials and no ability to read for simple request c,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S001,S-080,IU-080,c7611c5560,R04,5322.483118307442,9379.667543102609,988.0,448.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",Origin | Access-Control-Request-Method | access-control Headers | Access-Control-Request-Headers | Access-Control-Allow-Origin | Vary:Origin,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S002,S-082,IU-082,02067c81e1,R04,6772.816614401192,9416.000917126044,986.0,386.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",Access-Control-Request-Headers | Vary:Origin,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S003,S-081,IU-081,15d40016b9,R04,5345.983240377755,10054.334230114326,997.0,384.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",Access-Control-Request-Method | Access-Control-Allow-Origin | Origin | Vary:Origin | access-control Headers | Access-Control-Request-Headers,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S004,S-083,IU-083,6ebe0a5d21,R04,5333.166926462991,10982.308675163904,996.0,370.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",Access-Control-Allow-Origin | Access-Control-Allow-Methods | Vary:Origin | Access-Control-Allow-Headers | Access-Control-Request-Method | Access-Control-Allow-Credentials,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S005,S-085,IU-085,32c8855624,R04,6938.109298259489,11002.13842677893,1040.0,440.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",Vary:Origin | Access-Control-Allow-Headers | Vary:Origin | Access-Control-Expose-Headers,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S006,S-084,IU-084,f8470cb934,R04,5316.561708276229,11361.995569636076,965.0,326.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",Access-Control-Allow-Methods | Access-Control-Allow-Origin | Access-Control-Allow-Headers | Access-Control-Allow-Credentials | Vary:Origin | Access-Control-Expose-Headers,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S007,S-087,IU-087,8dd5f462e5,R04,6932.442689721542,12061.18610395527,998.0,440.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",Access-Control-Expose-Headers | Access-Control-Allow-Headers | we cache preflight response for same cross origin requeest shape | Vary:Origin | what can go wrong?,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S008,S-086,IU-086,11896fbf43,R04,5344.180901217078,12083.328786711969,1005.0,430.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",Access-Control-Allow-Methods | Access-Control-Allow-Credentials | Access-Control-Expose-Headers | Access-Control-Allow-Headers | Access-Control-Max-Age | Access-Control-Allow-Origin,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S009,S-088,IU-088,daf3a4d659,R04,5363.275857294268,12908.601108140536,978.0,482.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",Access-Control-Max-Age | Access-Control-Allow-Credentials | we cache preflight response for same cross origin requeest shape | Access-Control-Expose-Headers | Access-Control-Allow-Methods | credentialed request,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S010,S-089,IU-089,84653f13ee,R04,6957.918938326453,12935.209855350358,1008.0,391.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",we cache preflight response for same cross origin requeest shape | Access-Control-Expose-Headers | Access-Control-Allow-Headers,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S011,S-095,IU-095,e090b0b3ba,R04,6883.72195035772,13671.40860688003,913.0,381.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Preflight cache and Vary: Origin,"Explains that Access-Control-Max-Age caches successful preflight results by request shape, while Vary: Origin prevents shared caches/CDNs from reusing an allow-origin response for the wrong origin.",we cache preflight response for same cross origin requeest shape | Access-Control-Expose-Headers | network error from no allowed credentials catch it?,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S012,S-090,IU-090,f40cb111b2,R04,5376.371435536274,13745.18610395527,1013.0,432.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Access-Control header reference,"Defines CORS request/response headers: Origin, Access-Control-Request-Method, Access-Control-Request-Headers, Access-Control-Allow-Origin, Allow-Methods, Allow-Headers, Allow-Credentials, Expose-Headers, Max-Age, and Vary: Origin.",Access-Control-Max-Age | credentialed request | we cache preflight response for same cross origin requeest shape | Access-Control-Allow-Credentials | access-control-allow-cred behavior | no request when server sends response on preflight without allow credentials and no ability to read for simple request c,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S013,S-096,IU-096,54ba3cb2b3,R04,6906.277422067,14050.211654753786,939.0,348.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Preflight cache and Vary: Origin,"Explains that Access-Control-Max-Age caches successful preflight results by request shape, while Vary: Origin prevents shared caches/CDNs from reusing an allow-origin response for the wrong origin.",we cache preflight response for same cross origin requeest shape | network error from no allowed credentials catch it? | Access-Control-Expose-Headers,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S014,S-097,IU-097,4b35357a0e,R04,6891.519920291432,14355.211654753786,937.0,458.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Preflight cache and Vary: Origin,"Explains that Access-Control-Max-Age caches successful preflight results by request shape, while Vary: Origin prevents shared caches/CDNs from reusing an allow-origin response for the wrong origin.",network error from no allowed credentials catch it? | we cache preflight response for same cross origin requeest shape,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S015,S-098,IU-098,cec62f0cfa,R04,5471.530991744159,14889.17947799703,939.0,482.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",no request when server sends response on preflight without allow credentials and no ability to read for simple request c | credentialed request | no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | network error from no allowed credentials catch it? | access-control-allow-cred behavior | Access-Control-Max-Age,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S016,S-099,IU-099,f575e9b6da,R04,5464.769573104437,15368.613600718383,909.0,119.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",no request when server sends response on preflight without allow credentials and no ability to read for simple request c | no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | credentialed request | network error from no allowed credentials catch it? | access-control-allow-cred behavior,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S017,S-100,IU-100,e15db7c2ab,R04,5469.4521961048085,15636.311959163324,931.0,329.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",no request when server sends response on preflight without allow credentials and no ability to read for simple request c | no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | network error from no allowed credentials catch it? | credentialed request,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S018,S-116,IU-116,478561539e,R04,6897.582372666418,15648.037840725938,964.0,391.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",network error from no allowed credentials catch it?,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S019,S-101,IU-101,14ae4c27d6,R04,5474.507627652429,15970.565859600452,928.0,125.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | no request when server sends response on preflight without allow credentials and no ability to read for simple request c | network error from no allowed credentials catch it? | credentialed request,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S020,S-117,IU-117,b1b2d1f63f,R04,6900.176222826674,16053.507924891854,953.0,251.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",network error from no allowed credentials catch it?,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S021,S-118,IU-118,30ade3389f,R04,6939.78745939894,16325.952469366135,954.0,441.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",network error from no allowed credentials catch it?,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S022,S-102,IU-102,e2b2644cc7,R04,5491.289727652851,16351.987231126468,964.0,279.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | no request when server sends response on preflight without allow credentials and no ability to read for simple request c | network error from no allowed credentials catch it?,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S023,S-119,IU-119,277d6496eb,R04,6929.454024340346,16761.119034307543,938.0,414.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",network error from no allowed credentials catch it?,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R04-S024,S-103,IU-103,a950fd573e,R04,5479.936498443909,16865.732607647325,972.0,168.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | no request when server sends response on preflight without allow credentials and no ability to read for simple request c,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
