text_id,text,x,y,region_id,status
T-062,"throw new ArgumentException($""No mapping exists for '{propertyName}'."");",8487.480157687189,4665.274156989427,R04,pending_transcript
T-063,var effectiveDescending = mappingValue.Revert ? !descending : descending;,8487.480157687189,4715.274156989427,R04,pending_transcript
T-064,foreach (var destinationProperty in mappingValue.DestinationProperties.Reverse()),8487.480157687189,4765.274156989427,R04,pending_transcript
T-065,{,8487.480157687189,4790.274156989427,R04,pending_transcript
T-066,orderByString.Append(destinationProperty);,8487.480157687189,4815.274156989427,R04,pending_transcript
T-067,"orderByString.Append(effectiveDescending ? "" descending,"" : "" ascending,"");",8487.480157687189,4840.274156989427,R04,pending_transcript
T-068,},8487.480157687189,4865.274156989427,R04,pending_transcript
T-069,},8487.480157687189,4890.274156989427,R04,pending_transcript
T-070,"var finalOrder = orderByString.ToString().TrimEnd(',');",8487.480157687189,4940.274156989427,R04,pending_transcript
T-071,return source.OrderBy(finalOrder);,8487.480157687189,4965.274156989427,R04,pending_transcript
T-072,},8487.480157687189,4990.274156989427,R04,pending_transcript
T-073,propertymappingservice,7512.051135826941,1744.8056906709526,R04,pending_transcript
T-074,public class PropertyMappingValue,8393.482759898368,1013.229036826705,R04,pending_transcript
T-075,{,8393.482759898368,1038.229036826705,R04,pending_transcript
T-076,public IEnumerable<string> DestinationProperties { get; },8393.482759898368,1063.229036826705,R04,pending_transcript
T-077,public bool Revert { get; },8393.482759898368,1088.229036826705,R04,pending_transcript
T-078,"public PropertyMappingValue(IEnumerable<string> destinationProperties, bool revert = false)",8393.482759898368,1138.229036826705,R04,pending_transcript
T-079,{,8393.482759898368,1163.229036826705,R04,pending_transcript
T-080,DestinationProperties = destinationProperties,8393.482759898368,1188.229036826705,R04,pending_transcript
T-081,?? throw new ArgumentNullException(nameof(destinationProperties));,8393.482759898368,1213.229036826705,R04,pending_transcript
T-082,Revert = revert;,8393.482759898368,1263.229036826705,R04,pending_transcript
T-083,},8393.482759898368,1288.229036826705,R04,pending_transcript
T-084,},8393.482759898368,1313.229036826705,R04,pending_transcript
T-085,"public class PropertyMapping<TSource, TDestination> : IPropertyMapping",8443.95900850328,1460.8480553813924,R04,pending_transcript
T-086,{,8443.95900850328,1485.8480553813924,R04,pending_transcript
T-087,"public Dictionary<string, PropertyMappingValue> MappingDictionary { get; }",8443.95900850328,1510.8480553813924,R04,pending_transcript
T-088,"public PropertyMapping(Dictionary<string, PropertyMappingValue> mappingDictionary)",8443.95900850328,1560.8480553813924,R04,pending_transcript
T-089,{,8443.95900850328,1585.8480553813924,R04,pending_transcript
T-090,MappingDictionary = mappingDictionary,8443.95900850328,1610.8480553813924,R04,pending_transcript
T-091,?? throw new ArgumentNullException(nameof(mappingDictionary));,8443.95900850328,1635.8480553813924,R04,pending_transcript
T-092,},8443.95900850328,1660.8480553813924,R04,pending_transcript
T-093,},8443.95900850328,1685.8480553813924,R04,pending_transcript
T-094,public interface IPropertyMappingService,8423.197045612655,1888.4670739360727,R04,pending_transcript
T-095,{,8423.197045612655,1913.4670739360727,R04,pending_transcript
T-096,"Dictionary<string, PropertyMappingValue> GetPropertyMapping<TSource, TDestination>();",8423.197045612655,1938.4670739360727,R04,pending_transcript
T-097,"bool ValidMappingExistsFor<TSource, TDestination>(string? fields);",8423.197045612655,1963.4670739360727,R04,pending_transcript
T-098,},8423.197045612655,1988.4670739360727,R04,pending_transcript
T-099,public class PropertyMappingService : IPropertyMappingService,8624.340181773368,2137.408786330662,R04,pending_transcript
T-100,{,8624.340181773368,2162.408786330662,R04,pending_transcript
T-101,private readonly IList<IPropertyMapping> _propertyMappings = new List<IPropertyMapping>();,8624.340181773368,2187.408786330662,R04,pending_transcript
T-102,public PropertyMappingService(),8624.340181773368,2237.408786330662,R04,pending_transcript
T-103,{,8624.340181773368,2262.408786330662,R04,pending_transcript
T-104,"var authorMapping = new Dictionary<string, PropertyMappingValue>(StringComparer.OrdinalIgnoreCase)",8624.340181773368,2287.408786330662,R04,pending_transcript
T-105,{,8624.340181773368,2312.408786330662,R04,pending_transcript
T-106,"[""Id""] = new PropertyMappingValue(new[] { ""Id"" }),",8624.340181773368,2337.408786330662,R04,pending_transcript
T-107,"[""MainCategory""] = new PropertyMappingValue(new[] { ""MainCategory"" }),",8624.340181773368,2362.408786330662,R04,pending_transcript
T-108,"[""Name""] = new PropertyMappingValue(new[] { ""LastName"", ""FirstName"" }),",8624.340181773368,2387.408786330662,R04,pending_transcript
T-109,"[""Age""] = new PropertyMappingValue(new[] { ""DateOfBirth"" }, revert: true)",8624.340181773368,2412.408786330662,R04,pending_transcript
T-110,};,8624.340181773368,2437.408786330662,R04,pending_transcript
T-111,"_propertyMappings.Add(new PropertyMapping<AuthorDto, Author>(authorMapping));",8624.340181773368,2487.408786330662,R04,pending_transcript
T-112,},8624.340181773368,2512.408786330662,R04,pending_transcript
T-113,"public Dictionary<string, PropertyMappingValue> GetPropertyMapping<TSource, TDestination>()",8624.340181773368,2562.408786330662,R04,pending_transcript
T-114,{,8624.340181773368,2587.408786330662,R04,pending_transcript
T-115,"var matchingMappings = _propertyMappings.OfType<PropertyMapping<TSource, TDestination>>().ToList();",8624.340181773368,2612.408786330662,R04,pending_transcript
T-116,if (matchingMappings.Count == 1),8624.340181773368,2637.408786330662,R04,pending_transcript
T-117,return matchingMappings.First().MappingDictionary;,8624.340181773368,2662.408786330662,R04,pending_transcript
T-118,"throw new Exception($""Cannot find property mapping for <{typeof(TSource)}, {typeof(TDestination)}>"");",8624.340181773368,2712.408786330662,R04,pending_transcript
T-119,},8624.340181773368,2737.408786330662,R04,pending_transcript
T-120,"public bool ValidMappingExistsFor<TSource, TDestination>(string? fields)",8624.340181773368,2787.408786330662,R04,pending_transcript
T-121,{,8624.340181773368,2812.408786330662,R04,pending_transcript
T-122,"var mappingDictionary = GetPropertyMapping<TSource, TDestination>();",8624.340181773368,2837.408786330662,R04,pending_transcript
T-123,if (string.IsNullOrWhiteSpace(fields)),8624.340181773368,2887.408786330662,R04,pending_transcript
T-124,return true;,8624.340181773368,2912.408786330662,R04,pending_transcript
T-125,"var clauses = fields.Split(',', StringSplitOptions.RemoveEmptyEntries | StringSplitOptions.TrimEntries);",8624.340181773368,2962.408786330662,R04,pending_transcript
T-126,foreach (var clause in clauses),8624.340181773368,2987.408786330662,R04,pending_transcript
T-127,{,8624.340181773368,3012.408786330662,R04,pending_transcript
T-128,"var propertyName = clause.Trim().Split(' ', StringSplitOptions.RemoveEmptyEntries)[0];",8624.340181773368,3037.408786330662,R04,pending_transcript
T-129,if (!mappingDictionary.ContainsKey(propertyName)),8624.340181773368,3062.408786330662,R04,pending_transcript
T-130,return false;,8624.340181773368,3087.408786330662,R04,pending_transcript
T-131,},8624.340181773368,3112.408786330662,R04,pending_transcript
T-132,return true;,8624.340181773368,3162.408786330662,R04,pending_transcript
T-133,},8624.340181773368,3187.408786330662,R04,pending_transcript
T-134,},8624.340181773368,3212.408786330662,R04,pending_transcript
T-135,NO REVERSE(),8323.025486271148,4520.172431804086,R04,pending_transcript
T-136,TRANSLATE DTOS,7082.400304590951,4503.936144872226,R04,pending_transcript
T-137,DESCENDING,7082.400304590951,4528.936144872226,R04,pending_transcript
T-138,INTO ENTITYS,7082.400304590951,4553.936144872226,R04,pending_transcript
T-139,DESC,7082.400304590951,4578.936144872226,R04,pending_transcript
T-140,(BY REVERT FLAG),7082.400304590951,4603.936144872226,R04,pending_transcript
T-141,mappingservice,6984.363236311587,205.97039438619777,R04,pending_transcript
T-142,dynamic linq,4197.696366194399,252.63726450338527,R02,pending_transcript
T-143,whitelist sorting,2116.3078886559756,243.14592981607439,R01,pending_transcript
