source_id,order_in_group,group_key,region,candidate_status,decision,meaning,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only
S-011,3,SCOPEIDISP-R02-di-scopes-services-scopefactory,SCOPEIDISP-R02,scopeidisp-r02-candidate-stage0,candidate-not-final-stage0-boundary-only,"Dependency Injection scopes: singleton/scoped/transient lifetimes, IServiceScope, IServiceScopeFactory, CreateScope, resolving scoped services, and scope disposal.",IU-011,ab186de244,510.996,4025.761,691.0,479.0,WTF ARE ALL OF THESE | !!! | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT
S-012,4,SCOPEIDISP-R02-di-scopes-services-scopefactory,SCOPEIDISP-R02,scopeidisp-r02-candidate-stage0,candidate-not-final-stage0-boundary-only,"Dependency Injection scopes: singleton/scoped/transient lifetimes, IServiceScope, IServiceScopeFactory, CreateScope, resolving scoped services, and scope disposal.",IU-012,ea110143f0,487.763,4631.136,740.0,479.0,WTF ARE ALL OF THESE | !!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
S-013,5,SCOPEIDISP-R02-di-scopes-services-scopefactory,SCOPEIDISP-R02,scopeidisp-r02-candidate-stage0,candidate-not-final-stage0-boundary-only,"Dependency Injection scopes: singleton/scoped/transient lifetimes, IServiceScope, IServiceScopeFactory, CreateScope, resolving scoped services, and scope disposal.",IU-013,7ae8c6336a,123.934,5243.153,947.0,476.0,WTF ARE ALL OF THESE | !!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
S-014,6,SCOPEIDISP-R02-di-scopes-services-scopefactory,SCOPEIDISP-R02,scopeidisp-r02-candidate-stage0,candidate-not-final-stage0-boundary-only,"Dependency Injection scopes: singleton/scoped/transient lifetimes, IServiceScope, IServiceScopeFactory, CreateScope, resolving scoped services, and scope disposal.",IU-014,57575781a0,1110.23,5288.404,944.0,379.0,WTF ARE ALL OF THESE | !!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
S-015,7,SCOPEIDISP-R02-di-scopes-services-scopefactory,SCOPEIDISP-R02,scopeidisp-r02-candidate-stage0,candidate-not-final-stage0-boundary-only,"Dependency Injection scopes: singleton/scoped/transient lifetimes, IServiceScope, IServiceScopeFactory, CreateScope, resolving scoped services, and scope disposal.",IU-015,75f7160d50,456.124,5725.047,690.0,534.0,WTF ARE ALL OF THESE | !!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
S-016,1,SCOPEIDISP-R03-background-tasks-leaks-pitfalls,SCOPEIDISP-R03,scopeidisp-r03-candidate-stage0,candidate-not-final-stage0-boundary-only,"Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",IU-016,bc606da413,417.377,6373.618,804.0,430.0,!!! | WTF ARE ALL OF THESE | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
S-017,2,SCOPEIDISP-R03-background-tasks-leaks-pitfalls,SCOPEIDISP-R03,scopeidisp-r03-candidate-stage0,candidate-not-final-stage0-boundary-only,"Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",IU-017,8d43cc5627,410.587,6824.88,869.0,257.0,!!! | WTF ARE ALL OF THESE | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
S-018,3,SCOPEIDISP-R03-background-tasks-leaks-pitfalls,SCOPEIDISP-R03,scopeidisp-r03-candidate-stage0,candidate-not-final-stage0-boundary-only,"Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",IU-018,578ff3f4b2,455.421,7156.475,766.0,270.0,!!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | WTF ARE ALL OF THESE | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
S-019,4,SCOPEIDISP-R03-background-tasks-leaks-pitfalls,SCOPEIDISP-R03,scopeidisp-r03-candidate-stage0,candidate-not-final-stage0-boundary-only,"Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",IU-019,9b54b1b31c,380.071,7523.565,902.0,463.0,!!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | WTF ARE ALL OF THESE | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
S-020,5,SCOPEIDISP-R03-background-tasks-leaks-pitfalls,SCOPEIDISP-R03,scopeidisp-r03-candidate-stage0,candidate-not-final-stage0-boundary-only,"Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",IU-020,f308a60376,474.643,8017.924,660.0,463.0,!!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | !!! | WTF ARE ALL OF THESE | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
S-021,6,SCOPEIDISP-R03-background-tasks-leaks-pitfalls,SCOPEIDISP-R03,scopeidisp-r03-candidate-stage0,candidate-not-final-stage0-boundary-only,"Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",IU-021,b19b07e693,359.048,8556.016,940.0,399.0,!!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | !!! | WTF ARE ALL OF THESE | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
S-022,7,SCOPEIDISP-R03-background-tasks-leaks-pitfalls,SCOPEIDISP-R03,scopeidisp-r03-candidate-stage0,candidate-not-final-stage0-boundary-only,"Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",IU-022,1238ed7597,439.564,9134.802,630.0,430.0,SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | DONT NEED IT AT FUCKILNG ALL | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | !!!! looks like sheet | !!! | WTF ARE ALL OF THESE | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE
