image_use_id,region,semantic_topic,recovery_status,semantic_review_status,sha256,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-011,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,7218a5190838ef4d89c301d47c23628bd5649142fabae22a3520854353597e5e,7218a5190838,image-b31274397f60c47c4996fcefadce2f9ac564e0c2,1794.7041033093901,2136.915605247428,957.0,331.0,957,331,source/images/7218a5190838ef4d89c301d47c23628bd5649142fabae22a3520854353597e5e.png
S-012,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,03d2a04c9cb42db92d5354a3ea0908e17ea9766b6582e6ceebf2a39b001dfe6e,03d2a04c9cb4,image-7213ed946f44be130b92bd398d80ef3986779fa1,2944.112655728377,2215.395716788662,994.0,447.0,994,447,source/images/03d2a04c9cb42db92d5354a3ea0908e17ea9766b6582e6ceebf2a39b001dfe6e.png
S-013,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,08c7366e9550cf91e47db57e4342e1b10b4b60c9d24145169ea2e9e199fc091e,08c7366e9550,image-27a3f34c634b41e3533ce3b65dd3f2625ce601de,8468.762805824,2278.5422416168803,990.0,380.0,990,380,source/images/08c7366e9550cf91e47db57e4342e1b10b4b60c9d24145169ea2e9e199fc091e.png
S-014,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,01683062e684992d9ffd12af97b053c9e9bb24539b2b1810dff57c7f13d240ce,01683062e684,image-230318e4374aa4033ead30caf4bf28625d250af2,4203.1858431992805,2278.6186580929643,944.0,482.0,949,485,source/images/01683062e684992d9ffd12af97b053c9e9bb24539b2b1810dff57c7f13d240ce.png
S-015,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,d94f7e982785d6c8a78fb419a8b1721e45eaa94dbde88c2ab0eae492d5f6e523,d94f7e982785,image-331caae14011ec288be55a73eba43390fb3128d6,9734.436506258899,2319.6011561952328,945.0,330.0,945,330,source/images/d94f7e982785d6c8a78fb419a8b1721e45eaa94dbde88c2ab0eae492d5f6e523.png
S-016,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,b74d62135edfc5bb3e9ef63e11a6295963aaad57fb799c67976c44bfce877fa4,b74d62135edf,image-d2364a659dbd7bb298bf7082068eddae5c33d741,1759.0375383679839,2495.4156815413735,955.0,384.0,955,384,source/images/b74d62135edfc5bb3e9ef63e11a6295963aaad57fb799c67976c44bfce877fa4.png
S-017,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,162260547e054b745c8c8bc49c3bbc014e23af8019be6285ff43a54c2a92e43c,162260547e05,image-c85bd9dc03bd940f186572cd567864cf7aefb175,209.38582833046166,2552.9346971067425,884.0,482.0,960,524,source/images/162260547e054b745c8c8bc49c3bbc014e23af8019be6285ff43a54c2a92e43c.png
S-018,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,c2cd6f2bd3571bd66b0215cddace09f86acfb86f5237c72fd200aa08fcd663c2,c2cd6f2bd357,image-9fcdc05c1654f6e416970b1340b6d4f95ca247b7,9729.146216389818,2674.6011092451154,779.0,463.0,986,586,source/images/c2cd6f2bd3571bd66b0215cddace09f86acfb86f5237c72fd200aa08fcd663c2.png
S-019,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,2aa267c6f2eba31684a4dd696fdc135dbc0927c16278d564eb4bbd84207c2d89,2aa267c6f2eb,image-3cf1bc636a021a666cf585125b2625f78fdfa97d,8447.373984751952,2679.671961668966,1055.0,237.0,1055,237,source/images/2aa267c6f2eba31684a4dd696fdc135dbc0927c16278d564eb4bbd84207c2d89.png
S-020,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,5ca2f30176d0c11003f1e4f8b4da025a98d8387dd92f373d3248f12831c48bf3,5ca2f30176d0,image-5a801fe9d3f92f0f06cf06b1989a1bbf69051923,2923.307616556396,2679.956266023015,944.0,223.0,944,223,source/images/5ca2f30176d0c11003f1e4f8b4da025a98d8387dd92f373d3248f12831c48bf3.png
S-021,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,bf7dc04d5bef609a2a1915b82b6eb8711a18d6d60fa080b2f471faef1c6917f8,bf7dc04d5bef,image-7007b7c22576464d9595f664f1dc99138c8e9a7b,12450.066970397995,2725.4046108831026,996.0,377.0,996,377,source/images/bf7dc04d5bef609a2a1915b82b6eb8711a18d6d60fa080b2f471faef1c6917f8.png
S-022,R01,"primary-handler patterns, redirects, decompression, cookies and top-level option selection",recovered_missing,processed,e8a2e75c20f3337616cb245debcccd3b9cf3a1f36c72952ae46411e463b559c3,e8a2e75c20f3,image-b734cd99216a38e9df53cadc8b57d02f01df2bab,4242.645829813186,2790.999639538277,914.0,482.0,982,518,source/images/e8a2e75c20f3337616cb245debcccd3b9cf3a1f36c72952ae46411e463b559c3.png
S-023,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,286c07b507bc23b567e33b3eaf1b282ac77738addb4e85dfa6a07bb4545fc25f,286c07b507bc,image-e6cdb867c3d3894569cc7112a93bac71b50c7c5f,1731.0374620740386,2905.9156815413735,991.0,403.0,991,403,source/images/286c07b507bc23b567e33b3eaf1b282ac77738addb4e85dfa6a07bb4545fc25f.png
S-024,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,810809c5524d94300120d22eaad766b65e2f2b3fb77af7e485761f3aee500e42,810809c5524d,image-631f987a5154927f5d556bfe6282bbe11c6a3913,2908.9612222280684,2932.328666083893,972.0,387.0,972,387,source/images/810809c5524d94300120d22eaad766b65e2f2b3fb77af7e485761f3aee500e42.png
S-025,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,0f2c0f4d5ae9abdf06bafea93c02b4669d631a4c67b6d6358e1101564bf43bc3,0f2c0f4d5ae9,image-80256d46eca58828ba51034e32862aa0e4bf6b38,6124.332921081223,2933.087402311925,1009.0,452.0,1009,452,source/images/0f2c0f4d5ae9abdf06bafea93c02b4669d631a4c67b6d6358e1101564bf43bc3.png
S-026,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,04f41755f14773dec2c95562820892bd787defd44c3db1d33342e31dc05ce498,04f41755f147,image-b7e2b47b3dbc468740d5c51b454ba270dfe842b9,218.0321968917524,3038.686214266345,813.0,147.0,813,147,source/images/04f41755f14773dec2c95562820892bd787defd44c3db1d33342e31dc05ce498.png
S-027,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,b1f7165cf985b20d0ee9b0d9a01fb1bd2b8d262f53c887e3ffc3f9b138598e6c,b1f7165cf985,image-16b2540d89de6988add45d0a8b7dbcc52910ad11,12456.257964381224,3065.1292551353326,1149.0,621.0,1010,546,source/images/b1f7165cf985b20d0ee9b0d9a01fb1bd2b8d262f53c887e3ffc3f9b138598e6c.png
S-028,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,8ec2a3948a171c7381dfb6fde48b7ead0aa0867c3c6654d662d1bb34ed68f405,8ec2a3948a17,image-dbf022dcdd56780556f10814bf60f1107cb548de,144.9349484370814,3208.8912843427534,980.0,463.0,980,463,source/images/8ec2a3948a171c7381dfb6fde48b7ead0aa0867c3c6654d662d1bb34ed68f405.png
S-029,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,11f69b4eadf8661434042921879cc28e3064a0210dfcfaed27c983541c84b932,11f69b4eadf8,image-c5345f2e0426149414ceae76983ec6fb3179218b,1678.7041796033354,3342.4156815413735,1039.0,320.0,1039,320,source/images/11f69b4eadf8661434042921879cc28e3064a0210dfcfaed27c983541c84b932.png
S-030,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",already_present,processed,18d1c2103a974c59013ad2441bbad5e812c918aa2363e48c5c164249d5a1a939,18d1c2103a97,image-5e030d43de11f0ad94b1ad00d5cc1b22a057cd2e,2980.7268059589824,3539.8967324559417,873.0,482.0,1034,571,source/images/18d1c2103a974c59013ad2441bbad5e812c918aa2363e48c5c164249d5a1a939.png
S-031,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,42f2026a38ecf690ae83f8fa4d60fdb11513fb11f9ce4d82c824d9d31654ae38,42f2026a38ec,image-19e7c5f489cf971a0dfb9a4fbab4c1e7912f660f,4277.047592522813,3545.0472266371144,983.0,471.0,983,471,source/images/42f2026a38ecf690ae83f8fa4d60fdb11513fb11f9ce4d82c824d9d31654ae38.png
S-032,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,c8169ff158de8f985cd8bc369273908d0280574b009dbee358bbe3d134f78182,c8169ff158de,image-933a9fdc335ada60059128ee495621a3e038b4f1,105.08858542915732,3671.020110899488,948.0,279.0,948,279,source/images/c8169ff158de8f985cd8bc369273908d0280574b009dbee358bbe3d134f78182.png
S-033,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,3dd592179814cc5c414104955f39ecdddb75b75a9071e43304bf8576724b14f5,3dd592179814,image-36f37e3465dfdfd44fe8581d6ecc86a7d04f485a,1684.5374620740386,3681.2491165999672,944.0,369.0,944,369,source/images/3dd592179814cc5c414104955f39ecdddb75b75a9071e43304bf8576724b14f5.png
S-034,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,0b8970309a5d2604a42d467bdad70aa8a7468d4960ca57f9d747e6e14bfc89f7,0b8970309a5d,image-9f1a12959aab197b2173f656cbe82f9dfb44e135,7761.898525530585,3689.8564850451658,1027.0,452.0,1027,452,source/images/0b8970309a5d2604a42d467bdad70aa8a7468d4960ca57f9d747e6e14bfc89f7.png
S-035,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,5b4c2f367f165755e8c72c78e2f616b6a1e87c064d8536359ad368f2470400c5,5b4c2f367f16,image-107740c50faa7c7321b7deaed4950d06209c0394,6116.3411579208805,3693.674519824948,1018.0,454.0,1018,454,source/images/5b4c2f367f165755e8c72c78e2f616b6a1e87c064d8536359ad368f2470400c5.png
S-036,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,ff5196af1db5b2a860ce2bafd70cb7cd25c41dc14f4345f7ce361a048775fda2,ff5196af1db5,image-7de03c28b65d9b3c9737e4338a0baee6fe09cdba,10751.393650462313,3703.7286720842894,1022.0,228.0,1022,228,source/images/ff5196af1db5b2a860ce2bafd70cb7cd25c41dc14f4345f7ce361a048775fda2.png
S-037,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,03288de9fb0212a4e9970bc0b6257a5fbc5f0ea6df57813546ed34bb6c87d534,03288de9fb02,image-91ce2ec57a262f90a78b1b7df0cabf7b189cfdbe,12468.495541826564,3706.5711322279676,982.0,468.0,982,468,source/images/03288de9fb0212a4e9970bc0b6257a5fbc5f0ea6df57813546ed34bb6c87d534.png
S-038,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,b6d8f533b405a952eb77eaf505011c484730fa263946f2b3f82f85b342f5f85e,b6d8f533b405,image-6e4739d67d5db3248283451c2badf7dea63acae9,9361.992765766967,3800.4799819909385,1142.0,742.0,988,642,source/images/b6d8f533b405a952eb77eaf505011c484730fa263946f2b3f82f85b342f5f85e.png
S-039,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,0c62d8bc677d8709b151bea746dfd02bd2d18168d72a64f344317c79b0e0f6c3,0c62d8bc677d,image-92bf8ee4f4a2b22bdc490404573d0d32c9a919c0,10766.679294993563,3944.562107142883,988.0,397.0,988,397,source/images/0c62d8bc677d8709b151bea746dfd02bd2d18168d72a64f344317c79b0e0f6c3.png
S-040,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",already_present,processed,244ccdf96066be881ebcd799886431ba166e85e5bc1d3f8cc539447c0cee43e5,244ccdf96066,image-8703bbb0420039c4c68ec69c06b5528f8b16cdc3,2946.4637152184823,4058.7751368613244,1016.0,449.0,1016,449,source/images/244ccdf96066be881ebcd799886431ba166e85e5bc1d3f8cc539447c0cee43e5.png
S-041,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,a0c9c80297a89159608cd8d93a03c7342311e7817933d277c7f4c223501193ac,a0c9c80297a8,image-ccf45e5657a853ea42daad83a306af4442cc0444,1642.870820838687,4061.5823990706704,994.0,475.0,994,475,source/images/a0c9c80297a89159608cd8d93a03c7342311e7817933d277c7f4c223501193ac.png
S-042,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,b1e430e1bfa4986896020443350bb6662fa47c795f606d8b7149b5a54471a9c9,b1e430e1bfa4,image-6147a646be7d14405fa208cb3c4ca7f27d2a8883,7765.084038497165,4165.0785377252905,1031.0,406.0,1031,406,source/images/b1e430e1bfa4986896020443350bb6662fa47c795f606d8b7149b5a54471a9c9.png
S-043,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,5224575c364064911dd64dcc20561701d5cbbebcc06ecb7205b0838ea35f05cf,5224575c3640,image-58244176a909d9b1765e8bfb1e2584182e5056b4,12433.964327646425,4215.605416547172,933.0,482.0,1002,518,source/images/5224575c364064911dd64dcc20561701d5cbbebcc06ecb7205b0838ea35f05cf.png
S-044,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,3125b8b36060ca0662583c969bd46bfb223117ea179ca5558ea71e7e4b89e759,3125b8b36060,image-bf38a7528ace467ab3a9a7304fb2732587854e18,6086.513306125866,4220.803976360163,1033.0,435.0,1033,435,source/images/3125b8b36060ca0662583c969bd46bfb223117ea179ca5558ea71e7e4b89e759.png
S-045,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,2cd14f8e0e3d03618649371790fee627cd41f487c2a6158c739544490f25cec3,2cd14f8e0e3d,image-bd0ea7db3921d358950b4ba30b8b1627b482aa5a,10782.179294993563,4372.062107142883,981.0,398.0,981,398,source/images/2cd14f8e0e3d03618649371790fee627cd41f487c2a6158c739544490f25cec3.png
S-046,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,e0f7441b135d900402ed8c91993cb5bf045070b79f432ac5d2befd1a5784c805,e0f7441b135d,image-a926bad5552a01fc8c4bf863d27767c47d9d0696,7765.917249760185,4590.189835332712,972.0,334.0,972,334,source/images/e0f7441b135d900402ed8c91993cb5bf045070b79f432ac5d2befd1a5784c805.png
S-047,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,6fe7307fcc231007e5848ce1a996d8d69d7d91f0a2f6c498b52420022924f855,6fe7307fcc23,image-8fd11d43766ffe36473e316881dc0f85f8a5819d,12451.285643905883,4720.265174899978,1013.0,373.0,1013,373,source/images/6fe7307fcc231007e5848ce1a996d8d69d7d91f0a2f6c498b52420022924f855.png
S-048,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,0349ace9b2d8ff46770d6a14632f83e9cdafe5b424352f7711c3553452c63a04,0349ace9b2d8,image-90b90b563487d98e163843ab0cb7f96e8108e211,10.0,4899.846536454541,1048.0,261.0,1048,261,source/images/0349ace9b2d8ff46770d6a14632f83e9cdafe5b424352f7711c3553452c63a04.png
S-049,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,8b3af310f52b971c33d6bf229b4724eea3efea8154b6acaa229d62604afb7489,8b3af310f52b,image-8f0b7b9ff6984cddb877bc0b30b83a1e7cb80529,1255.9869564741075,4916.566613466137,975.0,348.0,975,348,source/images/8b3af310f52b971c33d6bf229b4724eea3efea8154b6acaa229d62604afb7489.png
S-050,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,6b82d610effea13f5cf5e048a005af9c513b06673fc327d584c92a378cb9b517,6b82d610effe,image-900a4967e9a74acd6f79d4c355ba4ec83016c940,3632.067348829556,4947.061558615038,700.0,251.0,700,251,source/images/6b82d610effea13f5cf5e048a005af9c513b06673fc327d584c92a378cb9b517.png
S-051,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,e15196e51d8553eb4fc98f78a43c5887dbcba3414cd87cbb98af5d85de02a6b0,e15196e51d85,image-65f5518c2e4b9ca81bcc3e2db464e51c30d80a26,7744.578450891871,4949.36681694079,1001.0,482.0,1009,486,source/images/e15196e51d8553eb4fc98f78a43c5887dbcba3414cd87cbb98af5d85de02a6b0.png
S-052,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,4821508c7342e8e3c236841e963eabc38696cdc8e40105fa6eef5b037fa10f93,4821508c7342,image-8a2bc279ec11342634819748f601076480854c96,6114.587348552081,4955.100303739178,1021.0,397.0,1021,397,source/images/4821508c7342e8e3c236841e963eabc38696cdc8e40105fa6eef5b037fa10f93.png
S-053,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,5f02acea36fd7d53379acd8d05dec2f9e4f8189480041a74e5daa5ada3559b58,5f02acea36fd,image-ccb0ab788d0888365659e148cf4f20f5d49a2bad,2331.4191953777827,4973.262575219247,813.0,336.0,813,336,source/images/5f02acea36fd7d53379acd8d05dec2f9e4f8189480041a74e5daa5ada3559b58.png
S-054,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,b6ad3b0d0c8415b9fa473fd8be5c73fdecbf00922d0d6fd4218334427aedf749,b6ad3b0d0c84,image-81c151eb4fbafb9a888f6281d73faa0236ecfe77,10.961585411658234,5183.897834155854,1003.0,257.0,1003,257,source/images/b6ad3b0d0c8415b9fa473fd8be5c73fdecbf00922d0d6fd4218334427aedf749.png
S-055,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,e54ec451ca370da7d2edecd9eca4b2f024507661faa216977a322bb0d8f27de4,e54ec451ca37,image-92e55953bc7e7d9d8c5949cd0f2592d682f4714e,3619.434694895117,5231.405308615038,1029.0,482.0,1035,485,source/images/e54ec451ca370da7d2edecd9eca4b2f024507661faa216977a322bb0d8f27de4.png
S-056,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,38c2c18e602b1fd6a352fc356d95a09c25bf483127e6a4d91114bf9bddae75c3,38c2c18e602b,image-4f037ba8e496d7ce93c4a9220ab0a7c870a99b8f,2319.483235341724,5321.929116685584,802.0,252.0,802,252,source/images/38c2c18e602b1fd6a352fc356d95a09c25bf483127e6a4d91114bf9bddae75c3.png
S-057,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,331a94659f05369658578f119cc90f133d87ea3c2d97e91e28ea0c04c0862b68,331a94659f05,image-810aa95dbb0bd63fa80351a22a2f9466823addf5,11.615478515625,5483.154181812104,1014.0,239.0,1014,239,source/images/331a94659f05369658578f119cc90f133d87ea3c2d97e91e28ea0c04c0862b68.png
S-058,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,b653a56585c84234ac67b2ea3ef2517f76e92f0c60dec6f9f2228841cfda0fa7,b653a56585c8,image-f90eaeabbae97294f1d17e5f47a69f277b708798,1193.6700013224217,5570.774150883182,795.0,463.0,900,524,source/images/b653a56585c84234ac67b2ea3ef2517f76e92f0c60dec6f9f2228841cfda0fa7.png
S-059,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,9a74be9f90d372e979f3742e8215ccb96b033c4b159b50ed9b3b760a28992c4a,9a74be9f90d3,image-f45736d9bae29bad9709387c477b676c8840503f,2328.0601584186497,5577.172769029334,951.0,281.0,951,281,source/images/9a74be9f90d372e979f3742e8215ccb96b033c4b159b50ed9b3b760a28992c4a.png
S-060,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,b3a92aeefca706cb27486aa7a8d302631991a68d70dca86bb8cec9f7d614f743,b3a92aeefca7,image-30a7e2d0bc0c02d8abd75d713b065cc30972d5a4,6068.662175231613,5683.571040772593,995.0,429.0,995,429,source/images/b3a92aeefca706cb27486aa7a8d302631991a68d70dca86bb8cec9f7d614f743.png
S-061,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,6ceb0b34951054ccf06164c70b0df06457ffdd45a0974100051be1aa4be0f773,6ceb0b349510,image-c815204b262915c072cf349628ba224458bdeb2b,3593.5545596168176,5765.010307863835,1088.0,467.0,1088,467,source/images/6ceb0b34951054ccf06164c70b0df06457ffdd45a0974100051be1aa4be0f773.png
S-062,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,ad8f6be1c8b472ac46e6fa239770cc6ed89a1a764ae28257636630b75693c43d,ad8f6be1c8b4,image-e3747b880033753b202d1c4f80a34934b0e25a1b,10972.456860142898,5777.249187761707,950.0,164.0,950,164,source/images/ad8f6be1c8b472ac46e6fa239770cc6ed89a1a764ae28257636630b75693c43d.png
S-063,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,6e513cbbeede75ca18cdb19d95bad493c018dca94eea17902d737fb0c85df729,6e513cbbeede,image-28ce99871d92e7c6dbded40e84045e32730186a7,12064.496962112122,5809.135892111633,1058.0,457.0,1058,457,source/images/6e513cbbeede75ca18cdb19d95bad493c018dca94eea17902d737fb0c85df729.png
S-064,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,03c670a54fa1931e8c77f65846f12a7c1be223ac518dd169fed5e829f73c9c0f,03c670a54fa1,image-83b6a4b033c186c385bcab84aac8fa6ea86a89c6,13291.243584123571,5823.963273064022,944.0,376.0,1019,406,source/images/03c670a54fa1931e8c77f65846f12a7c1be223ac518dd169fed5e829f73c9c0f.png
S-065,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,67d7f474041e8b6f405b89dd9e1f4d890819531ca3f8b0db9fbe92f4bb4712ea,67d7f474041e,image-c529ed07ef7101271a964f6695c2b38c3e7af066,2332.060158418648,5858.493250549764,863.0,344.0,863,344,source/images/67d7f474041e8b6f405b89dd9e1f4d890819531ca3f8b0db9fbe92f4bb4712ea.png
