image_use_id,region,semantic_topic,recovery_status,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-024,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,4946b7a66c6f,image-fdc80ccbc5c14aa51c8a4a00de96bc00809bbee9,2392.9697832191705,4877.963304324385,784.0,157.0,784,157,source/images/4946b7a66c6f.png
S-025,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,cfd5f5b81d6e,image-ec0f8ffad59a63814571175377aecd5a850b687f,7809.379078388536,4909.899339823643,698.0,482.0,893,617,source/images/cfd5f5b81d6e.png
S-026,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,9cd5a3b5cdde,image-b7fadfd943342f60e8001196501689ae11a72d80,2366.3984941566723,5061.844346804846,924.0,366.0,924,366,source/images/9cd5a3b5cdde.png
S-027,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,b63d740f42a6,image-fb11aa414942f1d04fbf52378f5a3629951180b2,9352.871179053922,5219.0976598904135,850.0,383.0,850,383,source/images/b63d740f42a6.png
S-028,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,2bb46ed1f199,image-1027d68c85545183757dfa7252ea8ab59085bb4f,2348.750731958853,5466.354783816565,850.0,482.0,934,530,source/images/2bb46ed1f199.png
S-029,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,a084c5aafd4e,image-8950c024145e41decfd90d39993e786b28f073d5,3933.4032367203235,5504.71162782369,863.0,482.0,956,534,source/images/a084c5aafd4e.png
S-030,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,2aa1501f81fe,image-5f73ed998a3e3f936a44d3c234588fc091b9db46,9385.207480102017,5617.007947600751,828.0,463.0,839,469,source/images/2aa1501f81fe.png
S-031,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,51d4a1051617,image-9e0387112efd71525a64e56339b7fac3edb0ea07,3926.8768442348555,5952.5530856145015,998.0,437.0,998,437,source/images/51d4a1051617.png
S-032,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,2579747f12b7,image-99c0aa530c80a292692ff9f0010b9ba07a1281a7,2319.73186818011,5957.677720828284,916.0,145.0,916,145,source/images/2579747f12b7.png
S-033,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,e601b295e598,image-c312d1591eceac56851306a12e40c53ef49a1da1,9386.063392845988,6102.546409139214,839.0,452.0,839,452,source/images/e601b295e598.png
S-034,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,227977525892,image-cfbd19429c097d425f3f378d992f5021180b4de8,7749.457058327351,6310.023832128886,783.0,482.0,859,529,source/images/227977525892.png
S-035,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,7b70d23e8a96,image-efc10d5b41430bd1b80f2f9cb8e135fafd773ed1,3940.617675398051,6423.849336699557,932.0,407.0,932,407,source/images/7b70d23e8a96.png
S-036,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,7791ee41dd14,image-8fd82771775777b2a34aef724864cd9169ebd853,7737.486188471452,6801.875638769515,825.0,482.0,862,504,source/images/7791ee41dd14.png
S-037,R02,"login/logout lifecycle, refetch, CORS and cross-tab mismatch",recovered_missing,processed,f3ab6f5d7fcd,image-181f835ec5c64f04dbb146e58e35bd16ec1aae1b,3968.6917042608966,6846.941906686534,864.0,346.0,864,346,source/images/f3ab6f5d7fcd.png
S-038,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,00f74bb6f152,image-b231899f64f4fee7b6d87ffb3364ad5dd37d72e8,3992.2824352413827,7209.89683561448,838.0,482.0,936,539,source/images/00f74bb6f152.png
S-039,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,92928b648764,image-3c05aec0f353dc24b5718761e481ee5140d750a4,7719.476297632584,7295.824757303366,716.0,401.0,844,473,source/images/92928b648764.png
S-040,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,3b19d64f958f,image-34033111bd419a96931f3c852ab3a83f7703cfe5,5274.755048814164,7819.66057346269,872.0,181.0,872,181,source/images/3b19d64f958f.png
S-041,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,3a183c59d42c,image-d5439f5afceb5f33003078c865827311a5f1e2e2,2551.1265905093933,7865.887935572708,1059.0,180.0,1059,180,source/images/3a183c59d42c.png
S-042,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,a2aeb7b1c24a,image-23b4fc285ed6bfddfd7d83ff9c1199653ca6361d,3951.721039595932,7901.553877123228,958.0,382.0,958,382,source/images/a2aeb7b1c24a.png
S-043,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,5396d49cc9cb,image-780d014f11fba3b7b8823ccf4c745f864fa46a96,1357.491694094775,7902.012586536173,805.0,127.0,805,127,source/images/5396d49cc9cb.png
S-044,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,392c0112c35c,image-cc28742658fa6cf2e70e5ddbaaf80e07ab0bb42e,5262.774608786591,8012.346859940179,954.0,275.0,954,275,source/images/392c0112c35c.png
S-045,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,55a1fa1bfe05,image-3a8afcfb89c050bbbd6f939ce53dcc1c00088563,1283.6500052633728,8027.689720732134,1002.0,482.0,1003,483,source/images/55a1fa1bfe05.png
S-046,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,1cba3a80d38d,image-982482e7ca4b1891ddc5352b34cc79b8ae506008,2550.4123629238275,8057.6974593822415,985.0,428.0,985,428,source/images/1cba3a80d38d.png
S-047,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,6f8d22c3d3ad,image-3b120548fed1511643a74ada5d8c11e948b1af6b,3951.81194868684,8319.12967169,936.0,422.0,936,422,source/images/6f8d22c3d3ad.png
S-048,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,c6f466ffe3ba,image-34d3253b8b27d0d85af5b2ca0931d65ea1239590,2569.8247745681747,8476.411774160875,791.0,370.0,791,370,source/images/c6f466ffe3ba.png
S-049,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,d895dcaad245,image-0e809ff7748b0fe00ec1f0a8c277972ad9d21549,5286.588375736514,8524.009542610995,927.0,232.0,927,232,source/images/d895dcaad245.png
S-050,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,1e6280fd33c2,image-5dcd0f4024f162cf15df3e729dd309118246a63f,1285.5473174671679,8569.67930406547,900.0,365.0,900,365,source/images/1e6280fd33c2.png
S-051,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,64b7a3971146,image-21431d320c1faea7352a4a6261ea3aad8348678c,2585.324954767206,8852.395865056762,832.0,158.0,832,158,source/images/64b7a3971146.png
S-052,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,89bb502bf9dc,image-eaee9e7642e0d57aef5c8437a7aff045dacaa0d0,1248.8143157581835,8956.578626575229,940.0,482.0,998,512,source/images/89bb502bf9dc.png
S-053,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,0877d35a75a7,image-6d5b00bf4fad75b5c1d6f2656512380aa969d947,2578.831635519058,9004.506949041137,909.0,401.0,949,419,source/images/0877d35a75a7.png
S-054,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,ab9fe072d4a7,image-8776dd099ab20a801abfe79aa6a676cf40ad7cff,4043.1310068685034,9156.882861760856,950.0,300.0,950,300,source/images/ab9fe072d4a7.png
S-055,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,10e10a31aa7a,image-36da6d9b48fdeea7d66c60904a8a3d87097fbf5f,85.31822927636858,9324.853727185971,970.0,155.0,970,155,source/images/10e10a31aa7a.png
S-056,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,5d960492fa16,image-611108fd82fb74ed8192cf223a9cff9b0843275d,2557.0471227359576,9450.451407048964,981.0,329.0,981,329,source/images/5d960492fa16.png
S-057,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,47fcab9090f3,image-311fe02859c63d9a9786032def8bdb45b4f2868e,1261.3250274281054,9452.790449084987,964.0,241.0,964,241,source/images/47fcab9090f3.png
S-058,R03,"filters, manual validation, 400 mapping and exception boundaries",recovered_missing,processed,3f5b64d2e7e5,image-a51d520ebd1fcdef64f019057da319c3510d6405,4079.4643394976465,9588.734736592498,904.0,199.0,904,199,source/images/3f5b64d2e7e5.png
