source_id,expected_stage,expected_region,expected_status,ledger_region,ledger_status,decision_is_final,must_recheck_before_region_close,bad_placeholder_signal_found,closure_ok
S-281,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-282,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-283,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-284,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-285,Stage5b,R13,processed-in-r13-v001,R13,processed-in-r13-v001,yes-for-r13-stage5b,no-for-stage5b-transcript,no,yes
S-286,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-287,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-288,Stage5c,R12,processed-in-r12-v002-correction,R12,processed-in-r12-v002-correction,yes-for-r12-stage5c,no-for-stage5c-transcript,no,yes
S-289,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-290,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-291,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-292,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-293,Stage5b,R13,processed-in-r13-v001,R13,processed-in-r13-v001,yes-for-r13-stage5b,no-for-stage5b-transcript,no,yes
S-294,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-295,Stage5c,R12,processed-in-r12-v002-correction,R12,processed-in-r12-v002-correction,yes-for-r12-stage5c,no-for-stage5c-transcript,no,yes
S-296,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-297,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-298,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-299,Stage5b,R13,processed-in-r13-v001,R13,processed-in-r13-v001,yes-for-r13-stage5b,no-for-stage5b-transcript,no,yes
S-300,Stage5c,R12,processed-in-r12-v002-correction,R12,processed-in-r12-v002-correction,yes-for-r12-stage5c,no-for-stage5c-transcript,no,yes
S-301,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-302,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-303,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-304,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-305,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-306,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-307,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-308,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-309,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-310,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-311,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-312,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-313,Stage5b,R13,processed-in-r13-v001,R13,processed-in-r13-v001,yes-for-r13-stage5b,no-for-stage5b-transcript,no,yes
S-314,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-315,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-316,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-317,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-318,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-319,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-320,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-321,Stage5b,R13,processed-in-r13-v001,R13,processed-in-r13-v001,yes-for-r13-stage5b,no-for-stage5b-transcript,no,yes
S-322,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-323,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-324,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-325,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-326,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-327,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-328,Stage5b,R13,processed-in-r13-v001,R13,processed-in-r13-v001,yes-for-r13-stage5b,no-for-stage5b-transcript,no,yes
S-329,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-330,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-331,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-332,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-333,Stage5b,R13,processed-in-r13-v001,R13,processed-in-r13-v001,yes-for-r13-stage5b,no-for-stage5b-transcript,no,yes
S-334,Stage5c,R09D,processed-in-r09d-v001,R09D,processed-in-r09d-v001,yes-for-r09d-stage5c,no-for-stage5c-transcript,no,yes
S-335,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-336,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-337,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-338,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-339,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-340,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-341,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-342,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-343,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-344,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-345,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-346,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-347,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-348,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-349,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-350,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-351,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-352,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-353,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-354,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-355,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-356,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-357,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-358,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-359,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-360,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-361,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-362,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-363,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-364,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-365,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-366,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-367,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-368,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-369,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-370,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-371,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-372,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-373,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-374,Stage5c,R14,processed-in-r14-v001,R14,processed-in-r14-v001,yes-for-r14-stage5c,no-for-stage5c-transcript,no,yes
S-375,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-376,Stage5b,R15,processed-in-r15-v001,R15,processed-in-r15-v001,yes-for-r15-stage5b,no-for-stage5b-transcript,no,yes
S-377,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-378,Stage5b,R15,processed-in-r15-v001,R15,processed-in-r15-v001,yes-for-r15-stage5b,no-for-stage5b-transcript,no,yes
S-379,Stage5b,R15,processed-in-r15-v001,R15,processed-in-r15-v001,yes-for-r15-stage5b,no-for-stage5b-transcript,no,yes
S-380,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-381,Stage5b,R15,processed-in-r15-v001,R15,processed-in-r15-v001,yes-for-r15-stage5b,no-for-stage5b-transcript,no,yes
S-382,Stage5b,R12,processed-in-r12-v001,R12,processed-in-r12-v001,yes-for-r12-stage5b,no-for-stage5b-transcript,no,yes
S-383,Stage5b,R15,processed-in-r15-v001,R15,processed-in-r15-v001,yes-for-r15-stage5b,no-for-stage5b-transcript,no,yes
