id,text,x,y,transform
T-051,"cookie.Cookie.Name = ""__Host-app"";",0,392.62,
T-052,cookie.Cookie.HttpOnly = true;,0,417.62,
T-053,cookie.Cookie.SecurePolicy = CookieSecurePolicy.Always;,0,442.62,
T-054,cookie.Cookie.SameSite = SameSiteMode.Lax; // often OK for OIDC; sometimes None depending on setup,0,467.62,
T-055,cookie.SlidingExpiration = true;,0,492.62,
T-056,cookie.ExpireTimeSpan = TimeSpan.FromHours(8);,0,517.62,
T-057,}),0,542.62,
T-058,".AddOpenIdConnect(OpenIdConnectDefaults.AuthenticationScheme, oidc =>",0,567.62,
T-059,{,0,592.62,
T-060,"oidc.Authority = ""https://localhost:5001""; // IdP base URL",0,617.62,
T-061,"oidc.ClientId = ""mvc"";",0,642.62,
T-062,"oidc.ClientSecret = ""mvc-secret"";",0,667.62,
T-064,"oidc.ResponseType = ""code""; // Authorization Code flow",0,717.62,
T-065,oidc.UsePkce = true;,0,742.62,
T-067,"oidc.CallbackPath = ""/signin-oidc""; // default",0,792.62,
T-068,"oidc.SignedOutCallbackPath = ""/signout-callback-oidc""; // default",0,817.62,
T-070,// Scopes requested at login,0,867.62,
T-071,oidc.Scope.Clear();,0,892.62,
T-072,"oidc.Scope.Add(""openid""); // required for OIDC",0,917.62,
T-073,"oidc.Scope.Add(""profile""); // basic identity claims",0,942.62,
T-074,"// oidc.Scope.Add(""email""); // if needed",0,967.62,
T-075,"// oidc.Scope.Add(""api.read""); // if calling APIs",0,992.62,
T-077,oidc.SaveTokens = true; // demo-friendly (stores tokens in auth ticket). In prod BFF prefer false.,0,1042.62,
T-078,oidc.GetClaimsFromUserInfoEndpoint = true; // fetch additional claims from /userinfo if available,0,1067.62,
T-080,"// Claim mapping (optional, depends on IdP)",0,1117.62,
T-081,"oidc.MapInboundClaims = false; // keeps claim types as-is (e.g., ""sub"", ""role"")",0,1142.62,
T-082,"oidc.TokenValidationParameters.NameClaimType = ""name"";",0,1167.62,
T-083,"oidc.TokenValidationParameters.RoleClaimType = ""role"";",0,1192.62,
T-084,});,0,1217.62,
T-086,var app = builder.Build();,0,1267.62,
T-087,app.UseHttpsRedirection();,0,1292.62,
T-088,app.UseStaticFiles();,0,1317.62,
T-089,app.UseRouting();,0,1342.62,
T-090,app.UseAuthentication();,0,1367.62,
T-091,app.UseAuthorization();,0,1392.62,
T-092,app.MapDefaultControllerRoute();,0,1417.62,
T-093,app.Run();,0,1442.62,
T-094,are there sec reason or just a payload?,0,17.619999999999997,
T-095,"ACCESS TOKEN EXISTS, ITS NOT EXPIRED",0,17.619999999999997,
T-096,OR WE JUST FETCHED A NEW ONE,0,42.62,
T-097,THE ACCESS TOKEN THAT,0,17.619999999999997,
T-098,IS VALID OR THAT WE,0,42.62,
T-099,JUST GOT WITH REFRESH,0,67.62,
T-100,should we use refresh tokens in spa,0,102.19599999999998,
T-101,token rotation,0,247.19599999999997,
T-102,token rotation,0,59.908,
T-103,!!!,0,102.82250800781247,
T-104,using IdentityModel.Client;,0,17.619999999999997,
T-106,public sealed class ApiClientWithBffTokens,0,67.62,
T-107,{,0,92.62,
T-108,private readonly IHttpClientFactory _httpClientFactory;,0,117.62,
T-109,private readonly ITokenStore _tokenStore;,0,142.62,
T-111,"public ApiClientWithBffTokens(IHttpClientFactory httpClientFactory, ITokenStore tokenStore)",0,192.62,
T-112,{,0,217.62,
T-113,_httpClientFactory = httpClientFactory;,0,242.62,
T-114,_tokenStore = tokenStore;,0,267.62,
T-115,},0,292.62,
T-117,"public async Task<string?> GetAccessTokenAsync(HttpContext http, CancellationToken ct)",0,342.62,
T-118,{,0,367.62,
T-119,"var sid = http.User.FindFirstValue(""bff_sid"");",0,392.62,
T-120,if (string.IsNullOrEmpty(sid)) return null;,0,417.62,
T-122,"var tokens = await _tokenStore.GetAsync(sid, ct);",0,467.62,
T-123,if (tokens is null) return null;,0,492.62,
T-125,// refresh early,0,542.62,
T-126,if (tokens.ExpiresAt > DateTimeOffset.UtcNow.AddMinutes(1)),0,567.62,
T-127,return tokens.AccessToken;,0,592.62,
T-129,// refresh,0,642.62,
T-130,"var idp = _httpClientFactory.CreateClient(""idp"");",0,667.62,
T-131,"var disco = await idp.GetDiscoveryDocumentAsync(""https://localhost:5001"", ct: ct);",0,692.62,
T-132,if (disco.IsError) return null;,0,717.62,
T-134,var refreshed = await idp.RequestRefreshTokenAsync(new RefreshTokenRequest,0,767.62,
T-135,{,0,792.62,
T-136,"Address = disco.TokenEndpoint,",0,817.62,
T-137,"ClientId = ""mvc"",",0,842.62,
T-138,"ClientSecret = ""mvc-secret"",",0,867.62,
T-139,RefreshToken = tokens.RefreshToken,0,892.62,
T-140,"}, ct);",0,917.62,
T-142,if (refreshed.IsError || string.IsNullOrEmpty(refreshed.AccessToken)),0,967.62,
T-143,return null;,0,992.62,
T-145,var newSet = new TokenSet,0,1042.62,
T-146,{,0,1067.62,
T-147,"AccessToken = refreshed.AccessToken,",0,1092.62,
T-148,"RefreshToken = refreshed.RefreshToken ?? tokens.RefreshToken,",0,1117.62,
T-149,ExpiresAt = DateTimeOffset.UtcNow.AddSeconds(refreshed.ExpiresIn),0,1142.62,
T-150,};,0,1167.62,
T-152,"await _tokenStore.SaveAsync(sid, newSet, ct);",0,1217.62,
T-153,return newSet.AccessToken;,0,1242.62,
T-154,},0,1267.62,
T-156,"public async Task<(int Status, string Body, bool NeedsReauth)> GetWeatherAsync(HttpContext http, CancellationToken ct)",0,1317.62,
T-157,{,0,1342.62,
T-158,"var accessToken = await GetAccessTokenAsync(http, ct);",0,1367.62,
T-159,if (accessToken is null),0,1392.62,
T-160,"return (401, """", true);",0,1417.62,
T-162,"var api = _httpClientFactory.CreateClient(""api"");",0,1467.62,
T-163,api.DefaultRequestHeaders.Authorization =,0,1492.62,
T-164,"new System.Net.Http.Headers.AuthenticationHeaderValue(""Bearer"", accessToken);",0,1517.62,
T-166,"var resp = await api.GetAsync(""weather"", ct);",0,1567.62,
T-167,var body = await resp.Content.ReadAsStringAsync(ct);,0,1592.62,
T-169,if (resp.StatusCode == System.Net.HttpStatusCode.Unauthorized),0,1642.62,
T-170,{,0,1667.62,
T-171,"// token could have been revoked, etc. force reauth",0,1692.62,
T-172,"return (401, body, true);",0,1717.62,
T-173,},0,1742.62,
T-175,"return ((int)resp.StatusCode, body, false);",0,1792.62,
T-176,},0,1817.62,
T-177,},0,1842.62,
T-178,using Microsoft.AspNetCore.Authentication.OpenIdConnect;,0,17.619999999999997,
T-179,using System.Security.Claims;,0,42.62,
T-181,options.Events = new OpenIdConnectEvents,0,92.62,
T-182,{,0,117.62,
T-183,OnTokenResponseReceived = async ctx =>,0,142.62,
T-184,{,0,167.62,
T-185,// Tokens are available here:,0,192.62,
T-186,var accessToken = ctx.TokenEndpointResponse?.AccessToken;,0,217.62,
T-187,var refreshToken = ctx.TokenEndpointResponse?.RefreshToken;,0,242.62,
T-188,var expiresIn = ctx.TokenEndpointResponse?.ExpiresIn;,0,267.62,
T-190,if (string.IsNullOrEmpty(accessToken) || string.IsNullOrEmpty(refreshToken) || expiresIn is null),0,317.62,
T-191,return;,0,342.62,
T-193,"var sid = Guid.NewGuid().ToString(""N""); // our server session id",0,392.62,
T-195,// Add sid claim to the cookie identity (small),0,442.62,
T-196,var identity = (ClaimsIdentity)ctx.Principal!.Identity!;,0,467.62,
T-197,"identity.AddClaim(new Claim(""bff_sid"", sid));",0,492.62,
T-199,var expiresAt = DateTimeOffset.UtcNow.AddSeconds(expiresIn.Value);,0,542.62,
T-201,var store = ctx.HttpContext.RequestServices.GetRequiredService<ITokenStore>();,0,592.62,
T-202,"await store.SaveAsync(sid, new TokenSet",0,617.62,
T-203,{,0,642.62,
T-204,"AccessToken = accessToken,",0,667.62,
T-205,"RefreshToken = refreshToken,",0,692.62,
T-206,ExpiresAt = expiresAt,0,717.62,
T-207,"}, ctx.HttpContext.RequestAborted);",0,742.62,
T-208,},0,767.62,
T-209,};,0,792.62,
T-210,using Microsoft.Extensions.Caching.Distributed;,0,17.619999999999997,
T-211,using System.Text.Json;,0,42.62,
T-213,public sealed class DistributedTokenStore : ITokenStore,0,92.62,
T-214,{,0,117.62,
T-215,private readonly IDistributedCache _cache;,0,142.62,
T-217,public DistributedTokenStore(IDistributedCache cache) => _cache = cache;,0,192.62,
T-219,"private static string Key(string sid) => $""bff:tokens:{sid}"";",0,242.62,
T-221,"public async Task SaveAsync(string sid, TokenSet tokens, CancellationToken ct)",0,292.62,
T-222,{,0,317.62,
T-223,var json = JsonSerializer.Serialize(tokens);,0,342.62,
T-225,// Set cache TTL to something >= refresh token lifetime policy,0,392.62,
T-226,var options = new DistributedCacheEntryOptions,0,417.62,
T-227,{,0,442.62,
T-228,SlidingExpiration = TimeSpan.FromDays(14),0,467.62,
T-229,};,0,492.62,
T-231,"await _cache.SetStringAsync(Key(sid), json, options, ct);",0,542.62,
T-232,},0,567.62,
T-234,"public async Task<TokenSet?> GetAsync(string sid, CancellationToken ct)",0,617.62,
T-235,{,0,642.62,
T-236,"var json = await _cache.GetStringAsync(Key(sid), ct);",0,667.62,
T-237,return json is null ? null : JsonSerializer.Deserialize<TokenSet>(json);,0,692.62,
T-238,},0,717.62,
T-240,"public Task RemoveAsync(string sid, CancellationToken ct)",0,767.62,
T-241,"=> _cache.RemoveAsync(Key(sid), ct);",0,792.62,
T-242,},0,817.62,
T-243,accessing tokens from token store,0,128.8217658284505,
T-244,lower,0,311.5995266520182,
T-245,accessing tokens from token store,0,128.8217658284505,
T-246,custom identity resources and getting,0,72.12456201171875,
T-247,some claims for clients claims identity for convenient ui logic,0,174.45793603515625,
T-248,"how to ask for scopes , how to give some",0,78.1992240121027,
T-249,"scopes on login and later, if we dont have some scopes in access",0,189.1515849827365,
T-250,token to perform some actions that need some scopes,0,300.1039459533703,
T-251,try to get those scopes from id,0,411.05630692400416,
T-252,setting all needed scopes,0,17.619999999999997,
T-253,!!!,0,60.691135009765624,
T-254,oidc events,0,111.59337430245972,
T-255,api resources,0,125.68932821219255,
T-256,should i alwats create iprofser,0,76.82320000000009,
T-257,for custom id resources,0,185.8232000000002,
T-258,identity model package,0,104.36463192983774,
T-259,only admins can get write,0,61.235659486013354,
T-260,scope,0,148.11939882485183,
T-261,some default scopes,0,61.235659486013354,
T-262,+ step up rechallenge,0,148.11939882485183,
T-263,with,0,235.0031381636903,
T-264,additional scropes in,0,321.8868775025287,
T-265,atuh prop items,0,408.7706168413672,
