use_id,image_id,filename,region_id,x,y,width,height,opacity,transform,duplicate_of_use_id,nearest_text_ids,nearest_captions,status
IU-025,image-dbe7b8fbc4aa77b57ed876abc1749d9a2b489fe6,image-dbe7b8fbc4aa77b57ed876abc1749d9a2b489fe6.png,R02,4162.5677784055515,2097.724723585141,284.0,93.0,1,translate(4162.5677784055515 2097.724723585141) rotate(0 142 46.5),,"[""T-001"", ""T-002"", ""T-003""]","[""sending hashed with secret and then sending secret to"", ""get tokens"", ""needed for idp to prove that its you who initialized the flow""]",pending_supplemental_transcript
IU-026,image-c8b3fdf91c078230fc4cc9206f6276e51c5335e6,image-c8b3fdf91c078230fc4cc9206f6276e51c5335e6.png,R02,2849.139154661132,2145.129561057229,496.0,50.0,1,translate(2849.139154661132 2145.129561057229) rotate(0 248 25),,"[""T-001"", ""T-002"", ""T-003""]","[""sending hashed with secret and then sending secret to"", ""get tokens"", ""needed for idp to prove that its you who initialized the flow""]",pending_supplemental_transcript
IU-027,image-6d8ba9d56abd6328d803cbcf1d7d4ad2dd2714c2,image-6d8ba9d56abd6328d803cbcf1d7d4ad2dd2714c2.png,R02,2677.476820565784,2212.923856727388,614.0,435.0,1,translate(2677.476820565784 2212.923856727388) rotate(0 307 217.5),,"[""T-021"", ""T-003"", ""T-002""]","[""jwt api/idp asymmetric keys"", ""needed for idp to prove that its you who initialized the flow"", ""get tokens""]",pending_supplemental_transcript
IU-028,image-9c35382fa28a2b753309f6731b0b070b2fc05ee6,image-9c35382fa28a2b753309f6731b0b070b2fc05ee6.png,R02,4650.704093293056,2361.83300312298,573.0,319.0,1,translate(4650.704093293056 2361.83300312298) rotate(0 286.5 159.5),,"[""T-003"", ""T-002"", ""T-001""]","[""needed for idp to prove that its you who initialized the flow"", ""get tokens"", ""sending hashed with secret and then sending secret to""]",pending_supplemental_transcript
IU-029,image-eef6a92f3f4c03dcd95152fd8c96dbcc85bd5988,image-eef6a92f3f4c03dcd95152fd8c96dbcc85bd5988.png,R02,4659.310116908113,2692.5754458609026,517.0,266.0,1,translate(4659.310116908113 2692.5754458609026) rotate(0 258.5 133),,"[""T-003"", ""T-002"", ""T-001""]","[""needed for idp to prove that its you who initialized the flow"", ""get tokens"", ""sending hashed with secret and then sending secret to""]",pending_supplemental_transcript
IU-030,image-c565574f1356b3688c489403ce3d9f1f9c8f6077,image-c565574f1356b3688c489403ce3d9f1f9c8f6077.png,R02,4052.5575978207544,3850.7622282354296,440.0,287.0,1,translate(4052.5575978207544 3850.7622282354296) rotate(0 220 143.5),,"[""T-029"", ""T-021"", ""T-003""]","[""iprofser"", ""jwt api/idp asymmetric keys"", ""needed for idp to prove that its you who initialized the flow""]",pending_supplemental_transcript
IU-031,image-84fb9d28e773adeb0f9d22b3b31dd1b5e9812c0a,image-84fb9d28e773adeb0f9d22b3b31dd1b5e9812c0a.png,R02,4037.9465545264848,3417.373347823641,457.0,396.0,1,translate(4037.9465545264848 3417.373347823641) rotate(0 228.5 198),,"[""T-021"", ""T-029"", ""T-003""]","[""jwt api/idp asymmetric keys"", ""iprofser"", ""needed for idp to prove that its you who initialized the flow""]",pending_supplemental_transcript
IU-032,image-907347387cf269b1cf01c0500a2f94ec3087925e,image-907347387cf269b1cf01c0500a2f94ec3087925e.png,R02,3765.7971741522197,9608.50195508505,658.0,329.0,1,translate(3765.7971741522197 9608.50195508505) rotate(0 329 164.5),,"[""T-019"", ""T-020"", ""T-007""]","[""sign out"", ""!!!"", ""code and tokens""]",pending_supplemental_transcript
IU-033,image-e15d2195756f96697a38d594192b4e3ab7490af8,image-e15d2195756f96697a38d594192b4e3ab7490af8.png,R02,3857.2971741522197,8739.50195508505,475.0,403.0,1,translate(3857.2971741522197 8739.50195508505) rotate(0 237.5 201.5),,"[""T-007"", ""T-019"", ""T-005""]","[""code and tokens"", ""sign out"", ""default schemes values that are possible""]",pending_supplemental_transcript
IU-034,image-434b27022eb6145bb8517fb0fbfd1bb26ab50adc,image-434b27022eb6145bb8517fb0fbfd1bb26ab50adc.png,R02,3839.2971741522197,9159.668565802824,493.0,428.0,1,translate(3839.2971741522197 9159.668565802824) rotate(0 246.5 214),,"[""T-019"", ""T-007"", ""T-020""]","[""sign out"", ""code and tokens"", ""!!!""]",pending_supplemental_transcript
IU-035,image-7f62b26e388494c997d6c9a4f83ca0e04d0bad07,image-7f62b26e388494c997d6c9a4f83ca0e04d0bad07.png,R02,3910.265411166265,4265.63651943936,347.0,246.0,1,translate(3910.265411166265 4265.63651943936) rotate(0 173.5 123),,"[""T-029"", ""T-024"", ""T-021""]","[""iprofser"", ""not storing access tokens in browsers cookie auth properties"", ""jwt api/idp asymmetric keys""]",pending_supplemental_transcript
IU-036,image-c4af1b403da80fdd49c924acb5baac4fea2fb318,image-c4af1b403da80fdd49c924acb5baac4fea2fb318.png,R02,3894.6679762568856,4551.92474779222,383.0,482.0,1,translate(3894.6679762568856 4551.92474779222) rotate(0 191.3195214979196 241.15625),,"[""T-024"", ""T-029"", ""T-021""]","[""not storing access tokens in browsers cookie auth properties"", ""iprofser"", ""jwt api/idp asymmetric keys""]",pending_supplemental_transcript
IU-037,image-4b6f770ea7abad3413e7df251a0d992be018f6cb,image-4b6f770ea7abad3413e7df251a0d992be018f6cb.png,R02,3842.132024200071,5047.48026943936,541.0,482.0,1,translate(3842.132024200071 5047.48026943936) rotate(0 270.5221402214022 241.15625),,"[""T-024"", ""T-006"", ""T-029""]","[""not storing access tokens in browsers cookie auth properties"", ""def challenge scheme how works"", ""iprofser""]",pending_supplemental_transcript
IU-038,image-fa3e7ef813642e72ec380c7dc060afad97047b87,image-fa3e7ef813642e72ec380c7dc060afad97047b87.png,R02,3863.838467226753,5534.147037831282,511.0,482.0,1,translate(3863.838467226753 5534.147037831282) rotate(0 255.48236386138615 241.15625),,"[""T-006"", ""T-024"", ""T-004""]","[""def challenge scheme how works"", ""not storing access tokens in browsers cookie auth properties"", ""edpoint names + min flow""]",pending_supplemental_transcript
IU-039,image-eb939d492c84bf101e0f0d3ecbe6fba5f4824946,image-eb939d492c84bf101e0f0d3ecbe6fba5f4824946.png,R02,3894.458922304355,6038.59141445889,450.0,482.0,1,translate(3894.458922304355 6038.59141445889) rotate(0 224.86190878378375 241.15625),,"[""T-006"", ""T-024"", ""T-005""]","[""def challenge scheme how works"", ""not storing access tokens in browsers cookie auth properties"", ""default schemes values that are possible""]",pending_supplemental_transcript
IU-040,image-6c2d6acf834f9c7ff4e297d1e6fd2de55192fd47,image-6c2d6acf834f9c7ff4e297d1e6fd2de55192fd47.png,R02,3822.2097877938686,6552.525374419827,652.0,370.0,1,translate(3822.2097877938686 6552.525374419827) rotate(0 326 185),,"[""T-006"", ""T-005"", ""T-004""]","[""def challenge scheme how works"", ""default schemes values that are possible"", ""edpoint names + min flow""]",pending_supplemental_transcript
IU-041,image-b7f9d8d7a943d5435065cda7b09d445750e76dc1,image-b7f9d8d7a943d5435065cda7b09d445750e76dc1.png,R02,3832.4874977548043,6924.469751047436,587.0,355.0,1,translate(3832.4874977548043 6924.469751047436) rotate(0 293.5 177.5),,"[""T-006"", ""T-005"", ""T-100""]","[""def challenge scheme how works"", ""default schemes values that are possible"", ""should we use refresh tokens in spa""]",pending_supplemental_transcript
IU-042,image-872af8b98ef7486db53c6adf99b14b6ef923e22c,image-872af8b98ef7486db53c6adf99b14b6ef923e22c.png,R02,3857.1641163843324,7274.14693610603,467.0,482.0,1,translate(3857.1641163843324 7274.14693610603) rotate(0 233.26796144859827 241.15625),,"[""T-005"", ""T-006"", ""T-007""]","[""default schemes values that are possible"", ""def challenge scheme how works"", ""code and tokens""]",pending_supplemental_transcript
IU-043,image-063785b2f78b1e9e03c7615c660031a8c16b98ba,image-063785b2f78b1e9e03c7615c660031a8c16b98ba.png,R02,3826.9790813117415,7751.924747792225,580.0,482.0,1,translate(3826.9790813117415 7751.924747792225) rotate(0 290.11966318785585 241.15625),,"[""T-005"", ""T-007"", ""T-006""]","[""default schemes values that are possible"", ""code and tokens"", ""def challenge scheme how works""]",pending_supplemental_transcript
IU-044,image-858eeb74f8796d07fead37b7d70e87592e587091,image-858eeb74f8796d07fead37b7d70e87592e587091.png,R02,3807.4587848092215,8271.323833603601,627.0,234.0,1,translate(3807.4587848092215 8271.323833603601) rotate(0 313.5 117),,"[""T-007"", ""T-005"", ""T-019""]","[""code and tokens"", ""default schemes values that are possible"", ""sign out""]",pending_supplemental_transcript
IU-045,image-df1e8eda9d097e4e731a565617d7612004bce1e5,image-df1e8eda9d097e4e731a565617d7612004bce1e5.png,R02,4699.022361643765,7397.3873995390095,638.0,286.0,1,translate(4699.022361643765 7397.3873995390095) rotate(0 319 143),,"[""T-005"", ""T-006"", ""T-100""]","[""default schemes values that are possible"", ""def challenge scheme how works"", ""should we use refresh tokens in spa""]",pending_supplemental_transcript
IU-046,image-7e1c838d3779bd2bc2a963e8c2a372e8f9b4dd0a,image-7e1c838d3779bd2bc2a963e8c2a372e8f9b4dd0a.png,R02,4710.403343089078,6965.125480244926,640.0,421.0,1,translate(4710.403343089078 6965.125480244926) rotate(0 320 210.5),,"[""T-006"", ""T-005"", ""T-100""]","[""def challenge scheme how works"", ""default schemes values that are possible"", ""should we use refresh tokens in spa""]",pending_supplemental_transcript
IU-047,image-b090f25f4ca61926d5c3ee6cf79270654dbb4f25,image-b090f25f4ca61926d5c3ee6cf79270654dbb4f25.png,R02,4706.427094484166,6798.768337387781,627.0,148.0,1,translate(4706.427094484166 6798.768337387781) rotate(0 313.5 74),,"[""T-006"", ""T-005"", ""T-100""]","[""def challenge scheme how works"", ""default schemes values that are possible"", ""should we use refresh tokens in spa""]",pending_supplemental_transcript
IU-048,image-36d6c30eb67bdf8f25fcf675f570eeedd4cb4885,image-36d6c30eb67bdf8f25fcf675f570eeedd4cb4885.png,R02,5529.818251078397,8058.57350378987,464.0,259.0,1,translate(5529.818251078397 8058.57350378987) rotate(0 232.11091968168012 129.41176470588232),,"[""T-005"", ""T-101"", ""T-100""]","[""default schemes values that are possible"", ""token rotation"", ""should we use refresh tokens in spa""]",pending_supplemental_transcript
IU-049,image-022ab31211f9ddb1701fb2050514bd4d1308ffb4,image-022ab31211f9ddb1701fb2050514bd4d1308ffb4.png,R02,5526.16602403598,7765.24022131916,515.0,259.0,1,translate(5526.16602403598 7765.24022131916) rotate(0 257.4298642533936 129.41176470588232),,"[""T-005"", ""T-101"", ""T-100""]","[""default schemes values that are possible"", ""token rotation"", ""should we use refresh tokens in spa""]",pending_supplemental_transcript
IU-050,image-ca5f3e3b220ec9063dfa852e8789d05b125cba1d,image-ca5f3e3b220ec9063dfa852e8789d05b125cba1d.png,R02,5481.820770005166,6796.701845148142,532.0,259.0,1,translate(5481.820770005166 6796.701845148142) rotate(0 266.14872364039957 129.41176470588243),,"[""T-006"", ""T-100"", ""T-101""]","[""def challenge scheme how works"", ""should we use refresh tokens in spa"", ""token rotation""]",pending_supplemental_transcript
IU-051,image-c428dd16db52b61107219c13849a66549e7726da,image-c428dd16db52b61107219c13849a66549e7726da.png,R02,5499.660944441125,7102.782077479838,516.0,259.0,1,translate(5499.660944441125 7102.782077479838) rotate(0 257.85487847833747 129.41176470588243),,"[""T-100"", ""T-005"", ""T-101""]","[""should we use refresh tokens in spa"", ""default schemes values that are possible"", ""token rotation""]",pending_supplemental_transcript
IU-052,image-1bdf2fc3891fb56cfb4a5b4035ab3d417fa6d84d,image-1bdf2fc3891fb56cfb4a5b4035ab3d417fa6d84d.png,R02,5521.330032552933,7423.778521196233,481.0,259.0,1,translate(5521.330032552933 7423.778521196233) rotate(0 240.36224659355264 129.41176470588243),,"[""T-005"", ""T-100"", ""T-101""]","[""default schemes values that are possible"", ""should we use refresh tokens in spa"", ""token rotation""]",pending_supplemental_transcript
IU-053,image-2b2fbbd24c014d61602bd786c9b7194d8270c775,image-2b2fbbd24c014d61602bd786c9b7194d8270c775.png,R02,4791.489980271203,9191.121676058925,613.0,211.0,1,translate(4791.489980271203 9191.121676058925) rotate(0 306.5 105.5),,"[""T-007"", ""T-019"", ""T-005""]","[""code and tokens"", ""sign out"", ""default schemes values that are possible""]",pending_supplemental_transcript
IU-054,image-a6efae304eb6e8c353f61e5d194b6deca24d5da6,image-a6efae304eb6e8c353f61e5d194b6deca24d5da6.png,R02,4772.267690232141,8790.066052686534,607.0,382.0,1,translate(4772.267690232141 8790.066052686534) rotate(0 303.5 191),,"[""T-007"", ""T-005"", ""T-019""]","[""code and tokens"", ""default schemes values that are possible"", ""sign out""]",pending_supplemental_transcript
IU-055,image-d54f404adc7f634563f5442ade4cce574b1f8fe0,image-d54f404adc7f634563f5442ade4cce574b1f8fe0.png,R02,4776.8229067034945,8352.45500939226,589.0,395.0,1,translate(4776.8229067034945 8352.45500939226) rotate(0 294.5 197.5),,"[""T-007"", ""T-005"", ""T-101""]","[""code and tokens"", ""default schemes values that are possible"", ""token rotation""]",pending_supplemental_transcript
IU-056,image-608c7f9e144ab9cbe109552a0b9813ba9eb03a84,image-608c7f9e144ab9cbe109552a0b9813ba9eb03a84.png,R02,4721.601023565474,7866.121676058932,615.0,421.0,1,translate(4721.601023565474 7866.121676058932) rotate(0 307.5 210.5),,"[""T-005"", ""T-007"", ""T-101""]","[""default schemes values that are possible"", ""code and tokens"", ""token rotation""]",pending_supplemental_transcript
IU-057,image-09aed4a363cb2f8d58f7a91f50819802dd0fb7eb,image-09aed4a363cb2f8d58f7a91f50819802dd0fb7eb.png,R01,1397.4902244118275,8391.95480594174,557.0,136.0,1,translate(1397.4902244118275 8391.95480594174) rotate(0 278.5 68),,"[""T-008"", ""T-019"", ""T-007""]","[""what endpoint who should have"", ""sign out"", ""code and tokens""]",pending_supplemental_transcript
IU-058,image-4db52bf90c8fbfcdd77cbd9cf2cd4e2e3b77d376,image-4db52bf90c8fbfcdd77cbd9cf2cd4e2e3b77d376.png,R01,1424.8788962868275,7929.177075635749,544.0,410.0,1,translate(1424.8788962868275 7929.177075635749) rotate(0 272 205),,"[""T-008"", ""T-019"", ""T-007""]","[""what endpoint who should have"", ""sign out"", ""code and tokens""]",pending_supplemental_transcript
IU-059,image-3b1eb45c220ab94135020ca17e0451566db8bed5,image-3b1eb45c220ab94135020ca17e0451566db8bed5.png,R01,1410.8788962868275,7522.51038862403,644.0,410.0,1,translate(1410.8788962868275 7522.51038862403) rotate(0 322 205),,"[""T-004"", ""T-008"", ""T-007""]","[""edpoint names + min flow"", ""what endpoint who should have"", ""code and tokens""]",pending_supplemental_transcript
IU-060,image-5fead2dc1875f74fb98ce1e125072a76f6bc9a84,image-5fead2dc1875f74fb98ce1e125072a76f6bc9a84.png,R01,1422.54552226339,7350.843762647468,410.0,164.0,1,translate(1422.54552226339 7350.843762647468) rotate(0 205 82),,"[""T-004"", ""T-008"", ""T-005""]","[""edpoint names + min flow"", ""what endpoint who should have"", ""default schemes values that are possible""]",pending_supplemental_transcript
IU-061,image-adec68e9fbc9f601a9e184b9c653b31467213224,image-adec68e9fbc9f601a9e184b9c653b31467213224.png,R01,1429.637688680681,6867.687451612312,396.0,482.0,1,translate(1429.637688680681 6867.687451612312) rotate(0 197.90795565302142 241.15625),,"[""T-004"", ""T-006"", ""T-024""]","[""edpoint names + min flow"", ""def challenge scheme how works"", ""not storing access tokens in browsers cookie auth properties""]",pending_supplemental_transcript
IU-062,image-4877e3934e40487d7c978b27d3233bc646391566,image-4877e3934e40487d7c978b27d3233bc646391566.png,R01,994.9396654285338,10209.542923897965,871.0,351.0,1,translate(994.9396654285338 10209.542923897965) rotate(0 435.5 175.5),,"[""T-020"", ""T-258"", ""T-019""]","[""!!!"", ""identity model package"", ""sign out""]",pending_supplemental_transcript
IU-063,image-284a4dbcb2cc0d6a6687693ffb99f750d4b938a2,image-284a4dbcb2cc0d6a6687693ffb99f750d4b938a2.png,R01,965.6654578110629,9788.813617370075,908.0,399.0,1,translate(965.6654578110629 9788.813617370075) rotate(0 454 199.5),,"[""T-020"", ""T-019"", ""T-008""]","[""!!!"", ""sign out"", ""what endpoint who should have""]",pending_supplemental_transcript
IU-064,image-ee014f39a7bfc660883b7e23204cfcb9a121ff8c,image-ee014f39a7bfc660883b7e23204cfcb9a121ff8c.png,R01,981.1890348199922,9317.57549306762,656.0,431.0,1,translate(981.1890348199922 9317.57549306762) rotate(0 328 215.5),,"[""T-008"", ""T-019"", ""T-020""]","[""what endpoint who should have"", ""sign out"", ""!!!""]",pending_supplemental_transcript
IU-065,image-25b260aa2d0e77d6e2eaeca03ee7e8007e540632,image-25b260aa2d0e77d6e2eaeca03ee7e8007e540632.png,R01,945.0701034583853,8872.527903084361,873.0,403.0,1,translate(945.0701034583853 8872.527903084361) rotate(0 436.5 201.5),,"[""T-008"", ""T-019"", ""T-020""]","[""what endpoint who should have"", ""sign out"", ""!!!""]",pending_supplemental_transcript
IU-066,image-99f9b985b1e5a1c878c18e9d492e45d3aeaa71b2,image-99f9b985b1e5a1c878c18e9d492e45d3aeaa71b2.png,R02,3013.266188541922,13793.132470707087,749.0,297.0,1,translate(3013.266188541922 13793.132470707087) rotate(0 374.5 148.5),,"[""T-099"", ""T-098"", ""T-097""]","[""JUST GOT WITH REFRESH"", ""IS VALID OR THAT WE "", ""THE ACCESS TOKEN THAT ""]",pending_supplemental_transcript
