source_id,source_num,fileId,fileId_short,x,y,width,height,rotation,opacity,region_id,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close,p01_boundary_decision,p01_boundary_note
S-006,6,4ab95270e4660fcf32264f6c1e02c6b3a295b1a9,4ab95270e4,1807.027,2088.476,738.0,436.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-009: SO WE CAN GET IT AND EXECUTE | L-010: IT WITH OUR ACTIONCONTEXT TO | L-011: DO MANUAL VALIDATION BUT WITH | L-012: CURRENT CONFIG,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001,include-r02,Included in P01 after visual/semantic boundary review.
S-007,7,9aadd6e0e23e7e711035862102a1ea6d403b79f2,9aadd6e0e2,1808.36,2556.513,682.0,374.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-012: CURRENT CONFIG | L-011: DO MANUAL VALIDATION BUT WITH | L-010: IT WITH OUR ACTIONCONTEXT TO | L-009: SO WE CAN GET IT AND EXECUTE,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001,include-r02,Included in P01 after visual/semantic boundary review.
S-008,8,a2fda5249e19a3474196d73c9351dd51481e5b6f,a2fda5249e,1740.893,2969.024,935.0,482.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-001: with upsert | L-012: CURRENT CONFIG | L-011: DO MANUAL VALIDATION BUT WITH | L-010: IT WITH OUR ACTIONCONTEXT TO,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001,include-r02,Included in P01 after visual/semantic boundary review.
S-009,9,d30e6f39fb1e2a1e2c1c859536626fab009f0bba,d30e6f39fb,1793.972,3507.717,853.0,199.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-001: with upsert | L-002: create flow IF  id missing | L-003: and then update flow as normal patch | L-012: CURRENT CONFIG,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001,include-r02,Included in P01 after visual/semantic boundary review.
S-010,10,d30bfab0f6cc719bb7121f14fc183eed545cecfe,d30bfab0f6,1796.185,3760.995,724.0,401.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-002: create flow IF  id missing | L-001: with upsert | L-003: and then update flow as normal patch | L-012: CURRENT CONFIG,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001,include-r02,Included in P01 after visual/semantic boundary review.
S-011,11,51e3b2500e77c59cda2e89924c061141f66523e7,51e3b2500e,2916.976,2816.167,845.0,347.0,0.0,1,R04,jsonpatch-validation-upsert-and-modelstate-problem-details,P02-R03-R04,"JSON Patch validation, manually adding ModelState errors, upsert/create/update flow and returning ProblemDetails from ModelState.","L-015: NOT RELATED, ABOUT PATCH VALIDATION | L-004: need to check if jsonpatchdoc valid first | L-001: with upsert | L-002: create flow IF  id missing",checked-not-p01-reserved-for-p02-r03r04,yes-not-p01,"Checked during P01 boundary review; belongs to P02/R03R04, not P01.",candidate-P02-R03R04,yes-for-p02-r03r04,checked-not-p01-reserved-for-p02,Reserved for P02; not reprocessed in P01 transcript.
S-012,12,1341c5df7f3410faf450dc8762c28225f8b522bf,1341c5df7f,2818.172,3213.844,1006.0,588.0,0.0,1,R04,jsonpatch-validation-upsert-and-modelstate-problem-details,P02-R03-R04,"JSON Patch validation, manually adding ModelState errors, upsert/create/update flow and returning ProblemDetails from ModelState.","L-001: with upsert | L-002: create flow IF  id missing | L-015: NOT RELATED, ABOUT PATCH VALIDATION | L-004: need to check if jsonpatchdoc valid first",checked-not-p01-reserved-for-p02-r03r04,yes-not-p01,"Checked during P01 boundary review; belongs to P02/R03R04, not P01.",candidate-P02-R03R04,yes-for-p02-r03r04,checked-not-p01-reserved-for-p02,Reserved for P02; not reprocessed in P01 transcript.
S-013,13,aad17ea5c7d517d29a9e8aecdecfb148fb8a6858,aad17ea5c7,2939.587,4046.733,774.0,482.0,0.0,1,R04,jsonpatch-validation-upsert-and-modelstate-problem-details,P02-R03-R04,"JSON Patch validation, manually adding ModelState errors, upsert/create/update flow and returning ProblemDetails from ModelState.","L-002: create flow IF  id missing | L-003: and then update flow as normal patch | L-001: with upsert | L-015: NOT RELATED, ABOUT PATCH VALIDATION",checked-not-p01-reserved-for-p02-r03r04,yes-not-p01,"Checked during P01 boundary review; belongs to P02/R03R04, not P01.",candidate-P02-R03R04,yes-for-p02-r03r04,checked-not-p01-reserved-for-p02,Reserved for P02; not reprocessed in P01 transcript.
S-014,14,8aaed4978ef62b78cca6d63b30f4111b6e956ae5,8aaed4978e,4085.141,3265.782,574.0,445.0,0.0,1,R04,jsonpatch-validation-upsert-and-modelstate-problem-details,P02-R03-R04,"JSON Patch validation, manually adding ModelState errors, upsert/create/update flow and returning ProblemDetails from ModelState.","L-004: need to check if jsonpatchdoc valid first | L-005: for system.text.json patch(we write modelstate errors manually) | L-015: NOT RELATED, ABOUT PATCH VALIDATION | L-001: with upsert",checked-not-p01-reserved-for-p02-r03r04,yes-not-p01,"Checked during P01 boundary review; belongs to P02/R03R04, not P01.",candidate-P02-R03R04,yes-for-p02-r03r04,checked-not-p01-reserved-for-p02,Reserved for P02; not reprocessed in P01 transcript.
S-015,15,30a6ce137ba382ed34eb466afd00e539ad0ee7cd,30a6ce137b,4695.298,3224.271,681.0,482.0,0.0,1,R04,jsonpatch-validation-upsert-and-modelstate-problem-details,P02-R03-R04,"JSON Patch validation, manually adding ModelState errors, upsert/create/update flow and returning ProblemDetails from ModelState.","L-005: for system.text.json patch(we write modelstate errors manually) | L-004: need to check if jsonpatchdoc valid first | L-015: NOT RELATED, ABOUT PATCH VALIDATION | L-001: with upsert",checked-not-p01-reserved-for-p02-r03r04,yes-not-p01,"Checked during P01 boundary review; belongs to P02/R03R04, not P01.",candidate-P02-R03R04,yes-for-p02-r03r04,checked-not-p01-reserved-for-p02,Reserved for P02; not reprocessed in P01 transcript.
S-016,16,6574ca5365faaab5043df271f6ed99d91f485ba7,6574ca5365,3966.976,2547.449,929.0,450.0,0.0,1,R03,tryvalidatemodel-and-custom-manual-validation-flow,P02-R03-R04,"TryValidateModel, manual ModelState invalidation, removing automatic response when custom rules must validate before response.","L-005: for system.text.json patch(we write modelstate errors manually) | L-004: need to check if jsonpatchdoc valid first | L-015: NOT RELATED, ABOUT PATCH VALIDATION | L-013: HELPER FOR MANUAL VALIDATOIN",checked-not-p01-reserved-for-p02-r03r04,yes-not-p01,"Checked during P01 boundary review; belongs to P02/R03R04, not P01.",candidate-P02-R03R04,yes-for-p02-r03r04,checked-not-p01-reserved-for-p02,Reserved for P02; not reprocessed in P01 transcript.
S-017,17,183684b58e01f0a2130837b2e44332fd115a7966,183684b58e,3951.587,2040.504,1030.0,479.0,0.0,1,R03,tryvalidatemodel-and-custom-manual-validation-flow,P02-R03-R04,"TryValidateModel, manual ModelState invalidation, removing automatic response when custom rules must validate before response.","L-013: HELPER FOR MANUAL VALIDATOIN | L-005: for system.text.json patch(we write modelstate errors manually) | L-004: need to check if jsonpatchdoc valid first | L-015: NOT RELATED, ABOUT PATCH VALIDATION",checked-not-p01-reserved-for-p02-r03r04,yes-not-p01,"Checked during P01 boundary review; belongs to P02/R03R04, not P01.",candidate-P02-R03R04,yes-for-p02-r03r04,checked-not-p01-reserved-for-p02,Reserved for P02; not reprocessed in P01 transcript.
S-018,18,41af58a59aae92cc796f167018deb6668ca4be75,41af58a59a,61.556,1509.082,908.0,441.0,0.0,1,R03,tryvalidatemodel-and-custom-manual-validation-flow,P02-R03-R04,"TryValidateModel, manual ModelState invalidation, removing automatic response when custom rules must validate before response.",L-016: TRYVALIDATEMODEL | L-009: SO WE CAN GET IT AND EXECUTE | L-010: IT WITH OUR ACTIONCONTEXT TO | L-011: DO MANUAL VALIDATION BUT WITH,checked-not-p01-reserved-for-p02-r03r04,yes-not-p01,"Checked during P01 boundary review; belongs to P02/R03R04, not P01.",candidate-P02-R03R04,yes-for-p02-r03r04,checked-not-p01-reserved-for-p02,Reserved for P02; not reprocessed in P01 transcript.
S-019,19,0b131fbe94a19a4d697c77b3d59dc825c5466741,0b131fbe94,91.99,2057.315,723.0,482.0,0.0,1,R03,tryvalidatemodel-and-custom-manual-validation-flow,P02-R03-R04,"TryValidateModel, manual ModelState invalidation, removing automatic response when custom rules must validate before response.",L-009: SO WE CAN GET IT AND EXECUTE | L-010: IT WITH OUR ACTIONCONTEXT TO | L-011: DO MANUAL VALIDATION BUT WITH | L-012: CURRENT CONFIG,checked-not-p01-reserved-for-p02-r03r04,yes-not-p01,"Checked during P01 boundary review; belongs to P02/R03R04, not P01.",candidate-P02-R03R04,yes-for-p02-r03r04,checked-not-p01-reserved-for-p02,Reserved for P02; not reprocessed in P01 transcript.
