source_id,region,decision,reason
S-136,R04,included-in-r04r05r06-v001,"Classic Polly policy cheat sheet: retry, timeout, circuit breaker, fallback, bulkhead, wrap, AddPolicyHandler integration"
S-141,R04,included-in-r04r05r06-v001,"Classic Polly policy cheat sheet: retry, timeout, circuit breaker, fallback, bulkhead, wrap, AddPolicyHandler integration"
S-147,R04,included-in-r04r05r06-v001,"Classic Polly policy cheat sheet: retry, timeout, circuit breaker, fallback, bulkhead, wrap, AddPolicyHandler integration"
S-175,R04,included-in-r04r05r06-v001,Manual/extension classic Polly transient-failure examples and newer-pipeline comparison
S-177,R04,included-in-r04r05r06-v001,Manual/extension classic Polly transient-failure examples and newer-pipeline comparison
S-178,R04,included-in-r04r05r06-v001,Manual/extension classic Polly transient-failure examples and newer-pipeline comparison
S-180,R04,included-in-r04r05r06-v001,Manual/extension classic Polly transient-failure examples and newer-pipeline comparison
S-012,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-015,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-018,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-029,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-036,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-037,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-046,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-049,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-050,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-061,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-063,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-072,R05,included-in-r04r05r06-v001,Classic Polly HttpPolicyExtensions / HandleTransientHttpError / transient HTTP failure definitions
S-086,R05,included-in-r04r05r06-v001,Classic AddPolicyHandler / registry overloads and choosing policies based on request/exception bubbling context
S-091,R05,included-in-r04r05r06-v001,Classic AddPolicyHandler / registry overloads and choosing policies based on request/exception bubbling context
S-098,R05,included-in-r04r05r06-v001,Classic AddPolicyHandler / registry overloads and choosing policies based on request/exception bubbling context
S-107,R05,included-in-r04r05r06-v001,Classic AddPolicyHandler / registry overloads and choosing policies based on request/exception bubbling context
S-117,R05,included-in-r04r05r06-v001,Classic AddPolicyHandler / registry overloads and choosing policies based on request/exception bubbling context
S-125,R05,included-in-r04r05r06-v001,Classic AddPolicyHandler / registry overloads and choosing policies based on request/exception bubbling context
S-017,R06,included-in-r04r05r06-v001,Production-ready custom policy wrap and exception bubbling theory
S-028,R06,included-in-r04r05r06-v001,Production-ready custom policy wrap and exception bubbling theory
S-043,R06,included-in-r04r05r06-v001,Production-ready custom policy wrap and exception bubbling theory
S-054,R06,included-in-r04r05r06-v001,Production-ready custom policy wrap and exception bubbling theory
S-062,R06,included-in-r04r05r06-v001,Production-ready custom policy wrap and exception bubbling theory
S-071,R06,included-in-r04r05r06-v001,Production-ready custom policy wrap and exception bubbling theory
S-075,R06,included-in-r04r05r06-v001,Production-ready custom policy wrap and exception bubbling theory
S-096,R06,included-in-r04r05r06-v001,"Newer Polly exception handling: what to handle, what bubbles, and transient exception mapping"
S-100,R06,included-in-r04r05r06-v001,"Newer Polly exception handling: what to handle, what bubbles, and transient exception mapping"
S-106,R06,included-in-r04r05r06-v001,"Newer Polly exception handling: what to handle, what bubbles, and transient exception mapping"
S-110,R06,included-in-r04r05r06-v001,"Newer Polly exception handling: what to handle, what bubbles, and transient exception mapping"
S-115,R06,included-in-r04r05r06-v001,"Newer Polly exception handling: what to handle, what bubbles, and transient exception mapping"
S-120,R06,included-in-r04r05r06-v001,"Newer Polly exception handling: what to handle, what bubbles, and transient exception mapping"
S-123,R06,included-in-r04r05r06-v001,"Newer Polly exception handling: what to handle, what bubbles, and transient exception mapping"
S-126,R06,included-in-r04r05r06-v001,"Newer Polly exception handling: what to handle, what bubbles, and transient exception mapping"
S-132,R06,included-in-r04r05r06-v001,"Newer Polly exception handling: what to handle, what bubbles, and transient exception mapping"
S-142,R06,included-in-r04r05r06-v001,"Newer Polly exception handling: what to handle, what bubbles, and transient exception mapping"
S-155,R06,included-in-r04r05r06-v001,Choosing pipelines based on request/context and why inner strategies cannot know outer failures
S-157,R06,included-in-r04r05r06-v001,Choosing pipelines based on request/context and why inner strategies cannot know outer failures
S-160,R06,included-in-r04r05r06-v001,Choosing pipelines based on request/context and why inner strategies cannot know outer failures
S-163,R06,included-in-r04r05r06-v001,Choosing pipelines based on request/context and why inner strategies cannot know outer failures
S-165,R06,included-in-r04r05r06-v001,Choosing pipelines based on request/context and why inner strategies cannot know outer failures
S-170,R06,included-in-r04r05r06-v001,Choosing pipelines based on request/context and why inner strategies cannot know outer failures
S-172,R06,included-in-r04r05r06-v001,Choosing pipelines based on request/context and why inner strategies cannot know outer failures
S-174,R06,included-in-r04r05r06-v001,Choosing pipelines based on request/context and why inner strategies cannot know outer failures
