2026-08-24 13:35:04	General Game	ыа.md	7	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-24\13-35-04-766_before-insert_n007.md
2026-08-26 16:23:18	General Game	ыа.md	8	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-26\16-23-18-611_before-insert_n008.md
2026-08-26 16:23:21	General Game	ыа.md	9	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-26\16-23-21-337_before-insert_n009.md
2026-08-26 16:23:23	General Game	ыа.md	10	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-26\16-23-23-747_before-insert_n010.md
2026-08-26 16:33:30	General Game	ыа.md	11	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-26\16-33-30-638_before-insert_n011.md
2026-08-26 16:33:34	General Game	ыа.md	12	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-26\16-33-34-153_before-insert_n012.md
2026-08-26 16:33:37	General Game	ыа.md	13	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-26\16-33-37-606_before-insert_n013.md
2026-08-26 16:33:46	General Game	ыа.md	14	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-26\16-33-46-923_before-insert_n014.md
2026-08-26 16:34:36	Питчи/дата	первая игра.md	0	baseline	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\Питчи\дата\.notes\первая игра\2026-08-26\16-34-36-698_baseline_n000.md
2026-08-26 16:34:50	Питчи/дата	первая игра.md	0	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\Питчи\дата\.notes\первая игра\2026-08-26\16-34-50-656_before-insert_n000.md
2026-08-26 16:34:52	Питчи/дата	первая игра.md	1	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\Питчи\дата\.notes\первая игра\2026-08-26\16-34-52-631_before-insert_n001.md
2026-08-26 17:08:26	Питчи/дата	первая игра.md	2	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\Питчи\дата\.notes\первая игра\2026-08-26\17-08-26-161_before-insert_n002.md
2026-08-26 17:14:58	Питчи/дата	первая игра.md	3	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\Питчи\дата\.notes\первая игра\2026-08-26\17-14-58-734_before-insert_n003.md
2026-08-26 17:28:11	Питчи/дата	первая игра.md	4	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\Питчи\дата\.notes\первая игра\2026-08-26\17-28-11-016_before-insert_n004.md
2026-08-26 21:38:38	RealGames/Stacklands	игра.md	0	baseline	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\21-38-38-346_baseline_n000.md
2026-08-26 21:39:44	RealGames/Stacklands	игра.md	0	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\21-39-44-120_before-insert_n000.md
2026-08-26 21:39:58	RealGames/Stacklands	игра.md	1	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\21-39-58-228_before-insert_n001.md
2026-08-26 21:40:15	RealGames/Stacklands	игра.md	2	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\21-40-15-957_before-insert_n002.md
2026-08-26 21:40:36	RealGames/Stacklands	игра.md	3	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\21-40-36-698_before-insert_n003.md
2026-08-26 23:01:12	RealGames/Stacklands	игра.md	4	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\23-01-12-082_before-insert_n004.md
2026-08-26 23:17:31	RealGames/Stacklands	игра.md	5	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\23-17-31-679_before-insert_n005.md
2026-08-26 23:35:41	RealGames/Stacklands	игра.md	6	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\23-35-41-901_before-insert_n006.md
2026-08-26 23:43:50	RealGames/Stacklands	игра.md	7	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\23-43-50-312_before-insert_n007.md
2026-08-26 23:44:08	RealGames/Stacklands	игра.md	8	before-delete-element	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\23-44-08-297_before-delete-element_n008.md
2026-08-26 23:44:11	RealGames/Stacklands	игра.md	7	before-delete-element	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\23-44-11-082_before-delete-element_n007.md
2026-08-26 23:44:14	RealGames/Stacklands	игра.md	6	before-delete-element	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\23-44-14-714_before-delete-element_n006.md
2026-08-26 23:44:19	RealGames/Stacklands	игра.md	5	before-delete-element	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-26\23-44-19-603_before-delete-element_n005.md
2026-08-27 01:25:15	RealGames/Stacklands	игра.md	4	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-27\01-25-15-374_before-insert_n004.md
2026-08-27 01:30:57	RealGames/Stacklands	игра.md	5	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-27\01-30-57-563_before-insert_n005.md
2026-08-27 01:32:54	RealGames/Stacklands	игра.md	6	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-27\01-32-54-431_before-insert_n006.md
2026-08-27 01:37:39	RealGames/Stacklands	игра.md	7	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-27\01-37-39-858_before-insert_n007.md
2026-08-27 01:40:21	RealGames/Stacklands	игра.md	8	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-27\01-40-21-745_before-insert_n008.md
2026-08-27 01:55:14	RealGames/Stacklands	игра.md	9	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-27\01-55-14-604_before-insert_n009.md
2026-08-27 02:06:27	RealGames/Stacklands	игра.md	10	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-27\02-06-27-237_before-insert_n010.md
2026-08-27 02:06:31	RealGames/Stacklands	игра.md	11	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-27\02-06-31-765_before-insert_n011.md
2026-08-27 02:15:18	RealGames/Stacklands	игра.md	12	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\RealGames\Stacklands\.notes\игра\2026-08-27\02-15-18-941_before-insert_n012.md
