source_id,type,region,status,note,x,y,width,height,symbol_id,sha256,file,text
I013,image_use,R01,closed,Closed by stage1 final coverage transcript.,1338.9518773762802,2182.7867795982993,1047.0,251.0,image-452798c3b60780837949fe888dc2c8f00df584bd,73a4f59d4a7a39fd3a2d98495d1944fa15d92a51d7deb08e9ba7a9af0642c1b2,source/images/image-452798c3b60780837949fe888dc2c8f00df584bd.png,
I014,image_use,R01,closed,Closed by stage1 final coverage transcript.,1333.8329460146733,2476.929636741156,1122.0,417.0,image-03372d6675d4b9ffed5ec84b8d85c45e03fd11f2,3cec69349c5fc1cc53c1c014deb79fd8c055c1523d97c4eb203493bf94b3df5a,source/images/image-03372d6675d4b9ffed5ec84b8d85c45e03fd11f2.png,
I015,image_use,R02,closed,Closed by stage1 final coverage transcript.,1441.634205373398,3164.617855599662,663.0,265.0,image-1d04456ec3dc1250f41de46c47e09230f45f73cf,6611809a3d916ee6916d0bea782b77dd1caa7ab40d576624f4780d2beea1d98b,source/images/image-1d04456ec3dc1250f41de46c47e09230f45f73cf.png,
I016,image_use,R02,closed,Closed by stage1 final coverage transcript.,1414.633961232773,3490.6177335293496,1101.0,445.0,image-9a3eddce9a534fad99cc97f047468bd17bd8e228,dd977cce09c67938058e67b756927f8f5013e9884ee78ab39bc48be626e903fe,source/images/image-9a3eddce9a534fad99cc97f047468bd17bd8e228.png,
I017,image_use,R02,closed,Closed by stage1 final coverage transcript.,1393.8010754905854,4127.117489388725,972.0,324.0,image-e45df442834ad7139509556f9d69c08de5f65f43,71d8edd421503b84b796d4b189d2cada909f83a7727b317bd573b6ee73827157,source/images/image-e45df442834ad7139509556f9d69c08de5f65f43.png,
I018,image_use,R02,closed,Closed by stage1 final coverage transcript.,1383.7268838673217,4480.302710742892,1068.0,292.0,image-ce51c8915b14d77e197959ceff8a798e8d2368f8,3e2c4b48c81e49c13538d5c011278519c78cd5d466c254037b33b8d2708bb0f8,source/images/image-ce51c8915b14d77e197959ceff8a798e8d2368f8.png,
I019,image_use,R02,closed,Closed by stage1 final coverage transcript.,1391.504661645099,4967.858266298448,1008.0,348.0,image-5fa53fc2686414607fa7198105db0e71cb15aa04,8188741cbfe917bf02186ff80531dbcb77b21d6fedf0f723530188ad8289c056,source/images/image-5fa53fc2686414607fa7198105db0e71cb15aa04.png,
I020,image_use,R02,closed,Closed by stage1 final coverage transcript.,10.0,5101.553374872658,1109.0,385.0,image-83f5966cd8029121601c61a32092d0af76d28360,9dd25affd45dfca00d252eebe26fab6e74027949ca3d2f5e235465d6ed77b685,source/images/image-83f5966cd8029121601c61a32092d0af76d28360.png,
I021,image_use,R03,closed,Closed by stage1 final coverage transcript.,11.666717529295056,5490.664519892189,779.0,289.0,image-232a48cdc40ccc9e7bb7a32ddd31618f09a7d603,48d0579341e83ab637e562f6bfb32667f968c28dedeb0d6b8f7731e6fa407d52,source/images/image-232a48cdc40ccc9e7bb7a32ddd31618f09a7d603.png,
I022,image_use,R03,closed,Closed by stage1 final coverage transcript.,1430.9888855104273,5496.03297265153,1035.0,262.0,image-5a0758d992d9adccdd483d015f4fa0b51969508a,c73410a4770ef515acc0f3ac2d43f34959b4317b015ec1a032aa1e5e7a5939fc,source/images/image-5a0758d992d9adccdd483d015f4fa0b51969508a.png,
I023,image_use,R03,closed,Closed by stage1 final coverage transcript.,1419.0127240985967,5764.5806062313295,1078.0,283.0,image-e632b0e177fdee08203bba9634e132e6affdd939,a12d045aa99579e3a4eefb21d61244c9da221dd35f6564de59a8135f70e33047,source/images/image-e632b0e177fdee08203bba9634e132e6affdd939.png,
I024,image_use,R03,closed,Closed by stage1 final coverage transcript.,1435.3525139474195,6186.9269014766105,939.0,319.0,image-b2c51e50f14613619f5f431116925ad3a33bc5a5,bbb3b227879d97102e7d64cb8b8ed423197296cfdee3e0e0b3dd7e162fa4b51e,source/images/image-b2c51e50f14613619f5f431116925ad3a33bc5a5.png,
I025,image_use,R03,closed,Closed by stage1 final coverage transcript.,1417.837407349915,6610.803473330051,1071.0,198.0,image-f2e1b6ed2c5e7c9c12817d5c15d403bde4e4674f,84f44b4c505ba55c987c632e59895e08d21dd5e60d0118752c4ce0f396b7a85b,source/images/image-f2e1b6ed2c5e7c9c12817d5c15d403bde4e4674f.png,
T001,text_label,R01,closed,Closed by stage1 final coverage transcript.,1011.7812643516218,10.0,,,,,,composite key
T002,text_label,R01,closed,Closed by stage1 final coverage transcript.,3986.184191316817,138.37567814007798,,,,,,entity example
T003,text_label,R01,closed,Closed by stage1 final coverage transcript.,2872.8508579834825,206.4709162353156,,,,,,ef core example
T004,text_label,R01,closed,Closed by stage1 final coverage transcript.,1145.5310021902696,1155.016829821513,,,,,,why a composite key
T005,text_label,R02,closed,Closed by stage1 final coverage transcript.,1215.4991607305406,2908.9378023731315,,,,,,------what it leads to------
T006,text_label,R02,closed,Closed by stage1 final coverage transcript.,1027.721450769603,3040.048921961348,,,,,,to find entity need to pass all keys
T007,text_label,R02,closed,Closed by stage1 final coverage transcript.,1385.4991607305406,3942.271135706465,,,,,,foreign keys
T008,text_label,R02,closed,Closed by stage1 final coverage transcript.,1459.2029096454708,4825.974901575606,,,,,,need to actually add hasforignkey
T009,text_label,R02,closed,Closed by stage1 final coverage transcript.,1139.7052963617589,5170.137729169558,,,,,,just about the
T010,text_label,R02,closed,Closed by stage1 final coverage transcript.,1139.7052963617589,5170.137729169558,,,,,,fact that we need
T011,text_label,R02,closed,Closed by stage1 final coverage transcript.,1139.7052963617589,5170.137729169558,,,,,,to point at
T012,text_label,R02,closed,Closed by stage1 final coverage transcript.,1139.7052963617589,5170.137729169558,,,,,,2 elements
T013,text_label,R02,closed,Closed by stage1 final coverage transcript.,1139.7052963617589,5170.137729169558,,,,,,everywhere
T014,text_label,R03,closed,Closed by stage1 final coverage transcript.,1408.7267482336401,5351.689187289891,,,,,,null if any part is null
T015,text_label,R03,closed,Closed by stage1 final coverage transcript.,2649.28843554211,5557.657698814313,,,,,,!!!
T016,text_label,R03,closed,Closed by stage1 final coverage transcript.,1403.0124625193544,6066.927311592346,,,,,,uniqueness applies to comb
T017,text_label,R03,closed,Closed by stage1 final coverage transcript.,1365.869605376497,6512.6415973066305,,,,,,indexes over composite keys
T018,text_label,R03,closed,Closed by stage1 final coverage transcript.,1145.803573185636,6612.253673823193,,,,,,???
