region_source_id,source_id,image_use_id,fileId_short,region,x,y,width,height,status,readability,confidence,topic,summary,nearest_labels,notes
R01-S011,S-011,IU-011,c0513e3528,R01,1954.1382805572136,1275.7598898053493,947.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","filters | _____ | filters vs middleware and | theor | <---ASYNC FILTERS | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | how to get services from httpcontext | !!! | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S012,S-012,IU-012,f56802ef52,R01,4846.292734260693,1305.724286612216,830.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.",ordering | marking exception as | handled to stop propagation | filters | _____ | filters vs middleware and | theor | how to get services from httpcontext | but here you also can do async things | exception filter,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S013,S-013,IU-013,6efe57001d,R01,6957.689601777739,1339.265853605266,957.0,345.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",marking exception as | handled to stop propagation | exception filter | ordering | why we cant use exc filters | to catch exceptions from auth filters | exception middleware can | invalidmodstrespfac with | middleware and filter,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S014,S-014,IU-014,0f7884b709,R01,13035.871357194788,1368.185888283082,1029.0,417.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Exception filters / handled exceptions / propagation limits,"Explains exception-filter behavior: marking an exception as handled stops propagation, but exception filters do not catch exceptions from earlier authorization/resource stages; middleware remains the outer catch-all.",result after exec vs | resource after action | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | example | why we cant use exc filters | to catch exceptions from auth filters | checking if rout is from api | or controller | exception middleware can,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S015,S-015,IU-015,1cc804b3f7,R01,10.0,1702.1806159091211,945.0,411.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","<---ASYNC FILTERS | filters | _____ | filters vs middleware and | theor | !!! | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | how to get services from httpcontext",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S016,S-016,IU-016,defbd72d13,R01,8019.330764977871,1753.7147239411806,997.0,461.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",why we cant use exc filters | to catch exceptions from auth filters | exception middleware can | marking exception as | handled to stop propagation | exception filter | return viewresult error page | example,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S017,S-017,IU-017,765d576f20,R01,1934.053155287468,1801.8235698183653,1041.0,325.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","filters | _____ | filters vs middleware and | theor | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | <---ASYNC FILTERS | how to get services from httpcontext | !!! | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S018,S-018,IU-018,67d8bef193,R01,13031.723279124042,1816.797004480457,1011.0,360.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Exception filters / handled exceptions / propagation limits,"Explains exception-filter behavior: marking an exception as handled stops propagation, but exception filters do not catch exceptions from earlier authorization/resource stages; middleware remains the outer catch-all.",using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | result after exec vs | resource after action | checking if rout is from api | or controller | example | why we cant use exc filters | to catch exceptions from auth filters | exception middleware can,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S019,S-019,IU-019,7c9446a599,R01,4819.682456765047,1837.0095523341497,933.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.",ordering | how to get services from httpcontext | but here you also can do async things | marking exception as | handled to stop propagation | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S020,S-020,IU-020,ff821c3f6c,R01,6993.965819128407,1868.9880564512423,837.0,430.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",marking exception as | handled to stop propagation | why we cant use exc filters | to catch exceptions from auth filters | exception middleware can | invalidmodstrespfac with | middleware and filter | exception filter | return viewresult error page,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S021,S-021,IU-021,3a68e8982d,R01,1844.4757475482772,2147.751066378407,624.0,430.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | !!! | how to get services from httpcontext | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | filters | _____ | filters vs middleware and | theor | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S022,S-022,IU-022,7b22815b4e,R01,2496.3347760830875,2179.968972506038,863.0,366.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | how to get services from httpcontext | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | !!! | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | filters | _____ | filters vs middleware and | theor",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S023,S-023,IU-023,4788bb24a6,R01,8034.219816627175,2229.8997079363853,953.0,311.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",why we cant use exc filters | to catch exceptions from auth filters | exception middleware can | return viewresult error page | invalidmodstrespfac with | middleware and filter | marking exception as | handled to stop propagation | exception filter,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S024,S-024,IU-024,2476abba71,R01,13011.88999665334,2238.1303632451054,1004.0,454.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Exception filters / handled exceptions / propagation limits,"Explains exception-filter behavior: marking an exception as handled stops propagation, but exception filters do not catch exceptions from earlier authorization/resource stages; middleware remains the outer catch-all.",using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | result after exec vs | resource after action | checking if rout is from api | or controller | why we cant use exc filters | to catch exceptions from auth filters | exception middleware can | example,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S025,S-025,IU-025,b817164278,R01,6984.014352405528,2308.9880564512496,766.0,430.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",invalidmodstrespfac with | middleware and filter | return viewresult error page | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | marking exception as | handled to stop propagation | exception filter,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S026,S-026,IU-026,c2ded63999,R01,4843.625265138742,2396.279017398183,918.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",but here you also can do async things | how to get services from httpcontext | invalidmodstrespfac with | middleware and filter | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | ordering,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S027,S-027,IU-027,8776dd099a,R01,9503.574892283244,2468.289406978791,950.0,300.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | checking if rout is from api | or controller | return viewresult error page | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | example,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S028,S-028,IU-028,0b93e82aeb,R01,8099.6272873303005,2580.4367766212745,869.0,388.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | return viewresult error page | invalidmodstrespfac with | middleware and filter | marking exception as | handled to stop propagation | checking if rout is from api | or controller,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S029,S-029,IU-029,53eb0defc9,R01,2068.3937743879164,2611.133951229061,770.0,395.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | how to get services from httpcontext | !!! | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | but here you also can do async things",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S030,S-030,IU-030,37515c6fd2,R01,6974.816493867582,2756.178503577372,931.0,248.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",invalidmodstrespfac with | middleware and filter | return viewresult error page | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | marking exception as | handled to stop propagation | but here you also can do async things,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S031,S-031,IU-031,1baacc6393,R01,12987.33022902581,2760.6408307744023,980.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Exception filters / handled exceptions / propagation limits,"Explains exception-filter behavior: marking an exception as handled stops propagation, but exception filters do not catch exceptions from earlier authorization/resource stages; middleware remains the outer catch-all.",checking if rout is from api | or controller | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | result after exec vs | resource after action | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | example,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S032,S-032,IU-032,a51d520ebd,R01,9539.908224912386,2900.1412818104327,904.0,199.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | checking if rout is from api | or controller | return viewresult error page | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | invalidmodstrespfac with | middleware and filter,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S033,S-033,IU-033,9e40cc45b2,R01,8109.552058521223,2991.354663991064,889.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.",return viewresult error page | exception middleware can | invalidmodstrespfac with | middleware and filter | why we cant use exc filters | to catch exceptions from auth filters | checking if rout is from api | or controller | marking exception as | handled to stop propagation,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S034,S-034,IU-034,0398a91080,R01,4880.4309981341885,3098.129033674728,977.0,348.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.","but here you also can do async things | invalidmodstrespfac with | middleware and filter | how to get services from httpcontext | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S035,S-035,IU-035,bafba5ab17,R01,2034.1077707008617,3226.280556690976,816.0,249.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | !!! | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | how to get services from httpcontext | but here you also can do async things",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S036,S-036,IU-036,0ea40d1fba,R01,2974.932726312029,3286.400119491709,826.0,68.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","how to get services from httpcontext | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | but here you also can do async things | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | !!!",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S037,S-037,IU-037,e725d0e5ac,R01,4871.9309981341885,3448.4624382157435,954.0,338.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.","but here you also can do async things | invalidmodstrespfac with | middleware and filter | how to get services from httpcontext | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S038,S-038,IU-038,e432736380,R01,8121.68273437891,3484.2515823938397,944.0,146.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.","return viewresult error page | invalidmodstrespfac with | middleware and filter | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | checking if rout is from api | or controller | so when we are in mvc land and return object result or derived from object | result, we do",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S039,S-039,IU-039,454e14f8a4,R01,12973.858904415569,3541.5760882608483,1005.0,435.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.","checking if rout is from api | or controller | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | so when we are in mvc land and return object result or derived from object | result, we do | result after exec vs | resource after action",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S040,S-040,IU-040,005397b039,R01,2019.8659956914323,3616.8850859826503,821.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | !!! | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | how to get services from httpcontext | but here you also can do async things",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S041,S-041,IU-041,e82dd2c54f,R01,2861.497798944152,3703.4567140296576,755.0,249.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | but here you also can do async things | how to get services from httpcontext | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | !!!",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S042,S-042,IU-042,24af66f2c6,R01,3675.377371866576,3722.2817093067215,554.0,245.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,DI for filters / global filters / TypeFilter / ServiceFilter,"Explains dependency injection choices for filters: global registration, ServiceFilter/TypeFilter, getting services from HttpContext, and why plain attributes cannot receive constructor DI in the normal way.","but here you also can do async things | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | how to get services from httpcontext | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | !!!",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R01-S043,S-043,IU-043,39d0e8629a,R01,4937.4309981341885,3805.295690168869,943.0,219.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Status-code pages / MVC result handling / content negotiation,"Explains when MVC/result filters are more appropriate than generic status-code pages: ObjectResult/content negotiation, ViewResult error pages, API-vs-controller routing checks, and invalid model-state response customization.","but here you also can do async things | invalidmodstrespfac with | middleware and filter | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | how to get services from httpcontext | return viewresult error page | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
