label_id,block_id,region_id,status,text,x,y,translate_x,translate_y,local_x,local_y,font_size,fill
T048,B004,R04,pending_transcript,    {,3034.4648174135264,13479.715480995119,3034.4648174135264,12537.095480995118,0.0,942.62,20px,#d3d3d3
T049,B004,R04,pending_transcript,        return new DeflateStream(,3034.4648174135264,13504.715480995119,3034.4648174135264,12537.095480995118,0.0,967.62,20px,#d3d3d3
T050,B004,R04,pending_transcript,"            input,",3034.4648174135264,13529.715480995119,3034.4648174135264,12537.095480995118,0.0,992.62,20px,#d3d3d3
T051,B004,R04,pending_transcript,"            CompressionMode.Decompress,",3034.4648174135264,13554.715480995119,3034.4648174135264,12537.095480995118,0.0,1017.62,20px,#d3d3d3
T052,B004,R04,pending_transcript,            leaveOpen: true);,3034.4648174135264,13579.715480995117,3034.4648174135264,12537.095480995118,0.0,1042.62,20px,#d3d3d3
T053,B004,R04,pending_transcript,    },3034.4648174135264,13604.715480995117,3034.4648174135264,12537.095480995118,0.0,1067.62,20px,#d3d3d3
T054,B004,R04,pending_transcript,},3034.4648174135264,13629.715480995117,3034.4648174135264,12537.095480995118,0.0,1092.62,20px,#d3d3d3
T055,B005,R04,pending_transcript,public interface IRequestBodyDecompressorRegistry,3019.2580099713505,13699.55750596601,3019.2580099713505,13681.937505966009,0.0,17.619999999999997,20px,#d3d3d3
T056,B005,R04,pending_transcript,{,3019.2580099713505,13724.55750596601,3019.2580099713505,13681.937505966009,0.0,42.62,20px,#d3d3d3
T057,B005,R04,pending_transcript,"    bool TryGet(string encoding, out IRequestBodyDecompressor decompressor);",3019.2580099713505,13749.55750596601,3019.2580099713505,13681.937505966009,0.0,67.62,20px,#d3d3d3
T058,B005,R04,pending_transcript,},3019.2580099713505,13774.55750596601,3019.2580099713505,13681.937505966009,0.0,92.62,20px,#d3d3d3
T059,B005,R04,pending_transcript,,3019.2580099713505,13799.55750596601,3019.2580099713505,13681.937505966009,0.0,117.62,20px,#d3d3d3
T060,B005,R04,pending_transcript,public sealed class RequestBodyDecompressorRegistry,3019.2580099713505,13824.55750596601,3019.2580099713505,13681.937505966009,0.0,142.62,20px,#d3d3d3
T061,B005,R04,pending_transcript,    : IRequestBodyDecompressorRegistry,3019.2580099713505,13849.55750596601,3019.2580099713505,13681.937505966009,0.0,167.62,20px,#d3d3d3
T062,B005,R04,pending_transcript,{,3019.2580099713505,13874.55750596601,3019.2580099713505,13681.937505966009,0.0,192.62,20px,#d3d3d3
T063,B005,R04,pending_transcript,"    private readonly Dictionary<string, IRequestBodyDecompressor> _map;",3019.2580099713505,13899.55750596601,3019.2580099713505,13681.937505966009,0.0,217.62,20px,#d3d3d3
T064,B005,R04,pending_transcript,,3019.2580099713505,13924.55750596601,3019.2580099713505,13681.937505966009,0.0,242.62,20px,#d3d3d3
T065,B005,R04,pending_transcript,    public RequestBodyDecompressorRegistry(,3019.2580099713505,13949.55750596601,3019.2580099713505,13681.937505966009,0.0,267.62,20px,#d3d3d3
T066,B005,R04,pending_transcript,        IEnumerable<IRequestBodyDecompressor> decompressors),3019.2580099713505,13974.55750596601,3019.2580099713505,13681.937505966009,0.0,292.62,20px,#d3d3d3
T067,B005,R04,pending_transcript,    {,3019.2580099713505,13999.55750596601,3019.2580099713505,13681.937505966009,0.0,317.62,20px,#d3d3d3
T068,B005,R04,pending_transcript,        _map = decompressors.ToDictionary(,3019.2580099713505,14024.55750596601,3019.2580099713505,13681.937505966009,0.0,342.62,20px,#d3d3d3
T069,B005,R04,pending_transcript,"            d => d.EncodingName,",3019.2580099713505,14049.55750596601,3019.2580099713505,13681.937505966009,0.0,367.62,20px,#d3d3d3
T070,B005,R04,pending_transcript,"            d => d,",3019.2580099713505,14074.55750596601,3019.2580099713505,13681.937505966009,0.0,392.62,20px,#d3d3d3
T071,B005,R04,pending_transcript,            StringComparer.OrdinalIgnoreCase);,3019.2580099713505,14099.55750596601,3019.2580099713505,13681.937505966009,0.0,417.62,20px,#d3d3d3
T072,B005,R04,pending_transcript,    },3019.2580099713505,14124.55750596601,3019.2580099713505,13681.937505966009,0.0,442.62,20px,#d3d3d3
T073,B005,R04,pending_transcript,,3019.2580099713505,14149.55750596601,3019.2580099713505,13681.937505966009,0.0,467.62,20px,#d3d3d3
T074,B005,R04,pending_transcript,    public bool TryGet(,3019.2580099713505,14174.55750596601,3019.2580099713505,13681.937505966009,0.0,492.62,20px,#d3d3d3
T075,B005,R04,pending_transcript,"        string encoding,",3019.2580099713505,14199.55750596601,3019.2580099713505,13681.937505966009,0.0,517.62,20px,#d3d3d3
T076,B005,R04,pending_transcript,        out IRequestBodyDecompressor decompressor),3019.2580099713505,14224.55750596601,3019.2580099713505,13681.937505966009,0.0,542.62,20px,#d3d3d3
T077,B005,R04,pending_transcript,    {,3019.2580099713505,14249.55750596601,3019.2580099713505,13681.937505966009,0.0,567.62,20px,#d3d3d3
T078,B005,R04,pending_transcript,"        return _map.TryGetValue(encoding, out decompressor!);",3019.2580099713505,14274.55750596601,3019.2580099713505,13681.937505966009,0.0,592.62,20px,#d3d3d3
T079,B005,R04,pending_transcript,    },3019.2580099713505,14299.55750596601,3019.2580099713505,13681.937505966009,0.0,617.62,20px,#d3d3d3
T080,B005,R04,pending_transcript,},3019.2580099713505,14324.55750596601,3019.2580099713505,13681.937505966009,0.0,642.62,20px,#d3d3d3
T081,B006,R04,pending_transcript,middleware,5416.893342339121,12198.096357082117,5416.893342339121,12180.476357082116,0.0,17.619999999999997,20px,#d3d3d3
T082,B007,R04,pending_transcript,!!!!!,3778.226350151621,13532.010922023523,3778.226350151621,13331.142922023522,0.0,200.86800000000005,228.00000000000003px,#d3d3d3
T083,B008,R01,pending_transcript,theory,7554.253952996161,428.66772600203115,7554.253952996161,280.4247639903124,0.0,148.2429620117188,168.26669921875003px,#d3d3d3
T084,B009,R02,pending_transcript,automatic ,4416.476039584702,264.22314592390615,4416.476039584702,115.98018391218739,0.0,148.2429620117188,168.26669921875003px,#d3d3d3
T085,B009,R02,pending_transcript,decompression on,4416.476039584702,474.55651994734376,4416.476039584702,115.98018391218739,0.0,358.5763360351564,168.26669921875003px,#d3d3d3
T086,B009,R02,pending_transcript,httpclient,4416.476039584702,684.8898939707813,4416.476039584702,115.98018391218739,0.0,568.9097100585939,168.26669921875003px,#d3d3d3
T087,B010,R01,pending_transcript,compression ,167.58759150527567,199.77856584578117,167.58759150527567,51.535603834062385,0.0,148.2429620117188,168.26669921875003px,#d3d3d3
T088,B010,R01,pending_transcript,with httpclient and on server ,167.58759150527567,410.11193986921876,167.58759150527567,51.535603834062385,0.0,358.5763360351564,168.26669921875003px,#d3d3d3
T089,B010,R01,pending_transcript,,167.58759150527567,620.4453138926563,167.58759150527567,51.535603834062385,0.0,568.9097100585939,168.26669921875003px,#d3d3d3
T090,B011,R03,pending_transcript,"leaveopen, managing",2747.139300476789,138.03864874267575,2747.139300476789,10.0,0.0,128.03864874267575,145.33331298828122px,#d3d3d3
T091,B011,R03,pending_transcript,the wrapped stream,2747.139300476789,319.7052899780273,2747.139300476789,10.0,0.0,309.7052899780273,145.33331298828122px,#d3d3d3
T092,B012,R01,pending_transcript,compression level,2264.7904649575466,1606.521246938406,2264.7904649575466,1540.3724533816403,0.0,66.14879355676564,75.08376113140255px,#d3d3d3
T093,B013,R02,pending_transcript,wrapping with compression/decompression stream,10.0,837.982799615968,10.0,800.845261154429,0.0,37.137538461539066,42.153846153846835px,#d3d3d3
T094,B014,R02,pending_transcript,decompression,4571.335800491011,3200.474058586852,4571.335800491011,3087.314526929951,0.0,113.15953165690098,128.44441731770826px,#d3d3d3
T095,B015,R03,pending_transcript,handling multiple encodings (rarely implemented),4153.952938635797,10666.291800029248,4153.952938635797,10582.89043801753,0.0,83.40136201171876,94.66669921875001px,#d3d3d3
T096,B016,R01,pending_transcript,when to compress,7493.349657477347,1857.2739995726067,7493.349657477347,1782.0952970579583,0.0,75.17870251464846,85.33337402343753px,#d3d3d3
T097,B017,R01,pending_transcript,ACCEPT ENCODING,2186.9601005925833,3513.158864806981,2186.9601005925833,3414.0952614541166,0.0,99.06360335286436,112.44449869791643px,#d3d3d3
T098,B017,R01,pending_transcript,VARY ACCEPT ENCODING,2186.9601005925833,3653.7144881793765,2186.9601005925833,3414.0952614541166,0.0,239.6192267252599,112.44449869791643px,#d3d3d3
T099,B018,R02,pending_transcript,just explicitness,2090.7986532117416,4628.965250844506,2090.7986532117416,4611.345250844506,0.0,17.619999999999997,20px,#d3d3d3
T100,B019,R02,pending_transcript,True implementation of ,5755.9877524284575,5074.318383843364,5755.9877524284575,4987.784582166932,0.0,86.53380167643226,98.2222493489583px,#d3d3d3
T101,B019,R02,pending_transcript,decompressoin,5755.9877524284575,5197.096195529562,5755.9877524284575,4987.784582166932,0.0,209.31161336263014,98.2222493489583px,#d3d3d3
T102,B020,R01,pending_transcript,do i always need to conf,284.5092764641013,3123.5336079621534,284.5092764641013,3035.4336079621535,0.0,88.10000000000001,100px,#d3d3d3
T103,B020,R01,pending_transcript,compression provider options,284.5092764641013,3248.5336079621534,284.5092764641013,3035.4336079621535,0.0,213.10000000000002,100px,#d3d3d3
