source_id,image_use_id,fileId,fileId_short,image_file,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes,stage0_group_key
S-011,IU-011,24f7fa12a72c23eb9444d38af736e6401d831fb1,24f7fa12a7,S-011__24f7fa12a7.png,4199.797,953.75,419.0,231.0,"ctor lazy | factory lazy | exception caching | !!! | LAZY | lock contention | lazy<Task> | async | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | different patterns | threadsafety modes",lazy-r02-thread-safety-candidate-stage0,LAZY-R02,no-stage0-boundary-review-only,yes-for-lazy-r02,"Stage0 boundary candidate only: Lazy<T> thread-safety behavior: ExecutionAndPublication, PublicationOnly, None, locking, concurrency, singleton/DI scenarios, and pitfalls.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R02-thread-safety-modes-di
S-012,IU-012,67d91ee7eddaaa7c35fdeae45b2995fb7bf63616,67d91ee7ed,S-012__67d91ee7ed.png,2376.601,1180.703,870.0,454.0,"!!! | LAZY | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | lazy<Task> | async | ctor lazy | threadsafety modes | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | factory lazy | ONLY FOR SOME PRIVATE CACHE | exception caching",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-013,IU-013,fe40d2792891f94614bfbb5862e5db0aedffff18,fe40d27928,S-013__fe40d27928.png,4129.189,1213.828,931.0,315.0,"!!! | ctor lazy | factory lazy | exception caching | LAZY | lock contention | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | lazy<Task> | async | threadsafety modes | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE,",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-014,IU-014,8e297626ac7e3ba59a25947b6b73fc18691fb481,8e297626ac,S-014__8e297626ac.png,5542.196,1433.73,888.0,482.0,"!!! | lock contention | ctor lazy | factory lazy | exception caching | LAZY | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | threadsafety modes | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | lazy<Task> | ONLY FOR SOME PRIVATE CACHE",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-015,IU-015,bbf4f4e0aa58a221460dbebff0bda58acfde4cb7,bbf4f4e0aa,S-015__bbf4f4e0aa.png,353.808,1443.198,758.0,354.0,"ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | ONLY FOR SOME PRIVATE CACHE | different patterns | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | lazy with params | !!! | lazy<Task> | async | threadsafety modes",lazy-r02-thread-safety-candidate-stage0,LAZY-R02,no-stage0-boundary-review-only,yes-for-lazy-r02,"Stage0 boundary candidate only: Lazy<T> thread-safety behavior: ExecutionAndPublication, PublicationOnly, None, locking, concurrency, singleton/DI scenarios, and pitfalls.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R02-thread-safety-modes-di
S-016,IU-016,54f4ef44151e05d23fb3a7c4f97639933166239f,54f4ef4415,S-016__54f4ef4415.png,4164.857,1530.746,874.0,352.0,"!!! | ctor lazy | factory lazy | exception caching | LAZY | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | lock contention | threadsafety modes | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | ONLY FOR SOME PRIVATE CACHE | exception behavior",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-017,IU-017,5d3b44cf5a34d9c70eacb1383d148bb04358c7e4,5d3b44cf5a,S-017__5d3b44cf5a.png,2378.905,1709.577,688.0,482.0,"!!! | threadsafety modes | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | ONLY FOR SOME PRIVATE CACHE | exception behavior | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | LAZY | lazy<Task> | async | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-018,IU-018,4271bb00533d75394cc8805a93b4eb797050e190,4271bb0053,S-018__4271bb0053.png,5555.787,1901.886,810.0,378.0,"!!! | lock contention | ctor lazy | factory lazy | exception caching | threadsafety modes | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | exception behavior | LAZY | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-019,IU-019,ff3a6f22e721d6071622b899e0b9e1d0702b7e81,ff3a6f22e7,S-019__ff3a6f22e7.png,4191.649,1916.808,945.0,268.0,"!!! | ctor lazy | factory lazy | exception caching | threadsafety modes | ONLY FOR SOME PRIVATE CACHE | exception behavior | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | LAZY | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | lock contention",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-020,IU-020,2506fc917c78155c443b05186fbfd719b09e4236,2506fc917c,S-020__2506fc917c.png,300.063,1929.42,908.0,429.0,"ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | !!! | different patterns | threadsafety modes | lazy with params | BEST FOR PATTER C | exception behavior",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-021,IU-021,9ad2baddac1b501187672bebd077323f3a53314c,9ad2baddac,S-021__9ad2baddac.png,4299.537,2188.618,636.0,409.0,"!!! | threadsafety modes | exception behavior | ctor lazy | factory lazy | exception caching | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | LAZY",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-022,IU-022,943edd57a3cc65bf79c66f11382b93a5a45d6b0f,943edd57a3,S-022__943edd57a3.png,2352.733,2198.0,787.0,293.0,"threadsafety modes | exception behavior | !!! | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | LAZY | DEFAULT | lazy<Task>",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-023,IU-023,82104533a4b746f832286f00ff95ed8d9ac24aa4,82104533a4,S-023__82104533a4.png,5523.787,2249.886,786.0,434.0,"!!! | threadsafety modes | lock contention | exception behavior | ctor lazy | factory lazy | exception caching | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD",lazy-r02-thread-safety-candidate-stage0,LAZY-R02,no-stage0-boundary-review-only,yes-for-lazy-r02,"Stage0 boundary candidate only: Lazy<T> thread-safety behavior: ExecutionAndPublication, PublicationOnly, None, locking, concurrency, singleton/DI scenarios, and pitfalls.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R02-thread-safety-modes-di
S-024,IU-024,9351a84c74ebaca93da127cf7f6a761bc3b50f7c,9351a84c74,S-024__9351a84c74.png,421.418,2387.48,402.0,164.0,"SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | threadsafety modes | exception behavior | BEST FOR PATTER C | DEFAULT | !!! | different patterns | lazy with params",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-025,IU-025,67c63bcf4359c3b7f05c8b26604b2bc17afb8799,67c63bcf43,S-025__67c63bcf43.png,415.251,2583.886,425.0,96.0,"SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | threadsafety modes | exception behavior | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | BEST FOR PATTER C | DEFAULT | !!! | different patterns | lazy with params",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-026,IU-026,a17a3015c2621b0c7b982c056b93cacc19533856,a17a3015c2,S-026__a17a3015c2.png,385.188,2824.796,656.0,482.0,"ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | threadsafety modes | exception behavior | BEST FOR PATTER C | DEFAULT | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | !!! | different patterns | lazy with params",lazy-r01-basics-candidate-stage0,LAZY-R01,no-stage0-boundary-review-only,yes-for-lazy-r01,"Stage0 boundary candidate only: Lazy<T> basics: deferred initialization, value factory, Value property, exception caching, and when lazy allocation is useful.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R01-lazy-basics-value-factory
S-027,IU-027,99771384c94808a8d359561befe41bcf39ca2532,99771384c9,S-027__99771384c9.png,2405.128,3100.486,778.0,430.0,"exception behavior | threadsafety modes | DEFAULT | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | !!! | BEST FOR PATTER C | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT",lazy-r02-thread-safety-candidate-stage0,LAZY-R02,no-stage0-boundary-review-only,yes-for-lazy-r02,"Stage0 boundary candidate only: Lazy<T> thread-safety behavior: ExecutionAndPublication, PublicationOnly, None, locking, concurrency, singleton/DI scenarios, and pitfalls.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R02-thread-safety-modes-di
S-028,IU-028,d4b203077d6bc7e8626f7e9a593e0f44e0b9e0e5,d4b203077d,S-028__d4b203077d.png,423.523,3296.248,471.0,95.0,"ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | BEST FOR PATTER C | DEFAULT | exception behavior | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | threadsafety modes | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | !!! | different patterns",lazy-r02-thread-safety-candidate-stage0,LAZY-R02,no-stage0-boundary-review-only,yes-for-lazy-r02,"Stage0 boundary candidate only: Lazy<T> thread-safety behavior: ExecutionAndPublication, PublicationOnly, None, locking, concurrency, singleton/DI scenarios, and pitfalls.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R02-thread-safety-modes-di
S-029,IU-029,5c1d50de1d360f7cd6debd23fa6bad2712006976,5c1d50de1d,S-029__5c1d50de1d.png,398.19,3412.662,471.0,182.0,"BEST FOR PATTER C | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | DEFAULT | exception behavior | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | threadsafety modes | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | !!! | different patterns",lazy-r02-thread-safety-candidate-stage0,LAZY-R02,no-stage0-boundary-review-only,yes-for-lazy-r02,"Stage0 boundary candidate only: Lazy<T> thread-safety behavior: ExecutionAndPublication, PublicationOnly, None, locking, concurrency, singleton/DI scenarios, and pitfalls.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R02-thread-safety-modes-di
S-030,IU-030,77adb48257adf3604f8d6efee2bc0c792bf31a92,77adb48257,S-030__77adb48257.png,2372.352,3536.491,963.0,180.0,"exception behavior | DEFAULT | threadsafety modes | !!! | BEST FOR PATTER C | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT",lazy-r02-thread-safety-candidate-stage0,LAZY-R02,no-stage0-boundary-review-only,yes-for-lazy-r02,"Stage0 boundary candidate only: Lazy<T> thread-safety behavior: ExecutionAndPublication, PublicationOnly, None, locking, concurrency, singleton/DI scenarios, and pitfalls.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R02-thread-safety-modes-di
S-031,IU-031,818278420abe965b3aee07bf9e70c789314474db,818278420a,S-031__818278420a.png,289.095,3620.203,881.0,482.0,"BEST FOR PATTER C | DEFAULT | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | exception behavior | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | threadsafety modes | !!! | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT | different patterns",lazy-r02-thread-safety-candidate-stage0,LAZY-R02,no-stage0-boundary-review-only,yes-for-lazy-r02,"Stage0 boundary candidate only: Lazy<T> thread-safety behavior: ExecutionAndPublication, PublicationOnly, None, locking, concurrency, singleton/DI scenarios, and pitfalls.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R02-thread-safety-modes-di
S-032,IU-032,1d571d011466fa3c363606172100be49bd6a0b9e,1d571d0114,S-032__1d571d0114.png,2377.818,3736.253,803.0,430.0,"DEFAULT | exception behavior | threadsafety modes | !!! | BEST FOR PATTER C | ARGUMENT AND SETS IT AS KEY AND INTERNALLY DOES GETORADD | SHARED CACHE IMPLEMENTATION, CAN CREATE METHOD THAT ACCEPTS | ONLY FOR SOME PRIVATE CACHE | SO HERE WE CAN HAVE DIFFERENT ARGS BUT IT ISNOT SUITABLE FOR SHARED CACHE, | ONE CAPTURED VALUE FOR ALL USAGES, CANT CHANGE IT",lazy-r02-thread-safety-candidate-stage0,LAZY-R02,no-stage0-boundary-review-only,yes-for-lazy-r02,"Stage0 boundary candidate only: Lazy<T> thread-safety behavior: ExecutionAndPublication, PublicationOnly, None, locking, concurrency, singleton/DI scenarios, and pitfalls.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,LAZY-R02-thread-safety-modes-di
