source_id,sha256,sha256_12,placements,image_file,transcript_file,status
S-019,90c1082db16900c9e2a79ec3fae201ac1663d729b300f36f178eb75be179f8ec,90c1082db169,1,source/images-near-literal-v001/S-019__90c1082db169.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-020,6481c2b0e51241ef59ed17a4d7a6175afc1acb08faa00b7a0270108031d8a0dc,6481c2b0e512,1,source/images-near-literal-v001/S-020__6481c2b0e512.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-021,b3ecfc7874442bac5badf54a6544999229ecb5c13eaced90cde6f805d060d68b,b3ecfc787444,1,source/images-near-literal-v001/S-021__b3ecfc787444.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-022,01c648e0e28e9533a39daa379fb3402822beb95bab5beb1214c26488f6788579,01c648e0e28e,1,source/images-near-literal-v001/S-022__01c648e0e28e.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-023,5df337fb63185fbcc60f81ebdab5431fd4d573cecbdd5f68c5c21ba54ef3ff61,5df337fb6318,1,source/images-near-literal-v001/S-023__5df337fb6318.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-024,c510114ebe1d234aa085eab8e02d83db590babcdd55b8d8813157fa146b2fb9f,c510114ebe1d,1,source/images-near-literal-v001/S-024__c510114ebe1d.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-025,452b025c14bb58b3f2722ff802e62a892b1776a028a7c811901b767add81f07a,452b025c14bb,1,source/images-near-literal-v001/S-025__452b025c14bb.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-026,cc02d22d6715598b8d55aca7bbd667686c991ff2f451f8ce119d04c87424d000,cc02d22d6715,1,source/images-near-literal-v001/S-026__cc02d22d6715.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-027,7cbc606d7231578c91e05cce25f96f590f92ef76dfe7624cf5ba3e50b20efb67,7cbc606d7231,1,source/images-near-literal-v001/S-027__7cbc606d7231.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-028,12cb01513d43bad5e5b24e9ee27b8b94dd6eb988e37ba6680fbf7fff387751fe,12cb01513d43,1,source/images-near-literal-v001/S-028__12cb01513d43.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-029,7ded500ed67cca9f4fe440da97bdd1b6df6af6bab9a83fa5ab1014e3b1b831ed,7ded500ed67c,1,source/images-near-literal-v001/S-029__7ded500ed67c.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-030,bae5a328193bd73b0c085b5b89ba0b8b2bb94fba99352b370cb1e08a93a441f5,bae5a328193b,1,source/images-near-literal-v001/S-030__bae5a328193b.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-031,36d3749db8e20f5d0d0e456ea7a392f9f24b2c86c8f5da34057776d4457cca1a,36d3749db8e2,1,source/images-near-literal-v001/S-031__36d3749db8e2.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-032,8a5c4409c61599fd2fa36487c514429bc097fce6cd25de0395acb6f7f3828a39,8a5c4409c615,1,source/images-near-literal-v001/S-032__8a5c4409c615.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-033,685607d65a3d91763c7f1f322810b7af38af7c22d59d0f80c2f22cfe448b1743,685607d65a3d,1,source/images-near-literal-v001/S-033__685607d65a3d.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-034,4b2665965a77d8bc42d074db5b890edd92282906f2f9e60912dedf8b5b53c82c,4b2665965a77,1,source/images-near-literal-v001/S-034__4b2665965a77.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-035,6d5388c323f2ea1ec1d6c4dc8a3219dac81c0fad7d52fbe5cb703edf4085bcfe,6d5388c323f2,1,source/images-near-literal-v001/S-035__6d5388c323f2.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-036,e4bd98e85db9ae05f0d9c3ca7bd6c4d511acb44db5d35f98f7104345cd1f7d22,e4bd98e85db9,1,source/images-near-literal-v001/S-036__e4bd98e85db9.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-037,a90bcf2e18471493fdf90a9855fea3c5ea1bc20a999e3001e70505c75ba62c15,a90bcf2e1847,1,source/images-near-literal-v001/S-037__a90bcf2e1847.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-038,733395144cd84627fb005c52685b67935527e0e7c9247c9f5db79b81432d620c,733395144cd8,1,source/images-near-literal-v001/S-038__733395144cd8.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-039,0b76099d18d5df638d3dc3dd76b1053600f2b9a101da29c198ae3e1187cb6b79,0b76099d18d5,1,source/images-near-literal-v001/S-039__0b76099d18d5.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-040,c672ae1e6bd70df5aad6aef45fa8ecc515329064b1f0e6f9e9d9262dd91bc017,c672ae1e6bd7,1,source/images-near-literal-v001/S-040__c672ae1e6bd7.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-041,c21945886f9ad65e46d4bd3a9c573e0cd417131f9cd086dc676381070ab3a35b,c21945886f9a,1,source/images-near-literal-v001/S-041__c21945886f9a.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-042,937068273f83f92466a6e7dba3f409f79c9bb24df1f020d2ddac95be48d9da56,937068273f83,1,source/images-near-literal-v001/S-042__937068273f83.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-043,a7aa6bc836235d1cdd27806bc7352957fccaba72f9c1179bfc6e49d8160f9265,a7aa6bc83623,1,source/images-near-literal-v001/S-043__a7aa6bc83623.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-044,8716be78f6d3d6f8c8b56af4d858f0b4b13a9f5655300f1a7522293770036216,8716be78f6d3,1,source/images-near-literal-v001/S-044__8716be78f6d3.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-045,b1e8481a15b405411c190d9870e48a99c715e6c0ca2a81759424255c57a13d63,b1e8481a15b4,1,source/images-near-literal-v001/S-045__b1e8481a15b4.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-046,fb5b958570361f1df5166ca20a20026ee7a6e369d7efe6369fda8ed308c5ec1e,fb5b95857036,1,source/images-near-literal-v001/S-046__fb5b95857036.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-047,e162dfe62ebad8c58519f47266fd041be38170f1ae32ec829c880bc10a382d0d,e162dfe62eba,1,source/images-near-literal-v001/S-047__e162dfe62eba.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-048,ef04b2680f952ce49252cb984689acfac1a32afc84376fb227b096766e114e62,ef04b2680f95,1,source/images-near-literal-v001/S-048__ef04b2680f95.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-049,a745c65f52c5e9b3a76dbe29fa13d768d4c4f66e86cae4beb0978af604d4a6da,a745c65f52c5,1,source/images-near-literal-v001/S-049__a745c65f52c5.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-050,b98772adaa9d7c3f6147deb1948e7f6a217dfc05a99da11f7c7212b0632ec9a4,b98772adaa9d,1,source/images-near-literal-v001/S-050__b98772adaa9d.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-051,2ff9019278ba6ab059a80501071f0643dbb8425624381b4a5aa03300ed133930,2ff9019278ba,1,source/images-near-literal-v001/S-051__2ff9019278ba.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
