source_id,symbol_id,sha256,pixel_width,pixel_height,x,y,display_width,display_height,duplicate_of,image_file,module,transcript_status,question_status
S-011,image-f48aa71c5b53093feaea18591afcaa1812eb4398,6cce71d05f7d393b085518b096b0033c4d7278226d91224db7e85915fb64eb3e,540,322,0.0,0.0,540.0,322.0,,source/images/S-011.png,M02-aspnet-endpoint-profiles-middleware,covered-by-v002-module,covered-by-v002-question-bank
S-012,image-a42c973b35de0eb0c6d47c214d8ef02af31d9ecc,df017fb838fbcba03f55f334278bdb344a5852f78b75809778fb587f76429676,724,173,0.0,0.0,724.0,173.0,,source/images/S-012.png,M02-aspnet-endpoint-profiles-middleware,covered-by-v002-module,covered-by-v002-question-bank
S-013,image-d48fd7dd15c8aecbd2db7856b3ddbe4c547d768f,99c1540fc060f11f0a08f07139912defef94e2b07ad6e5a1893a88d86f039cba,725,216,0.0,0.0,725.0,216.0,,source/images/S-013.png,M02-aspnet-endpoint-profiles-middleware,covered-by-v002-module,covered-by-v002-question-bank
S-014,image-eba5481cb17f2a48a39f37652e29d51cfc7e85dd,3a81d0eb43007d682f330179b3e370f7cf6cf0e29f7193c26b36ef05523252c4,722,314,0.0,0.0,722.0,314.0,,source/images/S-014.png,M02-aspnet-endpoint-profiles-middleware,covered-by-v002-module,covered-by-v002-question-bank
S-015,image-446ac27be2cafe161e2a07d343c0f166dfc201d4,34e6a56494a892f3be5ce2394bc9a933c9025fa2eba082837873b11ba2ee6a5f,308,75,0.0,0.0,308.0,75.0,,source/images/S-015.png,M02-aspnet-endpoint-profiles-middleware,covered-by-v002-module,covered-by-v002-question-bank
S-016,image-9e5443ce13131d7a262756a4a76dd176e17aeaab,d6fff8ef503b25eed1caacdcfd2f5b78fafb1ba54b55c114caa67417dcb72f74,730,504,0.0,0.0,699.0,482.0,,source/images/S-016.png,M02-aspnet-endpoint-profiles-middleware,covered-by-v002-module,covered-by-v002-question-bank
S-017,image-3285eb0e27a02c56ae1c31332bf1ee59be43d967,b095ef1b1b55706a68d3bb135ff6ffa6a071b7ff1afa55ed1be6e0522c694a45,731,174,0.0,0.0,731.0,174.0,,source/images/S-017.png,M02-aspnet-endpoint-profiles-middleware,covered-by-v002-module,covered-by-v002-question-bank
S-018,image-86c9579cbd23b0f0880f6f47de83edf95450fa07,54045c654848d473ff5b7be53bc33516a92cf76c1d5b395f569259b196fdb17f,972,406,0.0,0.0,972.0,406.0,,source/images/S-018.png,M03-auth-cookies-personalization,covered-by-v002-module,covered-by-v002-question-bank
S-019,image-342eb3bdef0905b20ca41a256bbf7a32450effa3,9e2048182478b9cdcb59ac1ad57baf92e9ac0276ccd6cc1ee529168f85affaf4,881,382,0.0,0.0,881.0,382.0,,source/images/S-019.png,M03-auth-cookies-personalization,covered-by-v002-module,covered-by-v002-question-bank
S-020,image-966405c2756197f2ea99f027e52bdc4f63871c9b,679fd49b6d7a7bf2d34c44eaf8584bd1dcc3cb27b9f7b8d7763abac5263de05f,877,307,0.0,0.0,877.0,307.0,,source/images/S-020.png,M03-auth-cookies-personalization,covered-by-v002-module,covered-by-v002-question-bank
S-021,image-bcfa921594d38c0096d548d0a93095c1cfee39d7,c000c4059a590310b1f1f0244ad9183413acc799c7ac868c0847c1ba79f6a311,838,300,0.0,0.0,838.0,300.0,,source/images/S-021.png,M03-auth-cookies-personalization,covered-by-v002-module,covered-by-v002-question-bank
S-022,image-7550d8ae1a8a3a00afb656865640907343ac7270,f1625e7ded95b01a5a60d01cdb6b28026efb4682a12fb9ecd777f1a372503748,869,308,0.0,0.0,869.0,308.0,,source/images/S-022.png,M03-auth-cookies-personalization,covered-by-v002-module,covered-by-v002-question-bank
S-023,image-f8a2a4f1edca53c3a387726b2274cc1a07781084,b6fee609ca3387bb83d64adbc3dcdbbf7ec362eb23beaa98cf3c49a9dc3512f8,900,425,0.0,0.0,900.0,425.0,,source/images/S-023.png,M04-vary-and-variant-correctness,covered-by-v002-module,covered-by-v002-question-bank
S-024,image-a769e1395d61a1968c85aae922d13c862372ac37,f9daf0118dbece53acd33b7d77e2e5ea6fd78362a2930e4be1afdb35449b60d7,862,456,0.0,0.0,862.0,456.0,,source/images/S-024.png,M04-vary-and-variant-correctness,covered-by-v002-module,covered-by-v002-question-bank
S-025,image-040f05fabb850c434a338d274173467ad20a67e2,e3a6283c19a74b649d8191f2128b46d1eae6d0f4c691b347b9383e826b9f2025,911,522,0.0,0.0,842.0,482.0,,source/images/S-025.png,M04-vary-and-variant-correctness,covered-by-v002-module,covered-by-v002-question-bank
S-026,image-5e56f858e143e93c61f4d2fa0ed4f59a69c8582f,20b47fac76a4757d876021f863ac539fc973122f058d0234a4e35a7e54e426d4,901,439,0.0,0.0,901.0,439.0,,source/images/S-026.png,M04-vary-and-variant-correctness,covered-by-v002-module,covered-by-v002-question-bank
S-027,image-3a13eeceeb2c03d31d3d5e8dfe7df762247d0e31,4c4ce2bd630cd6b34e7f731634fb2014d51fa4f61bb5142f9c6ae73a4dce3226,887,302,0.0,0.0,887.0,302.0,,source/images/S-027.png,M04-vary-and-variant-correctness,covered-by-v002-module,covered-by-v002-question-bank
S-028,image-5eaca8e3a1446e8c3410ee5ccb8456f04f32e6ee,ee35cc2e5eda26c8f6dd48c437028bdeaf8de74ec7b1f7a5f047f00c4482e195,563,50,0.0,0.0,563.0,50.0,,source/images/S-028.png,M04-vary-and-variant-correctness,covered-by-v002-module,covered-by-v002-question-bank
S-029,image-9cdab67e080a7fb874edf42e7e62794d3ca50db8,eb731627ead929b67f7b489206532d52f21ab02eebfd12bb696ed0d8fef6602f,515,104,0.0,0.0,515.0,104.0,,source/images/S-029.png,M04-vary-and-variant-correctness,covered-by-v002-module,covered-by-v002-question-bank
S-030,image-56e28d66d8678d5a162348d008fe53d5d37546d7,3ff029798b1994bde861ec9e70dd995b50e0a8980a359bd1ece1e7bf1b36791e,986,309,0.0,0.0,986.0,309.0,,source/images/S-030.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-031,image-604f5437f7320a372d774123e4dcd167156df398,d068065efed3ac082e52efe5e9602dd7381ae8722f6fe790d65302e46e2333df,868,529,0.0,0.0,791.0,482.0,,source/images/S-031.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-032,image-b62cd8b6ad71f15ede3d2cdd9dba7c490326d7ae,8b2371238b4885d6c08553c09308ac9c361b7a2f1736b59892bdb04c83fac778,955,341,0.0,0.0,955.0,341.0,,source/images/S-032.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-033,image-ad301dd97249f222d3bd8692de40df09c7ed4f14,59872095f4deb748b0c42ae3ac53115c682c2ecefd97e876a5a8f9f2e9c8c73a,893,216,0.0,0.0,930.0,225.0,,source/images/S-033.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-034,image-ff05c79346c8576816127ec9f53c797a55c81d3a,9e30162b385098b0f92a64333b59e713631d7959d51458899b14b404351970fc,761,441,0.0,0.0,761.0,441.0,,source/images/S-034.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-035,image-4839eb855ee339f3a41fad7623494dbc5671a7a9,552fa8c96bc17cc5bd8c0a7ff2c43d642252910680ef4e3b714466e2174ccaa0,916,540,0.0,0.0,818.0,482.0,,source/images/S-035.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-036,image-cdcd250fe55bbcd46ff9e2ab5ad39c638a4f5787,6f9c873b7ac68ebda1a0836209b2593b3b0932a00cff872940a311e7bbfaa3bf,938,150,0.0,0.0,938.0,150.0,,source/images/S-036.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-037,image-bb2219a5fe95f2db5867c21f257b62f4ae20a5f9,1a02d11b7b9b9d0231b13dcb13ca2cf84c9be03f6c2d6121bcef80bdf4d8aa3d,794,542,0.0,0.0,707.0,482.0,,source/images/S-037.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-038,image-e7149b25b5947c75e057715c2c424d9cb9fe7665,6022a6be14097d7a4712334fd459e3c4f58998d0195dd7c451d987caba0a0f3d,876,295,0.0,0.0,876.0,295.0,,source/images/S-038.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-039,image-0901cb1e5aceeb3c4784dbc22cb7cd412c060998,e87e635d13be925867565d0553f1c000773484a8cfd3ea560336b02136b2f373,951,458,0.0,0.0,951.0,458.0,,source/images/S-039.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-040,image-6f7485bb33420cbcafd58a462bbddb40d28fc61d,b4bf6a85305872efd1c9a39d229974b1636e4d9b863db321c7f5559aa3d9cb88,864,194,0.0,0.0,864.0,194.0,,source/images/S-040.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-041,image-d87cdacdb96132f89c6c3f721cadd81ca0efae21,94e193f6f0fd62f04d3c43413737196c69603baed07b0618c21ca3b85a6bb12f,826,501,0.0,0.0,795.0,482.0,,source/images/S-041.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-042,image-04a6f1a8d82a84c30f3f47129321f26378fe2809,ec07da9eef9780f77517b33d7663d47e3189165a1552e22a075631f41992a179,741,281,0.0,0.0,741.0,281.0,,source/images/S-042.png,M05-cache-control-directives-and-flows,covered-by-v002-module,covered-by-v002-question-bank
S-043,image-86c17efaf6a07051d628b3acd554ba2a8a3c26a1,cf9824ec0c897c739a66491157a9e24a58bae2c1f8c02e3c6ed2ff3e74878f81,737,179,0.0,0.0,737.0,179.0,,source/images/S-043.png,M06-global-configuration,covered-by-v002-module,covered-by-v002-question-bank
S-044,image-20f3432e8f0c80db6a9040293c9f05c93d51aafd,23a9dc7c84468ff3bcd06b0b3def105ff988d4b3e619cf50b2b0f16f3a6bb983,661,396,0.0,0.0,661.0,396.0,,source/images/S-044.png,M06-global-configuration,covered-by-v002-module,covered-by-v002-question-bank
S-045,image-d48bf72fe8b056a6c3364ae83e78eac6efc1d004,df444c5225499d6416e52a66bdada6cea4ec7771613ecbd1f117b221a6e17de6,692,231,0.0,0.0,692.0,231.0,,source/images/S-045.png,M06-global-configuration,covered-by-v002-module,covered-by-v002-question-bank
S-046,image-0da0e5b43a680e64f5e56fd4e3cf00fbec9b40ab,668b45ad7e8740ff941159674bc5418f12ac60d2e973b9fe0c24d1b2ca021fd0,723,182,0.0,0.0,723.0,182.0,,source/images/S-046.png,M06-global-configuration,covered-by-v002-module,covered-by-v002-question-bank
S-047,image-03e48a33f7339beb24d6fc485c49743a98511644,31b6f0e8407694c47b83fb543910f3ea786d54db6f746e3c001b9415ec7a558a,711,504,0.0,0.0,680.0,482.0,,source/images/S-047.png,M06-global-configuration,covered-by-v002-module,covered-by-v002-question-bank
S-048,image-9c19fcda2b32adb6d44313162eb476442a912afb,8c79a1a73180359cf27a81f046e2d5ceac962b770cf0545dd918c654d3952144,717,116,0.0,0.0,717.0,116.0,,source/images/S-048.png,M06-global-configuration,covered-by-v002-module,covered-by-v002-question-bank
S-049,image-7545a450d4688fd19a092e6b46e9f76c1bc5e03c,b96f03894c490e35643f1bbe4c562dcb54f89325fc36b3aacddc304dede0e63c,739,236,0.0,0.0,739.0,236.0,,source/images/S-049.png,M06-global-configuration,covered-by-v002-module,covered-by-v002-question-bank
S-050,image-a41d78336a2789bf3250b79e16f1879287d92d81,3e3fda197dc0c222dc21debcca517207ae1b04929592a60abbc1fe95e53933cb,740,464,0.0,0.0,740.0,464.0,,source/images/S-050.png,M06-global-configuration,covered-by-v002-module,covered-by-v002-question-bank
S-051,image-d1e33315f7ec019c21a1c91070563119241dbbca,ca0934796b6fb8f7e999b49202d00970243f801f4ee51eec8a1455f8f6ba2154,747,152,0.0,0.0,747.0,152.0,,source/images/S-051.png,M06-global-configuration,covered-by-v002-module,covered-by-v002-question-bank
S-052,image-f7b7b3bb7564c1f64ebe5583ae429683a882d7ca,888f2ee1897afbbd35308a43399e839da495d0e3d54ff82908d0477063445fab,689,402,0.0,0.0,689.0,402.0,,source/images/S-052.png,M06-global-configuration,covered-by-v002-module,covered-by-v002-question-bank
S-053,image-7d1f1e54069229f6188b07acec31ef8645a1b3d6,3353d3a382bdaaa5f4e28341d9d84d7501038d61a9d2aa5b4c532e48d22bb43b,660,303,0.0,0.0,660.0,303.0,,source/images/S-053.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-054,image-96a77cc6d71d04d6fccad1a274125142e2b867ba,152e1f40d958f44b758835f94da5a3249dca27a22b66c7154a9fa51d0e2a6275,696,311,0.0,0.0,696.0,311.0,,source/images/S-054.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-055,image-bcc2dac73bf93a8aa5ca9f5c1dfb30931a5c9d95,25ddffe1e2c0bdfd05713f8f732dd4225e42776cd1c0d7083059d82614734a30,676,165,0.0,0.0,676.0,165.0,,source/images/S-055.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-056,image-bbd270d19a618cd73f807e3b15f0821426d741f0,0ef571e0e06568a882b38576528b5fb12d5a60b6009891ee1db4d0e7f2614612,695,266,0.0,0.0,695.0,266.0,,source/images/S-056.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-057,image-eb7cf7523dc7566e09f76f210c8a224e25c5e498,47a98f429c45a7f2c05d9870140c47eb3bdd63f9c94f0313878ca8a989055e51,696,354,0.0,0.0,696.0,354.0,,source/images/S-057.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-058,image-c5c32f967935ffc5de7e1ce17a12d294e89c1741,8ed9160daaee91258509f274e31634fb0d51c51367351f3d11620d87d114bc32,761,327,0.0,0.0,761.0,327.0,,source/images/S-058.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-059,image-7440af57a076ee3a7c51143a125eea065c3e281f,e174404a5e07061d0e5c8f402ac2bfdfabf4ecc3359e6e17e07333aed17227bb,742,316,0.0,0.0,742.0,316.0,,source/images/S-059.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-060,image-c0cfe9b495623d190095d65332e9801c29a8ebb0,ee874bf32f043300552b6a5101308aadf2d9e4bf3841069f0e0b2366c7e176fd,695,263,0.0,0.0,695.0,263.0,,source/images/S-060.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-061,image-ed5f1a0446caef106321479f373ddc0dd4558cac,74db257fc026170b9f7cc55c6e0f373036fa09ce9224dcb1c710f51f9a7919a3,798,339,0.0,0.0,798.0,339.0,,source/images/S-061.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-062,image-3023ebcc3bd6655df12e2df47b6f6c86ad880692,fb48442114013a7b7193670a33a59c79dc4c4a0ac9fb9fbfabcf33b1b32701b3,723,431,0.0,0.0,723.0,431.0,,source/images/S-062.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-063,image-d9dce1a0732fa5c1a41f67ec81b0fd0b1d8e1fc8,54877f60798f605eeb5317bf42d3db2bd3817ebcc908bf087be029a7cb96a100,738,185,0.0,0.0,738.0,185.0,,source/images/S-063.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-064,image-126d2822f177ca7d958e5c43c91c5945e3d3d5f2,ccea9ffcda0c761aa4fd2b5f72efcc9f6e7b59886aa44ae64f85079e9ffbbdbb,708,307,0.0,0.0,708.0,307.0,,source/images/S-064.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-065,image-d871b77a51991fd0a1007ce3ef6d48dd124062a5,a4e418291d4682fe08cde62d07bfe7049c8558252f361c68c3c45a9879307500,723,335,0.0,0.0,723.0,335.0,,source/images/S-065.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-066,image-412d3a30a9239da4b325c1a8e7491a95306ae6e1,a6d9500909f035dc1968b86954852f3ed131f32b96f27d2cd678e47efe775db4,700,440,0.0,0.0,700.0,440.0,,source/images/S-066.png,M07-when-server-response-caching-fits,covered-by-v002-module,covered-by-v002-question-bank
S-067,image-7d8461dcfd83f99b97f04b5a89ad46542ae8e21d,b376a3a740798c77505e9175dc6f93d529aa7a8409c6e012b9e71b663823ac9c,918,349,0.0,0.0,918.0,349.0,,source/images/S-067.png,M08-responsecache-filter-model,covered-by-v002-module,covered-by-v002-question-bank
S-068,image-0a0147ced3ed0e25941eaeb3a0c6a841bf47b356,9f0511a395d5233bf7bc9069dd72aeb61fdfe2e9902fa11d3baceac958a9a892,925,373,0.0,0.0,925.0,373.0,,source/images/S-068.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-069,image-b25bed1de2add6acad629821cc8baf7b9e5aad0e,5e4956c7fed264b1706b965ccb1f8720fba04df806ddbe7daf30ef740978e2b3,1039,617,0.0,0.0,812.0,482.0,,source/images/S-069.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-070,image-396a87a642b56166c459fd404c058b56b8136435,04f15953da683da24d6b67f093a808e699d3919ec5f02a3abb75741785d7e452,1012,431,0.0,0.0,1012.0,431.0,,source/images/S-070.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-071,image-824f1bdf70ae9b9d08b9e8b76461603475492dd1,3ee2002640a4c9d5ca395a33ed04d672143833c48303e3face65ea496f03dbe5,922,347,0.0,0.0,922.0,347.0,,source/images/S-071.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-072,image-05bcaba8a00d3fca64b07cfdc7e5bfdd522b0dc8,78eaf303fc779872930acc19fe9404f3dfa67aa1076ec51d8d8f5de47ea3a20e,1007,288,0.0,0.0,1007.0,288.0,,source/images/S-072.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-073,image-ccdac27ac9d55f30a39daf4630bee7e172325c88,84f419caecae0ad52e025a32d286a4d7e570abe4bc425cacdbcd314bc2a91fc2,933,396,0.0,0.0,933.0,396.0,,source/images/S-073.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-074,image-8ea20f5b7ebca58c358f5a2316257158303f12be,01440e8e7a3a434905972deb133534d6ac667c6e9a294112dcfd8e8b8e746c36,947,318,0.0,0.0,947.0,318.0,,source/images/S-074.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-075,image-f72edbda1306bd98702d1835c3474809b57cdd2c,d3436ee3117b49ec94a7ef50cc586c2aac463c758d13a67da73772fca7619800,1016,573,0.0,0.0,855.0,482.0,,source/images/S-075.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-076,image-797b55ab4bcc915cfcc53fef546192f6770d372b,b4e99bd8d65439ecf9b62d32fea246268b224da2b58fc3c2637b1d9bce4ec87d,944,522,0.0,0.0,872.0,482.0,,source/images/S-076.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-077,image-b53d22b3369e0e24c2d9b333f31cdea56cc9a3dc,1bda5d5bdccdf816f1872849984815214db3274091f77080e19da1041cec2868,882,214,0.0,0.0,882.0,214.0,,source/images/S-077.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-078,image-68223b8f8002d18e420417b36b9f53012bf8f2d5,5ee255e2f1b1386c8f5b514fb4186a4089450e7b3825522ebb14499eb3650b3a,903,557,0.0,0.0,782.0,482.0,,source/images/S-078.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-079,image-5a63e80a5e5ec3c664bfc8e4874e77ddb8f34c11,3b7d60634349fcef88329fd4250acba8b07f48922334814563bd4f2d9937cc4e,855,394,0.0,0.0,855.0,394.0,,source/images/S-079.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-080,image-927544a893c7bb4d5c3ea70afa213f19604d4e82,91f36a631a346bb75738b923981284b94fd8e7ecac8d6bda7180bef0d3e3886d,896,281,0.0,0.0,896.0,281.0,,source/images/S-080.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-081,image-ccb3dd685722c66e1c4308531ec7aacf277fc518,1f43fabe688a3747623d5e3d724e1a005b7d477296923b3ecf5849f3d058a6dd,892,230,0.0,0.0,892.0,230.0,,source/images/S-081.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-082,image-e74a53b5dfc6d84cf19693e1457f597c4352c2ca,384053fa4cc1a82ac8e9038235805be5682e3c7199f0be3dcaf872030d10c3c8,943,510,0.0,0.0,892.0,482.0,,source/images/S-082.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-083,image-1cdb79d758e53422220a9b9d33671d54b13c8ebd,7923ea1d10c6c421f32627ca01790a627aef6cbb2927ab779b10f3bfdd538ca6,660,211,0.0,0.0,660.0,211.0,,source/images/S-083.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-084,image-c532c017988d9555cbfd3f101510469174730439,4d27c907e0663104fbbeadee9081cbe45d785e62b77ca2b9e0f3caaf8bc64a1f,835,293,0.0,0.0,835.0,293.0,,source/images/S-084.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-085,image-4894105d1f666e990ce821f712fc508e790751c9,bb9d593022fe6e5e3fd1d975e0767c4bcbf576a56d1d41b26bbc80e026eac95a,828,289,0.0,0.0,828.0,289.0,,source/images/S-085.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-086,image-b66ab812f99c98c75f875df5077b599879f389c9,bcfa70c2fefa4fe60560f54d19cca176df0984471aa620ec8dfab21ca7ebac71,931,381,0.0,0.0,931.0,381.0,,source/images/S-086.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-087,image-c702114b9704a8c1b9d76bbf1ba245f049889ccd,1e3be6231f9181b61ab800912e91e1fc760c01b2ceddb9e3250b75d42396501f,889,610,0.0,0.0,675.0,463.0,,source/images/S-087.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-088,image-b5ca630d86a6f69165dec12be9f62e76b025353b,806aa25eed43c7d71f38068fd9094b9e9e906e434b9e81dde35db0d4c512e016,833,459,0.0,0.0,833.0,459.0,,source/images/S-088.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-089,image-155e22796f22fb159ab75963d3f2c4e94f540457,63b6b05364556d7faa173bb4c6e852dd098abf4cd0fb445c03e4d0676660ecd4,878,468,0.0,0.0,869.0,463.0,,source/images/S-089.png,M09-directive-reference-recipes-immutable,covered-by-v002-module,covered-by-v002-question-bank
S-090,image-865e8d198f1b01bc8d341e394bc3e3c9d6ebb157,30bfcc66b42afb787015ba8068f59f7af24d0c4c3a00c1a293e654c0f7fb00b7,916,594,0.0,0.0,744.0,482.0,,source/images/S-090.png,M10-vary-code-examples,covered-by-v002-module,covered-by-v002-question-bank
S-091,image-955aa4c0388c75d94a85edbc55b802c351090320,270fc22a7ad0aa057c7400a3629165f2260959bea0df443c88d3b4b09317ef5e,964,628,0.0,0.0,740.0,482.0,,source/images/S-091.png,M10-vary-code-examples,covered-by-v002-module,covered-by-v002-question-bank
