source_id,image_use_id,symbol_id,sha256,sha1,x,y,width,height,pixel_width,pixel_height,region_id,previously_present,restored,coverage_status,assignment_count,visual_reviewed,candidate_region_hint_only,asset_path,evidence
S-011,IU-011,image-dd6e041898db829d5bcca42f7027c76c450a6044,2f4ecd3c197d56c38c2ce3c162c3e731ebcc2dfa2dfe600a11326cb1531c7225,c1f25f7c0398aaad628839d6fbbd5e2f69ffde47,592.7457332579252,2533.614901487416,786.0,482.0,952,584,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-011.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-012,IU-012,image-4898e81c0e345ebb071fcc5d55687535abac1b16,00fd20f1c75f74036ff6bbde9de383e9fe7345eba490492263029583b994ba8a,3ebf90af279f0fea45d5d1c7f69a21ca53115b8f,3319.32773051967,2655.4366082861475,680.0,482.0,813,577,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-012.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-013,IU-013,image-263eda89db1c74b66740f8c55f8d3723ecca533b,41bcd2c5ad2949d6e908973cfa8254429a726873607d21900a0859ad5fc1f36b,c1807fc6f4317006f57aadf66eacf2fd88d8c77c,5842.621828007221,2686.9694404712923,658.0,482.0,873,640,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-013.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-014,IU-014,image-0613c13afd19b3c8deea4035082bbbb741dd6bb7,4beeb28c5aa48f0f9054a947de7988450851efadc323a1794030b2eb779fb002,2136186d43830e1b9bf83d81aec60e5ee43692ee,4682.280408387614,2702.8266550205067,817.0,237.0,817,237,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-014.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-015,IU-015,image-e12de971e557922d226717d708ef38729a3de348,d51c3b7fc3aca95bc22c235eaf49ee214091ff66212b836e4206cad4d9e40196,ed596e605a23172f63982a232c92dc626145c019,1730.7413987319087,2718.9654446502122,842.0,312.0,842,312,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-015.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-016,IU-016,image-c34ba721fb66bc9e409623f018aa280be245f134,e4b49760706abae5cf35abde6f76a9a7718cf5ed309d6f55f1ff4cc125980eaf,f72631c8c181acb8db27b098cd99d78890b8502a,4685.591840152704,2943.5037383538424,779.0,482.0,824,510,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-016.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-017,IU-017,image-cdb57018a0ab8d7b901551c7a2c65b6706c56d7b,db5d400ee603a9fd8acaed5b493f296e39361ada6a1635a22de80ba6ba860f5d,a16d180c5c56b1fd97c08df0ae20b46846eb4df3,554.0777415749526,3034.6759715208996,875.0,284.0,875,284,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-017.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-018,IU-018,image-42cb71baa5716cf6a2854246fd22bb3f18fbe7b9,143fa1c8e0d35b26402bff710e5aff591e10ae92dae6810074dbff5e731370e5,c830d6e53b035f73782d424eeb474aa73cea0c06,1732.5107008634623,3035.203525356121,869.0,430.0,875,433,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-018.png,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
S-019,IU-019,image-03ed4d65855e5902fe20d8b5e109fe767598fe05,4b94770709b0580b1583221416057898c5af02f8a738d82d7ddca60e8ca9bc14,03f3bdf648ba9dd764ca1e2e03fd2f0f3a3a55d8,3287.9239420966087,3139.1531187315327,812.0,427.0,812,427,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-019.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-020,IU-020,image-e3ceaab16453c995f112563a6682549ff1a8142b,b9282c883b5ed14020d74b359d0e15b538a680b325710798f9bb46fc72ba2384,b4e37194b4f0f6cb7e2fe4db09577d32e5d62a57,5846.459201509231,3197.4456018831247,806.0,482.0,943,564,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-020.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-021,IU-021,image-52c5dbf87fcc3545333c2e344164ba60da463278,6b7b38808e7c351637bb6446caf6eecf093f65e6a0e065cadfd57f6155515309,62bda1fbb39f2dadad475dda6ed6b193ecc07d48,546.8450432848731,3352.6625786637583,768.0,482.0,853,536,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-021.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-022,IU-022,image-4009a9ca24181c9ac416d16afce24295c9663914,593f6847c5bc664bb735e8d35d9b49e4476b1f0b7ba912cb772f1f341c730212,3b6062f62844e26559404f2f774394007cf47fd9,1753.3842558747656,3483.5369168181774,871.0,360.0,871,360,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-022.png,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
S-023,IU-023,image-a284e369c3f815ee810daeda1b0d347fb89af805,605e7021349652c18174c40f6d76f6dc7b9db20709735b606fa5205bc581529c,79fbe5adc67c176d881f23bb621d75c5d0f74f7e,4705.558118348553,3502.993372549811,846.0,430.0,846,430,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-023.png,"Visually reviewed screenshot assigned to R04: Database.SqlQuery for scalar, DTO, and non-entity results"
S-024,IU-024,image-11890b77a44174cb0820067405c4b4f96da614ef,df9c3be68392c8389125cb4f09bae2e398f666741f3fc7fb3380fd420dc00b9a,771a5d7649680f7d35a56d099fb9615d1d93d3ef,3279.2475546542646,3580.601821030205,731.0,463.0,816,517,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-024.png,"Visually reviewed screenshot assigned to R04: Database.SqlQuery for scalar, DTO, and non-entity results"
S-025,IU-025,image-b43ce9b5a3840190ef835dd5b4a37de298cea744,ba12e0fc744ef6d13c2ec89d3a64d773e94719dbd99265a49a01bc9e8c8507dc,fe9df3107a574719876b1d5c82f9ac5ff99f566b,1778.2175601437375,3836.703568952655,848.0,387.0,848,387,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-025.png,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
S-026,IU-026,image-e8a6186f5ce455ff096a0184b1e700a3fa07fd4a,96e35ba26ad39cc9e83c2d956d2b3fb19ba7ed1926914e64f50abc03229b14a5,a873e90765e0af97061b3974130b8bc7b3e8daeb,4720.446973329022,3958.2155608636117,494.0,84.0,494,84,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-026.png,"Visually reviewed screenshot assigned to R04: Database.SqlQuery for scalar, DTO, and non-entity results"
S-027,IU-027,image-721b5b4689e89cf31657a583a74bad93b8bc075a,1eb90bdc259b0ebbb42988ebda2245d331764ea29cd1c6ab8c6fad3e36233878,1ab09d86a8be77979e22fc7b301a8e0de53e2688,4719.409793671114,4053.5037383538534,614.0,482.0,854,671,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-027.png,"Visually reviewed screenshot assigned to R04: Database.SqlQuery for scalar, DTO, and non-entity results"
S-028,IU-028,image-3c2d8f2c8ce0eab577e4bb6c07244b9c1ebb06f6,f359eef14b8f5b8e946ea8e659973cec8939ab7f878e841f301a0f6859d7a94c,27e27c51dadb8cbb423ede7212023860a67fdadb,1797.5508644127112,4194.251158935911,836.0,310.0,836,310,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-028.png,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
S-029,IU-029,image-e2303d09c46e76e3c927221e41220fd0967e928d,077bcf9d46845a0208104c008c45124cb9e78c908c5c52d6a0e13efa905d513a,acc5727da1d60b072958a700485259560808c497,1794.6279629685869,4503.774975725808,829.0,430.0,842,437,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-029.png,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
S-030,IU-030,image-3653cfb32de27ae6a0e5edbc9ff8c2cd11ef17b5,a083310c33e20664b6774877ccb06198c54020947f8bd5b3ead9e7ec7eefed9f,68941c2eb31233f4b901cda357c3665f855832a2,4715.558118348553,4559.937749177427,866.0,245.0,866,245,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-030.png,"Visually reviewed screenshot assigned to R04: Database.SqlQuery for scalar, DTO, and non-entity results"
S-031,IU-031,image-2b0f8a6882ea66ac6078feb70ad16a39435472a7,e45fed0a777bdca1c8dcfbe16f908c8e7d283208b74b95e6f0fb06c3c251899c,61160bbae8684777c20b7022fac5eee354c04111,405.7031920254012,4607.900659369674,692.0,482.0,796,555,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-031.png,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
S-032,IU-032,image-c72ba1eaf30098e4bac2ab55638f475806e8fb98,91895171c972cfe2202c9ca94dbc197360e2d6d238d6b61a16472993d8464571,e8e96d5e0700565bdf5779f122585530eb6acf92,4721.33339078445,4816.837071687192,648.0,482.0,873,650,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-032.png,"Visually reviewed screenshot assigned to R04: Database.SqlQuery for scalar, DTO, and non-entity results"
S-033,IU-033,image-8c8a71e8ce3fdf668a60a1bbcca2e0e4053969c7,90274d31d38f94fde0272350c711a1028a3bcfd59635cd91723a8297f59770b3,f56d4972fd433628dc03e927e080d8c39fd6ec65,1797.8128273033362,4941.822587507335,885.0,272.0,885,272,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-033.png,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
S-034,IU-034,image-d4283381cbcd73ea5671794f0d76184248faeec5,65f637b3c1f7bf9fb03c1d63a65d8b04236d0efaa04b9490a5b76364120b1e76,113e5e76abf4b1607dcc047c45cfc6a48d34e637,411.8157786843258,5088.4854807982465,790.0,184.0,790,184,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-034.png,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
S-035,IU-035,image-2c77336e41e325122e3203be36cbe6869bdb9139,8dd654a11faaf3953ca5adb44bf6bcd24ae592f9e2318f5d110671d376e89e35,08a14624b4f0c5edd35ac9c6c12d73bada580a1b,382.8508729303576,5289.805348613541,859.0,482.0,898,504,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-035.png,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
S-036,IU-036,image-ee4ae4a0aa19694102fb950491d561dc0ae8a0ce,dcbd43a9508ae4912e914e49b0a2623f518e3d688242b664859aee9293170963,04ac3b2ec8384165b6bd65bde9d2f9a95fbad604,4712.891451681886,5327.659988353864,938.0,234.0,938,234,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-036.png,"Visually reviewed screenshot assigned to R04: Database.SqlQuery for scalar, DTO, and non-entity results"
S-037,IU-037,image-4ff8fe8b0244f4d86456d620501c8f541e4b9a13,13d947db2b1b2d0ce0fcb34f4d8b3d5450278e3e87e0f34793df5f58d724ad3b,759c9f345c29ac0eeb22aa80321e5cb1b132e881,4730.502596701417,5578.215510001,825.0,364.0,825,364,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-037.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-038,IU-038,image-47dd16f10f9177a115353041d8e7b65b0eca2f94,5a67248e8bb59d2c7fad4fc0b5b5c66f4d287be23acb24d98ba145a08af949ec,1f8ab0d1346b6bac14053cb42948dd40756cefc1,400.64917014638013,5777.485524394788,839.0,166.0,839,166,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-038.png,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
S-039,IU-039,image-1347d21183bb4a2b81ab6d0ff6ddf5771df1b8a8,9f2da57c590594611145e0d7a8c64d1c0be398666f7d3519f963c0fccd3816ea,3f6c3e991bc163000495ec5113a5dd60238bf3ce,4730.526348096508,5994.030336118618,844.0,352.0,844,352,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-039.png,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
S-040,IU-040,image-2d4fd163d466c662d1dc1943f850cb1deefb359a,197fb08fabc56c56cd01e601b426f01bbe6684ca53e8b2d54c51f5815e66dd12,e389d0d1adf99f4fd2a7f880391a3189cc8aa9e4,3183.1396398839906,6112.810083386743,680.0,463.0,818,557,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-040.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-041,IU-041,image-6c4e14521817f5439796390acf8ea935b50e4e21,df36a67e288fe506f6407eb784c8efc0d969a78c72b284889a16b53f2689f7d0,2fd2cfba7c7b2d5f5cfd4809baaeea8f3e561e53,3168.595908350476,6592.284411061013,783.0,259.0,783,259,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-041.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-042,IU-042,image-dd36750b348ad895979311f906bd15eda5d2ecd9,f76c75ceec03497dc2d786d9e9907bc5b14464a4b05a91049905dd01627d21dc,ab26a64680492e77e83290d59a6f43969954967e,1772.479809001352,6689.438605160858,1055.0,413.0,1055,413,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-042.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-043,IU-043,image-0f906dd79554ec31be0fa67ffe6d97c86d67ff91,b117361db5e07fbb933521448cf98b1430508bbdb211db8283b213ed660ce615,36b6de26184c7bba2befc97858b5c35c2814473a,3149.8394667939856,6863.938257214857,800.0,288.0,800,288,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-043.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-044,IU-044,image-fc19672be08f1bf8fd4b0f812c9daf1cfd68f5f0,154f01ccce64d6abd13699e633c77e421e5bf02dc319412c5dedb527917d676e,19f76f9668b306e864b08d5aea2214835f16b895,1749.5576614008119,7124.264039637095,1122.0,237.0,1122,237,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-044.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-045,IU-045,image-86ca4dc14559fe223a1d8f614cde98820c60ac61,ace6f790dff468d1091429d40241af42f8a9fdc38099791c67a5595d8b013a38,8fe8c436d37793c8df5b2cc13a93ecd2d4bab3cf,3137.591637498108,7159.989554916174,810.0,463.0,817,467,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-045.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-046,IU-046,image-7ef79e4f1a110a164f1c81dddf5f5182d2b02aa5,d7eb5958506e8db2e71c872b358337ed20b8700fd32d4c2fd366bdf5016cccec,880d005e783e7688bd34a7c3a66673731989926c,437.236343068555,7204.850216165589,795.0,482.0,936,568,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-046.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-047,IU-047,image-feb8e07924b6621a7ee2c99c05d7893168fa78d4,1b54516d3258933a58d1b6f8f607c54d7bc80d58ad86947528800e34dac6a95c,a324ac7f32ef0628b2a1eb728f376504a5c43a25,1751.2242263422186,7375.3751337939975,1032.0,397.0,1032,397,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-047.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-048,IU-048,image-195ad53d383c87bf0b92f10ffaf14125347ab79b,a5dbbc78887d2ea75672e44f221fc05a4d4fc46f8864161c7235a55bda8d05e9,1c99160485df7fb5d183e95a66b72f12e8149e0b,3121.1727844772786,7638.38700646365,804.0,415.0,804,415,R01,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-048.png,"Visually reviewed screenshot assigned to R01: API families, immediate execution, and transaction boundaries"
S-049,IU-049,image-837a170fb3c265a165bb084a875cc3887cb12019,b37992b0d483e3ae3a2e6588d207026c95a6fb51f5bacce9acb40000412db406,07f49cf53c32171efdcd0daad1d5b9c673c2fc7d,401.3037712080595,7722.086563314533,929.0,261.0,929,261,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-049.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-050,IU-050,image-0ea5b95b4c26fea9b8e48d9e0e4289a2de5b423a,3994c3fe50a4270de204c25b30ee7a19cf87d621fc9b0cf44f7c8697e44b1752,76317599cf71d637dfbdc6fda21d636cbddd6604,1748.1688064203436,7807.819561284232,967.0,261.0,967,261,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-050.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-051,IU-051,image-31392d712499eb1b28a66f880a07c857b2c89153,62e83e89d879d7cd61843c7e9d378992faa36cc0ec88702662be9637eb7ca888,3a66008a320707c5eb478db6fd8e02965967be86,393.0490002052725,8014.784317264819,1016.0,278.0,1016,278,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-051.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
S-052,IU-052,image-f43ac94dd40d0cdf363c5b3706b939032060bb09,a5d54ead81441ae4e16151222315b62ebec3bcafe811a8735d8de00e7b2c64ca,9682368f0fe568705f70e57e269347c070fb3b45,367.5913258657447,8401.213900089087,769.0,482.0,1000,627,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-052.png,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
