item_type,item_id,secondary_id,sha256,region_id,status,previously_present,restored,assignment_count,evidence
image_use,S-029,IU-029,077bcf9d46845a0208104c008c45124cb9e78c908c5c52d6a0e13efa905d513a,R03,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
image_use,S-030,IU-030,a083310c33e20664b6774877ccb06198c54020947f8bd5b3ead9e7ec7eefed9f,R04,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R04: Database.SqlQuery for scalar, DTO, and non-entity results"
image_use,S-031,IU-031,e45fed0a777bdca1c8dcfbe16f908c8e7d283208b74b95e6f0fb06c3c251899c,R03,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
image_use,S-032,IU-032,91895171c972cfe2202c9ca94dbc197360e2d6d238d6b61a16472993d8464571,R04,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R04: Database.SqlQuery for scalar, DTO, and non-entity results"
image_use,S-033,IU-033,90274d31d38f94fde0272350c711a1028a3bcfd59635cd91723a8297f59770b3,R03,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
image_use,S-034,IU-034,65f637b3c1f7bf9fb03c1d63a65d8b04236d0efaa04b9490a5b76364120b1e76,R03,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
image_use,S-035,IU-035,8dd654a11faaf3953ca5adb44bf6bcd24ae592f9e2318f5d110671d376e89e35,R03,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
image_use,S-036,IU-036,dcbd43a9508ae4912e914e49b0a2623f518e3d688242b664859aee9293170963,R04,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R04: Database.SqlQuery for scalar, DTO, and non-entity results"
image_use,S-037,IU-037,13d947db2b1b2d0ce0fcb34f4d8b3d5450278e3e87e0f34793df5f58d724ad3b,R02,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
image_use,S-038,IU-038,5a67248e8bb59d2c7fad4fc0b5b5c66f4d287be23acb24d98ba145a08af949ec,R03,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R03: Dynamic SQL structure and safe raw construction
image_use,S-039,IU-039,9f2da57c590594611145e0d7a8c64d1c0be398666f7d3519f963c0fccd3816ea,R02,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R02: FromSql entity queries, tracking, and parameterized values"
image_use,S-040,IU-040,197fb08fabc56c56cd01e601b426f01bbe6684ca53e8b2d54c51f5815e66dd12,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-041,IU-041,df36a67e288fe506f6407eb784c8efc0d969a78c72b284889a16b53f2689f7d0,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-042,IU-042,f76c75ceec03497dc2d786d9e9907bc5b14464a4b05a91049905dd01627d21dc,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-043,IU-043,b117361db5e07fbb933521448cf98b1430508bbdb211db8283b213ed660ce615,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-044,IU-044,154f01ccce64d6abd13699e633c77e421e5bf02dc319412c5dedb527917d676e,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-045,IU-045,ace6f790dff468d1091429d40241af42f8a9fdc38099791c67a5595d8b013a38,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-046,IU-046,d7eb5958506e8db2e71c872b358337ed20b8700fd32d4c2fd366bdf5016cccec,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-047,IU-047,1b54516d3258933a58d1b6f8f607c54d7bc80d58ad86947528800e34dac6a95c,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-048,IU-048,a5dbbc78887d2ea75672e44f221fc05a4d4fc46f8864161c7235a55bda8d05e9,R01,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R01: API families, immediate execution, and transaction boundaries"
image_use,S-049,IU-049,b37992b0d483e3ae3a2e6588d207026c95a6fb51f5bacce9acb40000412db406,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-050,IU-050,3994c3fe50a4270de204c25b30ee7a19cf87d621fc9b0cf44f7c8697e44b1752,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-051,IU-051,62e83e89d879d7cd61843c7e9d378992faa36cc0ec88702662be9637eb7ca888,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
image_use,S-052,IU-052,a5d54ead81441ae4e16151222315b62ebec3bcafe811a8735d8de00e7b2c64ca,R05,processed-semantic-transcript,False,True,1,Visually reviewed screenshot assigned to R05: ExecuteUpdateAsync and ExecuteDeleteAsync set-based DML
svg_text_node,T-001,,fd6b6b8498f21dabf0510fe157ad240e600ac540f1ff36e16561b0463a3fec91,R04,processed-semantic-transcript,True,False,1,database.sqlquery for projections
svg_text_node,T-002,,8f1efb00a64cbea7b6f48f189eb6487147d4b8e2f5b3e53c13898a12c0c4dd10,R04,processed-semantic-transcript,True,False,1,scalars and other nontracking nonentity
svg_text_node,T-003,,c099142bc3186ded72786ba27e9ea6d2da240fb9fd3fe79b479ecf8e734b2850,R04,processed-semantic-transcript,True,False,1,results
svg_text_node,T-004,,76ffaa256b874a3cd28a68f7d6061844328c9e8b2dfd1c6500a1c3fb37d90b23,R02,processed-semantic-transcript,True,False,1,fromsql is for tracked entity
svg_text_node,T-005,,f6a214f7a5fcda0c2cee9660b7fc29f5649e3c68aad48e20e950137c98913a68,R02,processed-semantic-transcript,True,False,1,result
svg_text_node,T-006,,cd69654ada15a15c74cbd650868fc8fd43e14f2644459e19d83e7d574023e2f1,R03,processed-semantic-transcript,True,False,1,the real danger of not parameterised values included from
svg_text_node,T-007,,2fd7be510f870d32aa82f498a90c268dcedd8081d7b5ba856500c8c12f2dba79,R03,processed-semantic-transcript,True,False,1,user input into  sql
svg_text_node,T-008,,0fa499aba8c8ffbe5e3a783601595f78853e54d5dcc46fcbfae275b904e29992,R03,processed-semantic-transcript,True,False,1,sql injection
svg_text_node,T-009,,4a5f9b6df34cf6faf8e0a01886a3b7bccc07ea48e0e45b30be0ca1e02507039f,R02,processed-semantic-transcript,True,False,1,raw vs interpolated
svg_text_node,T-010,,3ee7df16076ab8a399b6b993045d3518c958320c4689d76b42ddf0aa838f3d01,R03,processed-semantic-transcript,True,False,1,dynamic sql parts + parameterised values
svg_text_node,T-011,,69dfbd549033bd70493d090d943477595eb02ebcc9cc0b604da4749b7ea294ce,R04,processed-semantic-transcript,True,False,1,type param is the
svg_text_node,T-012,,af8da0b8140ad1e292378a62cc685bfa624cc6d116d8a2116c501f551d11cc55,R04,processed-semantic-transcript,True,False,1,type of item in a collection
svg_text_node,T-013,,7c9be33df7c93c3601834c6400735f634e4e64a01ad41227bdedef43c8d28e1d,R04,processed-semantic-transcript,True,False,1,in a iqueryable
svg_text_node,T-014,,97be14290fa0acc06a77083407e5cff3f1eece616413edd0b1e7fa88ea2d6aae,R05,processed-semantic-transcript,True,False,1,executeupdate/
svg_text_node,T-015,,95aa2d116a30e99095881aefdc5e940dc2b88ae7de560a5bf6b20ceb7bf01f7a,R05,processed-semantic-transcript,True,False,1,executedelete
svg_text_node,T-016,,e126d43e55097b06bc46701759d48a66f074c211bf8c2bb7702783e52a5a8c7b,R05,processed-semantic-transcript,True,False,1,bypassing chagetr
svg_text_node,T-017,,df210b0af325774f7bbd649815378b895e6f16ce2435c0c21b9f984beee4dd85,R05,processed-semantic-transcript,True,False,1,simple poco muation
svg_text_node,T-018,,9dc188eeb54ac603e14bac58c26034b35b3d26641093b48d61b6d2406ad7d2da,R05,processed-semantic-transcript,True,False,1,setproperty
svg_text_node,T-019,,07ab875a0140267fb829f1635cd9fd3580c4822af371f1168a0ef60128d9a00a,R05,processed-semantic-transcript,True,False,1,cant call methods
