text_id,dom_group_index,x,y,group_x,group_y,rotation,font_size,fill,text
T-027,47,358.03189210539676,5629.67548232058,358.03189210539676,5309.607482320578,0.0,94.6666666666672px,#d3d3d3,table
T-028,48,1706.2710230511739,5305.08961183967,1706.2710230511739,5221.688278506336,0.0,94.6666666666672px,#d3d3d3,SCHEMABINDING
T-029,48,1706.2710230511739,5423.422945173004,1706.2710230511739,5221.688278506336,0.0,94.6666666666672px,#d3d3d3,protect view from breaking
T-030,49,2455.2434755864324,7265.398329773753,2455.2434755864324,7181.996996440419,0.0,94.6666666666672px,#d3d3d3,SCHEMABINDING
T-031,49,2455.2434755864324,7383.731663107087,2455.2434755864324,7181.996996440419,0.0,94.6666666666672px,#d3d3d3,protect view from breaking
T-032,50,2638.273815607739,7618.125602501027,2638.273815607739,7534.724269167693,0.0,94.6666666666672px,#d3d3d3,what it prevents
T-033,51,3800.4959021962804,7622.569979128631,3800.4959021962804,7539.1686457952965,0.0,94.6666666666672px,#d3d3d3,schemabinding rules
T-034,52,2631.001088335012,8609.640717025175,2631.001088335012,8526.239383691842,0.0,94.6666666666672px,#d3d3d3,indexed views require
T-035,52,2631.001088335012,8727.974050358509,2631.001088335012,8526.239383691842,0.0,94.6666666666672px,#d3d3d3,it
T-036,53,4954.334523393605,7462.974030013457,4954.334523393605,7379.572696680123,0.0,94.6666666666672px,#d3d3d3,indexed views require
T-037,53,4954.334523393605,7581.307363346791,4954.334523393605,7379.572696680123,0.0,94.6666666666672px,#d3d3d3,COUNT BIG for grouping
T-038,54,3058.586268923828,5428.065689376457,3058.586268923828,5344.664356043123,0.0,94.6666666666672px,#d3d3d3,Clustered index first
T-039,55,4241.635708078126,5272.936019368982,4241.635708078126,5189.534686035648,0.0,94.6666666666672px,#d3d3d3,flow when source row
T-040,55,4241.635708078126,5391.269352702316,4241.635708078126,5189.534686035648,0.0,94.6666666666672px,#d3d3d3,changes/writes cost
T-041,56,7081.839799837741,5450.632585488035,7081.839799837741,5367.231252154701,0.0,94.6666666666672px,#d3d3d3,indexed view cost
T-042,57,5702.724502820975,5416.228947525066,5702.724502820975,5332.827614191732,0.0,94.6666666666672px,#d3d3d3,why clustered index
T-043,57,5702.724502820975,5534.5622808584,5702.724502820975,5332.827614191732,0.0,94.6666666666672px,#d3d3d3,at first
