source_id,image_use_id,fileId_short,region,subregion,coverage_status,decision_is_final,audit_result,review_notes
S-025,IU-025,cd83bca109,VIV01,VIV01C,processed-in-viv01-v001,yes-for-viv01-v001-boundary,ok-processed,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-026,IU-026,de3758264a,VIV01,VIV01C,processed-in-viv01-v001,yes-for-viv01-v001-boundary,ok-processed,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-027,IU-027,e12425be98,VIV01,VIV01C,processed-in-viv01-v001,yes-for-viv01-v001-boundary,ok-processed,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-028,IU-028,a199a76dad,VIV03,VIV03A,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-029,IU-029,f72170b4d6,VIV03,VIV03A,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-030,IU-030,456797c8ff,VIV03,VIV03B,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-031,IU-031,7c4af6bb2b,VIV03,VIV03B,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-032,IU-032,5ec4cab651,VIV03,VIV03C,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-033,IU-033,e882127848,VIV03,VIV03C,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-034,IU-034,419a4b0a04,VIV03,VIV03C,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-035,IU-035,b79c4215a7,VIV03,VIV03D,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-036,IU-036,3eb716fc8b,VIV03,VIV03D,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-037,IU-037,086ca24b99,VIV03,VIV03D,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-038,IU-038,834564d5b2,VIV03,VIV03D,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-039,IU-039,f0a7504502,VIV03,VIV03D,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-040,IU-040,2eac56af31,VIV03,VIV03D,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-041,IU-041,66861de839,VIV03,VIV03B,processed-in-viv03-v001,yes-for-viv03-v001-boundary,ok-processed,Included in VIV03 v001 after NEXT02 visual/semantic transcript pass.
S-042,IU-042,dc11e1331f,VIV04,VIV04B,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-043,IU-043,f9727378fb,VIV04,VIV04B,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-044,IU-044,092bc59027,VIV04,VIV04B,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-045,IU-045,aa12d5f1bc,VIV04,VIV04B,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-046,IU-046,07aa25ea49,VIV04,VIV04B,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-047,IU-047,3387890789,VIV04,VIV04C,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-048,IU-048,543997ecf4,VIV04,VIV04C,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-049,IU-049,2346bf9345,VIV04,VIV04D,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-050,IU-050,0fa205f407,VIV04,VIV04D,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-051,IU-051,80fefbece1,VIV04,VIV04A,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-052,IU-052,3cf6471b45,VIV04,VIV04A,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
S-053,IU-053,4e4fff1773,VIV04,VIV04A,processed-in-viv04-v001,yes-for-viv04-v001-boundary,ok-processed,Included in VIV04 v001 after NEXT03 visual/semantic transcript pass.
