source_id,region,decision,reason
S-023,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-024,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-025,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-026,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-027,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-028,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-029,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-030,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-031,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-032,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-033,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-034,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-035,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-036,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-037,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-038,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-039,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-040,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-041,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-042,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-043,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-044,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-045,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-046,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-047,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-048,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-049,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-050,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-051,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-052,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-053,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-054,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-055,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-056,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-057,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-058,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-059,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-060,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-061,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-062,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-063,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-064,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-065,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-066,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-067,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-068,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-069,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-070,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-071,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-072,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-073,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-074,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-075,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-076,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-077,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-078,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-079,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-080,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-081,R03,included-in-r01r02r03-final-v001,SameSite option / Secure when SameSite=None / HTTPS vs non-HTTPS cookie visibility / examples/comparison / SameSite vs CORS allowance
S-082,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-083,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-084,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-085,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-086,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-087,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-088,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-089,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-090,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
