source_id,image_use_id,symbol_id,fileId_short,sha256_12,x,y,width,height,source_width,source_height,candidate_region,nearest_labels
S-001,IU-001,image-3f6ba77cbea2e935ed3ae8500a217798d7cc0836,3f6ba77cbe,f067af45c621,502.047463890307,309.7526742114105,830.0,482.0,947,550,R01,authcookie options | and full list | defaults | just cookie optons | all cookies
S-012,IU-012,image-498d75b229bd5bb55ecd70ea0c076b8470d80d3a,498d75b229,f90deea2c357,371.5661512357656,2047.8081958585508,696.0,482.0,857,594,R01,just cookie optons | all cookies | does addcookie affect | authcookie options | usecookiepolicy
S-013,IU-013,image-c7e8c6b779d9d08d7f960ae64ae11d458bf738b4,c7e8c6b779,ab383ed977ac,1707.4785304395882,2311.668142215419,819.0,444.0,819,444,R01,all cookies | does addcookie affect | just cookie optons | usecookiepolicy | actually just a normal cookie flow
S-014,IU-014,image-50bb99e25aeabb137e12878d43793e54b24115f0,50bb99e25a,ff866221faa8,6619.958507045133,2394.36741758903,167.0,52.0,167,52,R02,"have some requeast cookies and response cookies | store som cooies in browser for all sites | general theo | actually just a normal cookie flow | cookie flow,"
S-015,IU-015,image-59a39b636456fd1f0f2bb027f95eae51fbc80080,59a39b6364,0d6920451c38,5652.415698483477,2475.297846461919,1203.0,108.0,1203,108,R02,"have some requeast cookies and response cookies | store som cooies in browser for all sites | actually just a normal cookie flow | cookie flow, | general theo"
S-016,IU-016,image-6dd91ef8f6b6841405c1540b6a4fa7f49ad1d799,6dd91ef8f6,a2465f966e75,6862.80166823539,2547.3085581565865,97.0,52.0,97,52,R02,have some requeast cookies and response cookies | store som cooies in browser for all sites | general theo | samesite option | actually just a normal cookie flow
S-017,IU-017,image-3207383fddeebab1c38e77f53bae4142be294403,3207383fdd,dcb392f9a309,438.33009972127184,2574.1311125252296,509.0,403.0,509,403,R01,just cookie optons | all cookies | does addcookie affect | usecookiepolicy | authcookie options
S-018,IU-018,image-89aa0ac1c2c6f7729e0891f29ef1d67e4262fab4,89aa0ac1c2,43f990546ab5,1748.480599374885,2799.1786606073483,693.0,482.0,728,507,R01,all cookies | does addcookie affect | usecookiepolicy | just cookie optons | actually just a normal cookie flow
S-019,IU-019,image-7e401faef8d0640f265ade71685024dd92f7704e,7e401faef8,d7bb1449b6fd,5760.960491238871,2950.8416084112214,936.0,396.0,936,396,R02,"have some requeast cookies and response cookies | actually just a normal cookie flow | cookie flow, | store som cooies in browser for all sites | samesite option"
S-020,IU-020,image-29698fd1daec44ecde183148e6e38bc89ea96cfe,29698fd1da,69829fb2bb0a,405.80149199769585,3018.9193408780966,721.0,482.0,919,615,R01,all cookies | does addcookie affect | just cookie optons | usecookiepolicy | cookie.name
S-021,IU-021,image-909655d280a6392c34e32322fadb1ef1fb986455,909655d280,7471d640c837,1731.943194562169,3341.4008997837855,655.0,482.0,897,661,R01,"all cookies | does addcookie affect | usecookiepolicy | actually just a normal cookie flow | cookie flow,"
S-022,IU-022,image-1db7e93ccd03772148a38d3ca6afe9a87fe0bcb6,1db7e93ccd,2b2e7f7cb31b,5764.404867866476,3344.2860867640884,858.0,378.0,858,378,R02,"have some requeast cookies and response cookies | actually just a normal cookie flow | cookie flow, | samesite option | store som cooies in browser for all sites"
S-023,IU-023,image-5e030d43de11f0ad94b1ad00d5cc1b22a057cd2e,5e030d43de,18d1c2103a97,3411.00048130216,3622.5320970836565,873.0,482.0,1034,571,R01,"actually just a normal cookie flow | cookie flow, | partitioned | third party cookies | all cookies"
S-024,IU-024,image-7f33435b844e4eeee38afb9b65855f22f1deac79,7f33435b84,723952fbe583,5751.460491238871,3728.95275343076,835.0,342.0,835,342,R02,"have some requeast cookies and response cookies | samesite option | actually just a normal cookie flow | cookie flow, | partitioned"
S-025,IU-025,image-fb96e9de23bb143715b5cbaed51bf103cdf8a902,fb96e9de23,3ee21a655a68,5738.405071316996,4070.2305651169554,590.0,295.0,590,295,R02,"samesite option | actually just a normal cookie flow | cookie flow, | partitioned | third party cookies"
S-026,IU-026,image-8703bbb0420039c4c68ec69c06b5528f8b16cdc3,8703bbb042,244ccdf96066,3376.73739056166,4141.410501489039,1016.0,449.0,1016,449,R01,"actually just a normal cookie flow | cookie flow, | partitioned | third party cookies | usecookiepolicy"
S-027,IU-027,image-d59f0bdc42a733a6d37a288a19bbd8832cbd4678,d59f0bdc42,1f2430f00ef7,1129.4967663879406,4157.464445858576,960.0,263.0,960,263,R01,usecookiepolicy | all cookies | does addcookie affect | cookie.name | actually just a normal cookie flow
S-028,IU-028,image-a66ec5c72b23c250320f612501bba42f08d79d8a,a66ec5c72b,08b6dd49d6ea,5734.682781277934,4360.897130058362,793.0,407.0,793,407,R02,"samesite option | partitioned | third party cookies | actually just a normal cookie flow | cookie flow,"
S-029,IU-029,image-8247afc343d0e6712332fdf545f66735ac6b28b3,8247afc343,182e66f174d7,1184.9785304395882,4678.334808882104,824.0,364.0,824,364,R01,usecookiepolicy | all cookies | does addcookie affect | cookie.name | actually just a normal cookie flow
S-030,IU-030,image-076b99aa702b3977bf53052638ca499811b1fd00,076b99aa70,e0ca2af0c67f,5721.182781277934,4782.619420097431,860.0,448.0,860,448,R02,"samesite option | partitioned | third party cookies | actually just a normal cookie flow | cookie flow,"
S-031,IU-031,image-78fd18628fceb7810c02815fd891600302a42ec5,78fd18628f,e4f30dafe60e,1183.1230838841911,5072.511993940705,765.0,482.0,838,528,R01,usecookiepolicy | cookie.name | all cookies | does addcookie affect | partitioned
S-032,IU-032,image-81fe57e56bf123dc0ea08fec35d68b40e372309b,81fe57e56b,6ba9b988f62e,9686.178347151752,5166.949892044631,697.0,482.0,999,691,R03,"secure option when samesite is none | examples and comparison | how that works, why we need cookies option secure | who can read non https request/cookies | the flow"
S-033,IU-033,image-20502c03163fd92693e6c8807331b9661173ac04,20502c0316,05678959a7c1,10600.177178032607,5176.828398175272,893.0,107.0,893,107,R03,"how that works, why we need cookies option secure | who can read non https request/cookies | the flow | secure option when samesite is none | examples and comparison"
S-034,IU-034,image-e5775c632596512934c42c633a9f7bb74e90b33a,e5775c6325,a0ae63e44f38,11695.42388076458,5211.394302580618,694.0,482.0,883,614,R03,"the flow | how that works, why we need cookies option secure | who can read non https request/cookies | secure option when samesite is none | examples and comparison"
S-035,IU-035,image-23704a13fd44495d3acd49184fb93226dda2c5f2,23704a13fd,b096b376da66,5638.18017670977,5296.747868248622,808.0,482.0,923,551,R02,"partitioned | third party cookies | samesite option | actually just a normal cookie flow | cookie flow,"
S-036,IU-036,image-f976f6d38bc111f16b101887a8057fea86cafde9,f976f6d38b,07416dd136a0,10614.121758110732,5303.365446515116,794.0,408.0,794,408,R03,"how that works, why we need cookies option secure | who can read non https request/cookies | the flow | secure option when samesite is none | examples and comparison"
S-037,IU-037,image-6aeeb30e86fd7938af1b2657678baa0ba213265c,6aeeb30e86,d9c19358bb4b,8601.047294702836,5393.028393827288,506.0,387.0,515,394,R03,"examples and comparison | samesite option | secure option when samesite is none | how that works, why we need cookies option secure | who can read non https request/cookies"
S-038,IU-038,image-e14576ea78fec38b0c9cdd8ca2178f4f91352e82,e14576ea78,c5e80b0d7bfc,7509.399535888511,5423.846684986256,639.0,250.0,639,250,R03,samesite option | examples and comparison | secure option when samesite is none | about samesite vs cors allowance | partitioned
S-039,IU-039,image-8b06d0be8acf121337ac2f14ae93eb747a93c582,8b06d0be8a,bf670291d0bf,1164.1449936557365,5601.223765587838,879.0,336.0,879,336,R01,cookie.name | usecookiepolicy | all cookies | does addcookie affect | partitioned
S-040,IU-040,image-56621cbe234dbf211a955e747882ec287d152e10,56621cbe23,0a607c4d233b,9626.584675862468,5670.495098750365,855.0,293.0,855,293,R03,"secure option when samesite is none | examples and comparison | how that works, why we need cookies option secure | who can read non https request/cookies | the flow"
S-041,IU-041,image-8b331a0aa546836da6d5e3011f5c358bf3df2161,8b331a0aa5,ad34c4dbdab6,11689.325507025664,5700.569195430053,931.0,461.0,931,461,R03,"the flow | how that works, why we need cookies option secure | who can read non https request/cookies | secure option when samesite is none | examples and comparison"
S-042,IU-042,image-037040db8de2f7ea06723f020777ddd244b2b6c5,037040db8d,331f6a2cb56b,7525.81664647152,5714.209023582171,737.0,482.0,930,609,R03,samesite option | examples and comparison | secure option when samesite is none | about samesite vs cors allowance | partitioned
S-043,IU-043,image-07d18affa1c5389b81d3506f5abc3df041aed25c,07d18affa1,aaf9858c08df,10628.103149169761,5726.050654305927,689.0,333.0,689,333,R03,"how that works, why we need cookies option secure | who can read non https request/cookies | the flow | secure option when samesite is none | examples and comparison"
S-044,IU-044,image-c5311a8e8d2a1986446733632ac7a35adda50e8d,c5311a8e8d,9b6f7eeb50af,8600.88333869866,5777.767715942613,533.0,207.0,542,210,R03,"examples and comparison | samesite option | secure option when samesite is none | how that works, why we need cookies option secure | who can read non https request/cookies"
S-045,IU-045,image-cd8e8b20a496e424bb07282847aefa5f48c3caf1,cd8e8b20a4,e9a477c7d482,5638.1801773754905,5831.843493521348,630.0,184.0,630,184,R02,partitioned | third party cookies | samesite option | examples and comparison | actually just a normal cookie flow
S-046,IU-046,image-9cc220c60c9c1bec30907826200436bf856b45a2,9cc220c60c,72d8f15eaca1,9621.7884247774,5983.402460946538,752.0,242.0,752,242,R03,"secure option when samesite is none | examples and comparison | how that works, why we need cookies option secure | who can read non https request/cookies | the flow"
S-047,IU-047,image-5a33a6b5690e62928cccee204900a52247a11d60,5a33a6b569,043c64a8412e,8580.97986936261,5997.233677463959,689.0,210.0,701,214,R03,"examples and comparison | samesite option | secure option when samesite is none | how that works, why we need cookies option secure | who can read non https request/cookies"
S-048,IU-048,image-129df0e863be6d32848d892be833a50a3815f253,129df0e863,2edb5c968735,10618.825235758302,6071.791417652272,752.0,323.0,752,323,R03,"how that works, why we need cookies option secure | who can read non https request/cookies | the flow | secure option when samesite is none | examples and comparison"
S-049,IU-049,image-566a8b7a05eea6ffe0ad0e2dcc01d2f9030f3bdb,566a8b7a05,f2c5f2a91e6f,5607.991888938666,6095.67473197485,763.0,298.0,763,298,R02,partitioned | third party cookies | samesite option | how cookies look | examples and comparison
S-050,IU-050,image-3c3e21f148d639ab5aadd7e3e8d96f2d0a7bcbc7,3c3e21f148,d2b64a919884,6582.778436367505,6157.300264929207,887.0,425.0,887,425,R02,samesite option | examples and comparison | partitioned | third party cookies | about samesite vs cors allowance
S-051,IU-051,image-3dcc25760aea1f95fe54b0f3d805f73edd78963e,3dcc25760a,e9bc8847eeaf,11683.936482503093,6184.920934253834,924.0,476.0,924,476,R03,"the flow | how that works, why we need cookies option secure | who can read non https request/cookies | secure option when samesite is none | examples and comparison"
S-052,IU-052,image-ea735c9f413aa4f72edeb4ffd480f5ea461a0e24,ea735c9f41,cae8841bc48e,8587.353320589782,6210.581104467474,601.0,183.0,611,186,R03,"examples and comparison | samesite option | secure option when samesite is none | about samesite vs cors allowance | how that works, why we need cookies option secure"
S-053,IU-053,image-20850c1109f741ba5cd3660d0daa96badebbb226,20850c1109,62a77e2c3118,7521.066066921498,6235.235607783554,909.0,325.0,909,325,R03,samesite option | examples and comparison | about samesite vs cors allowance | secure option when samesite is none | partitioned
S-054,IU-054,image-995d3573dac37aa11f5a1eea197b298686e2bd4b,995d3573da,7cb1ce54b694,9550.6956513399,6255.161765417022,909.0,377.0,909,377,R03,"secure option when samesite is none | examples and comparison | how that works, why we need cookies option secure | who can read non https request/cookies | the flow"
S-055,IU-055,image-71ecc092f80e5221b09bcb699eb92677deea3e2f,71ecc092f8,9fcd1156d43b,4372.6228602114525,6290.629153025202,926.0,180.0,926,180,R02,"partitioned | third party cookies | how cookies look | actually just a normal cookie flow | cookie flow,"
S-056,IU-056,image-96f4495241c34e3037586c62ccfc5db7277986e0,96f4495241,e85c436237c7,8586.133316800551,6396.941523895603,779.0,417.0,792,424,R03,"examples and comparison | samesite option | secure option when samesite is none | about samesite vs cors allowance | how that works, why we need cookies option secure"
S-057,IU-057,image-0f73ca85f932a6cf3be20a0a0eb103e8291e89b9,0f73ca85f9,74e71ddbcaa3,10613.010511365941,6405.791349835428,734.0,295.0,734,295,R03,"how that works, why we need cookies option secure | who can read non https request/cookies | the flow | secure option when samesite is none | examples and comparison"
S-058,IU-058,image-4d339148bd80d4fecb32d8d60ccbac280f64ab65,4d339148bd,b9f0d88c2d96,5598.965994179129,6433.077303615861,913.0,458.0,913,458,R02,partitioned | third party cookies | samesite option | how cookies look | about samesite vs cors allowance
S-059,IU-059,image-0073d4222065b3d402584da41a31af4b8839ef5b,0073d42220,da3858750c71,1279.6203739763114,6444.781532646619,786.0,463.0,910,536,R01,cookie.name | usecookiepolicy | all cookies | does addcookie affect | partitioned
S-060,IU-060,image-30f459ab23fc959bbd88b04a2fff0b8ab34d2b27,30f459ab23,cff4725bf936,4338.90057017239,6560.240247182093,889.0,203.0,889,203,R02,partitioned | third party cookies | how cookies look | cookie.name | actually just a normal cookie flow
S-061,IU-061,image-45da8d8f58dfccd7efebc461221d371468133233,45da8d8f58,b6c483c22573,7496.69578697358,6602.957897822602,937.0,354.0,937,354,R03,samesite option | examples and comparison | about samesite vs cors allowance | secure option when samesite is none | how cookies look
S-062,IU-062,image-90c0f4421f2fa67de177ab9468de8dcac6e77354,90c0f4421f,15fcc40b4c60,9547.35628430167,6649.912877613195,853.0,482.0,975,551,R03,"secure option when samesite is none | examples and comparison | how that works, why we need cookies option secure | who can read non https request/cookies | about samesite vs cors allowance"
S-063,IU-063,image-4003d1758b21a7035c9942be8481826a5f50f8de,4003d1758b,2a8197e767d0,10618.738090551256,6732.875863181773,761.0,482.0,830,526,R03,"how that works, why we need cookies option secure | who can read non https request/cookies | the flow | secure option when samesite is none | examples and comparison"
S-064,IU-064,image-fdab3077a6d314a6aeae755812de1dc230d9ce43,fdab3077a6,8eeff3ee71d3,4337.734005230983,6789.573580515422,898.0,451.0,898,451,R02,partitioned | third party cookies | how cookies look | cookie.name | samesite option
S-065,IU-065,image-28dea7d8ab98eeb6fdfe36bb3dac4e46a43a4c7c,28dea7d8ab,5619f4be9b39,1279.1789273632203,6912.8969172619945,904.0,413.0,904,413,R01,cookie.name | usecookiepolicy | partitioned | third party cookies | all cookies
S-066,IU-066,image-40e524d3f3b2490a5c3d18517c1f95253c5b0fa2,40e524d3f3,cb68d1dbf8aa,5623.560999759486,6917.077390808936,940.0,370.0,940,370,R02,partitioned | third party cookies | how cookies look | samesite option | about samesite vs cors allowance
S-067,IU-067,image-b9f45da28fe6fbfc78546b618251c3b1737f75f4,b9f45da28f,e7ab6ebe4c77,7516.473700385039,7001.254148907679,933.0,390.0,933,390,R03,about samesite vs cors allowance | samesite option | examples and comparison | how cookies look | secure option when samesite is none
S-068,IU-068,image-0368740094b8859996eebc25a27bc00962b39102,0368740094,f96f683d5c05,4327.345048525254,7243.517906280398,901.0,372.0,901,372,R02,partitioned | third party cookies | how cookies look | cookie.name | about samesite vs cors allowance
S-069,IU-069,image-e557498397a70db3de300957b9bcd915f3832a9f,e557498397,ac80331da9d8,5616.394216835379,7290.529800825683,901.0,465.0,901,465,R02,how cookies look | partitioned | third party cookies | about samesite vs cors allowance | samesite option
S-070,IU-070,image-5852ed9860f3f8bae233131058f3a98cb02a2d20,5852ed9860,878c53cf8432,7511.5107148164625,7420.217107349508,937.0,454.0,937,454,R03,about samesite vs cors allowance | samesite option | how cookies look | examples and comparison | secure option when samesite is none
S-071,IU-071,image-85740d3cda380163846017618b3b0a7ea3c092b9,85740d3cda,5d8ba32eb3f8,4329.789425152858,7645.684623809695,885.0,301.0,885,301,R02,partitioned | third party cookies | how cookies look | cookie.name | about samesite vs cors allowance
S-072,IU-072,image-e0e0f0ab52af9f958c4fcec23bcc0e245020e859,e0e0f0ab52,328b46922a3e,7518.862589273927,7881.661511103852,866.0,324.0,866,324,R03,about samesite vs cors allowance | how cookies look | samesite option | examples and comparison | secure option when samesite is none
S-073,IU-073,image-09a3d844920cb12829f44265de7fd088f138619e,09a3d84492,5b85998b3205,4323.233903505723,7961.129000437304,887.0,359.0,887,359,R02,how cookies look | partitioned | third party cookies | about samesite vs cors allowance | cookie.name
S-074,IU-074,image-bee78eacd5953442293655fbe52444c15aaf43c9,bee78eacd5,9531812b5660,5620.996396443229,8092.019936872937,728.0,482.0,912,604,R02,how cookies look | about samesite vs cors allowance | partitioned | third party cookies | samesite option
S-075,IU-075,image-0cc9d7b4377cbba46424eaa7b773cde4a8b729c5,0cc9d7b437,db4e9f3f6f89,4309.8449467999935,8325.517855417766,896.0,388.0,896,388,R02,how cookies look | partitioned | third party cookies | about samesite vs cors allowance | cookie.name
S-076,IU-076,image-6d0e77563451eaafa40bcca2c56511a220163b4e,6d0e775634,554abdc89376,5609.441291173529,8610.39840909517,741.0,290.0,741,290,R02,how cookies look | about samesite vs cors allowance | partitioned | third party cookies | in non httponly cookies
S-077,IU-077,image-d7e81b3f04cade0b333927d1d4715c0bda611124,d7e81b3f04,d574d6ed1c22,4315.01171519192,8722.351341338992,899.0,381.0,899,381,R02,how cookies look | partitioned | third party cookies | about samesite vs cors allowance | in non httponly cookies
S-078,IU-078,image-0e0a3af0b667dd664d253060941cf5ac6d1e06db,0e0a3af0b6,1ded7839b38c,7582.515077946624,8848.769462145134,811.0,213.0,811,213,R03,about samesite vs cors allowance | how cookies look | samesite option | in non httponly cookies | why not store refresh tokens
S-079,IU-079,image-2a535eb2eff7ff58e81c0158e613c05d692e10d9,2a535eb2ef,46e185871dab,7594.088438437697,9110.303572078166,769.0,482.0,797,500,R03,about samesite vs cors allowance | how cookies look | in non httponly cookies | why not store refresh tokens | samesite option
S-080,IU-080,image-202f55c231c48df7315b46fb439641d6ee4d80dc,202f55c231,981654e653f6,5538.80214763613,9322.526750807203,914.0,443.0,914,443,R02,how cookies look | about samesite vs cors allowance | in non httponly cookies | why not store refresh tokens | partitioned
S-081,IU-081,image-1a39ded716bc53ea3a8ec9535c83629f903e9b18,1a39ded716,c542ef84c1ee,7607.27721522341,9642.221784968791,811.0,428.0,811,428,R03,about samesite vs cors allowance | how cookies look | in non httponly cookies | why not store refresh tokens | samesite option
S-082,IU-082,image-d478077f6548171c1406bec87907b40957fe2529,d478077f65,a859ec03931a,5555.817464836072,9787.341321158452,890.0,482.0,906,491,R02,how cookies look | in non httponly cookies | why not store refresh tokens | about samesite vs cors allowance | partitioned
S-083,IU-083,image-4c6dfc08062ae057f523f7ec123def62bc0e764d,4c6dfc0806,778b7f57d1a9,5557.635752236824,10326.497571158452,933.0,434.0,933,434,R02,how cookies look | in non httponly cookies | why not store refresh tokens | about samesite vs cors allowance | partitioned
S-084,IU-084,image-ec0a1ebe6b8fd69ad7436bb58b1a98af1e6fe681,ec0a1ebe6b,165ddc9c7cc7,5631.62060722093,10817.896842805592,832.0,482.0,926,537,R02,in non httponly cookies | why not store refresh tokens | how cookies look | about samesite vs cors allowance | partitioned
S-085,IU-085,image-9c7aafb3a49562451f28337552b741cb8d0f9c2a,9c7aafb3a4,6b5a4a3c56ac,5603.315121878415,11355.998069414196,991.0,398.0,991,398,R02,in non httponly cookies | why not store refresh tokens | how cookies look | about samesite vs cors allowance | partitioned
S-086,IU-086,image-74acac86fbb27c14915431de7243edfe534f53fa,74acac86fb,d471c2b70664,5610.037656058103,11790.553591061336,970.0,272.0,970,272,R02,in non httponly cookies | why not store refresh tokens | how cookies look | about samesite vs cors allowance | partitioned
S-087,IU-087,image-100d4324512f95793467fd0604714ffa61b13758,100d432451,a37e83943bf2,5592.63527016478,12488.045705173809,924.0,302.0,924,302,R02,in non httponly cookies | why not store refresh tokens | how cookies look | about samesite vs cors allowance | partitioned
S-088,IU-088,image-243d2cab010f9403d86fea049d11b0d743ae6f5b,243d2cab01,6ee4579e0b3f,5615.6115187696905,12814.331419459511,939.0,278.0,939,278,R02,in non httponly cookies | why not store refresh tokens | how cookies look | about samesite vs cors allowance | partitioned
S-089,IU-089,image-2a336e8e95a959aaaf5acb1e1a785e11d1af46e9,2a336e8e95,ea9275fc7b4d,5621.944910231744,13127.736239493006,873.0,455.0,873,455,R02,in non httponly cookies | why not store refresh tokens | how cookies look | about samesite vs cors allowance | partitioned
S-090,IU-090,image-84c450a402b5a30c33205760f820c4acf2a988bf,84c450a402,86390490d0e0,5637.586466775405,13611.222890232417,781.0,482.0,913,564,R02,in non httponly cookies | why not store refresh tokens | how cookies look | about samesite vs cors allowance | partitioned
