source_id,expected_stage,expected_region,expected_status,ledger_region,ledger_status,decision_is_final,must_recheck_before_region_close,bad_placeholder_signal_found,closure_ok
S-399,Stage6b,R17,processed-in-r17-v001,R17,processed-in-r17-v001,yes-for-r17-stage6b,no-for-stage6b-transcript,no,yes
S-400,Stage6b,R18,processed-in-r18-v001,R18,processed-in-r18-v001,yes-for-r18-stage6b,no-for-stage6b-transcript,no,yes
S-401,Stage6d,R12,processed-in-r12-v003-tail,R12,processed-in-r12-v003-tail,yes-for-r12-stage6d,no-for-stage6d-transcript,no,yes
S-402,Stage6b,R17,processed-in-r17-v001,R17,processed-in-r17-v001,yes-for-r17-stage6b,no-for-stage6b-transcript,no,yes
S-403,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-404,Stage6b,R17,processed-in-r17-v001,R17,processed-in-r17-v001,yes-for-r17-stage6b,no-for-stage6b-transcript,no,yes
S-405,Stage6b,R16,processed-in-r16-v001,R16,processed-in-r16-v001,yes-for-r16-stage6b,no-for-stage6b-transcript,no,yes
S-406,Stage6b,R18,processed-in-r18-v001,R18,processed-in-r18-v001,yes-for-r18-stage6b,no-for-stage6b-transcript,no,yes
S-407,Stage6b,R16,processed-in-r16-v001,R16,processed-in-r16-v001,yes-for-r16-stage6b,no-for-stage6b-transcript,no,yes
S-408,Stage6b,R16,processed-in-r16-v001,R16,processed-in-r16-v001,yes-for-r16-stage6b,no-for-stage6b-transcript,no,yes
S-409,Stage6b,R16,processed-in-r16-v001,R16,processed-in-r16-v001,yes-for-r16-stage6b,no-for-stage6b-transcript,no,yes
S-410,Stage6b,R17,processed-in-r17-v001,R17,processed-in-r17-v001,yes-for-r17-stage6b,no-for-stage6b-transcript,no,yes
S-411,Stage6b,R16,processed-in-r16-v001,R16,processed-in-r16-v001,yes-for-r16-stage6b,no-for-stage6b-transcript,no,yes
S-412,Stage6b,R16,processed-in-r16-v001,R16,processed-in-r16-v001,yes-for-r16-stage6b,no-for-stage6b-transcript,no,yes
S-413,Stage6b,R17,processed-in-r17-v001,R17,processed-in-r17-v001,yes-for-r17-stage6b,no-for-stage6b-transcript,no,yes
S-414,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-415,Stage6b,R18,processed-in-r18-v001,R18,processed-in-r18-v001,yes-for-r18-stage6b,no-for-stage6b-transcript,no,yes
S-416,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-417,Stage6b,R17,processed-in-r17-v001,R17,processed-in-r17-v001,yes-for-r17-stage6b,no-for-stage6b-transcript,no,yes
S-418,Stage6b,R17,processed-in-r17-v001,R17,processed-in-r17-v001,yes-for-r17-stage6b,no-for-stage6b-transcript,no,yes
S-419,Stage6b,R16,processed-in-r16-v001,R16,processed-in-r16-v001,yes-for-r16-stage6b,no-for-stage6b-transcript,no,yes
S-420,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-421,Stage6b,R17,processed-in-r17-v001,R17,processed-in-r17-v001,yes-for-r17-stage6b,no-for-stage6b-transcript,no,yes
S-422,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-423,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-424,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-425,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-426,Stage6b,R20,processed-in-r20-v002-correction,R20,processed-in-r20-v002-correction,yes-for-r20-stage6b,no-for-stage6b-transcript,no,yes
S-427,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-428,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-429,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-430,Stage6b,R19,processed-in-r19-v001,R19,processed-in-r19-v001,yes-for-r19-stage6b,no-for-stage6b-transcript,no,yes
S-431,Stage6b,R20,processed-in-r20-v002-correction,R20,processed-in-r20-v002-correction,yes-for-r20-stage6b,no-for-stage6b-transcript,no,yes
S-432,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-433,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-434,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-435,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-436,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-437,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-438,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-439,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-440,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-441,Stage6b,R19,processed-in-r19-v001,R19,processed-in-r19-v001,yes-for-r19-stage6b,no-for-stage6b-transcript,no,yes
S-442,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-443,Stage6b,R20,processed-in-r20-v002-correction,R20,processed-in-r20-v002-correction,yes-for-r20-stage6b,no-for-stage6b-transcript,no,yes
S-444,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-445,Stage6b,R19,processed-in-r19-v001,R19,processed-in-r19-v001,yes-for-r19-stage6b,no-for-stage6b-transcript,no,yes
S-446,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-447,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-448,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-449,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-450,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-451,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-452,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-453,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-454,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-455,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-456,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-457,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-458,Stage6c,R17,processed-in-r17-v002-comparison,R17,processed-in-r17-v002-comparison,yes-for-r17-stage6c,no-for-stage6c-transcript,no,yes
S-459,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-460,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-461,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-462,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-463,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-464,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-465,Stage6c,R17,processed-in-r17-v002-comparison,R17,processed-in-r17-v002-comparison,yes-for-r17-stage6c,no-for-stage6c-transcript,no,yes
S-466,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-467,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-468,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-469,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-470,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-471,Stage6c,R17,processed-in-r17-v002-comparison,R17,processed-in-r17-v002-comparison,yes-for-r17-stage6c,no-for-stage6c-transcript,no,yes
S-472,Stage6c,R17,processed-in-r17-v002-comparison,R17,processed-in-r17-v002-comparison,yes-for-r17-stage6c,no-for-stage6c-transcript,no,yes
S-473,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-474,Stage6c,R20,processed-in-r20-v001,R20,processed-in-r20-v001,yes-for-r20-stage6c,no-for-stage6c-transcript,no,yes
S-475,Stage6c,R17,processed-in-r17-v002-comparison,R17,processed-in-r17-v002-comparison,yes-for-r17-stage6c,no-for-stage6c-transcript,no,yes
S-476,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-477,Stage6d,R20,processed-in-r20-v003-selector-tail,R20,processed-in-r20-v003-selector-tail,yes-for-r20-stage6d,no-for-stage6d-transcript,no,yes
S-478,Stage6d,R20,processed-in-r20-v003-selector-tail,R20,processed-in-r20-v003-selector-tail,yes-for-r20-stage6d,no-for-stage6d-transcript,no,yes
S-479,Stage6c,R17,processed-in-r17-v002-comparison,R17,processed-in-r17-v002-comparison,yes-for-r17-stage6c,no-for-stage6c-transcript,no,yes
S-480,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-481,Stage6d,R20,processed-in-r20-v003-selector-tail,R20,processed-in-r20-v003-selector-tail,yes-for-r20-stage6d,no-for-stage6d-transcript,no,yes
S-482,Stage6c,R17,processed-in-r17-v002-comparison,R17,processed-in-r17-v002-comparison,yes-for-r17-stage6c,no-for-stage6c-transcript,no,yes
S-483,Stage6d,R20,processed-in-r20-v003-selector-tail,R20,processed-in-r20-v003-selector-tail,yes-for-r20-stage6d,no-for-stage6d-transcript,no,yes
S-484,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-485,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-486,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-487,Stage6d,R20,processed-in-r20-v003-selector-tail,R20,processed-in-r20-v003-selector-tail,yes-for-r20-stage6d,no-for-stage6d-transcript,no,yes
S-488,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-489,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-490,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-491,Stage6d,R20,processed-in-r20-v003-selector-tail,R20,processed-in-r20-v003-selector-tail,yes-for-r20-stage6d,no-for-stage6d-transcript,no,yes
S-492,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-493,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-494,Stage6d,R20,processed-in-r20-v003-selector-tail,R20,processed-in-r20-v003-selector-tail,yes-for-r20-stage6d,no-for-stage6d-transcript,no,yes
S-495,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-496,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-497,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-498,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-499,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-500,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-501,Stage6d,R17,processed-in-r17-v003-tail,R17,processed-in-r17-v003-tail,yes-for-r17-stage6d,no-for-stage6d-transcript,no,yes
S-502,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-503,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-504,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-505,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-506,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-507,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-508,Stage6d,R20,processed-in-r20-v003-selector-tail,R20,processed-in-r20-v003-selector-tail,yes-for-r20-stage6d,no-for-stage6d-transcript,no,yes
S-509,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-510,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-511,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-512,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-513,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-514,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-515,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-516,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-517,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-518,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-519,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-520,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-521,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-522,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-523,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-524,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-525,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-526,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-527,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-528,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-529,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-530,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-531,Stage6d,R20,processed-in-r20-v003-selector-tail,R20,processed-in-r20-v003-selector-tail,yes-for-r20-stage6d,no-for-stage6d-transcript,no,yes
S-532,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-533,Stage6d,R16,processed-in-r16-v002-reset-flow,R16,processed-in-r16-v002-reset-flow,yes-for-r16-stage6d,no-for-stage6d-transcript,no,yes
S-534,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-535,Stage6d,R19,processed-in-r19-v002-testing-msw,R19,processed-in-r19-v002-testing-msw,yes-for-r19-stage6d,no-for-stage6d-transcript,no,yes
S-536,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
S-537,Stage6d,R24,processed-in-r24-v001-cheat-sheet-summary,R24,processed-in-r24-v001-cheat-sheet-summary,yes-for-r24-stage6d,no-for-stage6d-transcript,no,yes
