image_use_id,region,semantic_section,topic,source_status,semantic_review_status,sha256_12,asset_path,x,y
S-071,R01,R01-E,"ClientWebSocket options, HTTP upgrade, headers, middleware and transport setup",recovered_new,processed,8d7949bcbb3e,source/images/8d7949bcbb3e.png,919.5940965683149,3740.2093598233405
S-072,R01,R01-E,"ClientWebSocket options, HTTP upgrade, headers, middleware and transport setup",recovered_new,processed,ddfdb1b5617e,source/images/ddfdb1b5617e.png,13565.025419623526,3771.77322752283
S-073,R01,R01-E,"ClientWebSocket options, HTTP upgrade, headers, middleware and transport setup",recovered_new,processed,7717bf498029,source/images/7717bf498029.png,5873.648261446277,3813.4991960999832
S-074,R01,R01-E,"ClientWebSocket options, HTTP upgrade, headers, middleware and transport setup",recovered_new,processed,769faaeb5bbe,source/images/769faaeb5bbe.png,10246.273640630849,3842.926720669275
S-075,R01,R01-E,"ClientWebSocket options, HTTP upgrade, headers, middleware and transport setup",recovered_new,processed,663e996e6b88,source/images/663e996e6b88.png,20413.575342602257,3891.7531520319535
S-076,R01,R01-E,"ClientWebSocket options, HTTP upgrade, headers, middleware and transport setup",recovered_new,processed,24e19cfc65ba,source/images/24e19cfc65ba.png,7446.237967773482,3932.367126074456
S-077,R01,R01-E,"ClientWebSocket options, HTTP upgrade, headers, middleware and transport setup",recovered_new,processed,1ff3ada91126,source/images/1ff3ada91126.png,16697.49916597861,3983.141208929137
S-078,R01,R01-E,"ClientWebSocket options, HTTP upgrade, headers, middleware and transport setup",recovered_new,processed,e2507764cbcc,source/images/e2507764cbcc.png,903.0300566043734,4094.5426775066335
S-079,R01,R01-E,"ClientWebSocket options, HTTP upgrade, headers, middleware and transport setup",recovered_new,processed,ab7cd1205fc6,source/images/ab7cd1205fc6.png,4030.170229154728,4183.552541010198
S-080,R01,R01-E,"ClientWebSocket options, HTTP upgrade, headers, middleware and transport setup",recovered_new,processed,afd6e4d1fb38,source/images/afd6e4d1fb38.png,13565.710695231164,4223.254584673443
S-081,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,9d5178919170,source/images/9d5178919170.png,10227.051350591784,4270.204532355463
S-082,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,713e354b72a2,source/images/713e354b72a2.png,5814.393622702932,4308.750097797871
S-083,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,fa9e97856ff0,source/images/fa9e97856ff0.png,7438.663803276954,4329.848618858745
S-084,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,20209a68bbcf,source/images/20209a68bbcf.png,896.4146719889904,4414.029841343767
S-085,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,00c7b23bba1a,source/images/00c7b23bba1a.png,16695.332601037204,4469.4745676937855
S-086,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,750c9215954b,source/images/750c9215954b.png,4036.6819039196835,4566.417007205338
S-087,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,b44b99443575,source/images/b44b99443575.png,7449.182412217926,4592.404343956401
S-088,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,cd3e7468f44f,source/images/cd3e7468f44f.png,5868.646836922835,4729.035192218049
S-089,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,b211ed9c8f24,source/images/b211ed9c8f24.png,917.7351535094203,4749.888831352779
S-090,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,123f7830f8a5,source/images/123f7830f8a5.png,10199.162393886058,4761.037814826173
S-091,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,e86a17316eda,source/images/e86a17316eda.png,7511.536675075838,5043.266567263692
S-092,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,3f3811f9cfc3,source/images/3f3811f9cfc3.png,16711.165730920016,5174.641132635192
S-093,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,534a16bdf77c,source/images/534a16bdf77c.png,10214.460056192256,5182.270470669275
S-094,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,febfdc74920b,source/images/febfdc74920b.png,4037.828200821734,5207.19221472487
S-095,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,897f506e3252,source/images/897f506e3252.png,5865.100881094899,5243.899404670512
S-096,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,2fcd7bcf5248,source/images/2fcd7bcf5248.png,8809.148285144525,5260.32139649244
S-097,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,a8fcaa6812db,source/images/a8fcaa6812db.png,11630.757835740074,5468.6840702973095
S-098,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,b7f6cd4bcf40,source/images/b7f6cd4bcf40.png,7489.663938910634,5557.070942806227
S-099,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,029a8dc52348,source/images/029a8dc52348.png,16702.99916597861,5627.141285223082
S-100,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,c6696ea24e8d,source/images/c6696ea24e8d.png,10204.460754074858,5665.603804002607
S-101,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,915c243cee12,source/images/915c243cee12.png,11705.040387306473,5864.1945683441845
S-102,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,b8a05c968feb,source/images/b8a05c968feb.png,10186.607220512506,6138.937137335943
S-103,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,9701a5d69630,source/images/9701a5d69630.png,1178.9476209194,6192.776460247478
S-104,R01,R01-F,"connection lifecycle, cancellation, middleware flow and reusable connection objects",recovered_new,processed,237de8256910,source/images/237de8256910.png,11674.257713669762,6392.3508183441845
S-105,R02,R02-A,".NET WebSocket overview, client/server flow and message helpers",recovered_new,processed,e2e7517c565c,source/images/e2e7517c565c.png,1204.9327184528956,6572.231304404384
S-106,R02,R02-A,".NET WebSocket overview, client/server flow and message helpers",recovered_new,processed,a600b6f51292,source/images/a600b6f51292.png,10210.853825468417,6606.7148981595055
S-107,R02,R02-A,".NET WebSocket overview, client/server flow and message helpers",recovered_new,processed,b5ea10e7c59e,source/images/b5ea10e7c59e.png,15005.426701875858,6987.816862999156
S-108,R02,R02-A,".NET WebSocket overview, client/server flow and message helpers",recovered_new,processed,cc59c5209c13,source/images/cc59c5209c13.png,1177.4322036330414,7079.850373821704
S-109,R02,R02-A,".NET WebSocket overview, client/server flow and message helpers",recovered_new,processed,882586edce3f,source/images/882586edce3f.png,15021.280530590333,7203.926923442981
S-110,R02,R02-A,".NET WebSocket overview, client/server flow and message helpers",recovered_new,processed,bf7cfc270a35,source/images/bf7cfc270a35.png,10064.773989711426,7325.97764649244
S-111,R02,R02-A,".NET WebSocket overview, client/server flow and message helpers",recovered_new,processed,34027e3b9a64,source/images/34027e3b9a64.png,10080.440737758301,7851.811020515877
S-112,R02,R02-A,".NET WebSocket overview, client/server flow and message helpers",recovered_new,processed,f74e1e6cbe2b,source/images/f74e1e6cbe2b.png,15031.99798301713,7870.110055267811
S-113,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,201d47430f54,source/images/201d47430f54.png,10086.761053266197,8300.32139649244
S-114,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,dbe8589473f4,source/images/dbe8589473f4.png,15013.13554035658,8753.872439855899
S-115,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",already_present,processed,aaed27762b9e,source/images/aaed27762b9e.png,6940.660477370919,8945.103778013221
S-116,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,ef143c314cf8,source/images/ef143c314cf8.png,4516.975028496504,9165.306648557584
S-117,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,222bb7041b73,source/images/222bb7041b73.png,12661.388899325582,9191.759166751814
S-118,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,87adb3226a68,source/images/87adb3226a68.png,13674.625562759717,9218.592178402338
S-119,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,46e48abf21fd,source/images/46e48abf21fd.png,15010.165880377886,9219.554202551211
S-120,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",already_present,processed,e07720606ef1,source/images/e07720606ef1.png,6850.809814449127,9409.256993694025
S-121,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,3961eb5fae00,source/images/3961eb5fae00.png,18432.20444312799,9470.847537524218
S-122,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,72a822675f6d,source/images/72a822675f6d.png,16467.96416199299,9586.14401018749
S-123,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,c8deb9226841,source/images/c8deb9226841.png,12676.504570989322,9637.912965955547
S-124,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,c1b8d04d7320,source/images/c1b8d04d7320.png,15002.468836698908,9655.236076219546
S-125,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,bcc2089db77d,source/images/bcc2089db77d.png,4437.635699978343,9661.275983015454
S-126,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,f47b19cb231c,source/images/f47b19cb231c.png,13709.48279280994,9686.973116251116
S-127,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",already_present,processed,b2ee3a72ae2c,source/images/b2ee3a72ae2c.png,6844.589048799491,9906.960920870362
S-128,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,b2a6370fa52e,source/images/b2a6370fa52e.png,13722.558484435047,9972.362547218814
S-129,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,4dd1299ce39f,source/images/4dd1299ce39f.png,9437.918982509014,10050.382344173413
S-130,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,39ba997bf11c,source/images/39ba997bf11c.png,16468.535360157126,10065.608981556463
S-131,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,b7e0efe967ca,source/images/b7e0efe967ca.png,4462.832743657321,10091.351777582211
S-132,R02,R02-B,"WebSocket methods and properties, browser properties and subprotocol negotiation",recovered_new,processed,0cc3ae657d16,source/images/0cc3ae657d16.png,12670.847394969736,10100.477052869624
S-133,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",already_present,processed,cebfb7b5d17b,source/images/cebfb7b5d17b.png,6786.684403152169,10256.74663515608
S-134,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,3f477d41fcfc,source/images/3f477d41fcfc.png,13722.746829853848,10443.277299428533
S-135,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,702a9b3f2c0e,source/images/702a9b3f2c0e.png,9402.42155674273,10521.705220149976
S-136,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,cfe7dc4fc6ff,source/images/cfe7dc4fc6ff.png,4492.0901908000205,10526.801606683774
S-137,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,4f30215710b5,source/images/4f30215710b5.png,16463.247949560657,10571.063582497518
S-138,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,1a2b6e23dfdd,source/images/1a2b6e23dfdd.png,12670.08623227141,10575.554008550796
S-139,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",already_present,processed,863ac586a949,source/images/863ac586a949.png,6786.675442022217,10611.161813727507
S-140,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,9485d2058e72,source/images/9485d2058e72.png,17899.682941600062,10612.309456897394
S-141,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,5f8fcf17686e,source/images/5f8fcf17686e.png,19403.173790314322,10657.191368097363
S-142,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,0bbe0bc43b19,source/images/0bbe0bc43b19.png,9448.254808695856,10833.038533138257
S-143,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,189e801f23df,source/images/189e801f23df.png,12666.0678945978,10992.035501335122
S-144,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,71bc3efd754a,source/images/71bc3efd754a.png,16463.752114762872,11074.810769331685
S-145,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,5bb6836ed4a4,source/images/5bb6836ed4a4.png,17764.405435089644,11090.642891955995
S-146,R02,R02-C,"subprotocol examples, browser clients, frame semantics and bufferedAmount",recovered_new,processed,4683f7bad03c,source/images/4683f7bad03c.png,19344.13398214863,11154.9690780583
S-147,R02,R02-D,"query parameters, handshake headers, browser memory pressure and backpressure",recovered_new,processed,caa4728ee6a7,source/images/caa4728ee6a7.png,9452.378205787994,11163.715657161694
S-148,R02,R02-D,"query parameters, handshake headers, browser memory pressure and backpressure",recovered_new,processed,a4125b054399,source/images/a4125b054399.png,12661.24886342695,11222.397792459247
S-149,R02,R02-D,"query parameters, handshake headers, browser memory pressure and backpressure",already_present,processed,f433fa2d48d6,source/images/f433fa2d48d6.png,6755.49369444681,11353.436995089116
S-150,R02,R02-D,"query parameters, handshake headers, browser memory pressure and backpressure",recovered_new,processed,6180b72f761d,source/images/6180b72f761d.png,17750.568018413753,11472.59768525026
S-151,R02,R02-D,"query parameters, handshake headers, browser memory pressure and backpressure",already_present,processed,2b37b94cf460,source/images/2b37b94cf460.png,6800.876375909014,11525.447440820142
S-152,R02,R02-D,"query parameters, handshake headers, browser memory pressure and backpressure",recovered_new,processed,ca376038f991,source/images/ca376038f991.png,9401.183583448332,11646.382344173413
S-153,R02,R02-D,"query parameters, handshake headers, browser memory pressure and backpressure",recovered_new,processed,93cd567e7fa1,source/images/93cd567e7fa1.png,19367.047715863882,11652.903241469761
S-154,R02,R02-D,"query parameters, handshake headers, browser memory pressure and backpressure",recovered_new,processed,8fc4e8968898,source/images/8fc4e8968898.png,12655.38255117332,11712.035501335107
S-155,R02,R02-D,"query parameters, handshake headers, browser memory pressure and backpressure",recovered_new,processed,eccf5a2d30f6,source/images/eccf5a2d30f6.png,19337.381252647738,11999.292096450228
S-156,R02,R02-D,"query parameters, handshake headers, browser memory pressure and backpressure",recovered_new,processed,5556deed44ce,source/images/5556deed44ce.png,17689.182941600062,12004.087472034118
