image_use_id,region_candidate,recovery_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-028,R01,recovered_new,ad306ca95b5a,image-5121955ff7107327b39f93b1dc9838551fd8f4f6,23284.84114348288,1358.924358021155,801.0,467.0,801,467,source/images/ad306ca95b5a.png
S-029,R01,recovered_new,5569c4ed8f00,image-0bc3a7a0845ddb6b3b838878524363ca25c3ea16,7533.883075147874,1373.6368133031865,628.0,482.0,803,617,source/images/5569c4ed8f00.png
S-030,R01,recovered_new,8ac798c373c4,image-fa4bf7598a60850d15417e0a350966332852b8fd,13021.393078940573,1374.4210089856697,725.0,482.0,789,525,source/images/8ac798c373c4.png
S-031,R01,recovered_new,8b0b185cdb20,image-e6ec5b407cd421859a185245bd6086e209725f4a,16809.487892460624,1407.945111897563,827.0,482.0,964,562,source/images/8b0b185cdb20.png
S-032,R01,recovered_new,39f099a76220,image-714d7f180d2fe6da9da625d037cc848b92577ab4,10315.101524894575,1412.2704706692748,909.0,482.0,946,502,source/images/39f099a76220.png
S-033,R01,recovered_new,a92bef196b89,image-844e7776c2b64ac5cf6ea56ce2a8d6bf15161ba8,27307.61046500202,1438.4970251052364,728.0,410.0,728,410,source/images/a92bef196b89.png
S-034,R01,already_present,341ac6c067ab,image-0b08678506794fded472507429a970ab306ffa9e,20403.94536490716,1552.5919992961208,804.0,482.0,910,546,source/images/341ac6c067ab.png
S-035,R01,recovered_new,cdc485312d0a,image-c251bcd184baee922026ff0fccffa09e1a6c96db,15158.99648320101,1568.033534350514,1031.0,258.0,1031,258,source/images/cdc485312d0a.png
S-036,R01,recovered_new,d80aa7cc8c40,image-bb2a3d8ea7863d54803c7f8d8eb8c047fb68dd48,938.7808321824195,1571.5997912133826,920.0,326.0,920,326,source/images/d80aa7cc8c40.png
S-037,R01,recovered_new,6d6a1285f7e4,image-522210fd6a469ed828b56bd2ee78eaa3b690be4a,4092.654079205833,1796.9832065259106,888.0,482.0,897,487,source/images/6d6a1285f7e4.png
S-038,R01,recovered_new,7c5d3dfdf591,image-2496b6871e0a96b107d95c1fa97416cd9a4172a4,23272.99251067038,1821.1062039462267,815.0,459.0,815,459,source/images/7c5d3dfdf591.png
S-039,R01,recovered_new,c07deba0398f,image-0ff2a0700b64a648bee6d2d3541829786665a356,7473.051456054732,1887.7109099828758,797.0,482.0,826,500,source/images/c07deba0398f.png
S-040,R01,recovered_new,5bba875353ac,image-b4d9cc6c77912354a31d4f4968d1d550231e26b8,13023.933887408906,1893.7372312054267,938.0,191.0,938,191,source/images/5bba875353ac.png
S-041,R01,recovered_new,c6f6b1810f7a,image-a967bfc25a26206ce881fcc5e4e305ecc5b01928,919.9473360886695,1904.266417189945,963.0,434.0,963,434,source/images/c6f6b1810f7a.png
S-042,R01,recovered_new,4f703a630ec4,image-6273ed1e9f6bb87bd1a265daed77a5e078fcd4ec,16792.713490857685,1914.7661400515399,935.0,339.0,935,339,source/images/4f703a630ec4.png
S-043,R01,recovered_new,f6f2dd81b01d,image-73f3a3774274a2d9c068b6dc8075e9cd27131880,10312.64191712653,1924.1489598456974,973.0,283.0,973,283,source/images/f6f2dd81b01d.png
S-044,R01,recovered_new,34766fecfb08,image-0cc2264b8fdf9e48ee4b1b5e9fbd7ab1afff5698,27319.462099942735,1931.8071150075557,813.0,199.0,813,199,source/images/34766fecfb08.png
S-045,R01,recovered_new,135153ffb344,image-ea76ae037e824b16160d893672f79f673610c0ad,20363.52783981208,2116.0148097467827,970.0,358.0,970,358,source/images/135153ffb344.png
S-046,R01,recovered_new,660bf2700f25,image-015765c9d58ab4a53c667962df834832fb6ea78e,27322.60514019106,2145.5927987756877,857.0,448.0,857,448,source/images/660bf2700f25.png
S-047,R01,recovered_new,26356721bd01,image-38ba058eb993e19007c8568803f0fe1d733a99a6,10298.440307297515,2242.3156773749943,1000.0,400.0,1000,400,source/images/26356721bd01.png
S-048,R01,recovered_new,28b7ed5c86af,image-58d70700d6176da7e742d18dd3a493e0b15112b8,16846.42777657197,2278.4566274206163,919.0,244.0,919,244,source/images/28b7ed5c86af.png
S-049,R01,recovered_new,48cdffabf87c,image-ca79a5263e856c5d7ff47ffb9f809dab599aa64b,4072.1704035408893,2288.806021467317,908.0,480.0,908,480,source/images/48cdffabf87c.png
S-050,R01,recovered_new,24abfda21027,image-7163ba88a4723e0f4d89a8a0a01f80ebdf8760c7,939.9892370044436,2368.110167189945,870.0,482.0,979,543,source/images/24abfda21027.png
S-051,R01,recovered_new,fc5f862ac0e5,image-5bcf2ebae8889ee7f666854daac850797cd5ebd9,9054.23818382894,2385.972027250711,788.0,444.0,788,444,source/images/fc5f862ac0e5.png
S-052,R01,recovered_new,9978471dabaa,image-3cca2c674f02d0d9ab9212dadb4975c627da42ea,7476.237967773482,2396.29306330319,743.0,197.0,743,197,source/images/9978471dabaa.png
S-053,R01,recovered_new,51db12c79a4e,image-2ea284bfe83faa4beea75ac1169bda8f4f6a9322,20389.40855967815,2477.7292698472374,823.0,446.0,823,446,source/images/51db12c79a4e.png
S-054,R01,recovered_new,c8ef717e296f,image-80b85222fe9596488efb6325036d1d9d95ef4045,27346.748201665177,2630.010357860476,780.0,481.0,780,481,source/images/c8ef717e296f.png
S-055,R01,already_present,bf36e0658763,image-83cb602b2c0c3b8ff60c5e416f770f84bc391ed0,10295.44741875779,2634.6513939858623,870.0,482.0,998,553,source/images/bf36e0658763.png
S-056,R01,recovered_new,9e9ee71f2879,image-08eb571af5ffa6dc33f26985f3b3a2de6260491b,16812.31039993006,2664.171003681565,955.0,468.0,955,468,source/images/9e9ee71f2879.png
S-057,R01,recovered_new,32a6ff7d95c6,image-01c505a92852166991aabcf94eee88757aa19e86,4069.0036554940143,2787.306021467317,893.0,435.0,893,435,source/images/32a6ff7d95c6.png
S-058,R01,recovered_new,7ede7fbc48f1,image-8eb90618c912cad3124451ddc9139cb5f0b5a65c,938.6138414171,2842.7767931665076,723.0,482.0,772,515,source/images/7ede7fbc48f1.png
S-059,R01,recovered_new,405f99e37f60,image-960de1395c21318dcbc6cc38ec9626c063c267c7,9027.995907550532,2861.9570236995714,792.0,389.0,792,389,source/images/405f99e37f60.png
S-060,R01,recovered_new,c82c82ec9a7e,image-e3edeac3aae252851ed80be8de0c9ac24170442d,20378.289628316543,2932.77685983049,910.0,454.0,910,454,source/images/c82c82ec9a7e.png
S-061,R01,recovered_new,725384538f79,image-64d82ace04d96c8dab115363022d2795b938809d,16811.47702590662,3153.6966290571654,946.0,419.0,946,419,source/images/725384538f79.png
S-062,R01,recovered_new,bee817ca0e43,image-66a29d211bd60688393f2c194be491876ae7503c,10272.329060552724,3159.9822931790404,1010.0,238.0,1010,238,source/images/bee817ca0e43.png
S-063,R01,recovered_new,4247ba824eed,image-2040ecada331c08236e30de68c0921b1cf861f6c,4040.003777564327,3231.306082502473,927.0,427.0,927,427,source/images/4247ba824eed.png
S-064,R01,recovered_new,b06702bbaa88,image-8d3a77c79aedfd4382e119f6b036152cdcff597c,8996.101820192576,3273.0024782450273,977.0,476.0,977,476,source/images/b06702bbaa88.png
S-065,R01,recovered_new,1e97d7a58bac,image-8b5179f1d1b52936b50b20b7dfce44f964bb8319,933.4402504144709,3365.286235950145,696.0,381.0,696,381,source/images/1e97d7a58bac.png
S-066,R01,recovered_new,5f819ea07f1e,image-5ba4d304f44ddb00f40456c8a0a546d50658f8e9,20395.414869629283,3392.9063241162003,853.0,482.0,916,518,source/images/5f819ea07f1e.png
S-067,R01,recovered_new,6c91b7a575fa,image-33b8ea4cff696acf74b826d1bb71461ba90fecb8,10264.218017258454,3437.9822931790404,924.0,362.0,924,362,source/images/6c91b7a575fa.png
S-068,R01,recovered_new,49cd7f1d62a4,image-53ac480416d1a530739568730754903b45fd0f77,13579.771480433918,3545.9850340471985,1003.0,199.0,1003,199,source/images/49cd7f1d62a4.png
S-069,R01,recovered_new,b202a76aafd8,image-b952a59dfebc806482f5bc5529d01b4258925e97,7428.886025499176,3623.830077734612,814.0,296.0,814,296,source/images/b202a76aafd8.png
S-070,R01,recovered_new,42aa9055a6e7,image-8e6c1a06caa7b28ccaa587b41eb931113480d962,4041.186779026668,3675.5868253293884,900.0,482.0,937,502,source/images/42aa9055a6e7.png
S-071,R01,recovered_new,8d7949bcbb3e,image-15bda41b874f3f269a736a7df8c2f0ac3b02f00d,919.5940965683149,3740.2093598233405,496.0,345.0,496,345,source/images/8d7949bcbb3e.png
S-072,R01,recovered_new,ddfdb1b5617e,image-63e932b19787d105aeb727349f56c8af8c026d4f,13565.025419623526,3771.77322752283,1089.0,427.0,1089,427,source/images/ddfdb1b5617e.png
S-073,R01,recovered_new,7717bf498029,image-7726ca0efeef21adf4984ef6c050bc57a54de856,5873.648261446277,3813.4991960999832,799.0,482.0,981,592,source/images/7717bf498029.png
S-074,R01,recovered_new,769faaeb5bbe,image-b4d8bd2dee0573ac7669be71821ccdc466d9b379,10246.273640630849,3842.926720669275,971.0,441.0,971,441,source/images/769faaeb5bbe.png
S-075,R01,recovered_new,663e996e6b88,image-18e0a7f15a3e2807b9757ef8366c8faebebe35ce,20413.575342602257,3891.7531520319535,828.0,117.0,828,117,source/images/663e996e6b88.png
S-076,R01,recovered_new,24e19cfc65ba,image-6723b5daf156d1c77cc3cd230530a4e3e903d78e,7446.237967773482,3932.367126074456,803.0,393.0,803,393,source/images/24e19cfc65ba.png
S-077,R01,recovered_new,1ff3ada91126,image-c54f3cc6b41a90db6706c00b3f0023da1233f1b2,16697.49916597861,3983.141208929137,927.0,466.0,927,466,source/images/1ff3ada91126.png
S-078,R01,recovered_new,e2507764cbcc,image-9420791b72fb109f17a4cafdb736d11f8582ff4b,903.0300566043734,4094.5426775066335,884.0,303.0,884,303,source/images/e2507764cbcc.png
S-079,R01,recovered_new,ab7cd1205fc6,image-4020ca365ba42d051536b5b6023eca4134016a36,4030.170229154728,4183.552541010198,888.0,354.0,888,354,source/images/ab7cd1205fc6.png
S-080,R01,recovered_new,afd6e4d1fb38,image-1c563f9bb23bb568225b03d05c7fd456beb141cc,13565.710695231164,4223.254584673443,1058.0,127.0,1058,127,source/images/afd6e4d1fb38.png
S-081,R01,recovered_new,9d5178919170,image-9d8f63cdc95157d5907c58754cf6090b5822a2aa,10227.051350591784,4270.204532355463,925.0,462.0,925,462,source/images/9d5178919170.png
S-082,R01,recovered_new,713e354b72a2,image-9d1750bc108fdf3deb68eee6292b03c41af9c98e,5814.393622702932,4308.750097797871,965.0,366.0,965,366,source/images/713e354b72a2.png
S-083,R01,recovered_new,fa9e97856ff0,image-c6abe3bc59cbe2c2c4ae314df3789047670dcb8b,7438.663803276954,4329.848618858745,830.0,241.0,830,241,source/images/fa9e97856ff0.png
S-084,R01,recovered_new,20209a68bbcf,image-c452b47bcb33688564b72de41516ab92abb46704,896.4146719889904,4414.029841343767,1008.0,343.0,1008,343,source/images/20209a68bbcf.png
S-085,R01,recovered_new,00c7b23bba1a,image-4030bab55697d2d159eee38d74f8527a7bbb8095,16695.332601037204,4469.4745676937855,888.0,470.0,888,470,source/images/00c7b23bba1a.png
S-086,R01,recovered_new,750c9215954b,image-c808b27e843337e8b0422e2eb9dcc6569975c341,4036.6819039196835,4566.417007205338,800.0,482.0,924,557,source/images/750c9215954b.png
S-087,R01,recovered_new,b44b99443575,image-fa8a1db21ca7ad9011490bd29749b313da3a4dc0,7449.182412217926,4592.404343956401,806.0,427.0,806,427,source/images/b44b99443575.png
S-088,R01,recovered_new,cd3e7468f44f,image-e9a5802a77d31c577113fa200d8c4956fe9e4c20,5868.646836922835,4729.035192218049,845.0,482.0,1000,571,source/images/cd3e7468f44f.png
S-089,R01,recovered_new,b211ed9c8f24,image-51a9f701334f53bb35c9ab24e81f837d9247935e,917.7351535094203,4749.888831352779,797.0,463.0,964,560,source/images/b211ed9c8f24.png
S-090,R01,recovered_new,123f7830f8a5,image-13a72c0bbf0010dd61350d669afb140c24858d78,10199.162393886058,4761.037814826173,1003.0,407.0,1003,407,source/images/123f7830f8a5.png
S-091,R01,recovered_new,e86a17316eda,image-0764c2c3fd0ce507c82d6bd97ebff5e6377d1e2e,7511.536675075838,5043.266567263692,575.0,482.0,803,674,source/images/e86a17316eda.png
S-092,R01,recovered_new,3f3811f9cfc3,image-27909c3e06216728d506af4f0dcb56d7578b0d85,16711.165730920016,5174.641132635192,913.0,433.0,913,433,source/images/3f3811f9cfc3.png
S-093,R01,recovered_new,534a16bdf77c,image-b33a7fc4348137c61a30804b31177f16efad2358,10214.460056192256,5182.270470669275,906.0,482.0,969,516,source/images/534a16bdf77c.png
S-094,R01,recovered_new,febfdc74920b,image-f4d43a3b58614d14a76363c79a4c484854a27d54,4037.828200821734,5207.19221472487,914.0,264.0,914,264,source/images/febfdc74920b.png
S-095,R01,recovered_new,897f506e3252,image-e0fde5f877d2abafd1c11e9b39cb5fbb17fd50f9,5865.100881094899,5243.899404670512,964.0,439.0,964,439,source/images/897f506e3252.png
S-096,R01,recovered_new,2fcd7bcf5248,image-290e397100c59cb9bd81b6e3e8ad8030bb68b050,8809.148285144525,5260.32139649244,804.0,482.0,993,596,source/images/2fcd7bcf5248.png
S-097,R01,recovered_new,a8fcaa6812db,image-7d6d7b6f3c839f86e1c3c1f002619e0e1bc79d30,11630.757835740074,5468.6840702973095,993.0,300.0,993,300,source/images/a8fcaa6812db.png
S-098,R01,recovered_new,b7f6cd4bcf40,image-cda439b0c575d0882cf4e5ae959065d3c8a64807,7489.663938910634,5557.070942806227,648.0,231.0,648,231,source/images/b7f6cd4bcf40.png
S-099,R01,recovered_new,029a8dc52348,image-08043463a81f572808083174b54bf83685207037,16702.99916597861,5627.141285223082,926.0,188.0,926,188,source/images/029a8dc52348.png
S-100,R01,recovered_new,c6696ea24e8d,image-43e5c617dcebf29a06b1194034f73a9cd356d9a1,10204.460754074858,5665.603804002607,921.0,482.0,978,512,source/images/c6696ea24e8d.png
S-101,R01,recovered_new,915c243cee12,image-183c1b0b8661d5e26561a198a3fe7c9c2ef81f80,11705.040387306473,5864.1945683441845,690.0,482.0,788,551,source/images/915c243cee12.png
S-102,R01,recovered_new,b8a05c968feb,image-801d6961417fbe67c667d9173a691dd414b72103,10186.607220512506,6138.937137335943,970.0,482.0,1020,507,source/images/b8a05c968feb.png
S-103,R01,recovered_new,9701a5d69630,image-aeb9a31865d2462ad1d37c5a25c7e036fbaa9241,1178.9476209194,6192.776460247478,1025.0,359.0,1025,359,source/images/9701a5d69630.png
S-104,R01,recovered_new,237de8256910,image-b32e3c178b8a656c902be5b5b3a9271b18532cce,11674.257713669762,6392.3508183441845,874.0,122.0,874,122,source/images/237de8256910.png
S-105,R02,recovered_new,e2e7517c565c,image-7bda6b9f37248e07772290f22bc558574aa68f12,1204.9327184528956,6572.231304404384,789.0,482.0,878,537,source/images/e2e7517c565c.png
S-106,R02,recovered_new,a600b6f51292,image-088664f0cbacc8ebe402c879f565c19b48e5d42e,10210.853825468417,6606.7148981595055,726.0,482.0,774,514,source/images/a600b6f51292.png
S-107,R02,recovered_new,b5ea10e7c59e,image-87ff0c688e8e9d738993135a1a0627127241d4b3,15005.426701875858,6987.816862999156,816.0,200.0,816,200,source/images/b5ea10e7c59e.png
S-108,R02,recovered_new,cc59c5209c13,image-cad938fc9411493847ded98df7465339523ec565,1177.4322036330414,7079.850373821704,743.0,482.0,858,557,source/images/cc59c5209c13.png
S-109,R02,recovered_new,882586edce3f,image-d7639870162d9572f4af4839978453390c737db9,15021.280530590333,7203.926923442981,872.0,650.0,753,561,source/images/882586edce3f.png
S-110,R02,recovered_new,bf7cfc270a35,image-3be6efc70dd0a1660e4bdd5f7151e77666247436,10064.773989711426,7325.97764649244,975.0,271.0,975,271,source/images/bf7cfc270a35.png
S-111,R02,recovered_new,34027e3b9a64,image-888766b90cf725ec497b9b857ccd4b68abde73ee,10080.440737758301,7851.811020515877,997.0,382.0,997,382,source/images/34027e3b9a64.png
S-112,R02,recovered_new,f74e1e6cbe2b,image-c1d8a9edaa857db1594ad8ac6c66ed6ceefe19c6,15031.99798301713,7870.110055267811,767.0,482.0,867,545,source/images/f74e1e6cbe2b.png
S-113,R02,recovered_new,201d47430f54,image-257fce993526253627101257f915a32409e2c8dd,10086.761053266197,8300.32139649244,958.0,482.0,967,487,source/images/201d47430f54.png
S-114,R02,recovered_new,dbe8589473f4,image-adc2b58680212f3de68558a1b21a9a4686674e15,15013.13554035658,8753.872439855899,885.0,436.0,885,436,source/images/dbe8589473f4.png
S-115,R02,already_present,aaed27762b9e,image-7925e153d0b47f607e9a1e0ea62bfacde649ab46,6940.660477370919,8945.103778013221,481.0,443.0,481,443,source/images/aaed27762b9e.png
S-116,R02,recovered_new,ef143c314cf8,image-57f8bee0bea7cb416ca908984c3a5ada7187f14e,4516.975028496504,9165.306648557584,637.0,482.0,851,644,source/images/ef143c314cf8.png
S-117,R02,recovered_new,222bb7041b73,image-524622f89e949dc3b1d5fbe063e97fe062c13c1b,12661.388899325582,9191.759166751814,657.0,463.0,866,610,source/images/222bb7041b73.png
S-118,R02,recovered_new,87adb3226a68,image-82269350863b6d0189c162347ec617bc5adbac1e,13674.625562759717,9218.592178402338,677.0,86.0,677,86,source/images/87adb3226a68.png
S-119,R02,recovered_new,46e48abf21fd,image-8e58bd5ee50b458265af9f696d1df69a9aa3fea4,15010.165880377886,9219.554202551211,857.0,421.0,857,421,source/images/46e48abf21fd.png
S-120,R02,already_present,e07720606ef1,image-9becc617ee5454eee3c40020f14817f4dea94eb9,6850.809814449127,9409.256993694025,737.0,482.0,796,521,source/images/e07720606ef1.png
S-121,R02,recovered_new,3961eb5fae00,image-e1e5a3f68bc92bde0d34123413f969524128383b,18432.20444312799,9470.847537524218,852.0,456.0,1042,558,source/images/3961eb5fae00.png
S-122,R02,recovered_new,72a822675f6d,image-fd541a58324673ac415ff564bb45b5bb559ddcad,16467.96416199299,9586.14401018749,843.0,457.0,843,457,source/images/72a822675f6d.png
S-123,R02,recovered_new,c8deb9226841,image-7751360af64435b4faea07890a11a98d52fe9cca,12676.504570989322,9637.912965955547,594.0,463.0,833,649,source/images/c8deb9226841.png
S-124,R02,recovered_new,c1b8d04d7320,image-3d87e69c66bfa09e7bc04bce411674cd9aff55e2,15002.468836698908,9655.236076219546,853.0,386.0,853,386,source/images/c1b8d04d7320.png
S-125,R02,recovered_new,bcc2089db77d,image-2428ba4f593a1dec9bdaeb17840759699f27d563,4437.635699978343,9661.275983015454,866.0,417.0,866,417,source/images/bcc2089db77d.png
S-126,R02,recovered_new,f47b19cb231c,image-0aab551f95f0b07fe48ec10b7fbc464c264c15ad,13709.48279280994,9686.973116251116,813.0,214.0,813,214,source/images/f47b19cb231c.png
S-127,R02,already_present,b2ee3a72ae2c,image-8991f96250f29a26399e08b60b3ff70e6243ee26,6844.589048799491,9906.960920870362,776.0,325.0,776,325,source/images/b2ee3a72ae2c.png
S-128,R02,recovered_new,b2a6370fa52e,image-95a27ab968fe8b6629ea204e407cc8e21605f756,13722.558484435047,9972.362547218814,608.0,430.0,828,586,source/images/b2a6370fa52e.png
S-129,R02,recovered_new,4dd1299ce39f,image-541c02bcaa9dc7cce0a6dc9eed94beac2252e00c,9437.918982509014,10050.382344173413,960.0,482.0,1039,522,source/images/4dd1299ce39f.png
S-130,R02,recovered_new,39ba997bf11c,image-512fb48ba3c6cb2b9a37fe958419c673cdd7d6a7,16468.535360157126,10065.608981556463,844.0,482.0,898,513,source/images/39ba997bf11c.png
S-131,R02,recovered_new,b7e0efe967ca,image-8059b737ccef990a893bc9d0d142f55e697a98de,4462.832743657321,10091.351777582211,835.0,432.0,835,432,source/images/b7e0efe967ca.png
S-132,R02,recovered_new,0cc3ae657d16,image-56c6f5a234b238548f3c7ce85b5ddb31eef77354,12670.847394969736,10100.477052869624,774.0,463.0,864,517,source/images/0cc3ae657d16.png
S-133,R02,already_present,cebfb7b5d17b,image-7c5ec833f291a401e5d5dc980a40e4312501673b,6786.684403152169,10256.74663515608,808.0,334.0,808,334,source/images/cebfb7b5d17b.png
S-134,R02,recovered_new,3f477d41fcfc,image-ef91ffa4815ef39d82499c79f04084c94cf66474,13722.746829853848,10443.277299428533,709.0,482.0,853,580,source/images/3f477d41fcfc.png
S-135,R02,recovered_new,702a9b3f2c0e,image-7fc2d895da20b2dfe305489979450119c07672cf,9402.42155674273,10521.705220149976,1031.0,265.0,1031,265,source/images/702a9b3f2c0e.png
S-136,R02,recovered_new,cfe7dc4fc6ff,image-46ac833a197c23f34d89c26f1b5257fbaf777425,4492.0901908000205,10526.801606683774,793.0,482.0,941,572,source/images/cfe7dc4fc6ff.png
S-137,R02,recovered_new,4f30215710b5,image-e671212cf554ad1369dd82d7ef2abbe114b1aba4,16463.247949560657,10571.063582497518,816.0,482.0,824,487,source/images/4f30215710b5.png
S-138,R02,recovered_new,1a2b6e23dfdd,image-3009534a068cce1edc4ca6753e96715f8e40194a,12670.08623227141,10575.554008550796,808.0,416.0,808,416,source/images/1a2b6e23dfdd.png
S-139,R02,already_present,863ac586a949,image-05975ddacdda384f27f5f172b19650bb4542d05a,6786.675442022217,10611.161813727507,850.0,717.0,856,722,source/images/863ac586a949.png
S-140,R02,recovered_new,9485d2058e72,image-27c49e4fb75c952d7b588d84c346ab2759333e08,17899.682941600062,10612.309456897394,647.0,434.0,647,434,source/images/9485d2058e72.png
S-141,R02,recovered_new,5f8fcf17686e,image-203c726e46cab02f5e2cee6ebb7ecf573ed9c48b,19403.173790314322,10657.191368097363,616.0,482.0,718,562,source/images/5f8fcf17686e.png
S-142,R02,recovered_new,0bbe0bc43b19,image-b861c6653879efa5552096e9129c5c89a0903334,9448.254808695856,10833.038533138257,958.0,317.0,958,317,source/images/0bbe0bc43b19.png
S-143,R02,recovered_new,189e801f23df,image-0d76d099393365e0af8749e9de1e7936c9828eab,12666.0678945978,10992.035501335122,819.0,226.0,819,226,source/images/189e801f23df.png
S-144,R02,recovered_new,71bc3efd754a,image-13da4934e37b0829431990e8d7fdf3b852b9f8de,16463.752114762872,11074.810769331685,689.0,413.0,689,413,source/images/71bc3efd754a.png
S-145,R02,recovered_new,5bb6836ed4a4,image-0ff0710388e33f3ae670b35356997b9bc88a5343,17764.405435089644,11090.642891955995,922.0,344.0,922,344,source/images/5bb6836ed4a4.png
S-146,R02,recovered_new,4683f7bad03c,image-64b3db19ee4c2bb39550e91390af299a8171c3f0,19344.13398214863,11154.9690780583,890.0,482.0,1035,561,source/images/4683f7bad03c.png
S-147,R02,recovered_new,caa4728ee6a7,image-f4844250c14b33a3bca3318ed7848969c9bd8594,9452.378205787994,11163.715657161694,827.0,482.0,890,519,source/images/caa4728ee6a7.png
