source_id,image_use_id,fileId,fileId_short,image_file,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes,stage0_group_key
S-011,IU-011,ab186de244d7d10271dc29b9c45d9eeac0f96229,ab186de244,S-011__ab186de244.png,510.996,4025.761,691.0,479.0,WTF ARE ALL OF THESE | !!! | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT,scopeidisp-r02-candidate-stage0,SCOPEIDISP-R02,no-stage0-boundary-review-only,yes-for-scopeidisp-r02,"Stage0 boundary candidate only: Dependency Injection scopes: singleton/scoped/transient lifetimes, IServiceScope, IServiceScopeFactory, CreateScope, resolving scoped services, and scope disposal.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R02-di-scopes-services-scopefactory
S-012,IU-012,ea110143f07f4d5dea23d3ca421cf74703afba23,ea110143f0,S-012__ea110143f0.png,487.763,4631.136,740.0,479.0,WTF ARE ALL OF THESE | !!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r02-candidate-stage0,SCOPEIDISP-R02,no-stage0-boundary-review-only,yes-for-scopeidisp-r02,"Stage0 boundary candidate only: Dependency Injection scopes: singleton/scoped/transient lifetimes, IServiceScope, IServiceScopeFactory, CreateScope, resolving scoped services, and scope disposal.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R02-di-scopes-services-scopefactory
S-013,IU-013,7ae8c6336a03071694fdd3757d8123fb8fef5aac,7ae8c6336a,S-013__7ae8c6336a.png,123.934,5243.153,947.0,476.0,WTF ARE ALL OF THESE | !!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r02-candidate-stage0,SCOPEIDISP-R02,no-stage0-boundary-review-only,yes-for-scopeidisp-r02,"Stage0 boundary candidate only: Dependency Injection scopes: singleton/scoped/transient lifetimes, IServiceScope, IServiceScopeFactory, CreateScope, resolving scoped services, and scope disposal.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R02-di-scopes-services-scopefactory
S-014,IU-014,57575781a0e149e0197609b9c27f512a20b98b2a,57575781a0,S-014__57575781a0.png,1110.23,5288.404,944.0,379.0,WTF ARE ALL OF THESE | !!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r02-candidate-stage0,SCOPEIDISP-R02,no-stage0-boundary-review-only,yes-for-scopeidisp-r02,"Stage0 boundary candidate only: Dependency Injection scopes: singleton/scoped/transient lifetimes, IServiceScope, IServiceScopeFactory, CreateScope, resolving scoped services, and scope disposal.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R02-di-scopes-services-scopefactory
S-015,IU-015,75f7160d5037362b3ecb6a2066155477f1ca837c,75f7160d50,S-015__75f7160d50.png,456.124,5725.047,690.0,534.0,WTF ARE ALL OF THESE | !!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r02-candidate-stage0,SCOPEIDISP-R02,no-stage0-boundary-review-only,yes-for-scopeidisp-r02,"Stage0 boundary candidate only: Dependency Injection scopes: singleton/scoped/transient lifetimes, IServiceScope, IServiceScopeFactory, CreateScope, resolving scoped services, and scope disposal.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R02-di-scopes-services-scopefactory
S-016,IU-016,bc606da41313efe31fff9797d26db19d7a9ce014,bc606da413,S-016__bc606da413.png,417.377,6373.618,804.0,430.0,!!! | WTF ARE ALL OF THESE | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r03-candidate-stage0,SCOPEIDISP-R03,no-stage0-boundary-review-only,yes-for-scopeidisp-r03,"Stage0 boundary candidate only: Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R03-background-tasks-leaks-pitfalls
S-017,IU-017,8d43cc56278028737c6f43e616b2f044d47a668b,8d43cc5627,S-017__8d43cc5627.png,410.587,6824.88,869.0,257.0,!!! | WTF ARE ALL OF THESE | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r03-candidate-stage0,SCOPEIDISP-R03,no-stage0-boundary-review-only,yes-for-scopeidisp-r03,"Stage0 boundary candidate only: Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R03-background-tasks-leaks-pitfalls
S-018,IU-018,578ff3f4b20792267baeafcf3f9c5e266a236946,578ff3f4b2,S-018__578ff3f4b2.png,455.421,7156.475,766.0,270.0,!!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | WTF ARE ALL OF THESE | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r03-candidate-stage0,SCOPEIDISP-R03,no-stage0-boundary-review-only,yes-for-scopeidisp-r03,"Stage0 boundary candidate only: Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R03-background-tasks-leaks-pitfalls
S-019,IU-019,9b54b1b31c27d4a86185d821d35d9fa2748c0eb1,9b54b1b31c,S-019__9b54b1b31c.png,380.071,7523.565,902.0,463.0,!!! | !!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | WTF ARE ALL OF THESE | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r03-candidate-stage0,SCOPEIDISP-R03,no-stage0-boundary-review-only,yes-for-scopeidisp-r03,"Stage0 boundary candidate only: Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R03-background-tasks-leaks-pitfalls
S-020,IU-020,f308a6037693cc0d3e1f9b50eb4bd7886eb796fc,f308a60376,S-020__f308a60376.png,474.643,8017.924,660.0,463.0,!!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | !!! | WTF ARE ALL OF THESE | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r03-candidate-stage0,SCOPEIDISP-R03,no-stage0-boundary-review-only,yes-for-scopeidisp-r03,"Stage0 boundary candidate only: Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R03-background-tasks-leaks-pitfalls
S-021,IU-021,b19b07e6931d75684c6bd4202557fcafc4b98ea2,b19b07e693,S-021__b19b07e693.png,359.048,8556.016,940.0,399.0,!!!! looks like sheet | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | DONT NEED IT AT FUCKILNG ALL | SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | !!! | WTF ARE ALL OF THESE | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r03-candidate-stage0,SCOPEIDISP-R03,no-stage0-boundary-review-only,yes-for-scopeidisp-r03,"Stage0 boundary candidate only: Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R03-background-tasks-leaks-pitfalls
S-022,IU-022,1238ed75970df32993aa60721c1cbe01ecf40552,1238ed7597,S-022__1238ed7597.png,439.564,9134.802,630.0,430.0,SAFEHANDLE ALLOWS TO NOT WRITE FINALISERS WITH SOME NATIVE SHIT | DONT NEED IT AT FUCKILNG ALL | THERE IS SOME SHIT LIKE SAFEHANDLE BUT IT SEEMS THAT I ABSOLUTELY | !!!! looks like sheet | !!! | WTF ARE ALL OF THESE | NEED TO BE DISPOSED(USUALLY THEY ARE IDISPOSABLE) | NEED IDISPOSABLE USUALLY WHEN CLASS HOLDS RESOURCES THAT | SCOPES AND IDISPOSABLE,scopeidisp-r03-candidate-stage0,SCOPEIDISP-R03,no-stage0-boundary-review-only,yes-for-scopeidisp-r03,"Stage0 boundary candidate only: Scope/Dispose pitfalls: capturing scoped service in singleton/background worker, leaking scopes, async disposal, service provider misuse, and ownership rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,SCOPEIDISP-R03-background-tasks-leaks-pitfalls
