source_id,image_use_id,symbol_id,sha256,sha1,x,y,width,height,pixel_width,pixel_height,region_id,previously_present,restored,coverage_status,assignment_count,visual_reviewed,candidate_region_hint_only,asset_path,evidence
S-011,IU-011,image-d16b2d4efc39f2b4f927081c20796bcf79ee4119,4bd8474062d9682fde6c9c10fafd358d89557bf118bb7a01d22678615ac92800,769ca2798929bc23ce6d4afb57d4a28c9e6579a2,10235.16673873645,2501.8185954606633,867.0,236.0,867,236,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-011.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-012,IU-012,image-3e1a1d04d01de07f24158f79f5598a4760a49222,e7f69f8e9c61098e1a74f048fe4a9f866b89dbb5d3b6b08ff840199aa517695c,c843f7ce8de09b2ab0a6d6b07904fe0175aca58d,10265.935969505681,2737.9339331259216,787.0,453.0,787,453,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-012.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-013,IU-013,image-9cd0e37124ad654391461324612b8954d8258603,2a8060d437b35016ef077c70a9fe7ac0c1775ddbbfede3947e876f81238f0963,db5e469a6f79ef11c5bf074cba5f9904868b1001,6160.525158096518,2813.46094108139,716.0,482.0,813,548,R01,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-013.png,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
S-014,IU-014,image-cab03ad422436fde18df78c239f90c25c79a728e,013e20b3462ca38250ff368f430031129b4172cadc928ceb10d2b5d198fc663a,e5c874e3dcbc5ca78c688357cf378132180df30c,7664.192367743521,2837.3207360016495,806.0,482.0,872,522,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-014.png,"Visually reviewed screenshot assigned to R02: Save suppression, alternate results, and side-channel outcome reporting"
S-015,IU-015,image-c4fd6c3a074fd1612bd85a86e469b75a045b66f9,0cc0a953f38655bd0b6f235a0758fc3fcc9c4dd7fcac2b2e78fb47689dfc10af,6f9eabdcc836ba423a35883536fa89b3103ba1bc,3284.3305814122587,2899.064160992548,618.0,482.0,812,634,R01,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-015.png,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
S-016,IU-016,image-28404545a146276497fb5be56e5ecb7b603f33a0,172c820c226c9b6e2814a3be53c813440391ecfa7151d20ebfcbe9f655617c3e,355240592f9c6afca84af7db61e709fe0561773f,10264.294912564575,3206.7160000580297,819.0,418.0,819,418,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-016.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-017,IU-017,image-89bfd6c6273add2e0708cc1a9115f0ed6d25360b,4d88fd58057838902183ba5b66bcc114f9963dc5924348f476fcf33a13082b3f,d2c61fac0778386ab67cf9fb5ef72fcc62a7de6e,6165.893613167955,3285.8419225266953,693.0,482.0,749,521,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-017.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-018,IU-018,image-6b5ae481c4ec689806d42c36d795a840b09f5cbe,a251234556dcdba9545140f67928bedc8d8ad6fe045ae35403e7916d25c3d3ff,78b2f6547e296497873b2eb5c4af2eb0e3a191b9,3278.8044070214046,3394.664991070673,851.0,460.0,851,460,R01,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-018.png,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
S-019,IU-019,image-63cfe201ef2da418b2c779ca40eb2a21271483fb,4a55134c02a498995e7caa18a795de9838ba15d30ebc8650ec42b1c9348f9971,5bf715b6a41deedd0ebc3c40cccdfb2ecd7f40f7,4582.188970388268,3566.391718536299,836.0,149.0,836,149,R01,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-019.png,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
S-020,IU-020,image-e0e71ecb4e98cab6ec5b2b566edac7349c933a9b,0c0be468ab523a2a0cd0ceda611c344039bcde179fd2bb4cdaf2da497d02128d,6eb5c74da050ec48300385ecb224fc8dd7bf5cd2,10273.359046428757,3620.010856202858,766.0,215.0,766,215,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-020.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-021,IU-021,image-822b0ca39262500623729ad8158e79abd3201375,fd555c2bdd405baaaad7bfa4f4029560a5ccb10316896118dd6eaea544740d9a,7c9a9ddb02dd756a63c579f6c27f7cf3acf1587c,4601.1890924585805,3736.058466583174,774.0,447.0,774,447,R01,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-021.png,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
S-022,IU-022,image-230ae43fda3cae71755dbdbded3f11b8bfc288ce,10a434bc220c3020e3f0a5cc848aa78b0ad3ba163431eb8bc3cfe10773c3a570,9c011fccf9340ce00ce931eb97ed462be5e42653,6151.227509178374,3767.141029669536,677.0,114.0,677,114,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-022.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-023,IU-023,image-4115591493b294ec510078cefe5b7f5e57718ce5,bb08cd706def3f38cae098e6dfb69d22de50ca184502d5247980d25b8cd13a70,75b1d9fc781406bf0f8d5deca1abd33fc0c48726,10276.743661813372,3830.5236454156,790.0,315.0,790,315,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-023.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-024,IU-024,image-05246d54f208836bfa82d8126c45f969b36a37ef,801262a7a7059d4dfd5645e1a120747c17a37b38f14132711f94a5b6247bcdef,b46a6db487700167f7c48cd3bec3c67f4bdd0a09,11536.410576857823,3871.689392110533,713.0,482.0,820,555,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-024.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-025,IU-025,image-b82ceee87b31002c37e42d3d56e14fdea3920077,140bdf03e8bddffd89bd4f8bbb3c1c74d79ec32c16c13e6ac50d5e05f091e3f5,ae18d9c881b3f72f2b682cd0c453e374b944d090,3295.6931602766126,3874.331657737337,875.0,354.0,875,354,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-025.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-026,IU-026,image-92395b9f04c3b50c157a9bab89dc540e0e1c6ee1,6867b69654e3ebc106896d99c62891c7fe81caa4a95f3682e640d0bfc191f9a1,a2d7ea8a661098adb090352058a4ad3defe8e8c8,6148.455888465102,3883.937102493208,675.0,482.0,862,616,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-026.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-027,IU-027,image-5e654100ede37e8693ab1efb119a71fe864a471d,92fdc52870f7a27de1251ce3df76d24485460a62f25725e5a8ef56bebc389b7e,1e8e293f7d04aa21bf7567353bde61fec3da34cb,1819.5860322580447,3994.132349865078,672.0,482.0,867,622,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-027.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-028,IU-028,image-7b281c24989859c0a9699e3614b45e1b4206c68c,b47ac73fdca3992f8b07213cd8f5f2b5e10247e2fef87e67351be418ee6520ef,96a8a326470fa15c7ba4fd3cdd75d62f5c566906,364.6297201977404,4034.7973696674344,833.0,436.0,833,436,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-028.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-029,IU-029,image-c4df4d8fe8f2b02d272af6ba955258cb6f7b7a68,dc3b9fb0aa4e02f66e6730a4d0d2dd37b2a67ff458a1f31e20cebc28fb8cd043,a91862c0de486f620e6ad47aec28ddff4115118a,10271.807889577796,4149.190374682443,765.0,371.0,765,371,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-029.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-030,IU-030,image-d91798dd6b88d4e774677a9bba10501577aaa5dc,d89aaf4b3a8b88c7971e60aa5551d3943bf3aa65490615c4a1f9a9e678b14610,461ee9ec9b673a84fa9dc085896c71a4a3b73411,4585.855718435143,4195.225092559736,858.0,398.0,858,398,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-030.png,"Visually reviewed screenshot assigned to R02: Save suppression, alternate results, and side-channel outcome reporting"
S-031,IU-031,image-59d80595de799baa2bd1bf3427d635ec32a2e031,71a5ec6ef2a665f9e012bb943d04e8c9c5d8c8cfa6742e5821e6c7d5a9613bd1,1cfb90279703a49b40c5fcf61f6186e1a521c881,3309.9710736880706,4236.720614443071,842.0,327.0,842,327,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-031.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-032,IU-032,image-e6bbc8bba5d93971d0fb184c28d4482e59298950,6e5891541060eeac7835caa8f2cbe6fbdc03f26747dc20b2bf2e433ac2f8207d,95449d0f779dfa6cc83a93847e29876190409910,11515.380171452418,4362.697414842736,808.0,324.0,808,324,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-032.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-033,IU-033,image-cbbdaaaa13848efff84c96b3ecb65c96faff6593,6882c3aca140988e477e5daeace34aa200093d94a631ab8f962c2f1503c875ec,f5ccea17e434620383adca389d727ccd3b19514a,6092.846440539981,4366.498085333598,809.0,161.0,809,161,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-033.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-034,IU-034,image-9c8184d9f1e43d50a4cd0606cc6e9ddf9319f007,14d7f52c44e93bae663962ec9e115dd7dd6ea93b97c93317c04429ef294c39ab,43657f1b2d44ec7fd622617276706d7a464941d4,1833.2313278212796,4472.455355541348,535.0,309.0,535,309,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-034.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-035,IU-035,image-81df5bbbe4afa5f7b2d2bd4ca64205b712835599,c7584126eb7a66e7df2bfdfb013f7811d44ee665054af06f406afe50f4d8a9ff,9a7b2e64acf3c9e530d14e30fc7cadd7a6b5a1c3,10270.269428039333,4515.908307750342,805.0,335.0,805,335,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-035.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-036,IU-036,image-90e749f52ceb1931602a76048077dd265f3d2a1d,b6cb5a4f4027fa39a70a8e3d20d5a77794c78ea5d1cf96788370a3747ffbf4c7,187bab67ae246b32bf0f98f2413efc20bb7f8575,6114.029229242102,4527.746655367086,706.0,482.0,853,583,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-036.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-037,IU-037,image-f41654f42597759e6edecbfd142ba7e54be097f6,f07f36e7b5c93b6350942a1c572095098d25345cd26fe1973f7310c8a1b206fd,1bfb9f57c22dfedf7a509a11b51852edae4ac0b0,4603.022466482018,4598.891779571455,813.0,124.0,813,124,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-037.png,"Visually reviewed screenshot assigned to R02: Save suppression, alternate results, and side-channel outcome reporting"
S-038,IU-038,image-0786d96735ff989e92fbe3e4e1a6b65e4d308e4e,9712e8358ae7fb75a66799c3c02234b990175a68cd94fd247cb9ceec10e9f83f,b415aeaf63755abc9ccf881fede4eeea9a380516,7337.686037151458,4619.563443359537,803.0,414.0,803,414,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-038.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-039,IU-039,image-779440e8436a473b9e42b2ffdec7510c517b4f78,4a968fe5a4b63559587facee2b558974481037cbfae454faacb85c5c0c94a251,22f11e30b754f57725cbd1e0021e72d910fc6c85,11532.445814762965,4705.086366462205,855.0,479.0,855,479,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-039.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-040,IU-040,image-e098711f49c13cfd2450e42c7478ab9175c79333,23bc2871924ff558d0b24e39b7f2ec650cc13d8e29e18bbcc1bfec39709e6326,f11e8abe8551361a7577df969f7bfb7780e3229d,1826.1795686673477,4769.173931406713,850.0,400.0,850,400,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-040.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-041,IU-041,image-2b4d7c4911ee9a75883f182b551c84dd51a1d241,ee2937910753bd7c654c2b56d1ca8d2524ca3b2fb351c5f4624f427ad38c5f16,e7763c1a2a36c34c8394480ca3f7df6bb5607351,10264.602698772507,4843.126240818263,763.0,218.0,763,218,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-041.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-042,IU-042,image-d82bc69807d895bbbd1f365133fd6e9ed9bdf9a8,b25f422dd87b3f1880ea2a3622e81d5c60591d7b080c08e9953b41836499a8c0,97f9e486a9612a6a8a67ac7955ba57cbd6545842,7341.610242584696,5062.048273348886,640.0,266.0,640,266,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-042.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-043,IU-043,image-926501de62aa6132e9c3ff6808f23a6e616150ed,41f9d6ed9eb67f3811f46ee9109cc33899a3a3d8b7631760e44087695b881375,65131274d4f61e4d5b1c6ef3c5a8f01d3ff86a4b,10257.935969505681,5065.972394664419,803.0,160.0,803,160,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-043.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-044,IU-044,image-dbe10089f80ed483a282a5c2987a7da9c37cade1,1995dae73ce562e86531a26b86d8b00e2b1415b870b9dec0164e391a71e7133d,2f44cf1ac458a6f3a4de4aad74f1f7342bff4910,1835.04389940497,5183.618348724402,654.0,401.0,879,539,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-044.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-045,IU-045,image-acf5e34df88dc211c6b9f45cdffda79a4c4fd5f9,c3638da77f4cd45cd29e9cb890b0ddaacfd6121fae16400b9a6b2e459d9b0d67,97bad759475156634a290bc1b28b593fcd8d7b31,11514.223626449162,5190.030793952432,827.0,338.0,827,338,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-045.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-046,IU-046,image-33c9614f7d5df2df2eee316976eead8f92aadeb7,dc3e778d93a75c16be3c6be6a71fd4e12771eed9526cb2a77f80318059d4f553,9177a7d7bb6b87aa1ccb91ee9f956652b6d5bb50,10238.435969505681,5249.805712347716,842.0,219.0,842,219,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-046.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-047,IU-047,image-12e67e5f4d9c9b39500fa768405d29bc3f54b540,5ea900275be2f02fe401495ea61fcf8b50cc99c7b89905ecd2bd7347c31df3fe,f46379eaebde3aa7256634b10baec113840701c2,7332.444604267934,5326.013272461099,663.0,482.0,781,568,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-047.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-048,IU-048,image-dec0845b54258680fd9208c7fbeb65e0ac90c8f8,18f9881eff626fd15206d14969fe88be0995d5a4c1256bcbc81da75b9f48e90b,2bddc6a3796479e9639bb992c3e38b3c9ad34be5,10247.45633149663,5470.3313846734345,787.0,463.0,809,476,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-048.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-049,IU-049,image-c568d956cac106a006f637b6ec99556e594f3039,93b058b15b9845baf950d0a9a3c55bcd738aba5e376c5e76260af05c7c4274fc,d459e305213c5bcdb3e06b62c4b137e2180194d9,1844.0561943923976,5596.118402130192,594.0,401.0,833,563,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-049.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-050,IU-050,image-fddbb2d8edaf221baf28818d7dd06e953e14c780,ed754f25283abc327b20967d8a380634316a8f81d2357301cc2572a23bd5a82f,1efbe3316db264ffda2e9facb07b7e82eb393592,256.34305537533965,5700.805422344729,796.0,238.0,796,238,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-050.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-051,IU-051,image-6c47d3079937bdda853ea768c025ef3eb39ace19,0807e1ec3c969a9e4c5f0f472b354bbda585690d8f0d0ab87aff81889f9c2e1d,a9b8e9986c1644810c5cbda4c61495c79b1966b0,242.0055370091186,5959.082109768646,739.0,482.0,844,551,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-051.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-052,IU-052,image-d706c64e0b3eddd10c06e635912c4f54ad07b33d,5ce3f275a1922ef28f32d78a233dd93a2a663969136f6377c1eeab54b8fc7d32,10559a409967cc912a108d432838f27c4349b970,1841.6318423262446,5995.173972096807,551.0,401.0,815,594,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-052.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-053,IU-053,image-1d7d14a032ef8a8d1a0a2571e5d3f75901bb898c,7d6c46610e801a1a9de792e8ffb2c77bdfe1f3aad6e1dd3ef512817c979f1d3c,776fb47b0108b57066359d5f6e48cdd13b11d8b9,221.00527413802138,6452.5262015655135,742.0,293.0,742,293,R03,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-053.png,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
S-054,IU-054,image-a495c62b5042b7e02615196468232e6ccc94d33a,30cd2c76114c73009d434373483c93c38b1212c1df6329bdb0f36871d33a981b,a39eb1a97b424ead57035088dbb484b1d738bb03,10169.233888922354,6520.255732686328,756.0,482.0,820,523,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-054.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-055,IU-055,image-93ee2e54a8b46b952aa42ec960e597756ff3d1fb,0d005c11833bb68ab0b27b973696c078b68eb8e70e2d5a8e58abff21e65c378d,98a926c8944c45c608593935f386b2d129e26a5e,10174.318769465131,7003.93059162729,829.0,392.0,829,392,R04,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-055.png,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
S-056,IU-056,image-e119133b8e6fa6ea960a29044247043b2c666f59,bbeca502e52a179e1a34cddd4448c29de1de020f2aa02cb6276781aaa50232ae,c1526a2340f7c9a041b504ba27a33835699f94b4,187.54896945298697,7051.999296467158,805.0,282.0,805,282,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-056.png,"Visually reviewed screenshot assigned to R02: Save suppression, alternate results, and side-channel outcome reporting"
S-057,IU-057,image-d08983508fa82baab3f3c2e294a29652474b8d0c,ef2291413309be2f35b5e531b633f100387833d3d0d14fb83ecae96b9f5b631e,c41a72906693701bf95f3088440233536729fecd,191.4861697568076,7337.028186441112,782.0,482.0,811,500,R02,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-057.png,"Visually reviewed screenshot assigned to R02: Save suppression, alternate results, and side-channel outcome reporting"
S-058,IU-058,image-47a4da593172d4c75ce5beb857765e7114c03407,14af12d97e58e211a27fed3aa8a7ee37178791a0ff73cb4f5eda4a497b6b9810,89b7a31c608af46abc79c05bdee67aea0a2d6812,10209.448489517214,7403.8935093790315,818.0,398.0,818,398,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-058.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
S-059,IU-059,image-68497dd84d5de88084e70c6bd2c31ea5fabd2d7e,bbd36f6cb4aeed21d6f8b1c5700c51d607ebbabe8360dabe18bce9676e9abf19,ee02fd37afcabcbf6f86b191f20499eba89feb85,10199.639388429561,7823.959481601258,811.0,482.0,876,521,R05,False,True,processed-semantic-transcript,1,True,True,assets/source-images-restored-v002/S-059.png,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
