source_id,image_use_id,symbol_id,asset_sha1,x,y,width,height,region,coverage_status,legacy_match,nearest_labels_for_search_only
S-001,IU-001,image-2e68c251266a79e78ab57db264f2bbd78d3646cc,84e584854e6f2126a36ae02c6a5e36d772a48f03,12659.762331043014,3795.3867910543613,652.0,140.0,R03,restored-stage4,,T-052:custom | T-018:how tag invalidation works | T-048:can we rely on some custom policy defaults? | T-119:e-tag with outputcache | T-013:outputcachecontext props
S-012,IU-012,image-a51f1e1fdce04d94c539d85d89c78530a33d293e,d2f23c08f6e20020b6ad95602190a8cdd0ea0b6b,11138.024565742497,2116.958168835108,776.0,482.0,R03,restored-stage4,,T-018:how tag invalidation works | T-024:setup | T-001:response cache | T-106:does adding a tag | T-107:creates a separate cache entry with
S-013,IU-013,image-8756ea935970ddf4b2fe5fa9afda33b7658f584c,e9e7e3f4b724b615658095ffd679c615b9af7555,11053.675494445804,1718.7356429783958,891.0,379.0,R03,restored-stage4,,T-024:setup | T-001:response cache | T-018:how tag invalidation works | T-002:custom policy | T-003:can cache based on request
S-014,IU-014,image-3a9befb1b2fdfdb4346df2f8717658ecf68a76f1,0decb34668188e462afd78db732a1877927b056f,11047.945096125068,1261.0185930309808,718.0,482.0,R03,restored-stage4,,T-024:setup | T-001:response cache | T-002:custom policy | T-003:can cache based on request | T-004:(in fluent builder too)
S-015,IU-015,image-6927d57f5c6f1ce62aaf09f4d61ceb0bc1fd0273,05ee261f762806b9963503450a23b045b290d850,11125.859958523186,794.7251001171117,444.0,444.0,R03,restored-stage4,,T-024:setup | T-001:response cache | T-002:custom policy | T-003:can cache based on request | T-004:(in fluent builder too)
S-016,IU-016,image-8e5e7a87909e836b0015e3140296f500a4a4c106,f4aee452bb6345b8b4bb7a307a8927631520f9ce,11214.338999661773,4619.512790848874,894.0,320.0,R03,restored-stage4,,T-018:how tag invalidation works | T-013:outputcachecontext props | T-014:(of custom policy) | T-048:can we rely on some custom policy defaults? | T-052:custom
S-017,IU-017,image-49735fa24fd6ee928919d97c84cc599d06ce9543,b790fa851e45beab099873ec63f239931251ef2f,11251.407657007916,4137.205068358962,775.0,463.0,R03,restored-stage4,,T-018:how tag invalidation works | T-013:outputcachecontext props | T-014:(of custom policy) | T-048:can we rely on some custom policy defaults? | T-052:custom
S-018,IU-018,image-aab57a9c78848e405f6a8576d3a45ef82f2da16a,dbd233c69fec6668321b1c75bc22835960b7ceb3,9771.764673676482,945.9977350019444,895.0,482.0,R03,restored-stage4,,T-002:custom policy | T-003:can cache based on request | T-004:(in fluent builder too) | T-024:setup | T-001:response cache
S-019,IU-019,image-ea3b03b13de15fb020b7bd01fe2d8e19a1534203,a39d818225afb3825be7c5244f0edb03284da91d,9883.50586191793,2813.4569343871526,645.0,188.0,R03,restored-stage4,,T-106:does adding a tag | T-107:creates a separate cache entry with | T-108:different key? | T-109:where we can set tags in custom | T-110:policy
S-020,IU-020,image-fade42762230ff42bb6adf4eda74a8115a9534e6,c6a0d928796cf62c78074001178824cef1f6f837,9795.487728142787,2262.9674504671393,840.0,482.0,R03,restored-stage4,,T-106:does adding a tag | T-107:creates a separate cache entry with | T-108:different key? | T-109:where we can set tags in custom | T-110:policy
S-021,IU-021,image-be4c1ab254c8fcbebf7291405021af26cc9bc018,59f5bedb45c6644c6174b0d56207196eeb78dbc1,9756.79384243107,1910.4116116221603,896.0,315.0,R03,restored-stage4,,T-106:does adding a tag | T-107:creates a separate cache entry with | T-108:different key? | T-002:custom policy | T-003:can cache based on request
S-022,IU-022,image-411a712c0bf83cf61bb49be5eb03e128d29f08b3,69bb1ccb9a3ac926b8f6e414899260ff2267dcef,9778.114314497572,1448.4220028575119,817.0,482.0,R03,restored-stage4,,T-002:custom policy | T-003:can cache based on request | T-004:(in fluent builder too) | T-024:setup | T-106:does adding a tag
S-023,IU-023,image-c8fb7b18eff3e1dcb9a0d2bd789fdf953fcec6ba,1d79d44a0859042853360958527aaf48660c73e1,5393.432287914446,633.5276888013473,1033.0,261.0,R02,restored-stage4,,"T-012:addPolicy overloads | T-015:outputcachepolicybuilder operations | T-016:(not custom policy) | T-034:start policy building from | T-035:cache,extend default policy"
S-024,IU-024,image-6a454802de221e7a7111da00b258878c40b91988,10841058f006ceb01be85b524cbd10b103046c71,5543.51039818609,2907.6425935977463,1004.0,452.0,R02,restored-stage4,,T-100:are ioutputcachestore methods to read/write | T-101:usable in app code? | T-015:outputcachepolicybuilder operations | T-016:(not custom policy) | T-102:get bytes too
S-025,IU-025,image-1d041ecfd9270ca704820bf54aadd52926365aaf,46a3c3f1fefbb3b36bf025994bc5e9587deb47d3,5546.756555877682,3364.6584307675735,1029.0,316.0,R02,restored-stage4,,T-100:are ioutputcachestore methods to read/write | T-101:usable in app code? | T-102:get bytes too | T-015:outputcachepolicybuilder operations | T-016:(not custom policy)
S-026,IU-026,image-6148d570b04c74bfd20ff388696b18d702db1731,6bc057fe7cd73f05a38e4a1672bdf3cefba4765c,5489.923181854245,3718.1584918027297,972.0,321.0,R02,restored-stage4,,"T-100:are ioutputcachestore methods to read/write | T-101:usable in app code? | T-102:get bytes too | T-103:one key, different | T-104:tags for different entry values by condition?"
S-027,IU-027,image-d4fa783ca8ca52bda93d3d7f82e269413350b525,5e4a29df811410327e2fd5f8ef5b0607d2fe1aa7,5490.923181854245,4086.6584918027297,1010.0,272.0,R02,restored-stage4,,"T-100:are ioutputcachestore methods to read/write | T-101:usable in app code? | T-102:get bytes too | T-103:one key, different | T-104:tags for different entry values by condition?"
S-028,IU-028,image-336ab5ca5b7b6dedcc6fb9b9b993e74bdf5eff9a,885169dedf60a73b8dbd96e0b81c92bee864682f,5452.423181854245,4420.158430767573,1055.0,325.0,R02,restored-stage4,,"T-100:are ioutputcachestore methods to read/write | T-101:usable in app code? | T-102:get bytes too | T-103:one key, different | T-104:tags for different entry values by condition?"
S-029,IU-029,image-22b47c98f57b6ee3b3543c3e316b4c88d636a16d,6b6a49a5f355690d3d58459a1348159beeb78789,5445.923181854245,4783.158491802729,1036.0,311.0,R02,restored-stage4,,"T-100:are ioutputcachestore methods to read/write | T-101:usable in app code? | T-102:get bytes too | T-103:one key, different | T-104:tags for different entry values by condition?"
S-030,IU-030,image-c6dbad1d4d15f0fbb0fbfcfa3042afe4b7e725b5,251c0a0fa3206194c3e7aaa7498559d378573b8a,5426.423303924557,5168.158491802729,1035.0,317.0,R02,restored-stage4,,"T-103:one key, different | T-104:tags for different entry values by condition? | T-105:setting this shit manually? | T-102:get bytes too | T-100:are ioutputcachestore methods to read/write"
S-031,IU-031,image-cd22ba62673e04f4f83bcad7698e7d24bfa196b5,709b1c5161aaee218a6078e8e64b43f511f4d70c,5386.423303924557,5528.991743755854,1059.0,262.0,R02,restored-stage4,,T-005:varybyvalue | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-045:setcachekeyprefix
S-032,IU-032,image-eff82670977c6cb7acb5b2539135fc1f9d939037,1a7d5e2e46b4653a6428352e893ea9e6f35feab9,5338.08992990112,5834.158491802729,993.0,337.0,R02,restored-stage4,,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-028:the difference is more logical/semantic
S-033,IU-033,image-eff82670977c6cb7acb5b2539135fc1f9d939037,1a7d5e2e46b4653a6428352e893ea9e6f35feab9,5382.089807830807,6260.825117779292,993.0,337.0,R02,restored-stage4,,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-027:!!!
S-034,IU-034,image-6c20ed7e1c781aaed1750aace6ff70233af96421,489d20ef1400555841d97f46df10ef5c1212707e,5356.75643380737,6642.991743755854,1001.0,274.0,R02,restored-stage4,,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-006:varybyvalue vs with
S-035,IU-035,image-376018650c24f043ffaf9065dfeae8577eef67dc,9a26c3f95347079339d41d3e2e93f9505130b670,5372.256555877682,6969.658491802729,954.0,346.0,R02,restored-stage4,,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-006:varybyvalue vs with
S-036,IU-036,image-4d988b6acccd497f38e8785c4a2c2e7e22311ebd,f7e6224120d036040fdc402543ce5109e018e7be,5354.923181854245,7434.991865826167,986.0,378.0,R02,restored-stage4,,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-006:varybyvalue vs with
S-037,IU-037,image-c34f52a3b96193e7df0546b61e661dc958d5a6d5,cf38063bcb6a6f5b1fe7f4afbcd80e7bc596acf7,5341.923181854245,7827.9918047910105,1020.0,400.0,R02,restored-stage4,,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-006:varybyvalue vs with | T-010:with can use ctx to create rule whether endpoint should be allowed to return cache (whether policy
S-038,IU-038,image-d89e209cd5c109ed39151b71ae672e8594632df0,bf43591f446f7283d52f60bfaa405c1954f6ee7c,5400.589197479247,1038.3256976132761,1076.0,382.0,R02,restored-stage4,,T-012:addPolicy overloads | T-015:outputcachepolicybuilder operations | T-016:(not custom policy) | T-100:are ioutputcachestore methods to read/write | T-101:usable in app code?
S-039,IU-039,image-8fcef6b055b3e9677b3852efd9a3e3020ebcfd51,b45ed0c7e8032a7beea9775bb9623637f2a295c4,5392.755945526122,1457.9923846249949,1065.0,404.0,R02,restored-stage4,,T-015:outputcachepolicybuilder operations | T-016:(not custom policy) | T-012:addPolicy overloads | T-100:are ioutputcachestore methods to read/write | T-101:usable in app code?
S-040,IU-040,image-70fddafe00d3afb42e67571628a4f277063d1f38,36fbd3f4c81f80fe3646162a1d13c4f07ca0d9c1,5388.589319549559,1874.6590716367136,1012.0,352.0,R02,restored-stage4,,T-015:outputcachepolicybuilder operations | T-016:(not custom policy) | T-012:addPolicy overloads | T-100:are ioutputcachestore methods to read/write | T-101:usable in app code?
S-041,IU-041,image-20e90cd038c53304fcdd19105e2c018298f1d411,a25cc39901b51913e93aa7208090897b07bd736b,11239.636342777794,7949.230072962047,988.0,236.0,R03,restored-stage4,,"T-017:custom policy vs fluent builder | T-025:responsetime | T-053:cachevaryvyrules.querykeys = ""*"" | T-013:outputcachecontext props | T-014:(of custom policy)"
S-042,IU-042,image-dbe5a448b5d379b2c6fa345c61d68c5e4f5a82e6,01ff821a9e144a9d8b40adc6c9c3b6aed050460d,11221.313487947271,7458.073822962047,958.0,482.0,R03,restored-stage4,,T-017:custom policy vs fluent builder | T-025:responsetime | T-013:outputcachecontext props | T-014:(of custom policy) | T-048:can we rely on some custom policy defaults?
S-043,IU-043,image-18494bd84ae81b070351023a000b8adac7d339e8,eb07299853ff5bf75d41af088f42eff3103d49c8,11203.335107871044,6974.073822962047,981.0,482.0,R03,restored-stage4,,T-017:custom policy vs fluent builder | T-025:responsetime | T-013:outputcachecontext props | T-014:(of custom policy) | T-048:can we rely on some custom policy defaults?
S-044,IU-044,image-3ccea9c35414487f509c6c0491c395dd91ee60b7,29f66e60fbc686734d72fa17afb03112c217ef93,11211.331540182928,6488.740509973767,882.0,482.0,R03,restored-stage4,,T-013:outputcachecontext props | T-014:(of custom policy) | T-025:responsetime | T-048:can we rely on some custom policy defaults? | T-017:custom policy vs fluent builder
S-045,IU-045,image-85182277d011792de1671179525dd72d7d4e53e1,1130ee6807ed0aec308f78eb6a3bf713ed3e5d5c,11186.136342777794,6048.896759973767,991.0,402.0,R03,restored-stage4,,T-013:outputcachecontext props | T-014:(of custom policy) | T-048:can we rely on some custom policy defaults? | T-025:responsetime | T-052:custom
S-046,IU-046,image-484433bb0ad200352dfcd69f00d2115abd1188d7,ecfdb52dd14ac7bdf2b1948201a333a7e07d3177,3882.0381016485753,7363.732113852544,720.0,482.0,R02,restored-stage4,,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-006:varybyvalue vs with
S-047,IU-047,image-00c80f2d129cc30edaa328359a0c57f3208fc64b,cccd60a54b465fa027879f3237dfbb9c74696fc2,3742.6640943976436,7876.758779434145,996.0,277.0,R02,restored-stage4,,T-006:varybyvalue vs with | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-010:with can use ctx to create rule whether endpoint should be allowed to return cache (whether policy
S-048,IU-048,image-d39ae2974c0ed4fb85a89636ea25b2ea67d5ae7f,4df041a2deabb9ae2b4af985a95001b019a45d12,3757.775205508755,8125.240102676336,1028.0,263.0,R02,restored-stage4,,T-006:varybyvalue vs with | T-010:with can use ctx to create rule whether endpoint should be allowed to return cache (whether policy | T-011:should be applied) | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback
S-049,IU-049,image-100ab308281303948eff4388f9cda295a616b53b,304616b2775da876119a8c2b733fa07dade2d2d2,3625.793543182366,8725.943919408106,1049.0,469.0,R02,restored-stage4,,T-010:with can use ctx to create rule whether endpoint should be allowed to return cache (whether policy | T-011:should be applied) | T-006:varybyvalue vs with | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback
S-050,IU-050,image-ce72d9fa7461440850fd0d986aacd29c37e24396,2229eb49ec005189d569d97efa98fb2a7a53769f,3603.793543182366,9209.814334989704,1013.0,242.0,R02,restored-stage4,,T-010:with can use ctx to create rule whether endpoint should be allowed to return cache (whether policy | T-011:should be applied) | T-006:varybyvalue vs with | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback
S-051,IU-051,image-93dea235f30669f7111286266de1e314837e0cee,7987a8b16681998f9f0097f028f5af33f962cad1,2599.929796723807,7368.48073705822,747.0,301.0,R02,restored-stage4,,T-005:varybyvalue | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-027:!!!
S-052,IU-052,image-75afa2fac7112c5f29444a4088d595982405acf5,c69949aa41bd5d118800fe98ad5fe17e4555cf73,9067.410109716031,6092.538816911082,859.0,482.0,R03,restored-stage4,,T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage | T-022:vs | T-023:allowcachelookup
S-053,IU-053,image-30a6ddcb08d23af80533378e15d28a5987ab3759,40eec693ae73cb48ae778c755e652b23a94dd45e,9084.004154183891,6614.694990617144,409.0,114.0,R03,restored-stage4,,T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage | T-022:vs | T-023:allowcachelookup
S-054,IU-054,image-e4faa7dfee33df75017352880dfa9daad2119403,2e8dbc41e1e73f0d29c49d583795117b6133a743,9078.433991933996,6770.538816911088,837.0,482.0,R03,restored-stage4,,T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage | T-022:vs | T-023:allowcachelookup
S-055,IU-055,image-d8925d671e9138fc3a2d08046b85ac29d9764d4a,ea6001b730cd71a93fb93ac4c6f3e15f82ee757f,9068.183011875833,7265.538816911088,867.0,482.0,R03,restored-stage4,,T-017:custom policy vs fluent builder | T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage | T-022:vs
S-056,IU-056,image-bfd60dc8282f9aea5b08e3c76e87a6e2a3f065f0,58a59901691e992fc28e43e81bad586ecafcb2d6,9045.004001596,7779.36170814644,927.0,438.0,R03,restored-stage4,,T-017:custom policy vs fluent builder | T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage | T-022:vs
S-057,IU-057,image-f3b0149a38abd8b16077d018a67cde2eb0b4383d,8d6ce30074f05c137748d48884da689c4f7a2663,9053.17132947686,8217.861937028276,1004.0,331.0,R03,restored-stage4,,T-017:custom policy vs fluent builder | T-078:respect cachcontrol maxage 0 | T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage
S-058,IU-058,image-893fbf4cbb0b12ad22232c3479988f33818ddb24,a77012978e039e62f8801377a2709c0453c7d31e,12908.332430716853,6880.2292920930695,1076.0,424.0,R03,restored-stage4,,"T-025:responsetime | T-026:when populated | T-053:cachevaryvyrules.querykeys = ""*"" | T-048:can we rely on some custom policy defaults? | T-052:custom"
S-059,IU-059,image-5c6e1fbee915e413114e7228d502178eb71d0c0d,2036c6453ca80325fb4ff2e6038f0bcdd60bc860,12885.498843070369,7317.7292920930695,975.0,369.0,R03,restored-stage4,,"T-025:responsetime | T-053:cachevaryvyrules.querykeys = ""*"" | T-026:when populated | T-048:can we rely on some custom policy defaults? | T-052:custom"
S-060,IU-060,image-752c7fc1ee260d8ec6710552eea66f000085a6e7,6836c2f83f80ddc278535bd2e7f5e02045d0e93d,12916.665560599666,7708.229368387015,1066.0,308.0,R03,restored-stage4,,"T-053:cachevaryvyrules.querykeys = ""*"" | T-025:responsetime | T-026:when populated | T-048:can we rely on some custom policy defaults? | T-054:decide whether you want to"
S-061,IU-061,image-9597ff9dfbe2b245b6ae0b7c5160a89e39bbbf56,61f354f13ee821a9e7325958e6ac304faddaa6ea,12900.49899565826,8043.729368387015,1085.0,307.0,R03,restored-stage4,,"T-053:cachevaryvyrules.querykeys = ""*"" | T-025:responsetime | T-026:when populated | T-054:decide whether you want to | T-055:serve the current cached response"
S-062,IU-062,image-4d589167f67d533476fb388cb57edec30b52901c,632cbdc33643b59e053c8c0ce77dfb8ccc4c6641,3453.6197703632242,3096.343771988457,996.0,229.0,R02,restored-stage4,,"T-034:start policy building from | T-035:cache,extend default policy | T-036:defaults of default policy(cache()) | T-015:outputcachepolicybuilder operations | T-016:(not custom policy)"
S-063,IU-063,image-85f55f50a823711ccc30697c3d39ac817082e380,96fecb6d1eda9be489ea9ce857d61fd46a33f98a,3431.7678280889195,3323.7326608773474,1016.0,352.0,R02,restored-stage4,,"T-036:defaults of default policy(cache()) | T-034:start policy building from | T-035:cache,extend default policy | T-015:outputcachepolicybuilder operations | T-016:(not custom policy)"
S-064,IU-064,image-5e5328b0a0b1a81007aeea1a4b821fa7599a3f0a,39ed6a7bc708c17e7b950ac0519f6acc563b95e0,3477.1675492648246,3925.968232117968,807.0,192.0,R02,restored-stage4,,"T-036:defaults of default policy(cache()) | T-045:setcachekeyprefix | T-046:vs varybyvalue | T-034:start policy building from | T-035:cache,extend default policy"
S-065,IU-065,image-1028834e26fb64a0f46a9c7c1835a0460b7f1128,b6c2ed0d22d96d01ef4c2e40df760310dd4245ec,3495.3341650688617,4093.579292366452,874.0,214.0,R02,restored-stage4,,"T-036:defaults of default policy(cache()) | T-045:setcachekeyprefix | T-046:vs varybyvalue | T-034:start policy building from | T-035:cache,extend default policy"
S-066,IU-066,image-ca353f212df4d7781fea32b2ff7ff0563165e7e1,5a1b27d25b000789f78acbe2899872f9b6fc68ea,3482.5379139837914,4317.579292366452,947.0,166.0,R02,restored-stage4,,"T-045:setcachekeyprefix | T-046:vs varybyvalue | T-036:defaults of default policy(cache()) | T-034:start policy building from | T-035:cache,extend default policy"
S-067,IU-067,image-b0e06d1b3dc47335b3e11677979cd31f76456363,0981d89bacad5fb149e821cff91b74cb3b133527,1771.7540312185356,2449.3149480554675,789.0,140.0,R02,restored-stage4,,T-042:app services | T-041:usecasesensitivepaths | T-040:sizelilmit | T-039:maximumbodysize | T-031:both setvarybyroutevalue
S-068,IU-068,image-63236ffce7f501d1d2be8af75787d5250e0d3be1,d25386238b995e1a37f5ac1eed4c47f80dcafa43,1709.5105758417176,498.8300689099233,1018.0,392.0,R02,restored-stage4,,T-038:defaultexpiratointimespan | T-039:maximumbodysize | T-040:sizelilmit | T-041:usecasesensitivepaths | T-037:middlewares options
S-069,IU-069,image-36c0bf585d6fc059511cf4c5c2f6fcd7ee3d2f66,0a1dc7d041a877765ee53444df9437571d3bd5be,1761.9708949974574,1418.9015824946073,897.0,148.0,R02,restored-stage4,,T-040:sizelilmit | T-039:maximumbodysize | T-041:usecasesensitivepaths | T-038:defaultexpiratointimespan | T-042:app services
S-070,IU-070,image-8156b30fafe12ca78e9c6e791289beb04c77e922,4b9ee76bc00e9268a22e169f120c4ffe1a9161f2,1745.0078263532505,1044.0391385403818,864.0,171.0,R02,restored-stage4,,T-039:maximumbodysize | T-038:defaultexpiratointimespan | T-040:sizelilmit | T-041:usecasesensitivepaths | T-042:app services
S-071,IU-071,image-047e4e05080850c93664c0ea91f969b15790444e,775cc56b18667aa99c246c9d698031c85f4d0443,1764.796264453913,1729.340650395734,935.0,145.0,R02,restored-stage4,,T-040:sizelilmit | T-041:usecasesensitivepaths | T-042:app services | T-039:maximumbodysize | T-038:defaultexpiratointimespan
S-072,IU-072,image-8d7d5022a16acb0b5f351352345c86a42f4147ce,f1c42f62dbdbe0d73a07611df7778682e79a3e51,1782.9628904304755,2068.2771728644257,864.0,155.0,R02,restored-stage4,,T-042:app services | T-041:usecasesensitivepaths | T-040:sizelilmit | T-039:maximumbodysize | T-038:defaultexpiratointimespan
S-073,IU-073,image-ecab89c3ba9e0bde6a9cb2225e4fab8311378771,a3c61d93a44bdcc55481e3fb38f9ca03f3d734d6,641.131084993598,3164.4094288435845,995.0,455.0,R02,restored-stage4,,T-031:both setvarybyroutevalue | T-032:and setvarybyhost | T-033:do nothing | T-043:defaults without some | T-044:policy method
S-074,IU-074,image-4378b51ee0372ec38c05b46a92feda578841460d,0ba72d9a30e1bebe732366f9958602b437244e27,3246.20524123635,4827.647567413998,854.0,482.0,R02,restored-stage4,,T-045:setcachekeyprefix | T-046:vs varybyvalue | T-028:the difference is more logical/semantic | T-036:defaults of default policy(cache()) | T-027:!!!
S-075,IU-075,image-ff5069264617ebf507a0e9a40886b850ab254303,4fa8e46135c82756d9233d031d799c77170d83d8,3251.705129357437,5328.137191437436,976.0,468.0,R02,restored-stage4,,T-028:the difference is more logical/semantic | T-045:setcachekeyprefix | T-046:vs varybyvalue | T-027:!!! | T-005:varybyvalue
S-076,IU-076,image-ccd652ffbc7c3850091caabf5a3de9f1107a33d8,d12c27023c16db86e57d722c550dd8626bce5ebb,3253.125714604439,5821.010928811174,772.0,141.0,R02,restored-stage4,,T-028:the difference is more logical/semantic | T-027:!!! | T-005:varybyvalue | T-045:setcachekeyprefix | T-046:vs varybyvalue
S-077,IU-077,image-4f417085ddfef3c59ddc41d089ef28cb9671aa22,799c58a0b3de5f519638c9f11dc0dc85ca1b84f1,776.2060136321252,6303.991069203356,991.0,451.0,R02,restored-stage4,,T-049:varybyquery | T-050:default | T-051:vs not default(ignore some keys) | T-027:!!! | T-028:the difference is more logical/semantic
S-078,IU-078,image-63aa3c4ca4b34e3865ab3b127927a889c6671238,bae75c56f46e59d820f61c19c3e226c05f970398,759.0395649481598,6771.229218937134,952.0,317.0,R02,restored-stage4,,T-049:varybyquery | T-050:default | T-051:vs not default(ignore some keys) | T-027:!!! | T-028:the difference is more logical/semantic
S-079,IU-079,image-c310a9b8a542db1326ac773846ba8cfcb8f915cc,82e3e29d626a1a35f178a9d192d937d7eb6c31d3,787.7616515367008,6148.951407250931,659.0,126.0,R02,restored-stage4,,T-049:varybyquery | T-050:default | T-051:vs not default(ignore some keys) | T-047:can we rely on some custom policy defaults? | T-027:!!!
S-080,IU-080,image-d3e4a3e250e42871d643374bf52225afa62d45cb,e6d844487684826b063df03dbae8f6ec67aa947c,3236.6849547959428,6146.49418293127,976.0,422.0,R02,restored-stage4,,T-027:!!! | T-028:the difference is more logical/semantic | T-005:varybyvalue | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback
S-081,IU-081,image-57c5dc80695a0ead3cee39d70fc9cd3e96e13bd3,f43138d3a502257e7e1de721b56584be84f8b071,181.07253975194726,4115.383508666298,920.0,389.0,R02,restored-stage4,,T-029:will we serve the cache of user id 1 | T-030:to user id 2 without varybyroutevalues | T-047:can we rely on some custom policy defaults? | T-031:both setvarybyroutevalue | T-032:and setvarybyhost
