label_id,text,x,y,font_size,region
T-043,defaults without some,513.4601395715345,2906.981325590135,118.66668701171868px,R01
T-044,policy method,513.4601395715345,3055.3146843547834,118.66668701171868px,R01
T-045,setcachekeyprefix,3325.5816765530235,4691.887519461043,81.84126499720985px,R01
T-046,vs varybyvalue,3325.5816765530235,4794.189100707555,81.84126499720985px,R01
T-047,can we rely on some custom policy defaults?,10.0,4815.133720790942,97.71428571428545px,R01
T-048,can we rely on some custom policy defaults?,12803.333740234375,5775.133720790942,97.71428571428545px,R01
T-049,varybyquery,805.2095425187181,5816.769576294491,85.18518337673602px,R01
T-050,default,805.2095425187181,5923.251055515411,85.18518337673602px,R01
T-051,vs not default(ignore some keys),805.2095425187181,6029.732534736331,85.18518337673602px,R01
T-052,custom,13283.42424445497,5340.5905202810345,256.4444173177081px,R01
T-053,"cachevaryvyrules.querykeys = ""*""",13974.305420617948,8619.224176552038,156.72727272727275px,R01
T-054,decide whether you want to,12843.946805921318,10270.817878317801,90.33334350585935px,R01
T-055,serve the current cached response,12843.946805921318,10383.734557700125,90.33334350585935px,R01
T-056,based on something from request by,12843.946805921318,10496.65123708245,90.33334350585935px,R01
T-057,setting responseexpirationtimespan,12843.946805921318,10609.567916464774,90.33334350585935px,R01
T-058,but need to reset in serverrespone method to avoid some unexpected behavior,13045.160150224427,10917.580667962184,20px,R01
T-059,can we jsut set allowcachelookiup to false,15380.9583671781,10388.54572438765,99.99999999999996px,R01
T-060,to dissallow serving cached response,15380.9583671781,10513.54572438765,99.99999999999996px,R01
T-061,when each rule check runs,15380.9583671781,10763.54572438765,99.99999999999996px,R01
T-062,place in cacherequest,15250.180626699583,11375.954569195588,20px,R01
T-063,shit like this,15250.180626699583,11400.954569195588,20px,R01
T-064,when methods run,17945.048270510037,10407.021243060823,113.33334350585938px,R01
T-065,when dont,17945.048270510037,10548.687922443147,113.33334350585938px,R01
T-066,when methods run,17369.04839258035,12361.375975604768,227.99996948242168px,R01
T-067,what we can set,17369.04839258035,12646.375937457795,227.99996948242168px,R01
T-068,set expiration time based on response,9317.716217814292,16084.192829865333,88.26666666666571px,R01
T-069,cache only hot products,9504.38308793148,17323.08188829632,88.26666666666571px,R01
T-070,at general products endpoint,9504.38308793148,17433.415221629653,88.26666666666571px,R01
T-071,avoid a lot of unused cache entries,9504.38308793148,17543.748554962986,88.26666666666571px,R01
T-072,skip personalized,9671.049551147626,15199.748453237724,88.26666666666571px,R01
T-073,cache redirects/dont cache,9498.827159383301,14376.415119904395,88.26666666666571px,R01
T-074,cache small,9582.97540699615,12758.044717886161,88.26666666666571px,R01
T-075,do not cache responses with cookies,9296.753198337294,11914.489196239036,88.26666666666571px,R01
T-076,do not cache error resp,9544.753198337294,11267.822509227317,88.26666666666571px,R01
T-077,respect cachcontrol maxage 0,7706.086572360732,10474.489226756614,88.26666666666571px,R01
T-078,force fresh for admins,7728.086633395888,11484.489226756614,88.26666666666571px,R01
T-079,disallow shit explicitly,7842.753381442763,12556.489226756614,88.26666666666571px,R01
T-080,when have some cache hit logic,9221.049449422364,13408.637206492935,88.26666666666571px,R01
T-081,with expiration and want to set explicitly for,9221.049449422364,13518.970539826267,88.26666666666571px,R01
T-082,new cache,9221.049449422364,13629.3038731596,88.26666666666571px,R01
T-083,about cookies and output cache,12848.711096848545,12997.489232310083,89.33331853693232px,R01
T-084,even if you dont set cookie,12199.49279507478,13915.643331413834,47.16666412353518px,R01
T-085,you shouldnt use cache for endpoints,12199.49279507478,13974.601661568253,47.16666412353518px,R01
T-086,that internally depend on session and,12199.49279507478,14033.559991722672,47.16666412353518px,R01
T-087,user specific thing,12199.49279507478,14092.51832187709,47.16666412353518px,R01
T-088,judy set outputcache disabled,12270.431380096812,14215.116282605277,20px,R01
T-089,!!!,13052.249476551138,14849.06140100514,115.37258731617767px,R01
T-090,can we have allowstorage false and,19703.006462670848,10174.80420723769,115.17460995628794px,R01
T-091,ahve serverresponse run?,19703.006462670848,10318.77246968305,115.17460995628794px,R01
T-092,yes we can have allowstorage true/false,19279.355586671034,11021.292757493842,29.48147922091982px,R01
T-093,and then change it based on response,19279.355586671034,11058.144606519993,29.48147922091982px,R01
T-094,here,19279.355586671034,11094.996455546143,29.48147922091982px,R01
T-095,can we set allowstorage in,19900.71918604367,11678.47232099322,56.60605690696028px,R01
T-096,servefromcache,19900.71918604367,11749.229892126921,56.60605690696028px,R01
T-097,or we need to set all the allow things before,19900.71918604367,11819.98746326062,56.60605690696028px,R01
T-098,middleware in cacherequest?,19900.71918604367,11890.745034394322,56.60605690696028px,R01
T-099,are ioutputcachestore methods to read/write,7710.997020352686,3466.164465740586,83.12278250725788px,R01
T-100,usable in app code?,7710.997020352686,3570.067943874658,83.12278250725788px,R01
T-101,get bytes too,8036.762631186332,3772.32532537546,20px,R01
T-102,"one key, different",8224.344698340712,4096.874306883909,34.09831720553241px,R01
T-103,tags for different entry values by condition?,8224.344698340712,4139.497203390825,34.09831720553241px,R01
T-104,setting this shit manually?,8224.344698340712,4182.12009989774,34.09831720553241px,R01
T-105,does adding a tag,9758.227753600513,3787.631375433453,49.737371271306806px,R01
T-106,creates a separate cache entry with,9758.227753600513,3849.803089522586,49.737371271306806px,R01
T-107,different key?,9758.227753600513,3911.97480361172,49.737371271306806px,R01
T-108,where we can set tags in custom,9725.760333674472,4222.940059569613,57.0526315789473px,R01
T-109,policy,9725.760333674472,4294.2558490432975,57.0526315789473px,R01
T-110,but we can change,18730.6101087601,13644.075149455713,20px,R01
T-111,allowstorage here,18730.6101087601,13669.075149455713,20px,R01
T-112,and it will store,18730.6101087601,13694.075149455713,20px,R01
T-113,"just dont set here,",19109.181537331526,13106.932292312857,20px,R01
T-114,no evidence will it have,19109.181537331526,13131.932292312857,20px,R01
T-115,an effect or no,19109.181537331526,13156.932292312857,20px,R01
T-116,where we can set tags in custom,17694.352704192723,13996.76285053496,57.0526315789473px,R01
T-117,policy,17694.352704192723,14068.078640008645,57.0526315789473px,R01
T-118,e-tag with outputcache,14222.084582381922,1671.1239423990066,165.77775065104134px,R01
T-119,outputcache revalidates against cached,16581.147196141115,1639.4019903004921,97.93078891636182px,R01
T-120,response,16581.147196141115,1761.8154764459443,97.93078891636182px,R01
T-121,can respect maxage by revalidating,16696.157835235565,2691.0969030481006,97.93078891636182px,R01
T-122,ag db,16696.157835235565,2813.510389193553,97.93078891636182px,R01
T-123,better to not cache 304,16709.200238556907,3352.7043160010026,97.93078891636182px,R01
T-124,!!!!,16832.404853828608,2412.339665688314,114.47621372767897px,R01
T-125,!!!!,16485.73798371142,3352.339665688314,114.47621372767897px,R01
