source_id,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,current_subregion_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-001,IU-001,afbe3b1521,3237.2326816528484,539.9128455923205,927.0,482.0,T-006:not physically stored until indexed | T-005:usually readonly | T-004:depend on uderl tables | T-003:concept of views | T-002:Ef core view flow,processed-in-viv01-v001,VIV01,VIV01A,yes-for-viv01-v001-boundary,no-for-stage2-next01,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-019,IU-019,9d09484977,4586.882425600406,1060.2203236012288,983.0,317.0,T-002:Ef core view flow | T-006:not physically stored until indexed | T-005:usually readonly | T-004:depend on uderl tables | T-003:concept of views,processed-in-viv01-v001,VIV01,VIV01B,yes-for-viv01-v001-boundary,no-for-stage2-next01,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-020,IU-020,930eb5eaf5,4599.049051576969,1515.05363658951,964.0,282.0,"T-002:Ef core view flow | T-022:stored or not, indexes views | T-006:not physically stored until indexed | T-005:usually readonly | T-004:depend on uderl tables",processed-in-viv01-v001,VIV01,VIV01B,yes-for-viv01-v001-boundary,no-for-stage2-next01,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-021,IU-021,2ae3756652,4608.549051576969,1930.55363658951,1057.0,243.0,"T-022:stored or not, indexes views | T-002:Ef core view flow | T-021:can views be updated? | T-006:not physically stored until indexed | T-005:usually readonly",processed-in-viv01-v001,VIV01,VIV01B,yes-for-viv01-v001-boundary,no-for-stage2-next01,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-022,IU-022,9faf423ed5,1873.9262229488913,1490.1478995314105,799.0,84.0,"T-015:Security, allow to work with | T-010:hide ugly queries | T-016:some viewed data, not with | T-017:sources | T-009:aggregated into one domain",processed-in-viv02-v001,VIV02,VIV02A,yes-for-viv02-v001-boundary,no-for-stage2-next01,Included in VIV02 v001 after NEXT01 visual/semantic transcript pass.,Included in VIV02 v001 after NEXT01 visual/semantic transcript pass.
S-023,IU-023,435df14af8,1833.7595562822235,1575.462759557457,826.0,183.0,"T-015:Security, allow to work with | T-016:some viewed data, not with | T-017:sources | T-010:hide ugly queries | T-018:legacy",processed-in-viv02-v001,VIV02,VIV02A,yes-for-viv02-v001-boundary,no-for-stage2-next01,Included in VIV02 v001 after NEXT01 visual/semantic transcript pass.,Included in VIV02 v001 after NEXT01 visual/semantic transcript pass.
S-024,IU-024,5bfc37a3fa,5988.249159164561,500.29227943765045,1078.0,432.0,T-001:tosqlquery vs toview | T-002:Ef core view flow | T-006:not physically stored until indexed | T-005:usually readonly | T-004:depend on uderl tables,processed-in-viv01-v001,VIV01,VIV01C,yes-for-viv01-v001-boundary,no-for-stage2-next01,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-025,IU-025,cd83bca109,5985.689128706174,952.9137393985734,944.0,482.0,T-001:tosqlquery vs toview | T-002:Ef core view flow | T-006:not physically stored until indexed | T-005:usually readonly | T-004:depend on uderl tables,processed-in-viv01-v001,VIV01,VIV01C,yes-for-viv01-v001-boundary,no-for-stage2-next01,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-026,IU-026,de3758264a,7130.841254433659,494.5144338430259,1018.0,448.0,T-001:tosqlquery vs toview | T-002:Ef core view flow | T-006:not physically stored until indexed | T-005:usually readonly | T-004:depend on uderl tables,processed-in-viv01-v001,VIV01,VIV01C,yes-for-viv01-v001-boundary,no-for-stage2-next01,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-027,IU-027,e12425be98,7077.8413900673395,1036.4219316728709,1044.0,339.0,T-001:tosqlquery vs toview | T-002:Ef core view flow | T-024:Indexed views | T-006:not physically stored until indexed | T-005:usually readonly,processed-in-viv01-v001,VIV01,VIV01C,yes-for-viv01-v001-boundary,no-for-stage2-next01,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.,Included in VIV01 v001 after NEXT01 visual/semantic transcript pass.
S-028,IU-028,a199a76dad,360.8917695954601,5694.7665769415125,1006.0,340.0,T-027:table | T-026:with material dependent | T-025:view/indexed view | T-029:protect view from breaking | T-028:SCHEMABINDING,candidate-viv03,VIV03,VIV03A,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-029,IU-029,f72170b4d6,353.96319816688947,6055.83800551294,997.0,315.0,T-027:table | T-026:with material dependent | T-025:view/indexed view | T-029:protect view from breaking | T-028:SCHEMABINDING,candidate-viv03,VIV03,VIV03A,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-030,IU-030,456797c8ff,3031.7508934753273,5524.986527411444,932.0,277.0,T-038:Clustered index first | T-040:changes/writes cost | T-039:flow when source row | T-029:protect view from breaking | T-028:SCHEMABINDING,candidate-viv03,VIV03,VIV03B,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-031,IU-031,7c4af6bb2b,3045.472919028714,5858.264257717432,965.0,370.0,T-038:Clustered index first | T-040:changes/writes cost | T-039:flow when source row | T-029:protect view from breaking | T-028:SCHEMABINDING,candidate-viv03,VIV03,VIV03B,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-032,IU-032,5ec4cab651,4239.285223081883,5919.8856668157405,873.0,482.0,T-040:changes/writes cost | T-039:flow when source row | T-038:Clustered index first | T-043:at first | T-042:why clustered index,candidate-viv03,VIV03,VIV03C,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-033,IU-033,e882127848,4234.877986109257,5501.240339202273,970.0,385.0,T-040:changes/writes cost | T-039:flow when source row | T-038:Clustered index first | T-043:at first | T-042:why clustered index,candidate-viv03,VIV03,VIV03C,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-034,IU-034,419a4b0a04,4254.377054992847,6416.047121449972,968.0,311.0,T-040:changes/writes cost | T-039:flow when source row | T-036:indexed views require | T-033:schemabinding rules | T-037:COUNT BIG for grouping,candidate-viv03,VIV03,VIV03C,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-035,IU-035,b79c4215a7,5656.948673803725,6241.596784448719,960.0,287.0,T-043:at first | T-042:why clustered index | T-036:indexed views require | T-037:COUNT BIG for grouping | T-041:indexed view cost,candidate-viv03,VIV03,VIV03D,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-036,IU-036,3eb716fc8b,5657.9376240624515,5547.0168438509845,943.0,253.0,T-043:at first | T-042:why clustered index | T-040:changes/writes cost | T-041:indexed view cost | T-039:flow when source row,candidate-viv03,VIV03,VIV03D,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-037,IU-037,086ca24b99,5651.377084717764,5796.9584379624375,1074.0,250.0,T-043:at first | T-042:why clustered index | T-040:changes/writes cost | T-041:indexed view cost | T-039:flow when source row,candidate-viv03,VIV03,VIV03D,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-038,IU-038,834564d5b2,7009.287120835075,5544.564076738947,951.0,482.0,T-041:indexed view cost | T-024:Indexed views | T-043:at first | T-042:why clustered index | T-040:changes/writes cost,candidate-viv03,VIV03,VIV03D,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-039,IU-039,f0a7504502,7008.424761894103,6072.982202436489,972.0,275.0,T-041:indexed view cost | T-024:Indexed views | T-043:at first | T-042:why clustered index | T-036:indexed views require,candidate-viv03,VIV03,VIV03D,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-040,IU-040,2eac56af31,7023.5436932557095,6395.815593898546,957.0,296.0,T-041:indexed view cost | T-043:at first | T-024:Indexed views | T-042:why clustered index | T-036:indexed views require,candidate-viv03,VIV03,VIV03D,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-041,IU-041,66861de839,3036.932688317583,6374.061193950756,1037.0,304.0,T-038:Clustered index first | T-030:SCHEMABINDING | T-031:protect view from breaking | T-032:what it prevents | T-033:schemabinding rules,candidate-viv03,VIV03,VIV03B,no-boundary-review-only,yes,"Indexed views: materialized/physically stored result, dependency on base tables, unique clustered index first, what happens when base rows change, automatic maintenance, write cost, why indexed views can be heavier than normal table indexes, and nonclustered-index considerations.",Stage1 boundary review only; source image is not processed yet.
S-042,IU-042,dc11e1331f,2642.883500675261,7667.991123741833,967.0,303.0,T-032:what it prevents | T-031:protect view from breaking | T-030:SCHEMABINDING | T-034:indexed views require | T-035:it,candidate-viv04,VIV04,VIV04B,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-043,IU-043,f9727378fb,2637.255101076676,7984.351148774042,982.0,343.0,T-032:what it prevents | T-034:indexed views require | T-031:protect view from breaking | T-030:SCHEMABINDING | T-035:it,candidate-viv04,VIV04,VIV04B,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-044,IU-044,092bc59027,2617.6095094619373,8351.195146063304,958.0,182.0,T-034:indexed views require | T-035:it | T-032:what it prevents | T-031:protect view from breaking | T-030:SCHEMABINDING,candidate-viv04,VIV04,VIV04B,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-045,IU-045,aa12d5f1bc,2610.0724611220935,8763.472974703714,979.0,413.0,T-035:it | T-034:indexed views require | T-032:what it prevents | T-031:protect view from breaking | T-030:SCHEMABINDING,candidate-viv04,VIV04,VIV04B,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-046,IU-046,07aa25ea49,2601.2391277887614,9192.398878024027,970.0,367.0,T-035:it | T-034:indexed views require | T-032:what it prevents | T-031:protect view from breaking | T-030:SCHEMABINDING,candidate-viv04,VIV04,VIV04B,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-047,IU-047,3387890789,3783.442842795273,7681.491329331531,973.0,434.0,T-033:schemabinding rules | T-032:what it prevents | T-037:COUNT BIG for grouping | T-036:indexed views require | T-031:protect view from breaking,candidate-viv04,VIV04,VIV04C,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-048,IU-048,543997ecf4,3789.4276637200014,8165.779605156187,736.0,482.0,T-033:schemabinding rules | T-034:indexed views require | T-032:what it prevents | T-035:it | T-037:COUNT BIG for grouping,candidate-viv04,VIV04,VIV04C,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-049,IU-049,2346bf9345,4980.966368303038,7693.531914781988,1009.0,440.0,T-037:COUNT BIG for grouping | T-036:indexed views require | T-033:schemabinding rules | T-043:at first | T-032:what it prevents,candidate-viv04,VIV04,VIV04D,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-050,IU-050,0fa205f407,4969.708934960825,8183.318212578766,840.0,128.0,T-037:COUNT BIG for grouping | T-036:indexed views require | T-033:schemabinding rules | T-034:indexed views require | T-032:what it prevents,candidate-viv04,VIV04,VIV04D,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-051,IU-051,80fefbece1,1787.7812296501902,5527.984871252733,797.0,174.0,T-029:protect view from breaking | T-028:SCHEMABINDING | T-038:Clustered index first | T-026:with material dependent | T-027:table,candidate-viv04,VIV04,VIV04A,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-052,IU-052,3cf6471b45,1786.304981045279,5750.6038026143415,979.0,464.0,T-029:protect view from breaking | T-028:SCHEMABINDING | T-038:Clustered index first | T-027:table | T-026:with material dependent,candidate-viv04,VIV04,VIV04A,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
S-053,IU-053,4e4fff1773,1779.0194411457264,6280.627641202513,1005.0,383.0,T-029:protect view from breaking | T-028:SCHEMABINDING | T-030:SCHEMABINDING | T-031:protect view from breaking | T-038:Clustered index first,candidate-viv04,VIV04,VIV04A,no-boundary-review-only,yes,"SCHEMABINDING and indexed view requirements: why schemabinding protects the view from breaking, what it prevents, two-part names, schema-bound dependency rules, deterministic expressions, COUNT_BIG for grouping, unique clustered index rules, and additional indexed-view restrictions.",Stage1 boundary review only; source image is not processed yet.
