label_id,block_id,region_id,status,text,x,y
T067,B012,R03,pending_transcript,implementations->theo,6645.989142040501,306.4076033528652
T068,B013,R01,pending_transcript,version,4539.164205400808,2954.132601213729
T069,B014,R03,pending_transcript,cost params values,16545.422438365218,4039.8582443227583
T070,B015,R01,pending_transcript,migrating to automatic versioning with password hasher,3251.4432738123223,7261.697651747484
T071,B016,R01,pending_transcript,does identityhash adds literal string verion,5925.212431982811,2922.967799187359
T072,B016,R01,pending_transcript,rehashis needed from identity hasher,5925.212431982811,3001.301234245953
T073,B017,R01,pending_transcript,fixed time equals,45.20497347935634,5180.774656788696
T074,B018,R01,pending_transcript,pbkdf,105.10154522464109,3030.03468836839
T075,B019,R02,pending_transcript,PASSWORDHASHER,7546.802843697145,883.9290183648693
T076,B020,R01,pending_transcript,rehashneeded,5871.1795869456,4346.740963832654
T077,B021,R02,pending_transcript,about user arg,10719.24357504084,3630.3448875166205
T078,B022,R02,pending_transcript,"why is user there, what to do?",10401.886882765986,4958.926849754715
T079,B023,R02,pending_transcript,"can pot, create excplicit hasher class that uses the default",10856.788867485655,5126.731941767008
T080,B023,R02,pending_transcript,hasher and doesnt need user,10856.788867485655,5151.731941767008
