source_id,image_use_id,fileId,fileId_short,image_file,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes,stage0_group_key
S-011,IU-011,2da5a4e5a4ede9621eb771740827f11982e50aa2,2da5a4e5a4,S-011__2da5a4e5a4.png,3504.627,2859.52,912.0,312.0,"WITH PROBLEMDETAILS SERVICE | WHAT IS PROBLEMDETAILSCONTEXT | USING PROBLEMDETAILSCONTEXT.EXCEPTION | FOR CUSTOM WRITER TO ACCESS | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | AND MUST HAVE CALLBACK | TO PROCESS AS TEXT | } | }); | await context.Response.WriteAsJsonAsync(problem);",processed-in-exhand-r02-v001,EXHAND-R02,yes-for-exhand-r02-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R02-iexceptionhandler-problemdetails-status-mapping
S-012,IU-012,f3864fa46dddd4469ec44476d17c408439382112,f3864fa46d,S-012__f3864fa46d.png,2454.632,2863.735,820.0,455.0,"WITH PROBLEMDETAILS SERVICE | } | }); | await context.Response.WriteAsJsonAsync(problem); | context.Response.ContentType = ""application/problem+json""; | context.Response.StatusCode = statusCode; | context.Response.Clear(); | problem.Extensions[""traceId""] = context.TraceIdentifier; | WHAT IS PROBLEMDETAILSCONTEXT | // Optionally attach extra info (extensions) | );",processed-in-exhand-r02-v001,EXHAND-R02,yes-for-exhand-r02-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R02-iexceptionhandler-problemdetails-status-mapping
S-013,IU-013,031612ffea8611a6d4fc8de8473e250f63c1a744,031612ffea,S-013__031612ffea.png,3573.308,3229.237,752.0,482.0,"WHAT IS PROBLEMDETAILSCONTEXT | USING PROBLEMDETAILSCONTEXT.EXCEPTION | WITH PROBLEMDETAILS SERVICE | FOR CUSTOM WRITER TO ACCESS | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | AND MUST HAVE CALLBACK | TO PROCESS AS TEXT | } | }); | await context.Response.WriteAsJsonAsync(problem);",processed-in-exhand-r02-v001,EXHAND-R02,yes-for-exhand-r02-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R02-iexceptionhandler-problemdetails-status-mapping
S-014,IU-014,e44924341d2e15b7fd6f70fa48c20fa43da38773,e44924341d,S-014__e44924341d.png,2463.299,3338.108,816.0,458.0,"WITH PROBLEMDETAILS SERVICE | WHAT IS PROBLEMDETAILSCONTEXT | USING PROBLEMDETAILSCONTEXT.EXCEPTION | FOR CUSTOM WRITER TO ACCESS | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | AND MUST HAVE CALLBACK | } | TO PROCESS AS TEXT | }); | await context.Response.WriteAsJsonAsync(problem);",processed-in-exhand-r02-v001,EXHAND-R02,yes-for-exhand-r02-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R02-iexceptionhandler-problemdetails-status-mapping
S-015,IU-015,652871527684b8b47f736c9b91089b24850e63fd,6528715276,S-015__6528715276.png,2498.355,3835.33,877.0,248.0,"WHAT IS PROBLEMDETAILSCONTEXT | USING PROBLEMDETAILSCONTEXT.EXCEPTION | FOR CUSTOM WRITER TO ACCESS | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | AND MUST HAVE CALLBACK | TO PROCESS AS TEXT | WITH PROBLEMDETAILS SERVICE | !!! | } | });",processed-in-exhand-r02-v001,EXHAND-R02,yes-for-exhand-r02-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R02-iexceptionhandler-problemdetails-status-mapping
S-016,IU-016,9b12324f8cd32a92caba15eabd577062ebfa7dca,9b12324f8c,S-016__9b12324f8c.png,3527.545,3882.387,750.0,294.0,"WHAT IS PROBLEMDETAILSCONTEXT | USING PROBLEMDETAILSCONTEXT.EXCEPTION | FOR CUSTOM WRITER TO ACCESS | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | AND MUST HAVE CALLBACK | TO PROCESS AS TEXT | !!! | WITH PROBLEMDETAILS SERVICE | } | });",processed-in-exhand-r02-v001,EXHAND-R02,yes-for-exhand-r02-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R02-iexceptionhandler-problemdetails-status-mapping
S-017,IU-017,5ea9bed8b837f0cda911907b4fdd9887db4f37a3,5ea9bed8b8,S-017__5ea9bed8b8.png,4644.537,3980.986,515.0,463.0,"FOR CUSTOM WRITER TO ACCESS | USING PROBLEMDETAILSCONTEXT.EXCEPTION | WHAT IS PROBLEMDETAILSCONTEXT | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | AND MUST HAVE CALLBACK | TO PROCESS AS TEXT | !!! | WITH PROBLEMDETAILS SERVICE | } | });",processed-in-exhand-r03-v001,EXHAND-R03,yes-for-exhand-r03-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R03-local-try-catch-domain-validation-pitfalls
S-018,IU-018,590e9e32a02cd3c950c28a5ebbd9f7f8deecf709,590e9e32a0,S-018__590e9e32a0.png,3565.545,4184.72,858.0,195.0,"TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | WHAT IS PROBLEMDETAILSCONTEXT | AND MUST HAVE CALLBACK | TO PROCESS AS TEXT | FOR CUSTOM WRITER TO ACCESS | USING PROBLEMDETAILSCONTEXT.EXCEPTION | !!! | WITH PROBLEMDETAILS SERVICE | } | });",processed-in-exhand-r03-v001,EXHAND-R03,yes-for-exhand-r03-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R03-local-try-catch-domain-validation-pitfalls
S-019,IU-019,ba072fb9a14fffda66e2652db08bb8f69871d914,ba072fb9a1,S-019__ba072fb9a1.png,4564.4,4540.865,745.0,193.0,"AND MUST HAVE CALLBACK | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | TO PROCESS AS TEXT | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CUSTOM WRITER TO ACCESS | USING PROBLEMDETAILSCONTEXT.EXCEPTION | WHAT IS PROBLEMDETAILSCONTEXT | !!! | WITH PROBLEMDETAILS SERVICE | } | });",processed-in-exhand-r03-v001,EXHAND-R03,yes-for-exhand-r03-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R03-local-try-catch-domain-validation-pitfalls
S-020,IU-020,9385c8ccd67b6c4a8c179f7cf19605dd3a63fbf0,9385c8ccd6,S-020__9385c8ccd6.png,3556.696,4600.877,686.0,482.0,"TO PROCESS AS TEXT | AND MUST HAVE CALLBACK | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | WHAT IS PROBLEMDETAILSCONTEXT | !!! | FOR CUSTOM WRITER TO ACCESS | USING PROBLEMDETAILSCONTEXT.EXCEPTION | WITH PROBLEMDETAILS SERVICE | } | });",processed-in-exhand-r03-v001,EXHAND-R03,yes-for-exhand-r03-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R03-local-try-catch-domain-validation-pitfalls
S-021,IU-021,f97abc954ebf5d581a5eb5b67976123e2759e54b,f97abc954e,S-021__f97abc954e.png,4568.696,4731.383,829.0,369.0,"TO PROCESS AS TEXT | AND MUST HAVE CALLBACK | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CUSTOM WRITER TO ACCESS | USING PROBLEMDETAILSCONTEXT.EXCEPTION | !!! | WHAT IS PROBLEMDETAILSCONTEXT | WITH PROBLEMDETAILS SERVICE | } | });",processed-in-exhand-r03-v001,EXHAND-R03,yes-for-exhand-r03-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R03-local-try-catch-domain-validation-pitfalls
S-022,IU-022,8b554fce01cd421dba2deb961c14c6b4d111c56b,8b554fce01,S-022__8b554fce01.png,4559.389,5119.172,745.0,482.0,"!!! | TO PROCESS AS TEXT | AND MUST HAVE CALLBACK | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CUSTOM WRITER TO ACCESS | USING PROBLEMDETAILSCONTEXT.EXCEPTION | WHAT IS PROBLEMDETAILSCONTEXT | WITH PROBLEMDETAILS SERVICE | } | });",processed-in-exhand-r03-v001,EXHAND-R03,yes-for-exhand-r03-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R03-local-try-catch-domain-validation-pitfalls
S-023,IU-023,d4fe3050374da5f48851f0f1dcd3146a107d8653,d4fe305037,S-023__d4fe305037.png,3585.683,5121.413,634.0,482.0,"!!! | TO PROCESS AS TEXT | AND MUST HAVE CALLBACK | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | WHAT IS PROBLEMDETAILSCONTEXT | FOR CUSTOM WRITER TO ACCESS | USING PROBLEMDETAILSCONTEXT.EXCEPTION | WITH PROBLEMDETAILS SERVICE | } | });",processed-in-exhand-r03-v001,EXHAND-R03,yes-for-exhand-r03-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R03-local-try-catch-domain-validation-pitfalls
S-024,IU-024,de7312f3f67acbad838594407ddae03f23f06984,de7312f3f6,S-024__de7312f3f6.png,4552.696,5603.828,821.0,473.0,"!!! | TO PROCESS AS TEXT | AND MUST HAVE CALLBACK | FOR CLIENTS ACCEPT HEADER, IF NO THEN WE CANT WRITE | TRYWRITEASYNC CHECKS IF THERE IS A SUITABLE WRITER | FOR CUSTOM WRITER TO ACCESS | USING PROBLEMDETAILSCONTEXT.EXCEPTION | WHAT IS PROBLEMDETAILSCONTEXT | WITH PROBLEMDETAILS SERVICE | } | });",processed-in-exhand-r03-v001,EXHAND-R03,yes-for-exhand-r03-stage1,no-for-stage1-semantic-transcript,Included in Exception Handlers Stage1 EXHAND-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EXHAND-R03-local-try-catch-domain-validation-pitfalls
