source_id,image_use,symbol_id,x,y,width,height,asset_sha1,region,status,transcript
S-034,U-034,image-c1b0b3c8653fb28f8d979643aebd0ea10129a125,6287.8761390904165,8517.227834908703,710.0,376.0,56bf4c6ab7161871146f1c3046d61d516ef19917,R03,reviewed,regions/R03.md
S-035,U-035,image-5a4144b7739fbaaa156b3ea6a6c162e8e8db5189,6197.312337602554,7089.804799510116,787.0,482.0,b01a8a610ac97105f59f9cffd387fd63da5310d5,R03,reviewed,regions/R03.md
S-036,U-036,image-995dc9b301fbf606c0953ea0a61240d20caf57ab,6158.0649282420945,6616.760020097904,896.0,463.0,d1670918ba0465bd27535e21008cc5616dd07533,R03,reviewed,regions/R03.md
S-037,U-037,image-e4708a7463b6aee4842ba788b1d21adcfdcbb296,6162.14149007927,6184.96516395307,904.0,463.0,69d61d299703cc4916a5b935308cbc18aa4bc688,R03,reviewed,regions/R03.md
S-038,U-038,image-0cbd52c23cafa93107b06f1fd28933b531b3a6e0,6071.989309089684,7606.589074905908,1040.0,360.0,ccc90ccba81d442f7629b3a1113bdc4bce9e9fdb,R03,reviewed,regions/R03.md
S-039,U-039,image-ee95f44012782e4da8dce0fd2a0e3a76e7998ab0,5971.248215193224,14561.017884235916,944.0,430.0,ace9619778eb6fc9d237acb718210e9e72569fce,R05,reviewed,regions/R05.md
S-040,U-040,image-eccd0754c7db2ce4eacbd24f7c771f72eb28da2a,5954.5815485265575,15005.906840941647,1024.0,258.0,61506074d896b08f5882ced650d1a6874c920629,R05,reviewed,regions/R05.md
S-041,U-041,image-23f13af193fef873b57808de671ea465a90d51c2,5956.137171898952,15260.629080118077,1032.0,353.0,0ba019f6c8744f5953a7f7a209082db99fd907b3,R05,reviewed,regions/R05.md
S-042,U-042,image-a21e502a7878ca38d866e82211268cffd787982b,4366.879554323927,2587.709401635062,796.0,482.0,e4dbe0e33b2ef7f083f2a3d050fb4cf60c05704d,R02,reviewed,regions/R02.md
S-043,U-043,image-de94dcf2baf13f41c7a14089241a4473648a13e2,4317.120932672142,2108.9369930134108,1002.0,377.0,c06a725ea2417e40df596df492f6e52c4bef92eb,R02,reviewed,regions/R02.md
S-044,U-044,image-501d5b51c5393e6434b54146de7c5e5c4e748eef,2741.7545721249226,2301.895835028754,804.0,482.0,4ea3a0d58af3ff85b16e12068526137b05547c5c,R01,reviewed,regions/R01.md
S-045,U-045,image-5c643f98e7a80f9385ecea1ff9ce795785a22dac,2712.5960961344335,1795.2291937934024,769.0,482.0,2ccb2041659dec2cc5a3aa1a8428870d39a1b35f,R01,reviewed,regions/R01.md
S-046,U-046,image-2c65515b8921cde79105a69b963eaaf973582e05,2683.957127283258,1288.5625144110782,870.0,482.0,0447579fb13f528e8ca2862b2e456ec5a79124e1,R01,reviewed,regions/R01.md
S-047,U-047,image-486fff846b3348db7b507a45caa89c385d84f061,2652.080537341215,862.4594506157773,831.0,401.0,798b3af36489fa94815d6b58c98d9eeeaf0ba01c,R01,reviewed,regions/R01.md
S-048,U-048,image-e77b992dd326d08d3955b42e7cb724ccf292bfac,3544.27276438837,4495.903471949116,996.0,329.0,2c1b0bb0ab539f9df9de6676f7c8868f61795964,R04,reviewed,regions/R04.md
S-049,U-049,image-afbf9d0f97c0fa46819d561d3d3b6063348ccae7,3561.3271664140357,4848.876874184358,814.0,482.0,22ccef2ffe122d3dbff03dd28e0ad8e6b8023103,R04,reviewed,regions/R04.md
S-050,U-050,image-681d7c1114ebc8dc807596ac03a86344d7183be0,3551.976381165079,5354.062081975157,871.0,482.0,3ded7ebc741bc390d9a524ce63d980734d564e3b,R04,reviewed,regions/R04.md
S-051,U-051,image-05cd80d1ca9b304b59f935f3cd58449f9d1addb3,3514.8654021921884,5860.347916393563,1040.0,409.0,018942ff971a3a43c7e3e5cbd4ea2e36473be7d7,R04,reviewed,regions/R04.md
S-052,U-052,image-8b0fdbf0c2c2001e28e1b24fabeae017dc7f8eec,3530.9300963661644,6266.980355455986,837.0,417.0,6b206fd1448e7c5c198c6be97a93607d9d84aea4,R04,reviewed,regions/R04.md
S-053,U-053,image-5f1dc3ec1e5b86dc74d4742d4125c3f08522b73f,3482.6865379226547,6715.518816994449,954.0,443.0,e91cd2b5e8929591b4c2251f898a6d5231304da8,R04,reviewed,regions/R04.md
S-054,U-054,image-51ce6126aec930610e5fd91956efb9157384680e,3470.0712041699007,7211.762457600674,937.0,463.0,2c93d37a9d53d73e97d4b9257b61120633e94995,R04,reviewed,regions/R04.md
S-055,U-055,image-4c32a37cfd57a16d75f3bb88f57813b584d4f360,3452.8148760761997,7705.39059034744,1014.0,473.0,83edababb8856b2ee0b740f97cd2f7a586f35775,R04,reviewed,regions/R04.md
S-056,U-056,image-62d97ac730c68d50ae21fb948305cbe69744eec3,3460.4815936054965,8201.39059034744,922.0,261.0,c05a82200f23c816e6b924c105acc24878b876db,R04,reviewed,regions/R04.md
S-057,U-057,image-fb4e7d52bb89bb6c466669aa1fb860e9070f0c6d,3413.116136888142,8492.406503811217,1036.0,437.0,00d532871b7b9f149d2806bdb48f3dd32c4c3a63,R04,reviewed,regions/R04.md
S-058,U-058,image-a62d552ac4a75027bb84259cc4142b39c6efd114,521.7801208496094,6967.390445004312,992.0,439.0,f81b197ac581e7743f05b6fc368f933863371a09,R04,reviewed,regions/R04.md
S-059,U-059,image-ad9a951a6ac677b30f08de7e158001b5dd1e6b53,542.3484757034876,6505.734296729577,875.0,482.0,9cf88e33491370b749afc0862a12744fcd2fa3fc,R04,reviewed,regions/R04.md
S-060,U-060,image-786b9111c48f036f465a9a7fda3e92d898e6d6e2,532.2244974772148,6128.334923357179,740.0,366.0,ae57390f3f6c64f6192c055cfe42459a1886841a,R04,reviewed,regions/R04.md
S-061,U-061,image-40a5931ef5639045e0660c1500eee1be45647241,497.3911641438808,5809.334923357186,903.0,324.0,3e013cc7ed124edb4172756b4fec94847d5fd523,R04,reviewed,regions/R04.md
S-062,U-062,image-cda1fa9ff68b968d2c56b79d6db7443ccccdba4f,542.7798518385844,5316.845340023829,746.0,482.0,725662086c2900e1bdce43dcfa5096c1f9efeab4,R04,reviewed,regions/R04.md
S-063,U-063,image-4b27a1be98fb3625ea14b244b7e2b6731282a9ae,1128.5006103515625,1450.565094197489,903.0,79.0,aa4d2d9ee42a2939369d160b7f98e3dfff87b1a6,R01,reviewed,regions/R01.md
S-064,U-064,image-3d609d9782d37a957996ee495b18928d2817597c,1150.3338274274556,952.3032184999392,726.0,466.0,48fd437121d941f58243a4ea5b9434aa60b284eb,R01,reviewed,regions/R01.md
