source_id,image_use,symbol_id,x,y,width,height,asset_sha1,region
S-054,U-054,image-51ce6126aec930610e5fd91956efb9157384680e,3470.071204,7211.762458,937.0,463.0,2c93d37a9d53d73e97d4b9257b61120633e94995,R04
S-055,U-055,image-4c32a37cfd57a16d75f3bb88f57813b584d4f360,3452.814876,7705.39059,1014.0,473.0,83edababb8856b2ee0b740f97cd2f7a586f35775,R04
S-056,U-056,image-62d97ac730c68d50ae21fb948305cbe69744eec3,3460.481594,8201.39059,922.0,261.0,c05a82200f23c816e6b924c105acc24878b876db,R04
S-057,U-057,image-fb4e7d52bb89bb6c466669aa1fb860e9070f0c6d,3413.116137,8492.406504,1036.0,437.0,00d532871b7b9f149d2806bdb48f3dd32c4c3a63,R04
S-058,U-058,image-a62d552ac4a75027bb84259cc4142b39c6efd114,521.780121,6967.390445,992.0,439.0,f81b197ac581e7743f05b6fc368f933863371a09,R04
S-059,U-059,image-ad9a951a6ac677b30f08de7e158001b5dd1e6b53,542.348476,6505.734297,875.0,482.0,9cf88e33491370b749afc0862a12744fcd2fa3fc,R04
S-060,U-060,image-786b9111c48f036f465a9a7fda3e92d898e6d6e2,532.224497,6128.334923,740.0,366.0,ae57390f3f6c64f6192c055cfe42459a1886841a,R04
S-061,U-061,image-40a5931ef5639045e0660c1500eee1be45647241,497.391164,5809.334923,903.0,324.0,3e013cc7ed124edb4172756b4fec94847d5fd523,R04
S-062,U-062,image-cda1fa9ff68b968d2c56b79d6db7443ccccdba4f,542.779852,5316.84534,746.0,482.0,725662086c2900e1bdce43dcfa5096c1f9efeab4,R04
S-063,U-063,image-4b27a1be98fb3625ea14b244b7e2b6731282a9ae,1128.50061,1450.565094,903.0,79.0,aa4d2d9ee42a2939369d160b7f98e3dfff87b1a6,R01
S-064,U-064,image-3d609d9782d37a957996ee495b18928d2817597c,1150.333827,952.303218,726.0,466.0,48fd437121d941f58243a4ea5b9434aa60b284eb,R01
