symbol_id,mime_type,sha1,intrinsic_width,intrinsic_height
image-e4708a7463b6aee4842ba788b1d21adcfdcbb296,image/png,69d61d299703cc4916a5b935308cbc18aa4bc688,100.0,100.0
image-995dc9b301fbf606c0953ea0a61240d20caf57ab,image/png,d1670918ba0465bd27535e21008cc5616dd07533,100.0,100.0
image-5a4144b7739fbaaa156b3ea6a6c162e8e8db5189,image/png,b01a8a610ac97105f59f9cffd387fd63da5310d5,100.0,100.0
image-c1b0b3c8653fb28f8d979643aebd0ea10129a125,image/png,56bf4c6ab7161871146f1c3046d61d516ef19917,100.0,100.0
image-65053e033f827afd60da8b81e63c47646b7ea8c9,image/png,e62902a080fd190433800649b0647ba33a82adea,100.0,100.0
image-2c68edc42d5159c533df2353b1ffc225c50f3d46,image/png,da8a32d3772e3f860b1e5b2af6560c29ba2606ff,100.0,100.0
image-2a711bc8cc89df5ba97617c185a4e3db326f0e84,image/png,7feab64edcf82d9fa39cf778355a1a6e790cf5cb,100.0,100.0
image-4bcd2977e97eec7c212544ca096fa73d632bdf7b,image/png,d789fb9f1c2b565325b24c6c99bec5c71adfc2a1,100.0,100.0
image-ff3c69156c25e3f7c10da63e36366dfa4cd03899,image/png,3f43c487c86866088a466cfacb26b0d4420e144a,100.0,100.0
image-9532b5d30159a6d34e32072ab0808d8e3440c3d1,image/png,67db18d0a0e1a8c1106cdaea2efb13e0b837a79f,100.0,100.0
image-fa3143a879c6ae2a2bd300695b34015a93dd8018,image/png,a75d7b9843eed649138ee91753273e9fab2a1526,100.0,100.0
image-301a5aed87cfbe70891a1daae55db89b874232b2,image/png,6539996565632b11dcc3acd6a89413f4b89c05a4,100.0,100.0
image-dd491b79a003a61d51357bf3bf43f10d801eecf0,image/png,67e6453f546e848e94dd079b7c2844ab6fec7250,100.0,100.0
image-296d3c1b8566e725df5db23b27f219999bfc7b8b,image/png,22742efce1a17e4886c826de6989e6ee0ad63496,100.0,100.0
image-8b96d72f1eabec244beae16927cda8858b4ecedb,image/png,613aff6215253403ce7f568ea0223bd36e3104fa,100.0,100.0
image-11e337e74c89aa1216907a696ce29aaf0ebef6ca,image/png,55514f76f87524df3b72f01ee3667344c8becf6c,100.0,100.0
image-abeff6ca60efbe2d03fcc5bd46ce33076c437055,image/png,c7165258a6a59f9828f225b36dd6d9b9266d25f2,100.0,100.0
image-ff0ca0b045242198af80ff7142e40f7a82e2481b,image/png,408cfe81e80f11416ab861a5fd52a3c2692c9be6,100.0,100.0
image-220c01eb2d384d8628af09d08af5fdbee92759af,image/png,bec588f38a59eba932d4e658e321b80b4b6572e3,100.0,100.0
image-15ffbfed64e71e00683960046d921095d6c53c78,image/png,5d9b9a890997fc548766d4069f2b063090d6d09e,100.0,100.0
image-95da7cdbcad3adba432ce642bb8d689293c61632,image/png,c68e784482c0034f13c83ccb1584a63bdc356fa4,100.0,100.0
image-d5356c16e68b35cee1e6e22388fef6693a2d9c4d,image/png,c4462d677a7df15ca0352d2774e63ed5ad7eefaa,100.0,100.0
image-14a13a563152cc4bdcad8198b4686936875490f2,image/png,014d9e3da696acbf2363996c2c8a1a3e3bb6ed2a,100.0,100.0
image-5cd431543ae3de44f2709b401555a646e7d440d9,image/png,e6dc035fa28bbc3f4b847a2656ba045182e8708e,100.0,100.0
image-4b58d12fa7545be700e895da9edee848ec693397,image/png,168ce5cf02987c39e7aeefc194d04e1e2add724e,100.0,100.0
image-6bacaab22530edc6732b58cbe33f2715f68d8c71,image/png,027bf19a937a6e324a153107c46c98cd08acdc32,100.0,100.0
image-598bd9797c19544c7d9d659d65637e2a17a27aba,image/png,94ad61fdf187bbd83b14bfa42cca60d8f6955590,100.0,100.0
image-2fe8398daa19e06042c16031c0113dc812408cf0,image/png,62d39317b11bb7da9f01fb5fb1a8cd8f4e7f7dbc,100.0,100.0
image-ecba42fd726e268b423c166ed1557502cd6780ad,image/png,181c5745eb0bba9e42aed466879373b2e0dd05f0,100.0,100.0
image-8b8cc06efdaef4cfc68e84a036591e1055381570,image/png,99aaa2268b5a5f7fd6211e33e079519086096727,100.0,100.0
image-75167761b2465bcb90934d90df4ae6aa63a6eca0,image/png,2ab4f3749f2d16fe1a8a007a4d6298284dfbb27e,100.0,100.0
image-d29c0304dbd41ba1ad37dca3ba1072e4a2f857dc,image/png,0fafc65b84a8f7484ccc910e607ebff3d65641d0,100.0,100.0
image-786aed3315ee12dc881c1e62a2f3ab8605aa6970,image/png,e0ac4cbc74437d9d516c84fdefcf08a2acdd874c,100.0,100.0
image-b7a7c61e1fca1f600c54cac339837f08469c5a03,image/png,84ef51eb4cdb425901baf982dd9c926873af2695,100.0,100.0
image-99572c42b2dbfe4845ecf83871ca69228d577730,image/png,ef57e7e8bdf0b2295ef1c804f7771a7c6f33cccb,100.0,100.0
image-5df251319def930191ee75ab752e57e66af22e65,image/png,4011b9a9bc2ad850d2330cd76d0321a4921e8f48,100.0,100.0
image-c2a6fd40c037c159fdc1d949d4ca163cc1ccff1a,image/png,de313fd8ee5e3fde372b4553ecd89f4cbda93237,100.0,100.0
