source_file,source_index,raw_topic_note,topic_name
Вставленный текст (2)(16).txt,2,"base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX",jquery dynamic form validation
Вставленный текст (2)(16).txt,2,"base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX","RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
Вставленный текст (2)(16).txt,2,"- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger"
Вставленный текст (2)(16).txt,2,explicit interface inplementation;lazy loading,explicit interface inplementation
Вставленный текст (2)(16).txt,2,explicit interface inplementation;lazy loading,lazy loading
Вставленный текст (2)(16).txt,2,filters,filters
Вставленный текст (2)(16).txt,2,"ef has conversion, value converte,comparer","ef has conversion, value converte,comparer"
Вставленный текст (2)(16).txt,2,"cookie auth, antiforgery;jwt auth;antiforgerytoken;cors vs anti forgery;usesyncexternalstore","cookie auth, antiforgery"
Вставленный текст (2)(16).txt,2,"cookie auth, antiforgery;jwt auth;antiforgerytoken;cors vs anti forgery;usesyncexternalstore",jwt auth
Вставленный текст (2)(16).txt,2,"cookie auth, antiforgery;jwt auth;antiforgerytoken;cors vs anti forgery;usesyncexternalstore",antiforgerytoken
Вставленный текст (2)(16).txt,2,"cookie auth, antiforgery;jwt auth;antiforgerytoken;cors vs anti forgery;usesyncexternalstore",cors vs anti forgery
Вставленный текст (2)(16).txt,2,"cookie auth, antiforgery;jwt auth;antiforgerytoken;cors vs anti forgery;usesyncexternalstore",usesyncexternalstore
Вставленный текст (2)(16).txt,2,"authenticaiton ticket, properties, context.User (claimsprincipal); AUTH EVENTS; AUTHORIZATION","authenticaiton ticket, properties, context.User (claimsprincipal)"
Вставленный текст (2)(16).txt,2,"authenticaiton ticket, properties, context.User (claimsprincipal); AUTH EVENTS; AUTHORIZATION",AUTH EVENTS
Вставленный текст (2)(16).txt,2,"authenticaiton ticket, properties, context.User (claimsprincipal); AUTH EVENTS; AUTHORIZATION",AUTHORIZATION
Вставленный текст (2)(16).txt,2,"authentication,, oidc, flows , handlers , forwarding auth events; authorization flow,autorization options, framework, authorizationmiddlewareresulthandler","authentication,, oidc, flows , handlers , forwarding auth events"
Вставленный текст (2)(16).txt,2,"authentication,, oidc, flows , handlers , forwarding auth events; authorization flow,autorization options, framework, authorizationmiddlewareresulthandler","authorization flow,autorization options, framework, authorizationmiddlewareresulthandler"
Вставленный текст (2)(16).txt,2,"hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable",hashing
Вставленный текст (2)(16).txt,2,"hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable","url save base 64 for db, hex string"
Вставленный текст (2)(16).txt,2,"hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable","adddataprotection, encryption, password recovery"
Вставленный текст (2)(16).txt,2,"hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable",account activation
Вставленный текст (2)(16).txt,2,"hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable",content disposition header
Вставленный текст (2)(16).txt,2,"hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable","donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable"
Вставленный текст (2)(16).txt,2,"google recapcha and recapchas;mfa;identity;totp, summary,theory;creating base32 secret;",google recapcha and recapchas
Вставленный текст (2)(16).txt,2,"google recapcha and recapchas;mfa;identity;totp, summary,theory;creating base32 secret;",mfa
Вставленный текст (2)(16).txt,2,"google recapcha and recapchas;mfa;identity;totp, summary,theory;creating base32 secret;",identity
Вставленный текст (2)(16).txt,2,"google recapcha and recapchas;mfa;identity;totp, summary,theory;creating base32 secret;","totp, summary,theory"
Вставленный текст (2)(16).txt,2,"google recapcha and recapchas;mfa;identity;totp, summary,theory;creating base32 secret;",creating base32 secret
Вставленный текст (2)(16).txt,2,"manual account lockout,ratelimiter middleware, idatabase vs idist cache; redis,multiplexer,redis lock; working with bytes, streams to bytes, to array readexactly,readatleast;event source browser;","manual account lockout,ratelimiter middleware, idatabase vs idist cache"
Вставленный текст (2)(16).txt,2,"manual account lockout,ratelimiter middleware, idatabase vs idist cache; redis,multiplexer,redis lock; working with bytes, streams to bytes, to array readexactly,readatleast;event source browser;","redis,multiplexer,redis lock"
Вставленный текст (2)(16).txt,2,"manual account lockout,ratelimiter middleware, idatabase vs idist cache; redis,multiplexer,redis lock; working with bytes, streams to bytes, to array readexactly,readatleast;event source browser;","working with bytes, streams to bytes, to array readexactly,readatleast"
Вставленный текст (2)(16).txt,2,"manual account lockout,ratelimiter middleware, idatabase vs idist cache; redis,multiplexer,redis lock; working with bytes, streams to bytes, to array readexactly,readatleast;event source browser;",event source browser
Вставленный текст (2)(16).txt,2,"OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties; produces, consumes, input output formatters 406 415, vary accept,;windows auth","OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties"
Вставленный текст (2)(16).txt,2,"OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties; produces, consumes, input output formatters 406 415, vary accept,;windows auth","produces, consumes, input output formatters 406 415, vary accept,"
Вставленный текст (2)(16).txt,2,"OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties; produces, consumes, input output formatters 406 415, vary accept,;windows auth",windows auth
Вставленный текст (2)(16).txt,2,"websockets;useRef to avoid including into deps array, to avoid rerenders or bad recreations",websockets
Вставленный текст (2)(16).txt,2,"websockets;useRef to avoid including into deps array, to avoid rerenders or bad recreations","useRef to avoid including into deps array, to avoid rerenders or bad recreations"
Вставленный текст (2)(16).txt,2,"processing data as stream in dif situations, httpclient,endpoint,browser,websockets;","processing data as stream in dif situations, httpclient,endpoint,browser,websockets"
Вставленный текст (2)(16).txt,2,"randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character",randomnumbergenerator
Вставленный текст (2)(16).txt,2,"randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character","encoding, utf8, chunk processing,"
Вставленный текст (2)(16).txt,2,"randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield"
Вставленный текст (2)(16).txt,2,"randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character",hexadecimal base16 how to convert to bytes easily
Вставленный текст (2)(16).txt,2,"randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character","decoding, bytes memory, start of x byte character"
Вставленный текст (2)(16).txt,2,"ETAG, e tag","ETAG, e tag"
Вставленный текст (2)(16).txt,2,changetracker;,changetracker
Вставленный текст (2)(16).txt,2,partially initialized antipattern and possible partial inits inside repositories;,partially initialized antipattern and possible partial inits inside repositories
Вставленный текст (2)(16).txt,2,"- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger"
Вставленный текст (2)(16).txt,2,"linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax",linq to sql
Вставленный текст (2)(16).txt,2,"linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax",assplitquery
Вставленный текст (2)(16).txt,2,"linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax",returning most specific passing most generic
Вставленный текст (2)(16).txt,2,"linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax",encapsulating dbcontext
Вставленный текст (2)(16).txt,2,"linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax",abstraction and encapsulation
Вставленный текст (2)(16).txt,2,"linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax","linq join groupjoin groupby selectmany,selectmany second callback"
Вставленный текст (2)(16).txt,2,"linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax",query syntax
Вставленный текст (2)(16).txt,2,"transaction, isolation;ef core retry, savepoints","transaction, isolation"
Вставленный текст (2)(16).txt,2,"transaction, isolation;ef core retry, savepoints","ef core retry, savepoints"
Вставленный текст (2)(16).txt,2,"- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger"
Вставленный текст (2)(16).txt,2,"returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield"
Вставленный текст (2)(16).txt,2,"returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out",hashcode
Вставленный текст (2)(16).txt,2,"returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out",equality
Вставленный текст (2)(16).txt,2,"returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out",records
Вставленный текст (2)(16).txt,2,"returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out",ref in out
Вставленный текст (2)(16).txt,2,"channel; lock, monitor ; semaphoreslim vs channel",channel
Вставленный текст (2)(16).txt,2,"channel; lock, monitor ; semaphoreslim vs channel","lock, monitor"
Вставленный текст (2)(16).txt,2,"channel; lock, monitor ; semaphoreslim vs channel",semaphoreslim vs channel
Вставленный текст (2)(16).txt,2,"primary httphandler optoins, socket;","primary httphandler optoins, socket"
Вставленный текст (2)(16).txt,2,"dbcontext interseptors savechanges , dbcommand;dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery","dbcontext interseptors savechanges , dbcommand"
Вставленный текст (2)(16).txt,2,"dbcontext interseptors savechanges , dbcommand;dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery","dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery"
Вставленный текст (2)(16).txt,2,"span,memory,stackalloc,stackoverflow,calculate bytes, unmanaged types","span,memory,stackalloc,stackoverflow,calculate bytes, unmanaged types"
Вставленный текст (2)(16).txt,2,details: block: day Topic note :,details: block: day Topic note :
Вставленный текст (2)(16).txt,2,"interlocked,interlocked.read; objectpool,arraypool,memorypool;dbcontextpool, queryfilter;query filters ef core;","interlocked,interlocked.read"
Вставленный текст (2)(16).txt,2,"interlocked,interlocked.read; objectpool,arraypool,memorypool;dbcontextpool, queryfilter;query filters ef core;","objectpool,arraypool,memorypool"
Вставленный текст (2)(16).txt,2,"interlocked,interlocked.read; objectpool,arraypool,memorypool;dbcontextpool, queryfilter;query filters ef core;","dbcontextpool, queryfilter"
Вставленный текст (2)(16).txt,2,"interlocked,interlocked.read; objectpool,arraypool,memorypool;dbcontextpool, queryfilter;query filters ef core;",query filters ef core
Вставленный текст (2)(16).txt,2,"stored procedures;rawconnections,dbconnection,sqlconnection,commands",stored procedures
Вставленный текст (2)(16).txt,2,"stored procedures;rawconnections,dbconnection,sqlconnection,commands","rawconnections,dbconnection,sqlconnection,commands"
Вставленный текст (2)(16).txt,2,"REFLECTION;time;problem2; jsondocument, jsonnode, jsonelement, utf8jsonwriter",REFLECTION
Вставленный текст (2)(16).txt,2,"REFLECTION;time;problem2; jsondocument, jsonnode, jsonelement, utf8jsonwriter",time
Вставленный текст (2)(16).txt,2,"REFLECTION;time;problem2; jsondocument, jsonnode, jsonelement, utf8jsonwriter",problem2
Вставленный текст (2)(16).txt,2,"REFLECTION;time;problem2; jsondocument, jsonnode, jsonelement, utf8jsonwriter","jsondocument, jsonnode, jsonelement, utf8jsonwriter"
Вставленный текст (2)(16).txt,2,"return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;",return new ()
Вставленный текст (2)(16).txt,2,"return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;",headers
Вставленный текст (2)(16).txt,2,"return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;",basic auth
Вставленный текст (2)(16).txt,2,"return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;","server resources,multipleinstances,microservices"
Вставленный текст (2)(16).txt,2,"return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;",ascii
Вставленный текст (2)(16).txt,2,CORS,CORS
Вставленный текст (2)(16).txt,2,"ef core context.database, transaction object, savechanges, dbconnection,dbtransaction","ef core context.database, transaction object, savechanges, dbconnection,dbtransaction"
Вставленный текст (2)(16).txt,2,filters,filters
Вставленный текст (2)(16).txt,2,"- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger"
Вставленный текст (2)(16).txt,2,"server browser threads,memory, webworkers , runtime vs compiler , es;pointers; redis, idatabase,iserver;implicit operators explicit operators;","server browser threads,memory, webworkers , runtime vs compiler , es"
Вставленный текст (2)(16).txt,2,"server browser threads,memory, webworkers , runtime vs compiler , es;pointers; redis, idatabase,iserver;implicit operators explicit operators;",pointers
Вставленный текст (2)(16).txt,2,"server browser threads,memory, webworkers , runtime vs compiler , es;pointers; redis, idatabase,iserver;implicit operators explicit operators;","redis, idatabase,iserver"
Вставленный текст (2)(16).txt,2,"server browser threads,memory, webworkers , runtime vs compiler , es;pointers; redis, idatabase,iserver;implicit operators explicit operators;",implicit operators explicit operators
Вставленный текст (2)(16).txt,2,"proxy, server, vite dev server proxy; sheet hashset; sheet dict; cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS;outputcache layers, to use or not,locking, outputcache vs cdn","proxy, server, vite dev server proxy"
Вставленный текст (2)(16).txt,2,"proxy, server, vite dev server proxy; sheet hashset; sheet dict; cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS;outputcache layers, to use or not,locking, outputcache vs cdn",sheet hashset
Вставленный текст (2)(16).txt,2,"proxy, server, vite dev server proxy; sheet hashset; sheet dict; cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS;outputcache layers, to use or not,locking, outputcache vs cdn",sheet dict
Вставленный текст (2)(16).txt,2,"proxy, server, vite dev server proxy; sheet hashset; sheet dict; cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS;outputcache layers, to use or not,locking, outputcache vs cdn","cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS"
