source_id,symbol_id,sha256,pixel_width,pixel_height,x,y,display_width,display_height,duplicate_of,image_file,module,transcript_status,question_status
S-020,image-7eb80af561ca95559fe7168ef3bec7a0e52d647b,9b0dac1a664c54afb11a91b603e151d42866360df600e687d189b802993bc4f2,840,342,0.0,0.0,840.0,342.0,,source/images/S-020.png,M01-contract-parameters-validation,covered-by-v002-module,covered-by-v002-question-bank
S-021,image-3a525fa7336e624affa8bfe9e50abb536abf3eae,8703967c11e5bf4e2f87a3895602dcebf6082a9a2087508472225036a9fe8ab8,909,242,0.0,0.0,909.0,242.0,,source/images/S-021.png,M01-contract-parameters-validation,covered-by-v002-module,covered-by-v002-question-bank
S-022,image-957c78830407b49482742740da03a2dc5d3cfc76,ba0bc0e2e4918db59e1a0989bd2f9d097f2a3007a5dbc9a4368bf1049e674ae7,896,486,0.0,0.0,889.0,482.0,,source/images/S-022.png,M01-contract-parameters-validation,covered-by-v002-module,covered-by-v002-question-bank
S-023,image-18fc5d0cf044193dcf053e51cfd64b833cf32997,0e1c4a700f4e578f3abc43ab32749aee5f1892752b0d58b6444e2efbc67ac24c,809,490,0.0,0.0,756.0,458.0,,source/images/S-023.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-024,image-f8538f40a28a6b3ffb9791fbfa3208ccfe455099,c9612a1611bf296bd5ebf86948c3694e5746d4348e8b11cb953a31c599460bef,847,386,0.0,0.0,847.0,386.0,,source/images/S-024.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-025,image-aed1e7655a372b356ac5fd04beee8fcee8567a87,955ce3782c7075186fd7d25ecbd258407e27d5247022db91020bc41d495099eb,1011,374,0.0,0.0,949.0,351.0,,source/images/S-025.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-026,image-94542a482975446a6c768283a061b39291203035,0f5301e8d8846d1a26811fbe4ccc00b664836cb0f2935d926f5ea609e865d836,965,329,0.0,0.0,965.0,329.0,,source/images/S-026.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-027,image-4e69b06b5470aa4cde6bab003fe50252c704eddb,20007047ac8a75e40d58e59065ef4dd5a703f6883c8a100fdb66ef6510713280,877,516,0.0,0.0,628.0,369.0,,source/images/S-027.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-028,image-955526008e3100535ba879fc9b2e2dda2307a3c9,586a3345503a20cd98a340b660cc5d55ac7d17f1010fc6b93df2deb3337eb8ab,646,416,0.0,0.0,775.0,499.0,,source/images/S-028.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-029,image-5c91cab0a0fe56e5e926580f53111e45a56b9c95,4603dbc44eb31234a619f3dc232566a97240f97f1b77a00ea5aa0ac18f954f0e,753,365,0.0,0.0,753.0,365.0,,source/images/S-029.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-030,image-bd869a396e480c9a07219eeb5cc273ce7f46b5d4,916c3b86e508e5065dfe841fa05ae6b4757748a62434cc57dec4248f61da6722,812,483,0.0,0.0,633.0,376.0,,source/images/S-030.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-031,image-a71d70a4a561e28c3b696d6f9416e11af2b63c65,5b49dadc0a99b60529b3b6f06ed044433642a2f2840fc842597ea47a6e077b20,835,219,0.0,0.0,835.0,219.0,,source/images/S-031.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-032,image-1f50012488795a95310e5b1eca2045f69d04a7fc,5d26ba195734fd792a20ed7e19ddaee1f3dafd57d4b61e98d9d9c78920bdafd1,870,429,0.0,0.0,870.0,429.0,,source/images/S-032.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-033,image-c3c47c0d6fbad4806d797ea0dcd81bcf9030e792,8d2bede4d84258bf42fdb6bbde235d5daf442eaa347ea9526e483a8c3103da0b,855,315,0.0,0.0,855.0,315.0,,source/images/S-033.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-034,image-5b6623d99e53447df7ad32723d27f9b7c8214f23,d61007cd2e2f7fde7c6f4400985b49fdc27a4fbe60c3783fc881427be08b7d32,714,86,0.0,0.0,714.0,86.0,,source/images/S-034.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-035,image-04b28b409eb9e3c8df9540e48a6aedd98c599e35,8ba549a9d08145f9ffe497ba0ea05130fce0e9f9fc906e00be76d6b8770c25eb,713,536,0.0,0.0,642.0,482.0,,source/images/S-035.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-036,image-9850bcef5dfd5d92be34f0b35ef720f12598979c,3e3abee8b56204582c5f14deaa678f7751ce9522b83ace56f62784873202ba2b,810,532,0.0,0.0,734.0,482.0,,source/images/S-036.png,M02-shaping-extensions-di-controller,covered-by-v002-module,covered-by-v002-question-bank
S-037,image-955526008e3100535ba879fc9b2e2dda2307a3c9,586a3345503a20cd98a340b660cc5d55ac7d17f1010fc6b93df2deb3337eb8ab,646,416,0.0,0.0,775.0,499.0,S-028,source/images/S-037.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-038,image-5c91cab0a0fe56e5e926580f53111e45a56b9c95,4603dbc44eb31234a619f3dc232566a97240f97f1b77a00ea5aa0ac18f954f0e,753,365,0.0,0.0,753.0,365.0,S-029,source/images/S-038.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-039,image-bd869a396e480c9a07219eeb5cc273ce7f46b5d4,916c3b86e508e5065dfe841fa05ae6b4757748a62434cc57dec4248f61da6722,812,483,0.0,0.0,633.0,376.0,S-030,source/images/S-039.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-040,image-a71d70a4a561e28c3b696d6f9416e11af2b63c65,5b49dadc0a99b60529b3b6f06ed044433642a2f2840fc842597ea47a6e077b20,835,219,0.0,0.0,835.0,219.0,S-031,source/images/S-040.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-041,image-24ef28420707d79ccfbf64e33850b741f0b64c19,d7eaa7d8684338746ae5535d16c0243648c67826d9d5cf3e16cda9bfbc35112e,854,289,0.0,0.0,854.0,289.0,,source/images/S-041.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-042,image-56e99ccad7c07e629e2d5dd10ac6615270aee6a5,cbd0987519b5d6f7815e2f9bffd4b4f20e25d68257ba6c04f9ac104eb8f89a2a,811,535,0.0,0.0,652.0,430.0,,source/images/S-042.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-043,image-efc7d800fecfc60d698347fdfe7268549f6ad125,9266ed0e69acb583f02ccf68abe14f5f94c2c9bdb6fac56bffbee2dc6f10d8e7,809,273,0.0,0.0,809.0,273.0,,source/images/S-043.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-044,image-e4907ac42150eb59e211d979731ba08873137b12,331b7ff5a106ed76d1fc5963dfea577d6dae575463cb2f1c48c5ed444239726f,862,334,0.0,0.0,862.0,334.0,,source/images/S-044.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-045,image-3cf7263f1cf73517abae3dd215bb09f30693efe7,fc9af0c29c204fcc35bb8812fe1b2c250d93d72fc9e8d8b321ac5332d90f535f,805,448,0.0,0.0,773.0,430.0,,source/images/S-045.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-046,image-414e8802667f012142bce95b96e7ced464a199d7,339d830d7edbb51424a849f29d1ba22358d652af53a969032a1709164162a265,816,271,0.0,0.0,816.0,271.0,,source/images/S-046.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-047,image-3c37282676fd56ba06a958ad7e75ca2777f48c37,af0e26625fa018ebaca8d3b93b0861f2bdd03202bd5351e521fed3b41f13a049,801,469,0.0,0.0,734.0,430.0,,source/images/S-047.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-048,image-bdb40a9127733a8fc255a16584e642c1d34ac12e,bed372fd3a6e7a5b94fe3f6514c05b5f0334bf4bc5c42d7972d08ac2d348e744,756,349,0.0,0.0,756.0,349.0,,source/images/S-048.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-049,image-e6093cc4c313011769965cbc26fa99a5de60d3b1,b495b220c7be90b4ac4ab40275324cc52cac854dac9b624ca4d7d772c75948a6,823,496,0.0,0.0,800.0,482.0,,source/images/S-049.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-050,image-66534cb2488fba043649917566d54d42d13aea9d,a167be5251dc29c06836494a51d180a5a2920db11e84ffcdb2788ccef6098b34,864,412,0.0,0.0,864.0,412.0,,source/images/S-050.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-051,image-5dfdc994fc6232a9ad311dfbd02e686ba549eb2f,8932f5044efb6c11e840aa79fd5a4442e94842b8929a2f577b19a380f8870fef,825,342,0.0,0.0,825.0,342.0,,source/images/S-051.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-052,image-a9cf7cd00bdf0c4a6937a6ea386bd9ec2835b6d6,94959cda5162ef982a386329dbe143b534bfc0f2326cef25453327cf0ed0f141,796,288,0.0,0.0,796.0,288.0,,source/images/S-052.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-053,image-07bb05356c1ff52650c91bf349568a934e8a4c9e,802b9838ad3ea2b8a93c9809b80d24f1d55bbbdc9291ccdbb566a8c6543fea73,870,337,0.0,0.0,870.0,337.0,,source/images/S-053.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-054,image-8a4ceaa16cae5221de0ff8185c168e19920e0e79,43a5fefcb0a62bb02c01895681fa7b984d2debf042654b1c4c47e4b290ca892d,801,268,0.0,0.0,801.0,268.0,,source/images/S-054.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-055,image-b8699c1754de5a37dd53d5d7d1d21abc15638320,6824665977edd5ba26507d40a790200395fc516b6b5d7c1e5da1a3ec1b6e6fec,735,370,0.0,0.0,735.0,370.0,,source/images/S-055.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-056,image-bfae864a8e3c9051f98520b3e6d559236c3b8924,542a178e77439a177e2af95b29d1436ce116a727eca7966b8f27b6e0a0818bb3,771,379,0.0,0.0,771.0,379.0,,source/images/S-056.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-057,image-1e478180ea5151a583bdec7757442b66ca6a6bae,a93e43ed934a5f09e42040702d71ff1bae758efaa7207f7b3498085410ca5c7e,825,279,0.0,0.0,825.0,279.0,,source/images/S-057.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-058,image-8eb7c214724e615c9bfeeb599a1b5bcdba62cc2c,de087fc7a481436f21571ae920ba9c5c66ee3446836f40b65b90d0a3881498f4,771,359,0.0,0.0,771.0,359.0,,source/images/S-058.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-059,image-6e19941064e773e780dc3ad2464fb3cfeec03e2c,7ffc12b5da4a1d718375fa3e48362e82f8b77f5b7c72c1cf08cf5ee0035865eb,782,484,0.0,0.0,779.0,482.0,,source/images/S-059.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-060,image-b485bb9ade0cdeecc743755324b6d74c54492655,040dbd07711ccb0cad756b0e8b59745a5b79381a85b980f6744d52f68d9c0813,728,311,0.0,0.0,728.0,311.0,,source/images/S-060.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-061,image-0caa65e367e68767462c500942a112bf0b8f7bbe,55c9a1facf3e5d5a9799cdf59f85569eb4ec224b2e0c80889ff1c9e91c3a139a,731,464,0.0,0.0,593.0,376.0,,source/images/S-061.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-062,image-8c48a8a434a2c899f6fa78421a11680ca3f58cc5,332d19b35f52720af85b7c455904538cc7cbc13262cad1024d911b311c7882b2,727,437,0.0,0.0,626.0,376.0,,source/images/S-062.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
S-063,image-f59fa0e8717e101e722e76e70b6b154f614a048c,92001764e20feb5612402bbbdd0329c44e7eb0da5b4ee9ab6d73e92f0389661b,984,482,0.0,0.0,614.0,301.0,,source/images/S-063.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-064,image-f59fa0e8717e101e722e76e70b6b154f614a048c,92001764e20feb5612402bbbdd0329c44e7eb0da5b4ee9ab6d73e92f0389661b,984,482,0.0,0.0,661.0,324.0,S-063,source/images/S-064.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-065,image-9d6815c769def8df1a9863f41f4642f14989e5a5,536641ac1e8036ea4cefeed48a0c92031201f4995015bffe1d9071da878a4fa4,856,544,0.0,0.0,759.0,482.0,,source/images/S-065.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-066,image-9c3e40f5d556d7ae3c78987c616fbb59ef9ef753,fc87fb3729fa4a6fa273871e321b631095b426c6af441086cf960d8c02d645b8,758,313,0.0,0.0,758.0,313.0,,source/images/S-066.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-067,image-f0f4cf3cd3bef519e00140897b1ff47d00203c6a,1e24b886b6ae56bf41015b658306bffe1951f3df44e53715cbc84a3a6969939c,838,276,0.0,0.0,838.0,276.0,,source/images/S-067.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-068,image-9a58d2d5f3e8d8065200e21a107066fe488f3341,b7012849f1b96eb67ea585ce789f4a62dabcb0bf66ae9e67e434a2b3004a2fe2,822,146,0.0,0.0,822.0,146.0,,source/images/S-068.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-069,image-74b24b11398ce27c0591d43e27013bb48e431365,d79f55af46841ccef416cfb99d5d355b091555b331edbd7b1a75068a9704657f,922,586,0.0,0.0,759.0,482.0,,source/images/S-069.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-070,image-d6e2efa5b63ef9cb56a90d19a19b316737772663,0f9ee76874fd89854594a7096dfae00902c77b61ca9caee79e131c938f9c33b1,879,488,0.0,0.0,869.0,482.0,,source/images/S-070.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-071,image-d03447c52018d0384b7568b80754c7cd8649f5f3,16a65f33b3754cc9371d7e3dad1dca71b0c19fe24bf71d502c64ed2789c6b676,901,289,0.0,0.0,901.0,289.0,,source/images/S-071.png,M03-expando-dictionary-dynamic-alternatives,covered-by-v002-module,covered-by-v002-question-bank
S-072,image-3aaad97c5a8fe66d33ee1e2fd0ec78819f5da118,77859101b1823b201766073b93d4d31846a34055342bcbf132e306d8c078299b,1089,260,0.0,0.0,1089.0,260.0,,source/images/S-072.png,M04-shaping-vs-database-projection,covered-by-v002-module,covered-by-v002-question-bank
