source_id,expected_stage,expected_region,expected_status,ledger_region,ledger_status,decision_is_final,must_recheck_before_region_close,bad_placeholder_signal_found,closure_ok
S-016,MediaTypesOfRequests Stage1,MEDIA-R02,processed-in-media-r02-v001,MEDIA-R02,processed-in-media-r02-v001,yes-for-media-r02-stage1,no-for-stage1-semantic-transcript,no,yes
S-017,MediaTypesOfRequests Stage1,MEDIA-R02,processed-in-media-r02-v001,MEDIA-R02,processed-in-media-r02-v001,yes-for-media-r02-stage1,no-for-stage1-semantic-transcript,no,yes
S-018,MediaTypesOfRequests Stage1,MEDIA-R02,processed-in-media-r02-v001,MEDIA-R02,processed-in-media-r02-v001,yes-for-media-r02-stage1,no-for-stage1-semantic-transcript,no,yes
S-019,MediaTypesOfRequests Stage1,MEDIA-R02,processed-in-media-r02-v001,MEDIA-R02,processed-in-media-r02-v001,yes-for-media-r02-stage1,no-for-stage1-semantic-transcript,no,yes
S-020,MediaTypesOfRequests Stage1,MEDIA-R02,processed-in-media-r02-v001,MEDIA-R02,processed-in-media-r02-v001,yes-for-media-r02-stage1,no-for-stage1-semantic-transcript,no,yes
S-021,MediaTypesOfRequests Stage1,MEDIA-R02,processed-in-media-r02-v001,MEDIA-R02,processed-in-media-r02-v001,yes-for-media-r02-stage1,no-for-stage1-semantic-transcript,no,yes
S-022,MediaTypesOfRequests Stage1,MEDIA-R02,processed-in-media-r02-v001,MEDIA-R02,processed-in-media-r02-v001,yes-for-media-r02-stage1,no-for-stage1-semantic-transcript,no,yes
S-023,MediaTypesOfRequests Stage1,MEDIA-R02,processed-in-media-r02-v001,MEDIA-R02,processed-in-media-r02-v001,yes-for-media-r02-stage1,no-for-stage1-semantic-transcript,no,yes
S-024,MediaTypesOfRequests Stage1,MEDIA-R02,processed-in-media-r02-v001,MEDIA-R02,processed-in-media-r02-v001,yes-for-media-r02-stage1,no-for-stage1-semantic-transcript,no,yes
S-025,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-026,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-027,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-028,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-029,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-030,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-031,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-032,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-033,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-034,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-035,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-036,MediaTypesOfRequests Stage2,MEDIA-R03,processed-in-media-r03-v001,MEDIA-R03,processed-in-media-r03-v001,yes-for-media-r03-stage2,no-for-stage2-semantic-transcript,no,yes
S-037,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-038,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-039,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-040,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-041,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-042,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-043,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-044,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-045,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-046,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-047,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-048,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-049,MediaTypesOfRequests Stage2,MEDIA-R04,processed-in-media-r04-v001,MEDIA-R04,processed-in-media-r04-v001,yes-for-media-r04-stage2,no-for-stage2-semantic-transcript,no,yes
