image_use_id,region,semantic_topic,recovery_status,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-034,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,14fd10ccc52f,image-9117cb1e7e5ea79f332332b13e97dac8941b70fd,2517.2149612401104,3748.310324446361,924.0,216.0,924,216,source/images/14fd10ccc52f.png
S-035,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,4635da9aa713,image-71cc5b213f6c08512e07ad4eb0d6248fb274ce2f,4075.4927525812564,3769.143576399486,803.0,169.0,803,169,source/images/4635da9aa713.png
S-036,R04,"selection guide, projection and performance trade-offs",recovered_missing,processed,d926fec2ee4a,image-19b14217b9288ec95d334661b1152aea0a1b87cf,8230.634211696366,3802.8435668945312,900.0,482.0,918,492,source/images/d926fec2ee4a.png
S-037,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,e4774ee3c942,image-4fcfaed9d2901e29f4a8a34eb26e47ce24200286,387.65209537844567,3881.7887108390887,908.0,192.0,908,192,source/images/e4774ee3c942.png
S-038,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,44414b885db0,image-50d2855ff0ecccfe0e0a43cf70a7c78c9f89f8cf,2543.7149612401104,3962.643576399486,663.0,214.0,663,214,source/images/44414b885db0.png
S-039,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,eacba0b7b180,image-ea681cc3944ded10d2dd3935c6ddb2aaf4ded886,5570.049840489144,4022.8583370518436,882.0,464.0,882,464,source/images/eacba0b7b180.png
S-040,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,2fea9efe9ccf,image-6a3a0eeca6944958c64b4f1d742495efa340771a,4066.0084902886447,4040.7032225740377,846.0,388.0,846,388,source/images/2fea9efe9ccf.png
S-041,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,8c0fadd660a1,image-6401de92ea42b493a025fe863ed399b49382e3db,387.4169956844863,4163.334380355274,940.0,397.0,940,397,source/images/8c0fadd660a1.png
S-042,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,15db1978ad86,image-7fb99edc2ff5978301d6d50c0ac37dc32aef1362,2547.2149612401104,4186.310263411205,848.0,212.0,848,212,source/images/15db1978ad86.png
S-043,R04,"selection guide, projection and performance trade-offs",recovered_missing,processed,542b038c6916,image-ca1b3e657d0269581ecc3b435a5d6ffaea437399,8218.096483037829,4289.166442871094,693.0,283.0,693,283,source/images/542b038c6916.png
S-044,R04,"selection guide, projection and performance trade-offs",recovered_missing,processed,5324496808e2,image-f920c66155ae44e1ece614776ca12009d5ae88e1,8189.263231084705,4601.666442871094,700.0,434.0,700,434,source/images/5324496808e2.png
S-045,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,45fa89709ce8,image-5de77b09356b10635ff8262416a896e14fb7d71c,367.75390706412236,4621.017619967225,972.0,342.0,972,342,source/images/45fa89709ce8.png
S-046,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,fce6a9934997,image-bd5dd0431fa52be4ac1035f5ba85d0a02b406537,2581.3265538507876,4825.1988895098375,820.0,258.0,820,258,source/images/fce6a9934997.png
S-047,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,8d25d0caf648,image-7652c2d26453aa4bb09d017895538d6058ecc7cf,383.7667901771031,4979.376572416143,965.0,342.0,965,342,source/images/8d25d0caf648.png
S-048,R04,"selection guide, projection and performance trade-offs",recovered_missing,processed,241996ca50be,image-67faa9c2905d4682df735fed025c9e5064ff3ff9,8194.263109014391,5061.49981689453,738.0,293.0,738,293,source/images/241996ca50be.png
S-049,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,0b970dfd7afd,image-1b7d90a1df459172d4d625f7442bb66e9f726960,2584.826431780475,5099.532263533275,853.0,264.0,853,264,source/images/0b970dfd7afd.png
S-050,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,ad74d6b7b664,image-c48b94c7d820c9d26cbaca2b20d00db553078b13,360.89206979115227,5362.550413061174,949.0,436.0,949,436,source/images/ad74d6b7b664.png
S-051,R04,"selection guide, projection and performance trade-offs",recovered_missing,processed,6cc214a67bd7,image-6927ec63e4841a6ce93dc2a6ced105b7653948e3,8175.429328351585,5376.176879882812,768.0,482.0,990,622,source/images/6cc214a67bd7.png
S-052,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,d7ea778c182b,image-d3c4b7415f6c3daf6289351bbd14436fab66f735,2631.0768362838967,5609.006989702634,747.0,482.0,858,554,source/images/d7ea778c182b.png
S-053,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,4c4fadcf375f,image-cc87197de9deb9beb55c822393486112f0742282,357.9847075949716,5832.087427492599,920.0,431.0,920,431,source/images/4c4fadcf375f.png
S-054,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,e6ed967d1e57,image-8efcb1d692c2b8bf4775133c1635651a9563e9df,2638.8866728820058,6113.45146805549,771.0,482.0,894,559,source/images/e6ed967d1e57.png
S-055,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,2f47e7f30850,image-bb2c54ff6bb8940c7344ce50cdef855c099ac185,406.56246446898933,6297.288735879148,951.0,289.0,951,289,source/images/2f47e7f30850.png
S-056,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,b1ca61c15412,image-daaad853fca49394a666e7717f5a83a9d5de11d5,408.84017442992683,6611.955402545812,962.0,393.0,962,393,source/images/b1ca61c15412.png
S-057,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,4b4a26809a4c,image-be7147a27a08d9ff7cb3dc9002b25c5932357ff1,2661.615478734251,6633.451569780756,739.0,482.0,938,612,source/images/4b4a26809a4c.png
S-058,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,fecc7cb13cd1,image-8bf53052084fd5878a00bcf7eaca28275be2410a,408.39569607706346,7029.733163369382,934.0,353.0,934,353,source/images/fecc7cb13cd1.png
S-059,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,ffe3f39410a7,image-7f8dcebb54a421cd0b56a07c6db3b7f893405133,382.6179861161223,7369.010975055578,970.0,470.0,970,470,source/images/ffe3f39410a7.png
S-060,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,b4f9fa774b0d,image-5ab291fefe2167268d95aa7b50a43a4a1eb49cde,419.697992660626,7839.521391722242,836.0,482.0,993,573,source/images/b4f9fa774b0d.png
S-061,R03,"buffering, explicit loading, retries, MARS and consistency",recovered_missing,processed,923ff3f9cab2,image-0b1552c0a149e5963818f6837d07b6979f515b4a,368.7551679532413,8416.188058388907,849.0,482.0,1019,579,source/images/923ff3f9cab2.png
