region,source_id,image_use_id,file_id,image_file,x,y,width,height,theme,stage1_status,region_description
R01,S-011,IU-011,6e9c6638c8,source/images/6e9c6638c8.png,3553.456,1947.349,1095.0,161.0,query syntax basics / from-where-select,verified-semantic-transcript,"query syntax vs method syntax, from as enumeration variable, where/select basics"
R01,S-012,IU-012,27d83080e3,source/images/27d83080e3.png,5065.791,1956.984,892.0,425.0,query syntax basics / from-where-select,verified-semantic-transcript,"query syntax vs method syntax, from as enumeration variable, where/select basics"
R02,S-013,IU-013,37635b7b30,source/images/37635b7b30.png,101.652,1968.252,755.0,482.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-014,IU-014,7abf3c4559,source/images/7abf3c4559.png,3573.074,2110.134,1076.0,164.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-015,IU-015,cb506339a0,source/images/cb506339a0.png,1283.411,2179.463,843.0,391.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-016,IU-016,1f01873d61,source/images/1f01873d61.png,3557.396,2343.327,1022.0,376.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-017,IU-017,66d34afaaa,source/images/66d34afaaa.png,96.77,2457.141,727.0,482.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-018,IU-018,a38ffa1bc1,source/images/a38ffa1bc1.png,5330.055,2517.738,955.0,328.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-019,IU-019,03b39811d3,source/images/03b39811d3.png,1278.522,2571.075,855.0,430.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-020,IU-020,3d7a4da456,source/images/3d7a4da456.png,3553.847,2738.558,1069.0,352.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-021,IU-021,dc1c85837a,source/images/dc1c85837a.png,86.626,2899.363,739.0,482.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-022,IU-022,79729bc884,source/images/79729bc884.png,5347.222,2904.682,1026.0,411.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-023,IU-023,c17d904641,source/images/c17d904641.png,1278.189,3007.463,829.0,355.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R02,S-024,IU-024,bb418ac503,source/images/bb418ac503.png,3533.013,3131.225,1139.0,260.0,join / group join / into,verified-semantic-transcript,"join/group join, into continuation, grouping and matched result sets"
R03,S-025,IU-025,c721a2cbbd,source/images/c721a2cbbd.png,1261.244,3389.186,774.0,396.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-026,IU-026,55aa925941,source/images/55aa925941.png,86.967,3408.408,667.0,362.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-027,IU-027,fd149fc281,source/images/fd149fc281.png,5530.055,3433.015,911.0,293.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-028,IU-028,4b360db2f7,source/images/4b360db2f7.png,71.133,3783.63,812.0,456.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-029,IU-029,7b3fd86e75,source/images/7b3fd86e75.png,1233.356,3795.63,732.0,252.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-030,IU-030,2b01be9fa2,source/images/2b01be9fa2.png,63.078,4255.686,757.0,363.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-031,IU-031,a7d1578006,source/images/a7d1578006.png,57.689,4631.519,830.0,418.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-032,IU-032,e5c00ac309,source/images/e5c00ac309.png,52.111,5062.696,661.0,482.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-033,IU-033,054828a5a7,source/images/054828a5a7.png,36.095,5564.918,655.0,482.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-034,IU-034,c38646d438,source/images/c38646d438.png,30.689,6048.408,744.0,322.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-035,IU-035,1385c4da00,source/images/1385c4da00.png,14.941,6374.918,762.0,482.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
R03,S-036,IU-036,54e067fd4b,source/images/54e067fd4b.png,10.0,6870.474,585.0,482.0,left join patterns / DefaultIfEmpty / final model,verified-semantic-transcript,"left join patterns, DefaultIfEmpty, multiple from clauses vs into, final mental model"
