id,text,x,y,transform
T-086,only if a key,0,17.619999999999997,
T-087,value generated on add,0,57.08879999999998,
T-088,hasdefaultvalue,0,138.08879999999994,
T-089,manually set wins,0,219.08879999999994,
T-090,defaults,0,147.30319999999995,
T-091,can we query base type,0,68.99207932942707,
T-092,and then safely cast it without loosing,0,166.88095465494786,
T-093,data?,0,264.76982998046867,
T-094,!!!,0,71.83538461538534,
T-095,"cast - its about compiler,",0,82.13626632925124,
T-096,not runtime,0,198.67466918006176,
T-097,so tpt is kinda always bad with perf,0,31.246133333333372,
T-098,and we may thing about tpc over tph when,0,75.57946666666676,
T-099,"there is a lot of nulls with tph, really wide tables",0,119.91280000000015,
T-100,and we really dont need to query base type at all or a lot,0,164.24613333333355,
T-101,or if there are some optimisations with it,0,208.57946666666692,
T-102,inheritance,0,381.76659497070335,
T-103,hasbasetype,0,98.83979928152853,
T-104,TPH,0,98.83979928152853,
T-105,----------------concrete queries----------------,0,98.83979928152853,
T-106,----------------polymorphic----------------,0,98.83979928152853,
T-107,polymorphic queries,0,98.83979928152853,
T-108,TPT,0,98.83979928152853,
T-109,queries cost,0,98.83979928152853,
T-110,TPC,0,98.83979928152853,
T-111,remove inheritance,0,98.83979928152853,
T-112,"strategies, pros cons",0,98.83979928152853,
T-113,when to use what,0,239.077879987443,
T-114,!!!,0,134.659528187145,
T-115,mapping readonly,0,94.05165400390624,
T-116,collection that has backing,0,227.4961120117187,
T-117,private field,0,360.94057001953115,
T-118,"map property, can set access mode",0,53.64311708577482,
T-119,"if cant find, can do navigation.hasfield",0,129.75423667399107,
T-120,conventions +,0,56.384,
T-121,explicit configurations,0,136.38400000000001,
T-122,valuegenerated on add is needed mostly when,0,17.619999999999997,
T-123,"you have some id mapping to shadowprop, then there wont be",0,42.62,
T-124,an automatic generatedonadd,0,67.62,
T-125,custom converters,0,84.57600000000001,
T-126,enum to string conver,0,84.57600000000001,
T-127,when enum to string,0,84.57600000000001,
T-128,can be good/bad,0,204.57600000000002,
T-129,careful with comparisons,0,84.57600000000001,
T-130,when you ve converted enums,0,204.57600000000002,
T-131,convertions,0,233.75859497070303,
T-132,!!!!,0,90.63006231219924,
T-133,!!!,0,163.9499150041854,
T-134,!!!,0,34.06533333333313,
T-135,what is the default behavior,0,72.75101983235658,
T-136,with inheritance,0,175.9732386637365,
T-137,how to avoid it,0,279.19545749511644,
T-138,when to use hasbasetype(type null),0,382.4176763264964,
T-139,things that can map shared base class,0,72.75101983235658,
T-140,"default tph behavior, discriminator",0,72.75101983235658,
T-141,how to say this entity shouldnt,0,72.75101983235658,
T-142,be part of inheritance,0,175.9732386637365,
T-143,when to use hasbasetype(type null),0,72.75101983235658,
T-144,changing from tph to independent tables,0,31.402781844075317,
T-145,in c# you have some domain inheritance for,0,31.402781844075317,
T-146,"buisness rules, but you dont want to persist",0,75.95837469889274,
T-147,with this hierarchy,0,120.51396755371016,
T-148,dbset,0,72.75101983235658,
T-149,rel/navigation discovery,0,72.75101983235658,
T-150,has... configurations,0,72.75101983235658,
T-151,applyconfiguration,0,72.75101983235658,
T-152,apply config from ass,0,72.75101983235658,
T-153,shared type entity config,0,72.75101983235658,
