text_id,text,x,y,status
T-049,combined policy with,2515.3154005595316,4943.927289026008,pending_transcript
T-050,requirements into,2515.3154005595316,4968.927289026008,pending_transcript
T-051,result policy,2515.3154005595316,4993.927289026008,pending_transcript
T-052,cache if cacheable,2515.3154005595316,5043.927289026008,pending_transcript
T-053,if no policies,2498.763619176176,5282.432113396809,pending_transcript
T-054,just call next,2498.763619176176,5307.432113396809,pending_transcript
T-055,(means that there is,2498.763619176176,5332.432113396809,pending_transcript
T-056,even no fallback policy,2498.763619176176,5357.432113396809,pending_transcript
T-057,that is applyed when,2498.763619176176,5382.432113396809,pending_transcript
T-058,tehre is nothing on endpoint),2498.763619176176,5407.432113396809,pending_transcript
T-059,if policy has scheme/s,6120.256094778779,6516.298770769749,pending_transcript
T-060,but there is the one that we ve,6120.256094778779,6566.0606791647,pending_transcript
T-061,authenticated already as default scheme,6120.256094778779,6615.82258755965,pending_transcript
T-062,during authentication middleware call,6120.256094778779,6665.5844959546,pending_transcript
T-063,the handler is scoped and here,7418.0408918857665,9008.807980380592,pending_transcript
T-064,in ensure,7418.0408918857665,9052.393851296787,pending_transcript
T-065,"we set some prop on it, so it has cached result",7418.0408918857665,9095.97972221298,pending_transcript
T-066,"Policy evaluator authenticate, run all",2822.482307976683,6971.394025802234,pending_transcript
T-067,"schemes, (used handler results",2822.482307976683,7065.560705184558,pending_transcript
T-068,are cached),2822.482307976683,7159.727384566882,pending_transcript
T-069,merge principal from multiple schemes,2822.482307976683,7253.894063949207,pending_transcript
T-070,if there are some,2822.482307976683,7348.060743331531,pending_transcript
T-071,create new ticket from new,2470.6512050748897,7941.376447280248,pending_transcript
T-072,principal and concatenation of,2470.6512050748897,7966.376447280248,pending_transcript
T-073,schemes,2470.6512050748897,7991.376447280248,pending_transcript
T-074,or,2470.6512050748897,8016.376447280248,pending_transcript
T-075,nested func,2563.5553774374675,8452.952669120938,pending_transcript
T-076,"if there is no attributes, then we get result from features/context.user",2843.4744422182193,8366.08123522347,pending_transcript
T-077,"policyevaluator, authorizeasync",2892.353487985686,8805.40102178423,pending_transcript
T-078,call authorizationservice.Authorize,2892.353487985686,8878.505038185114,pending_transcript
T-079,if failed - forbid(authorizationfailure),2892.353487985686,8951.609054585997,pending_transcript
T-080,if no authentication failure - challenge,2892.353487985686,9024.71307098688,pending_transcript
T-081,authorizaitonserviceextensions,2833.9747766938317,10703.692838379031,pending_transcript
T-082,defaultauthorizationservice,2968.5455447400436,11122.338406524692,pending_transcript
T-083,authorizeasync,2968.5455447400436,11261.227281850212,pending_transcript
T-084,but we can fail fast inside one specific expensive handler with context,6541.511591482269,13419.495925932793,pending_transcript
T-085,has failed,6541.511591482269,13444.495925932793,pending_transcript
T-086,!!!,5006.671882086888,14159.071023156994,pending_transcript
T-087,!!!WW,4513.863998265509,15061.565138937161,pending_transcript
T-088,!!!,4932.805262261374,18018.871600803785,pending_transcript
T-089,custom handler example,6224.696887820603,17043.954384846853,pending_transcript
T-090,bypasses scheme beh,6163.956192291089,18636.546954833837,pending_transcript
T-091,customize only specific cases,6129.24707809528,19561.837922987048,pending_transcript
T-092,policyauthorizationresult,550.2059004666062,16860.245355293635,pending_transcript
T-093,events wont run,7287.753555170199,18671.454186264993,pending_transcript
T-094,AuthorizationPolicy,3477.0105851681965,17102.35602917319,pending_transcript
T-095,properties,3461.4064315804926,17686.61113913484,pending_transcript
T-096,requirements,3484.9961438701557,18121.482918356593,pending_transcript
T-097,authSchemes,3527.047488521598,18584.04705222078,pending_transcript
T-098,inspect failed requirements,534.4064907898119,17241.690829660514,pending_transcript
T-099,succeeded,2065.8350622183834,17234.071723912748,pending_transcript
T-100,Challenged,2020.8350622183834,17834.905082677396,pending_transcript
T-101,Forbidden,2089.168420983032,18729.07176205972,pending_transcript
T-102,Custom response for,682.7716697336641,18227.283663334492,pending_transcript
T-103,specific requirements,682.7716697336641,18337.997949048782,pending_transcript
T-104,result types,2123.564037954561,17028.755843643605,pending_transcript
T-105,or can pass some metadata in headers/context so your,6967.339246684938,19672.080615465395,pending_transcript
T-106,forbidden even callback will know the exatc reason of forbid,6967.339246684938,19711.747282132063,pending_transcript
T-107,and you may pass some info to frontend,6967.339246684938,19751.41394879873,pending_transcript
T-108,+,6967.339246684938,19830.747282132063,pending_transcript
T-109,its mostly safe to bypass forbid,6967.339246684938,19910.080615465395,pending_transcript
T-110,if you dont need events to run,6967.339246684938,19949.747282132063,pending_transcript
T-111,authentication result check,2534.8263378747515,9545.750099635272,pending_transcript
T-112,not authorization,2534.8263378747515,9570.750099635272,pending_transcript
