source_id,image_use_id,fileId_short,region,subregion,coverage_status,decision_is_final,audit_result,review_notes
S-030,IU-030,a9c24057ad,CH02,CH02D,processed-in-ch02-v001,yes-for-ch02-v001-boundary,ok-processed,Included in CH02 v001 after NEXT01 visual/semantic transcript pass.
S-031,IU-031,b6bbad0f58,CH02,CH02D,processed-in-ch02-v001,yes-for-ch02-v001-boundary,ok-processed,Included in CH02 v001 after NEXT01 visual/semantic transcript pass.
S-032,IU-032,910c68a3ce,CH02,CH02D,processed-in-ch02-v001,yes-for-ch02-v001-boundary,ok-processed,Included in CH02 v001 after NEXT01 visual/semantic transcript pass.
S-033,IU-033,e917fdf9e0,CH02,CH02D,processed-in-ch02-v001,yes-for-ch02-v001-boundary,ok-processed,Included in CH02 v001 after NEXT01 visual/semantic transcript pass.
S-034,IU-034,5714d2f139,CH03,CH03A,processed-in-ch03-v001,yes-for-ch03-v001-boundary,ok-processed,Included in CH03 v001 after NEXT02 visual/semantic transcript pass.
S-035,IU-035,9fc4a5e15a,CH03,CH03A,processed-in-ch03-v001,yes-for-ch03-v001-boundary,ok-processed,Included in CH03 v001 after NEXT02 visual/semantic transcript pass.
S-036,IU-036,649b905901,CH03,CH03B,processed-in-ch03-v001,yes-for-ch03-v001-boundary,ok-processed,Included in CH03 v001 after NEXT02 visual/semantic transcript pass.
S-037,IU-037,12ed9ea359,CH03,CH03B,processed-in-ch03-v001,yes-for-ch03-v001-boundary,ok-processed,Included in CH03 v001 after NEXT02 visual/semantic transcript pass.
S-038,IU-038,c3c95ce055,CH04,CH04A,processed-in-ch04-v001,yes-for-ch04-v001-boundary,ok-processed,Included in CH04 v001 after NEXT02 visual/semantic transcript pass.
S-039,IU-039,22f0101b88,CH04,CH04A,processed-in-ch04-v001,yes-for-ch04-v001-boundary,ok-processed,Included in CH04 v001 after NEXT02 visual/semantic transcript pass.
S-040,IU-040,8a33220ff7,CH04,CH04A,processed-in-ch04-v001,yes-for-ch04-v001-boundary,ok-processed,Included in CH04 v001 after NEXT02 visual/semantic transcript pass.
S-041,IU-041,20a1daf58f,CH04,CH04A,processed-in-ch04-v001,yes-for-ch04-v001-boundary,ok-processed,Included in CH04 v001 after NEXT02 visual/semantic transcript pass.
S-042,IU-042,895c72c0d2,CH04,CH04B,processed-in-ch04-v001,yes-for-ch04-v001-boundary,ok-processed,Included in CH04 v001 after NEXT02 visual/semantic transcript pass.
S-043,IU-043,35b06c91d2,CH04,CH04B,processed-in-ch04-v001,yes-for-ch04-v001-boundary,ok-processed,Included in CH04 v001 after NEXT02 visual/semantic transcript pass.
S-044,IU-044,c1cc195551,CH04,CH04B,processed-in-ch04-v001,yes-for-ch04-v001-boundary,ok-processed,Included in CH04 v001 after NEXT02 visual/semantic transcript pass.
S-045,IU-045,93a2c2ef88,CH04,CH04B,processed-in-ch04-v001,yes-for-ch04-v001-boundary,ok-processed,Included in CH04 v001 after NEXT02 visual/semantic transcript pass.
S-046,IU-046,3a84fda7e9,CH04,CH04B,processed-in-ch04-v001,yes-for-ch04-v001-boundary,ok-processed,Included in CH04 v001 after NEXT02 visual/semantic transcript pass.
S-047,IU-047,40d96bc209,CH04,CH04B,processed-in-ch04-v001,yes-for-ch04-v001-boundary,ok-processed,Included in CH04 v001 after NEXT02 visual/semantic transcript pass.
S-048,IU-048,e678295334,CH05,CH05B,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-049,IU-049,d7437357fc,CH05,CH05B,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-050,IU-050,570ae45a1d,CH05,CH05B,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-051,IU-051,5731fe231a,CH05,CH05B,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-052,IU-052,74f1931b64,CH05,CH05C,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-053,IU-053,f8aaedfb4c,CH05,CH05C,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-054,IU-054,cf8f5e4ddf,CH05,CH05C,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-055,IU-055,df5a898bfd,CH05,CH05C,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-056,IU-056,84a8dbed34,CH05,CH05C,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-057,IU-057,d082a755d1,CH05,CH05C,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-058,IU-058,366666af82,CH05,CH05C,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-059,IU-059,80a95f74d5,CH05,CH05C,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-060,IU-060,12001449c3,CH05,CH05C,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-061,IU-061,b553a5bc46,CH05,CH05C,processed-in-ch05-v001,yes-for-ch05-v001-boundary,ok-processed,Included in CH05 v001 after NEXT03 visual/semantic transcript pass.
S-062,IU-062,3ff670517a,CH01,CH01B,processed-in-ch01-v001,yes-for-ch01-v001-boundary,ok-processed,Included in CH01 v001 after NEXT01 visual/semantic transcript pass.
