symbol_id,mime_type,sha1,intrinsic_width,intrinsic_height
image-ec4efdbdca95e8b248b079b89f05381dc391a6b3,image/png,0f28b0473fb06a0fa79efda0a41006632976cc87,100.0,100.0
image-f239497ff6ef8a5fdd5bc6209badf6e052e19582,image/png,8715486cf6ef7618d3f02d19a20c35844b37d84d,100.0,100.0
image-87039ed7a59a20436ca1f9761c0976ea31424792,image/png,db65d688eaf76e5cb66710d5d498b4720dccfebb,100.0,100.0
image-f3ca12e1b0e894986fe05dc4cac101454d444a4d,image/png,513a13a5a57887d25f18c2b4dd68636bbb0c3e65,100.0,100.0
image-072d76a994795ad3989a272315a8e4aeecd41010,image/png,2ff21887907cc6afa27857c7d2cdaa66188b4dea,100.0,100.0
image-3627be0035f84a228296404f48c5f66fefc5f7a3,image/png,121c6ea4474dea38249883df0f888a76b2b8b91d,100.0,100.0
image-2499154ef91866cc9bed47e25c855c73ba30b7e3,image/png,533eb4f7d5e99fa4dc918febc186b93b8d0bfa16,100.0,100.0
image-992e16866ddc57cf6f764efddb93d1804ada6480,image/png,507f0e859f79932c272cebbd363307e30dcc412e,100.0,100.0
image-0c44d155c70abf1d59f42c8ad5a910152220765e,image/png,aede0740cca357f116a8ed0888e890ab4faf8d36,100.0,100.0
image-af02c0b4821db376f8c6d203a76df7e5765ef662,image/png,bd14a853db1d293dc66cba39a7302b452a43df22,100.0,100.0
image-932354a11caa5a12714dfbb52a37875571e16e93,image/png,9c498bac6bdbd57ca495e7b7eff027f468cd7a7e,100.0,100.0
image-e8fadbb6190240da4597fcf5508bf9e6e2db1467,image/png,2b80aa1603031edb89556967a6fa1a41e2462026,100.0,100.0
image-0ac06196ccd18cd211b64c93a28710ba50d32934,image/png,a672b4e3465f38972740b130ce3095015d8e79ec,100.0,100.0
image-891368fd26c04efc8e912a1a3f9fd877f6e722f6,image/png,e6ff81bf2e1989c64dd39b6ee1b2aa1ddcea3df9,100.0,100.0
image-02bc935ca0209885872438019bda408444317b1e,image/png,d1f5a985390d19bdc608005e55b827e5e96934e0,100.0,100.0
image-7ec5579097b291e7492db0af9f1b5f95f1b450c0,image/png,4ed724faf84b33cddccb8468dfc273068352fe16,100.0,100.0
image-1e4bd191917e1030918918ea0e0992c2c33ef4f4,image/png,d354b194a08afd1fd95d92d4214cef7da3b44e16,100.0,100.0
image-d0a170d7ebae6a513b825031fe2f9577195dc94e,image/png,f848124d051b79aeea8a08958d8f1ff497279c2b,100.0,100.0
image-8983ea60679500b488691d6e4e08e851576f64c0,image/png,754bc9e44fa9e213e204288c9d87885990feaa2a,100.0,100.0
image-37a55397f1693449cc3dd4a3c885aa924e7d0e7a,image/png,1577fc900636c6871275489dbdab4e6c291f36fd,100.0,100.0
image-0dcd1c17486cc521c9102eb5dbd62232c0cd68db,image/png,bce8ff1681d7cc31d396f7626402e2b70bca5a96,100.0,100.0
image-587409d7710fb0a59219284abae3264241a095e7,image/png,e4855de28c4b38faab2c7ff563f4dde995566aae,100.0,100.0
image-a7cecfe246df77fbefa432043a9f7cc6889fe2f9,image/png,43819a233c386a63c96d5dd58e9816de9e1c1c2e,100.0,100.0
image-58cb3e2144894714fa8fa54478ce697f1dc19ba0,image/png,9a53087e541832cbb08f69c95b78457818997b29,100.0,100.0
image-c16e8ee38ad24a84ef121d094d505689b55a057a,image/png,520c49fed0dd2048c6b8a0c6a10aca3b7696dd62,100.0,100.0
image-9359c4c770c025eb314a4832ed18445db9142e58,image/png,fb597dadfdddad399e6695c6911c44266a34dbb7,100.0,100.0
image-07dcba8e7acafdcc364eb719bad75f2b8a05b58c,image/png,7d3aabd01308111928a14309eb515686f454d6a1,100.0,100.0
image-aa7cf2a85093048636e54040551215987d763ac5,image/png,de83a1beee08914c5be22b22f0fba4d20ddc0b90,100.0,100.0
image-e56d05440b95f4f43b3409cbb9662fe6772ba108,image/png,e01bf0fb1365721cd384b13143281291fe3c1d5c,100.0,100.0
image-3708baeb3c6232552fcc30480edc46555890536a,image/png,8575d50386ee03955de0d4587b7a8104288e695c,100.0,100.0
image-b57144be037bb862c9233ec7209286f2249e83e9,image/png,081e348ba10ce2203fbca4b3aba2a10e18a2d0da,100.0,100.0
image-8da7371ee7327957aac575a1e7a75be06c4c8681,image/png,a2f086f8e4500510ad2a1d906e780fb675e32062,100.0,100.0
image-d289933296a3b0f513b9d8864c72e0acb03f1ee2,image/png,6428a53363ffa541671bed073497a263d328b4e9,100.0,100.0
image-6276ecdfc5698b80a18ca32fc995a889101083ae,image/png,3684c68324aa9f0f7c597a2ecc8d1ef5cd05b2f9,100.0,100.0
image-229fd38b4c60560a2fd3f019c5d4417d801f6d56,image/png,3a5f0c65b94649f95ed287714f3caf727236eb2e,100.0,100.0
image-705806e5ba178f57b097bb3166ccf68e5c8248c4,image/png,f114173ba3261b8539f22dc687e55095755d6b5a,100.0,100.0
image-409089d60d26bc251cb0fa19f7699a1c81dbce67,image/png,01b164a24b89d0b876ab107680048245e29a0290,100.0,100.0
image-227c3117ddf39c0b2319d66aab530fb2b4043ee6,image/png,6bc804c62dc79f10c575fcff7dac1cdfc3f873c2,100.0,100.0
image-8937c8cf0f827cfde3f638f6f0c8b78c10597f22,image/png,1bea3b4d5868b2301f80cfc596ddd58539ae6257,100.0,100.0
image-02d7391b33527c590f80c6c51d0f0c569fc738ef,image/png,e4b0f4d9bc474a036f43f5327ca617caf5a3f0ac,100.0,100.0
image-9ad1243feaac640e8e3672dd7cdfd7eaad4d66be,image/png,06dcbf7c0f5311d322c21b7d794744f9276ac833,100.0,100.0
image-bfdc0a57ab2dbe0d2948bd7b4e3c9bd74110b0ec,image/png,269893af456f1ea47d75ebfb0af250e1da6c08f9,100.0,100.0
image-ebd55638868b87d26bb85d204e340a406657aac0,image/png,85d7de717749ff9507fabea5b3b258b5a533de7c,100.0,100.0
image-ef7939097cd097aef5e78452a3343948c0c10d93,image/png,45976ec2a2d5bee355841a9358c0aa2ea0d8b232,100.0,100.0
image-ecd95c25fa4f34e4ddb272408ec3c816330b290d,image/png,190aa380a92d2dc4efbc58b9405ff9a2dcb93975,100.0,100.0
image-2870682f58598a5a37c6ff3837b52bd35ade9285,image/png,d3986d5cdddda09d7101b6c6b129a35c769ab2bb,100.0,100.0
image-ecb07f1568d2705c00b08e38b0a71f852f44d8a2,image/png,311bc5427edc77662dbfa10c7bfacf8fc07aa999,100.0,100.0
image-6fe72c698352d1e9ecb174538877b6dce79f2ff5,image/png,58503e3acbf25a6a637d045e16620ee422e9b2e2,100.0,100.0
image-ff7a65552b334fa86cd2b6bf6abada3c743d3a97,image/png,baee1379a70665644a6e3717af8cf549206af3d2,100.0,100.0
image-8043397ddfc11798cd58de4738578753dc8e6f1d,image/png,43d24f5a90a6062a8694df7e52dc8911fb531ba2,100.0,100.0
image-e4e2a781ead2e449519fbcd5304178d3f3c4f049,image/png,bff6d1852239e830fa947184c73c343b838e85b5,100.0,100.0
image-a1f38712aeed6fd83f60f7570dc9b5ccfb33ee4c,image/png,849a26b8050d199c7e2da8ab13eed5ea0e0b7e61,100.0,100.0
image-5506c4f626ee247a8a89ec68810187e655abf3d6,image/png,2ddbe3258319980c6f06c4b09a97c690c11a5af0,100.0,100.0
image-cb065eefb946c7ba2ac3776fdb0795d42fc56d28,image/png,b698166eb6c3c6eee725da3a5ae99b2ecab49e8e,100.0,100.0
image-7035d4966dedbf6662dbd304fd11372402fcca72,image/png,aa4b301f8b5af5b44f60dc48c13dd9a278d2e322,100.0,100.0
