source_id,image_use,symbol_id,x,y,width,height,asset_sha1,region
S-058,U-058,image-f6a403fb4864260683c9a048ae71550ad34e5f6e,4209.921599,12426.66276,695.0,482.0,0af1f49c31046a524cdd0330d9f632711580ceee,R03
S-059,U-059,image-a3c864d243fe59d736524987eb2611685b314f33,4435.896332,15134.721269,755.0,482.0,152ec8d7c70409491b72f80bcb5a9dee09397720,R03
S-060,U-060,image-1fa4289ebe2fa82d592e13cb4ed842a6c12e9a2a,6225.934484,13533.325704,628.0,354.0,f038dc5150f267915621c03946f3e45798ba4432,R03
S-061,U-061,image-b6ee9ebe39ec7327bc93d8efe3f9f4f6188ee97b,6124.831982,12983.682666,931.0,482.0,1414a5e4b8398e2bffaa7a2c26846742d522db6f,R03
S-062,U-062,image-0016f4c0786d9239d1b4c10e3ff6a4592e1a3d5d,6131.307234,12632.71098,762.0,332.0,04ed203634681c553a4063f67f92f815395a18f5,R03
S-063,U-063,image-6ac81017324e8de593c1fd8021aad7a52616f5cd,6128.7011,12261.513992,726.0,335.0,66400009abf1eba7b0c6339c50c8eb0e62709aed,R03
S-064,U-064,image-32ed691619bda9b9708023e7e95ec261ec7eddf8,6132.005242,11763.143906,708.0,482.0,1e8a3ddf55804624cfabaeaaca52a58e672b5123,R03
S-065,U-065,image-db1c200852ec883546f7419bfe77f99559b33d00,6103.623127,13928.031839,983.0,472.0,2561aca01b639280b438e53a842f73d60a24eded,R03
S-066,U-066,image-269fa79a1afedad81ab4f1afcc79d3ed8d203d1c,6155.234537,14430.309936,746.0,335.0,154bc170202164c5d3f12cd0323e3dacd52b3620,R03
S-067,U-067,image-1db52d41367aa7f918d3c63ad741524c72bb1275,7385.68294,1947.44199,987.0,389.0,dcf1c7cca4ecbe8d11697c7ee8108998e9fa8fd1,R01
S-068,U-068,image-13af665d83d0c2650b47be333ef61cf1a8645e93,7442.433228,2355.918021,779.0,482.0,841031c58a794223d9f5f1fcf0681ae49a4f8e65,R01
S-069,U-069,image-0fb0f1559aa647eac9dd24024255cfbd759ff37a,7458.582633,2874.436562,708.0,482.0,f07f6a23f4a282d148d60129b5bad269635c5baf,R01
S-070,U-070,image-e1ba33d597b0c5513f9dc8e561306492ebb44c42,7435.108843,3362.648368,740.0,457.0,1d14988a5b7d4ce5696c58dc2fc2a45da4d5bb1e,R01
S-071,U-071,image-aea9355d0bb7341b6bc07fe27fc6c0835beecbad,7445.044741,3834.436562,732.0,482.0,eae807940928938b1cecd930931768f0868ec969,R01
S-072,U-072,image-2dbe04c755e768a22ba84afe5f0d43e8868ab248,2255.102149,4161.944252,799.0,594.0,fe0b9df72e1087f11c0229cb29858dba7dd5ed1f,R01
S-073,U-073,image-0fcd4ed1a69cc3d0b35a83627f4c40bbd56e403b,2239.788622,3706.361303,926.0,361.0,b76385110f9bf1cbf061a17e2e6790d69e37028a,R01
S-074,U-074,image-58ad19c4c874e577dae6bbe92dca3f75adde5517,640.84038,3467.450872,631.0,463.0,283c46950e59bf04db5bbdf9e0dfffec36fff985,R01
