source_id,image_use,symbol_id,x,y,width,height,asset_sha1,region,status,transcript
S-013,U-013,image-ebd55638868b87d26bb85d204e340a406657aac0,5659.436223398084,5367.722198725903,764.0,153.0,85d7de717749ff9507fabea5b3b258b5a533de7c,R02,reviewed,regions/R02.md
S-014,U-014,image-bfdc0a57ab2dbe0d2948bd7b4e3c9bd74110b0ec,5611.29834693416,5517.139977588754,893.0,482.0,269893af456f1ea47d75ebfb0af250e1da6c08f9,R02,reviewed,regions/R02.md
S-015,U-015,image-9ad1243feaac640e8e3672dd7cdfd7eaad4d66be,5805.916073340857,6079.891306798824,666.0,482.0,06dcbf7c0f5311d322c21b7d794744f9276ac833,R02,reviewed,regions/R02.md
S-016,U-016,image-02d7391b33527c590f80c6c51d0f0c569fc738ef,5763.719337392379,6576.976128227397,773.0,391.0,e4b0f4d9bc474a036f43f5327ca617caf5a3f0ac,R02,reviewed,regions/R02.md
S-017,U-017,image-8937c8cf0f827cfde3f638f6f0c8b78c10597f22,5803.5159547751455,6975.129431101282,644.0,482.0,1bea3b4d5868b2301f80cfc596ddd58539ae6257,R02,reviewed,regions/R02.md
S-018,U-018,image-227c3117ddf39c0b2319d66aab530fb2b4043ee6,4472.631402699985,4179.539816932617,865.0,352.0,6bc804c62dc79f10c575fcff7dac1cdfc3f873c2,R01,reviewed,regions/R01.md
S-019,U-019,image-409089d60d26bc251cb0fa19f7699a1c81dbce67,5255.968359850826,14384.828085975576,655.0,482.0,01b164a24b89d0b876ab107680048245e29a0290,R03,reviewed,regions/R03.md
S-020,U-020,image-705806e5ba178f57b097bb3166ccf68e5c8248c4,5203.909438181755,14883.928936398755,598.0,261.0,f114173ba3261b8539f22dc687e55095755d6b5a,R03,reviewed,regions/R03.md
S-021,U-021,image-229fd38b4c60560a2fd3f019c5d4417d801f6d56,5232.733674835401,13868.605907834306,648.0,482.0,3a5f0c65b94649f95ed287714f3caf727236eb2e,R03,reviewed,regions/R03.md
S-022,U-022,image-6276ecdfc5698b80a18ca32fc995a889101083ae,5231.137330752621,13393.050284461904,687.0,482.0,3684c68324aa9f0f7c597a2ecc8d1ef5cd05b2f9,R03,reviewed,regions/R03.md
S-023,U-023,image-d289933296a3b0f513b9d8864c72e0acb03f1ee2,5209.211837733015,12881.939241167634,802.0,482.0,6428a53363ffa541671bed073497a263d328b4e9,R03,reviewed,regions/R03.md
S-024,U-024,image-8da7371ee7327957aac575a1e7a75be06c4c8681,5230.3509519022955,12358.605882402986,605.0,482.0,a2f086f8e4500510ad2a1d906e780fb675e32062,R03,reviewed,regions/R03.md
S-025,U-025,image-b57144be037bb862c9233ec7209286f2249e83e9,3829.505184444384,13913.986672023522,711.0,482.0,081e348ba10ce2203fbca4b3aba2a10e18a2d0da,R03,reviewed,regions/R03.md
S-026,U-026,image-3708baeb3c6232552fcc30480edc46555890536a,4453.575456306311,960.8874594158815,833.0,425.0,8575d50386ee03955de0d4587b7a8104288e695c,R01,reviewed,regions/R01.md
S-027,U-027,image-e56d05440b95f4f43b3409cbb9662fe6772ba108,4448.075456306309,1405.9479729989662,684.0,267.0,e01bf0fb1365721cd384b13143281291fe3c1d5c,R01,reviewed,regions/R01.md
S-028,U-028,image-aa7cf2a85093048636e54040551215987d763ac5,4406.423867172787,1811.2107053024565,825.0,341.0,de83a1beee08914c5be22b22f0fba4d20ddc0b90,R01,reviewed,regions/R01.md
S-029,U-029,image-07dcba8e7acafdcc364eb719bad75f2b8a05b58c,4398.125860248072,2185.493464535394,706.0,81.0,7d3aabd01308111928a14309eb515686f454d6a1,R01,reviewed,regions/R01.md
S-030,U-030,image-9359c4c770c025eb314a4832ed18445db9142e58,4463.676456543052,1717.4530518637703,481.0,65.0,fb597dadfdddad399e6695c6911c44266a34dbb7,R01,reviewed,regions/R01.md
S-031,U-031,image-c16e8ee38ad24a84ef121d094d505689b55a057a,1203.0096652638913,813.7082711230341,784.0,179.0,520c49fed0dd2048c6b8a0c6a10aca3b7696dd62,R01,reviewed,regions/R01.md
S-032,U-032,image-58cb3e2144894714fa8fa54478ce697f1dc19ba0,1207.2239509781766,1538.5655883663367,707.0,215.0,9a53087e541832cbb08f69c95b78457818997b29,R01,reviewed,regions/R01.md
S-033,U-033,image-a7cecfe246df77fbefa432043a9f7cc6889fe2f9,1164.200199583086,1827.4226440304028,854.0,163.0,43819a233c386a63c96d5dd58e9816de9e1c1c2e,R01,reviewed,regions/R01.md
S-034,U-034,image-587409d7710fb0a59219284abae3264241a095e7,1186.3668081210335,2006.970321206738,703.0,482.0,e4855de28c4b38faab2c7ff563f4dde995566aae,R01,reviewed,regions/R01.md
S-035,U-035,image-0dcd1c17486cc521c9102eb5dbd62232c0cd68db,1188.3202530341546,1009.9886259407376,662.0,482.0,bce8ff1681d7cc31d396f7626402e2b70bca5a96,R01,reviewed,regions/R01.md
S-036,U-036,image-37a55397f1693449cc3dd4a3c885aa924e7d0e7a,296.09995878958307,985.8056815188738,668.0,463.0,1577fc900636c6871275489dbdab4e6c291f36fd,R01,reviewed,regions/R01.md
S-037,U-037,image-8983ea60679500b488691d6e4e08e851576f64c0,289.41705158432615,1487.8523200609907,639.0,336.0,754bc9e44fa9e213e204288c9d87885990feaa2a,R01,reviewed,regions/R01.md
S-038,U-038,image-d0a170d7ebae6a513b825031fe2f9577195dc94e,236.0686407178482,1828.1402173443694,736.0,373.0,f848124d051b79aeea8a08958d8f1ff497279c2b,R01,reviewed,regions/R01.md
S-039,U-039,image-1e4bd191917e1030918918ea0e0992c2c33ef4f4,162.50796067523424,2194.0341382428032,791.0,320.0,d354b194a08afd1fd95d92d4214cef7da3b44e16,R01,reviewed,regions/R01.md
S-040,U-040,image-7ec5579097b291e7492db0af9f1b5f95f1b450c0,2238.584250190762,1820.7566946170937,733.0,482.0,4ed724faf84b33cddccb8468dfc273068352fe16,R01,reviewed,regions/R01.md
S-041,U-041,image-02bc935ca0209885872438019bda408444317b1e,2254.9929571241,2340.3977746064393,703.0,180.0,d1f5a985390d19bdc608005e55b827e5e96934e0,R01,reviewed,regions/R01.md
S-042,U-042,image-891368fd26c04efc8e912a1a3f9fd877f6e722f6,3157.4555631719304,602.127868350999,915.0,475.0,e6ff81bf2e1989c64dd39b6ee1b2aa1ddcea3df9,R01,reviewed,regions/R01.md
S-043,U-043,image-0ac06196ccd18cd211b64c93a28710ba50d32934,3152.2129539744874,1104.4157101478668,717.0,188.0,a672b4e3465f38972740b130ce3095015d8e79ec,R01,reviewed,regions/R01.md
S-044,U-044,image-e8fadbb6190240da4597fcf5508bf9e6e2db1467,3154.3986829139867,1335.4412783296866,696.0,482.0,2b80aa1603031edb89556967a6fa1a41e2462026,R01,reviewed,regions/R01.md
S-045,U-045,image-932354a11caa5a12714dfbb52a37875571e16e93,5846.67876614962,8182.287832813283,783.0,382.0,9c498bac6bdbd57ca495e7b7eff027f468cd7a7e,R02,reviewed,regions/R02.md
S-046,U-046,image-af02c0b4821db376f8c6d203a76df7e5765ef662,5851.752795012467,9076.084219532037,761.0,387.0,bd14a853db1d293dc66cba39a7302b452a43df22,R02,reviewed,regions/R02.md
S-047,U-047,image-0c44d155c70abf1d59f42c8ad5a910152220765e,5864.123481861426,9479.602760656166,757.0,297.0,aede0740cca357f116a8ed0888e890ab4faf8d36,R02,reviewed,regions/R02.md
S-048,U-048,image-992e16866ddc57cf6f764efddb93d1804ada6480,5756.47515286837,9817.824915061552,868.0,433.0,507f0e859f79932c272cebbd363307e30dcc412e,R02,reviewed,regions/R02.md
S-049,U-049,image-2499154ef91866cc9bed47e25c855c73ba30b7e3,5866.104872920454,8590.436026172662,756.0,422.0,533eb4f7d5e99fa4dc918febc186b93b8d0bfa16,R02,reviewed,regions/R02.md
S-050,U-050,image-3627be0035f84a228296404f48c5f66fefc5f7a3,4390.79290895465,8115.157171189837,822.0,176.0,121c6ea4474dea38249883df0f888a76b2b8b91d,R02,reviewed,regions/R02.md
S-051,U-051,image-072d76a994795ad3989a272315a8e4aeecd41010,4354.248698048776,8336.333010865805,1033.0,388.0,2ff21887907cc6afa27857c7d2cdaa66188b4dea,R02,reviewed,regions/R02.md
S-052,U-052,image-f3ca12e1b0e894986fe05dc4cac101454d444a4d,4363.137441131458,8743.777448528566,927.0,356.0,513a13a5a57887d25f18c2b4dd68636bbb0c3e65,R02,reviewed,regions/R02.md
S-053,U-053,image-87039ed7a59a20436ca1f9761c0976ea31424792,4661.48319757838,10808.601046791322,978.0,416.0,db65d688eaf76e5cb66710d5d498b4720dccfebb,R03,reviewed,regions/R03.md
S-054,U-054,image-f239497ff6ef8a5fdd5bc6209badf6e052e19582,4661.273028271775,11238.44220570362,746.0,412.0,8715486cf6ef7618d3f02d19a20c35844b37d84d,R03,reviewed,regions/R03.md
S-055,U-055,image-ec4efdbdca95e8b248b079b89f05381dc391a6b3,4684.545253755319,11677.672239570496,624.0,482.0,0f28b0473fb06a0fa79efda0a41006632976cc87,R03,reviewed,regions/R03.md
S-056,U-056,image-d20b8120607c2a14b91a07c1e8e32253fb2ffa08,4332.424539508167,13391.090419976073,657.0,482.0,fd52aa4d58eb771282df9af7b329c8ae30fc4cc4,R03,reviewed,regions/R03.md
S-057,U-057,image-acdfd5d9c5d1cf3ab70d294ac542e24b77921055,4266.280216634616,12918.784037055066,660.0,482.0,5dffbd963a24c954fdcea865b75d2a56837b04ae,R03,reviewed,regions/R03.md
S-058,U-058,image-f6a403fb4864260683c9a048ae71550ad34e5f6e,4209.92159871208,12426.662760199597,695.0,482.0,0af1f49c31046a524cdd0330d9f632711580ceee,R03,reviewed,regions/R03.md
S-059,U-059,image-a3c864d243fe59d736524987eb2611685b314f33,4435.896331569587,15134.721268928366,755.0,482.0,152ec8d7c70409491b72f80bcb5a9dee09397720,R03,reviewed,regions/R03.md
S-060,U-060,image-1fa4289ebe2fa82d592e13cb4ed842a6c12e9a2a,6225.934484320351,13533.325703893737,628.0,354.0,f038dc5150f267915621c03946f3e45798ba4432,R03,reviewed,regions/R03.md
S-061,U-061,image-b6ee9ebe39ec7327bc93d8efe3f9f4f6188ee97b,6124.831982438112,12983.682666282446,931.0,482.0,1414a5e4b8398e2bffaa7a2c26846742d522db6f,R03,reviewed,regions/R03.md
S-062,U-062,image-0016f4c0786d9239d1b4c10e3ff6a4592e1a3d5d,6131.307234168477,12632.710980429778,762.0,332.0,04ed203634681c553a4063f67f92f815395a18f5,R03,reviewed,regions/R03.md
S-063,U-063,image-6ac81017324e8de593c1fd8021aad7a52616f5cd,6128.7010995804085,12261.513992237306,726.0,335.0,66400009abf1eba7b0c6339c50c8eb0e62709aed,R03,reviewed,regions/R03.md
S-064,U-064,image-32ed691619bda9b9708023e7e95ec261ec7eddf8,6132.005241551176,11763.143906183901,708.0,482.0,1e8a3ddf55804624cfabaeaaca52a58e672b5123,R03,reviewed,regions/R03.md
S-065,U-065,image-db1c200852ec883546f7419bfe77f99559b33d00,6103.623127061595,13928.031838985757,983.0,472.0,2561aca01b639280b438e53a842f73d60a24eded,R03,reviewed,regions/R03.md
S-066,U-066,image-269fa79a1afedad81ab4f1afcc79d3ed8d203d1c,6155.234536566803,14430.309935502686,746.0,335.0,154bc170202164c5d3f12cd0323e3dacd52b3620,R03,reviewed,regions/R03.md
S-067,U-067,image-1db52d41367aa7f918d3c63ad741524c72bb1275,7385.68293994805,1947.4419895822311,987.0,389.0,dcf1c7cca4ecbe8d11697c7ee8108998e9fa8fd1,R01,reviewed,regions/R01.md
S-068,U-068,image-13af665d83d0c2650b47be333ef61cf1a8645e93,7442.4332276454015,2355.9180211732482,779.0,482.0,841031c58a794223d9f5f1fcf0681ae49a4f8e65,R01,reviewed,regions/R01.md
S-069,U-069,image-0fb0f1559aa647eac9dd24024255cfbd759ff37a,7458.58263337582,2874.436562297381,708.0,482.0,f07f6a23f4a282d148d60129b5bad269635c5baf,R01,reviewed,regions/R01.md
S-070,U-070,image-e1ba33d597b0c5513f9dc8e561306492ebb44c42,7435.108843268363,3362.6483678529285,740.0,457.0,1d14988a5b7d4ce5696c58dc2fc2a45da4d5bb1e,R01,reviewed,regions/R01.md
S-071,U-071,image-aea9355d0bb7341b6bc07fe27fc6c0835beecbad,7445.044740876104,3834.436562297359,732.0,482.0,eae807940928938b1cecd930931768f0868ec969,R01,reviewed,regions/R01.md
S-072,U-072,image-2dbe04c755e768a22ba84afe5f0d43e8868ab248,2255.1021488239344,4161.944252019077,799.0,594.0,fe0b9df72e1087f11c0229cb29858dba7dd5ed1f,R01,reviewed,regions/R01.md
S-073,U-073,image-0fcd4ed1a69cc3d0b35a83627f4c40bbd56e403b,2239.788621541133,3706.3613033786405,926.0,361.0,b76385110f9bf1cbf061a17e2e6790d69e37028a,R01,reviewed,regions/R01.md
S-074,U-074,image-58ad19c4c874e577dae6bbe92dca3f75adde5517,640.8403801430304,3467.450871521344,631.0,463.0,283c46950e59bf04db5bbdf9e0dfffec36fff985,R01,reviewed,regions/R01.md
