source_id,order_in_group,group_key,region,candidate_status,decision,meaning,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only
S-013,13,B32SEC-R01-random-secret-bytes-base32-encoding,B32SEC-R01,b32sec-r01-secret-generation-candidate-stage0,candidate-not-final-stage0-boundary-only,"Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",IU-013,d5a1cc3f1a,2292.045,2383.944,871.0,482.0,"} | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]); | // Convert to an index inside Alphabet | uint val = BitConverter.ToUInt32(random, i * 4); | // Read 4 bytes as an unsigned int (0..2^32-1) | { | for (int i = 0; i < length; i++) | var sb = new StringBuilder(length); | byte[] random = RandomNumberGenerator.GetBytes(length * 4);"
S-014,14,B32SEC-R01-random-secret-bytes-base32-encoding,B32SEC-R01,b32sec-r01-secret-generation-candidate-stage0,candidate-not-final-stage0-boundary-only,"Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",IU-014,0930efc45e,272.834,2431.552,839.0,482.0,"entropy, bitconverter unsigned int | } | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]); | // Convert to an index inside Alphabet | uint val = BitConverter.ToUInt32(random, i * 4); | // Read 4 bytes as an unsigned int (0..2^32-1) | { | for (int i = 0; i < length; i++) | var sb = new StringBuilder(length);"
S-015,15,B32SEC-R01-random-secret-bytes-base32-encoding,B32SEC-R01,b32sec-r01-secret-generation-candidate-stage0,candidate-not-final-stage0-boundary-only,"Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",IU-015,28ea1c0d03,5421.681,2449.415,1108.0,466.0,"why 5 bits for one base 32 | } | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]); | // Convert to an index inside Alphabet | uint val = BitConverter.ToUInt32(random, i * 4); | // Read 4 bytes as an unsigned int (0..2^32-1) | { | for (int i = 0; i < length; i++) | using System.Net;"
S-016,16,B32SEC-R01-random-secret-bytes-base32-encoding,B32SEC-R01,b32sec-r01-secret-generation-candidate-stage0,candidate-not-final-stage0-boundary-only,"Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",IU-016,8abb3ea9b6,2271.421,2913.78,824.0,482.0,"} | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]); | // Convert to an index inside Alphabet | uint val = BitConverter.ToUInt32(random, i * 4); | // Read 4 bytes as an unsigned int (0..2^32-1) | { | for (int i = 0; i < length; i++) | var sb = new StringBuilder(length); | using System.Net;"
S-018,17,B32SEC-R01-random-secret-bytes-base32-encoding,B32SEC-R01,b32sec-r01-secret-generation-candidate-stage0,candidate-not-final-stage0-boundary-only,"Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",IU-018,445c351263,209.142,3032.375,924.0,436.0,"entropy, bitconverter unsigned int | } | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]); | // Convert to an index inside Alphabet | using System.Net; | uint val = BitConverter.ToUInt32(random, i * 4); | // Read 4 bytes as an unsigned int (0..2^32-1) | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | {"
S-017,1,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-017,81e89319e5,5429.181,2944.415,989.0,284.0,"why 5 bits for one base 32 | using System.Net; | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | { | var i = WebUtility.UrlEncode(issuer); | var a = WebUtility.UrlEncode(account); | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | } | return sb.ToString();"
S-019,2,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-019,1f864166f4,2232.406,3411.841,912.0,323.0,"using System.Net; | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | { | var i = WebUtility.UrlEncode(issuer); | var a = WebUtility.UrlEncode(account); | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | } | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]);"
S-020,3,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-020,67413bcad1,218.66,3459.764,662.0,159.0,"using System.Net; | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | { | var i = WebUtility.UrlEncode(issuer); | var a = WebUtility.UrlEncode(account); | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | } | entropy, bitconverter unsigned int | return sb.ToString();"
S-021,4,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-021,d44dac484d,5371.014,3526.248,1076.0,371.0,"public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | { | var i = WebUtility.UrlEncode(issuer); | using System.Net; | var a = WebUtility.UrlEncode(account); | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | } | why 5 bits for one base 32 | return sb.ToString();"
S-022,5,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-022,ef3ce43858,212.804,3624.034,884.0,482.0,"var a = WebUtility.UrlEncode(account); | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var i = WebUtility.UrlEncode(issuer); | } | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | entropy, bitconverter unsigned int | return sb.ToString();"
S-023,6,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-023,ae61d75d45,2240.091,3755.437,856.0,482.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]);"
S-024,7,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-024,41095b1f9b,5378.847,3890.748,1023.0,362.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | why 5 bits for one base 32 | return sb.ToString();"
S-025,8,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-025,a23deb8e93,196.346,4178.375,997.0,384.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | entropy, bitconverter unsigned int | return sb.ToString();"
S-026,9,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-026,6a7d386cbf,2239.495,4238.472,891.0,452.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]);"
S-027,10,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-027,b8ad2b3658,5387.014,4298.081,852.0,238.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | why 5 bits for one base 32 | return sb.ToString();"
S-028,11,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-028,c67ff2a646,5377.847,4532.915,977.0,371.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | why 5 bits for one base 32 | return sb.ToString();"
S-029,12,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-029,a9d8d5295d,235.041,4595.044,854.0,482.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | entropy, bitconverter unsigned int | return sb.ToString();"
S-030,13,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-030,478de6c892,5374.681,4945.415,698.0,354.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | why 5 bits for one base 32 | return sb.ToString();"
S-031,14,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-031,208d2e042d,263.668,5075.07,758.0,482.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | entropy, bitconverter unsigned int | return sb.ToString();"
S-032,15,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-032,ace90252b6,5375.014,5298.081,1116.0,246.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | why 5 bits for one base 32 | return sb.ToString();"
S-033,16,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-033,0658797da8,267.681,5575.227,932.0,202.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | entropy, bitconverter unsigned int | return sb.ToString();"
S-034,17,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,b32sec-r02-totp-provisioning-candidate-stage0,candidate-not-final-stage0-boundary-only,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",IU-034,5919469b14,5338.681,5687.581,914.0,419.0,"} | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}""; | var a = WebUtility.UrlEncode(account); | var i = WebUtility.UrlEncode(issuer); | { | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | using System.Net; | why 5 bits for one base 32 | return sb.ToString();"
