source_id,image_use_id,fileId_short,region,subregion,coverage_status,decision_is_final,audit_result,review_notes
S-011,IU-011,ba9826e440,RIQ03,RIQ03A,processed-in-riq03-v001,yes-for-riq03-v001-boundary,ok-processed,Included in RIQ03 v001 after NEXT01 visual/semantic transcript pass.
S-012,IU-012,ae60863d25,RIQ02,RIQ02A,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-013,IU-013,e9c9e77a7b,RIQ02,RIQ02A,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-014,IU-014,df44059ae3,RIQ02,RIQ02A,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-015,IU-015,0cc04e7eb4,RIQ02,RIQ02A,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-016,IU-016,2970a712a5,RIQ02,RIQ02A,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-017,IU-017,384776d4d6,RIQ02,RIQ02A,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-018,IU-018,81bd1ea6ee,RIQ02,RIQ02A,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-019,IU-019,9d4e1bc771,RIQ02,RIQ02A,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-020,IU-020,d045b88124,RIQ02,RIQ02A,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-021,IU-021,0595fc31bb,RIQ01,RIQ01A,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-022,IU-022,060e510549,RIQ01,RIQ01A,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-023,IU-023,97b0d19420,RIQ01,RIQ01A,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-024,IU-024,cfce55e3c2,RIQ01,RIQ01A,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-025,IU-025,557cd8ade7,RIQ01,RIQ01A,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-026,IU-026,99cf810381,RIQ01,RIQ01A,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-027,IU-027,0f9cd73595,RIQ01,RIQ01A,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-028,IU-028,6d3de20cec,RIQ01,RIQ01B,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-029,IU-029,857afb5991,RIQ01,RIQ01B,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-030,IU-030,fc87e7496a,RIQ01,RIQ01B,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-031,IU-031,94f651210d,RIQ01,RIQ01B,processed-in-riq01-v001,yes-for-riq01-v001-boundary,ok-processed,Included in RIQ01 v001 after NEXT01 visual/semantic transcript pass.
S-032,IU-032,f91d34b55c,RIQ02,RIQ02B,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-033,IU-033,0dbcd1e572,RIQ02,RIQ02B,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-034,IU-034,b8acf08d71,RIQ02,RIQ02B,processed-in-riq02-v001,yes-for-riq02-v001-boundary,ok-processed,Included in RIQ02 v001 after NEXT01 visual/semantic transcript pass.
S-035,IU-035,a85a680041,RIQ04,RIQ04A,processed-in-riq04-v001,yes-for-riq04-v001-boundary,ok-processed,Included in RIQ04 v001 after NEXT01 visual/semantic transcript pass.
S-036,IU-036,ab7ec4847f,RIQ04,RIQ04A,processed-in-riq04-v001,yes-for-riq04-v001-boundary,ok-processed,Included in RIQ04 v001 after NEXT01 visual/semantic transcript pass.
S-037,IU-037,438cdbae16,RIQ04,RIQ04B,processed-in-riq04-v001,yes-for-riq04-v001-boundary,ok-processed,Included in RIQ04 v001 after NEXT01 visual/semantic transcript pass.
S-038,IU-038,66959a94bb,RIQ04,RIQ04B,processed-in-riq04-v001,yes-for-riq04-v001-boundary,ok-processed,Included in RIQ04 v001 after NEXT01 visual/semantic transcript pass.
S-039,IU-039,dc66c2e091,RIQ04,RIQ04B,processed-in-riq04-v001,yes-for-riq04-v001-boundary,ok-processed,Included in RIQ04 v001 after NEXT01 visual/semantic transcript pass.
S-040,IU-040,30a0ae790d,RIQ04,RIQ04B,processed-in-riq04-v001,yes-for-riq04-v001-boundary,ok-processed,Included in RIQ04 v001 after NEXT01 visual/semantic transcript pass.
S-041,IU-041,08bb48288e,RIQ05,RIQ05A,processed-in-riq05-v001,yes-for-riq05-v001-boundary,ok-processed,Included in RIQ05 v001 after NEXT01 visual/semantic transcript pass.
S-042,IU-042,3e6fce2b27,RIQ05,RIQ05A,processed-in-riq05-v001,yes-for-riq05-v001-boundary,ok-processed,Included in RIQ05 v001 after NEXT01 visual/semantic transcript pass.
S-043,IU-043,0513bfd6a7,RIQ05,RIQ05B,processed-in-riq05-v001,yes-for-riq05-v001-boundary,ok-processed,Included in RIQ05 v001 after NEXT01 visual/semantic transcript pass.
S-044,IU-044,83480cf104,RIQ05,RIQ05B,processed-in-riq05-v001,yes-for-riq05-v001-boundary,ok-processed,Included in RIQ05 v001 after NEXT01 visual/semantic transcript pass.
