source_id,sha256,sha256_12,placements,region_id,image_file,transcript_file,status
S-011,a301c36f6937823098acaa66ae1a65521b27ebf6f5761b6bc0714fc123e96c09,a301c36f6937,1,R01,source/images-near-literal-v001/S-011__a301c36f6937.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-012,314f1cf2eb40b0dd858730f727f71269a085fa3558361f2ae02eeac253a19efe,314f1cf2eb40,1,R01,source/images-near-literal-v001/S-012__314f1cf2eb40.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-013,2f3261666c2bc3f451ea33be912c8925da8888e4708d79b74c26da79224f00b8,2f3261666c2b,1,R01,source/images-near-literal-v001/S-013__2f3261666c2b.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-014,e413a3ad084c027009ce714278876b84b62f9eaf782a3a98eb2eabf5bcef4c15,e413a3ad084c,1,R01,source/images-near-literal-v001/S-014__e413a3ad084c.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-015,f464ba9edab9f49116c9de2281e877e6540c888e833c7f34ce00448c0f495110,f464ba9edab9,1,R01,source/images-near-literal-v001/S-015__f464ba9edab9.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-016,5131295064570d26d726ba0592afd5fa5dc06601e55c755e84e527df32b163a9,513129506457,1,R01,source/images-near-literal-v001/S-016__513129506457.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-017,2025cecfc3d167ed8a14bf15bb82d1ed2befa486c7d92ae468e01fca800b736f,2025cecfc3d1,1,R01,source/images-near-literal-v001/S-017__2025cecfc3d1.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-018,3d624d8c33162bd8736bbd56da311fc5c26abe0635efea87be455a1d1920a831,3d624d8c3316,1,R01,source/images-near-literal-v001/S-018__3d624d8c3316.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-019,9d82cd8d487e388a026e7f387d7695b2dcdada2bcd45353740f9632e8dcdf0d9,9d82cd8d487e,1,R02,source/images-near-literal-v001/S-019__9d82cd8d487e.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-020,45eefb6fd0730e044bb3a847ea230e9efbe21aa8450b47575d6c7659c6aab195,45eefb6fd073,1,R02,source/images-near-literal-v001/S-020__45eefb6fd073.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-021,45ed50d4cde635b677813aafd97a266d69456087865f40774c0ae59f0e35a5b1,45ed50d4cde6,1,R02,source/images-near-literal-v001/S-021__45ed50d4cde6.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-022,8ce9ffe3d0f5968d92f86c5bef81e1d3cddf5ee0b0c39889b204df218e168017,8ce9ffe3d0f5,1,R02,source/images-near-literal-v001/S-022__8ce9ffe3d0f5.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-023,4bed1873ca0d91e177531f30831001fc4a843ed0d676c814cd59bb23d7bf4a22,4bed1873ca0d,1,R02,source/images-near-literal-v001/S-023__4bed1873ca0d.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-024,23e6f6ed76e919313195a6fdef5f6a5f8dbd1fd58a5f1923615f73da84bc0772,23e6f6ed76e9,1,R02,source/images-near-literal-v001/S-024__23e6f6ed76e9.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-025,6c341ae6a7aa4929d02007554bef08149c85d75f4fdd9ed349d6488cf6d6cf8f,6c341ae6a7aa,1,R02,source/images-near-literal-v001/S-025__6c341ae6a7aa.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-026,6393779043fb2b77573b0db5516885c55e39278241a3b9230053f5de1d82e3a5,6393779043fb,1,R02,source/images-near-literal-v001/S-026__6393779043fb.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-027,5bccf92e96f8c93b848787df9bd7fc6afafe8b6cc7f8add21f548f7f0ba59f57,5bccf92e96f8,1,R02,source/images-near-literal-v001/S-027__5bccf92e96f8.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-028,58d5927011365d602e22d0663e2b6795a652037306824b40c856ba8629828b28,58d592701136,1,R02,source/images-near-literal-v001/S-028__58d592701136.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-029,147ef1c2bf3e4bc1de9f5e79079039ae58ca3425f45b25540760674e6a98d10a,147ef1c2bf3e,1,R02,source/images-near-literal-v001/S-029__147ef1c2bf3e.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-030,433992c7af9eb198ff03e9b0b7e8766a70761ef8e2340fe803d4426585f91b7d,433992c7af9e,1,R02,source/images-near-literal-v001/S-030__433992c7af9e.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-031,e1ad9c2d04ccfe8b6a8aee637572fb70fadb7f4f22bd45a68a5ff3b3f9046cb8,e1ad9c2d04cc,1,R02,source/images-near-literal-v001/S-031__e1ad9c2d04cc.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-032,646598c0286cde208e2d97587fbe6022becb7cda74eeeba426c7f6aa2ce93213,646598c0286c,1,R02,source/images-near-literal-v001/S-032__646598c0286c.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-033,58506d3458e53582f065520dfbc808e6a486a986c8181b7b9adb821bf31fb927,58506d3458e5,1,R02,source/images-near-literal-v001/S-033__58506d3458e5.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-034,f75545e64ec5981db414780fdf8130241686c0457585158c9c0b5ec0997b107d,f75545e64ec5,1,R02,source/images-near-literal-v001/S-034__f75545e64ec5.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-035,7796486e0b16a9518fe8bb4fb7c11348331e24ac038808e89ba5340fe7040a7f,7796486e0b16,1,R02,source/images-near-literal-v001/S-035__7796486e0b16.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-036,fa810abb9dbe10b4e7b0beb622138757f8e939aec287e398c5c4c45b6bcebce8,fa810abb9dbe,1,R02,source/images-near-literal-v001/S-036__fa810abb9dbe.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-037,4566818bee0e1e4ed748ae4b06c93571d022571ccf12e7f3929459212eb65a0e,4566818bee0e,1,R03,source/images-near-literal-v001/S-037__4566818bee0e.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-038,336be7294256ea1358160b5b332abbe67ee2c647d8962dfad8bf5ea4b209403e,336be7294256,1,R03,source/images-near-literal-v001/S-038__336be7294256.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-039,aacd40bfd07076779bc877bfb0fe1841eb3740887bdea06b1dea966643a56169,aacd40bfd070,1,R03,source/images-near-literal-v001/S-039__aacd40bfd070.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-040,9359fcb76c57d8c107b41dee3a79a7581d8dfbcfea505488de3d9daca7225bc0,9359fcb76c57,1,R03,source/images-near-literal-v001/S-040__9359fcb76c57.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-041,39d31d7b342ee1a5696eb7e0af2a4115c2f57894f41aa03006f7aa5ff0f0ff51,39d31d7b342e,1,R03,source/images-near-literal-v001/S-041__39d31d7b342e.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-042,deddffd20d90354bdef2137c9d03eb88a167d99cd5c06aabdf9f528a935f4d4a,deddffd20d90,1,R03,source/images-near-literal-v001/S-042__deddffd20d90.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-043,824b1decd1f451641fb12583f88fd96d6ffd9a01393846f56b460872b50103e3,824b1decd1f4,1,R03,source/images-near-literal-v001/S-043__824b1decd1f4.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-044,0fe32a1f13a45f1c8479103ddb20c23ee5436cb10ae548c980ec555c9be3d350,0fe32a1f13a4,1,R03,source/images-near-literal-v001/S-044__0fe32a1f13a4.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-045,76929856e6af6a15749b83e54e6ca2cfdc8c6ceaec5c35a9c1a030a8178e1833,76929856e6af,1,R03,source/images-near-literal-v001/S-045__76929856e6af.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-046,45ee1109069b70d691f8c440807a9369fff1483ead49551b4f7d7f82d5cec488,45ee1109069b,1,R03,source/images-near-literal-v001/S-046__45ee1109069b.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-047,c1556763f90dfbee2628073e19e205a5cd2f6a71980d26b310efbe0e7ffd7d15,c1556763f90d,1,R03,source/images-near-literal-v001/S-047__c1556763f90d.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-048,19305f5bbec5142a27b1952f2a966821862a34f39a30bca9032a063f64d1b2d5,19305f5bbec5,1,R03,source/images-near-literal-v001/S-048__19305f5bbec5.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-049,fcb512ebf972ae6ee81b6727113514c62c7b1b31a8e04e8a2ab15e66ae77e867,fcb512ebf972,1,R03,source/images-near-literal-v001/S-049__fcb512ebf972.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-050,7895e2798dc2cfc09333f6c64cb8d63189cd698d80781f66e1b4d5d0748ea285,7895e2798dc2,1,R03,source/images-near-literal-v001/S-050__7895e2798dc2.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-051,60b59ad66f79242abdabb9614b7031b4f51c9afbca1710bf9dcc49fb4648966e,60b59ad66f79,1,R03,source/images-near-literal-v001/S-051__60b59ad66f79.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-052,24a9d592c65cbba3695241825e5e6c236a1d193b62f251e9fba5e4165976e6f9,24a9d592c65c,1,R03,source/images-near-literal-v001/S-052__24a9d592c65c.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-053,8a90b998357662c3f4a90b6117eb778a6703783d3910e68f736b7d6c89b55d63,8a90b9983576,1,R03,source/images-near-literal-v001/S-053__8a90b9983576.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-054,361fc26e51774093ddec67eb5a4be8650e4d1a215f377e30153f6bf10b7f4d49,361fc26e5177,1,R03,source/images-near-literal-v001/S-054__361fc26e5177.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-055,7e2ddd1a8f51d409d18f95511756865affe05b356be8031a4e9a3c2247d51517,7e2ddd1a8f51,1,R04,source/images-near-literal-v001/S-055__7e2ddd1a8f51.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-056,45b612e087655989d798b66969e7cc62a59ae0eebba2cbecc6008e6d5cad2daa,45b612e08765,1,R04,source/images-near-literal-v001/S-056__45b612e08765.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-057,f27e4f53b216ce8d766a678470a22611472fa6ced47ad87936c82d13ee1d0a28,f27e4f53b216,2,R04,source/images-near-literal-v001/S-057__f27e4f53b216.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-058,8dd525c56457ac341d06411a0fe781ba48e02ad5d594bd072723b46b12703ae0,8dd525c56457,1,R04,source/images-near-literal-v001/S-058__8dd525c56457.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-059,c7ab107397d02b3acea148f104c8c8694d345810015a81f89bd702813d9b0005,c7ab107397d0,1,R04,source/images-near-literal-v001/S-059__c7ab107397d0.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-060,8763341629e92ed40ea92edd31d7edfd2b50b91f02d4545bffd855e7e4a582e4,8763341629e9,1,R04,source/images-near-literal-v001/S-060__8763341629e9.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-061,b48ac837c8ae5d36cd3256752aef59acebdf5d1f16963ce0c9a512ea48f69e6f,b48ac837c8ae,1,R04,source/images-near-literal-v001/S-061__b48ac837c8ae.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-062,c8a9f4d30844bdc6bc63e8b28b04bf1a67862ba4fcc0cecf7d4ddd5a9ff6b198,c8a9f4d30844,1,R04,source/images-near-literal-v001/S-062__c8a9f4d30844.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-063,20be8ed390510d4c06a7e5d045cbf20286ecb4c15f78b0e2223fc4bc822c07ba,20be8ed39051,1,R04,source/images-near-literal-v001/S-063__20be8ed39051.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-064,87f3611fb3ad6299c7c5fa7ba83d57d845e9eba2d9af520afb705f9026c9c9ea,87f3611fb3ad,1,R04,source/images-near-literal-v001/S-064__87f3611fb3ad.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-065,99dc93390c81a3ef28ac7f63f89e95a387d839a22b30c0647c30ac1f4299aa60,99dc93390c81,2,R04,source/images-near-literal-v001/S-065__99dc93390c81.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-066,b8d038ad2756ce630109604a4d082258b55c6553f88e0737dfb08e709ceb3c82,b8d038ad2756,1,R04,source/images-near-literal-v001/S-066__b8d038ad2756.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-067,de9865e33d8b63ddcbb97b6067cefa9e5290c5f1450455d88f0a25128a2d1507,de9865e33d8b,1,R04,source/images-near-literal-v001/S-067__de9865e33d8b.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-068,9986bb0d15ac1dde3b56b4c35c9bd618f30049056d08976ef9e638471ac9ce7c,9986bb0d15ac,1,R04,source/images-near-literal-v001/S-068__9986bb0d15ac.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-069,73a5ad219521ddf30130c65515bc85c60cc08e51155df1491cf5314c9092f07c,73a5ad219521,1,R04,source/images-near-literal-v001/S-069__73a5ad219521.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-070,7dd5ade2999f332d9dc21b2f1dca52397634fbb2992102299f4e946594b23f0b,7dd5ade2999f,1,R04,source/images-near-literal-v001/S-070__7dd5ade2999f.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-071,a033f472afb124b166f68796e4f7ba3892f2f112da530790b737d47af8644f88,a033f472afb1,1,R05,source/images-near-literal-v001/S-071__a033f472afb1.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-072,b1f0e6d05075bf133a134ded4fb482a176cf244afc64a7e01cc120371358f470,b1f0e6d05075,1,R05,source/images-near-literal-v001/S-072__b1f0e6d05075.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-073,f7ffe66e873908fe90e2848a8d7b0056176f10f89f47c98528a40660f7aa3fe5,f7ffe66e8739,1,R05,source/images-near-literal-v001/S-073__f7ffe66e8739.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-074,a6e8d6d0f0c5018294c7b371546feabab06d13973fbc0df180d4216d52c79930,a6e8d6d0f0c5,1,R05,source/images-near-literal-v001/S-074__a6e8d6d0f0c5.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-075,f76ee4803102c08bc5aee19d361307af3b2ea723d668e421ce509f5a066f0bef,f76ee4803102,1,R05,source/images-near-literal-v001/S-075__f76ee4803102.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-076,58e649044dc4d01d921102e2ccc9f77a06f4568ac5d21a20d922e44e5f08db20,58e649044dc4,1,R05,source/images-near-literal-v001/S-076__58e649044dc4.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-077,0e10a26e9d009e41f71308db489f2065be791dac50004ef0c51d198fe5dc696a,0e10a26e9d00,1,R05,source/images-near-literal-v001/S-077__0e10a26e9d00.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-078,371d82338409f49713d0dbc0ab70215218cc6c1a76f87804d5eef2f3265a8a46,371d82338409,1,R05,source/images-near-literal-v001/S-078__371d82338409.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-079,db184d9e6604f580f06957ca935dda702a7387537ed59950085138244dbb0492,db184d9e6604,1,R05,source/images-near-literal-v001/S-079__db184d9e6604.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-080,96e0dc1ddfd7bf9daf52fabf34b0675e4e095f0ee57c8880a0d2d82b12eb43d9,96e0dc1ddfd7,1,R05,source/images-near-literal-v001/S-080__96e0dc1ddfd7.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-081,60633929cf88ae7c6764b60fddcaba5ba5e303bbc660a4fdb5da643b6a6e8f41,60633929cf88,1,R05,source/images-near-literal-v001/S-081__60633929cf88.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-082,ce9e15f0acc80b09f47f28fb4eafe03a559ec69a1f4ed38f9979ae945d57d69c,ce9e15f0acc8,1,R05,source/images-near-literal-v001/S-082__ce9e15f0acc8.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-083,853594661f9528b8e6fcec2e93fd8e7d02279690444d9625ac03ec43ed58d983,853594661f95,1,R05,source/images-near-literal-v001/S-083__853594661f95.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-084,946881632e3571512731821811838c885482294ead6d7bf79fc8eb8813ecf97d,946881632e35,1,R05,source/images-near-literal-v001/S-084__946881632e35.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-085,521c2aa0ff6a865453e1572c089732e5c377f34a5aa8ec0bd64c62a3831d21ee,521c2aa0ff6a,1,R05,source/images-near-literal-v001/S-085__521c2aa0ff6a.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-086,6691ff1609b6e4d8b039fb3296b5d0616fa016c52714e4e22176df2bc83299a6,6691ff1609b6,1,R05,source/images-near-literal-v001/S-086__6691ff1609b6.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-087,4bc92fa6aed41d5fada083f710c10669bb00420420b56da0a9ca5d4262e89e2e,4bc92fa6aed4,1,R05,source/images-near-literal-v001/S-087__4bc92fa6aed4.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-088,5b8aa37929ba5cd326a48d67a4f17d4f94c1aacce36931780ffc691e84e55163,5b8aa37929ba,1,R05,source/images-near-literal-v001/S-088__5b8aa37929ba.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-089,6742380a802b5f7d5c83ba22436e8075c29ee4b7d3111732646fe532da0cb95c,6742380a802b,1,R06,source/images-near-literal-v001/S-089__6742380a802b.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-090,47ecbe5071ca328e609ac8a651fe5a9d8eb336c8db6b530314e42f1c9c342fb2,47ecbe5071ca,1,R06,source/images-near-literal-v001/S-090__47ecbe5071ca.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-091,9e13c8250670124a82d0824ac23e7d4a089f963d85419e285288d8fd6821da71,9e13c8250670,1,R06,source/images-near-literal-v001/S-091__9e13c8250670.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-092,549c1c6f251062d4fae01e8d8a02e2dba155324a7b6b8e8a632c7a3608152595,549c1c6f2510,1,R06,source/images-near-literal-v001/S-092__549c1c6f2510.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-093,f5fc992392d7b95d5d390fe2e6d79ccbf49e0a7cff918cd651331605dc1e07be,f5fc992392d7,1,R06,source/images-near-literal-v001/S-093__f5fc992392d7.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-094,59294985efea9a13ba6bac975cfbd3fd633c641b8abc05a751beb4e9e2b2cf6d,59294985efea,1,R06,source/images-near-literal-v001/S-094__59294985efea.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-095,fa126f07ea5d8a7a1cab49be106255faa75273f14e934653c82939d47b7d2151,fa126f07ea5d,1,R06,source/images-near-literal-v001/S-095__fa126f07ea5d.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-096,867a96609785c7434f8160686a08bc310db2d8093e9820388b3415eccc1c2658,867a96609785,1,R06,source/images-near-literal-v001/S-096__867a96609785.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-097,e07c7851ab62999fa8c7f408937be18c00926f1b39dcaffc0671e10c73b1bf31,e07c7851ab62,1,R06,source/images-near-literal-v001/S-097__e07c7851ab62.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-098,04826915ab466db459ab9e61e958a9f397f9b824c7e0a9129c6df885becce3a2,04826915ab46,1,R06,source/images-near-literal-v001/S-098__04826915ab46.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-099,db60dabfa9cad182685a25c9e8f35d4602e8aa73235f5d2f330c07cf56004dd5,db60dabfa9ca,1,R06,source/images-near-literal-v001/S-099__db60dabfa9ca.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-100,990799e34c435e56d26edb4ca7c28558157bc55d5c73e939a52214cc3b9eeecf,990799e34c43,1,R06,source/images-near-literal-v001/S-100__990799e34c43.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-101,f264a9c186815bf0b3650d64593a910bdb22d74632020aeca5e2c9fad259cb16,f264a9c18681,1,R06,source/images-near-literal-v001/S-101__f264a9c18681.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-102,032852b467e244ebcd9175f37d36666b874f3255bdd90f4c6c5cce6402a17f73,032852b467e2,1,R06,source/images-near-literal-v001/S-102__032852b467e2.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-103,a914b8ec4326a014df088dc0a2d31463dec4ab13510e5df123e7aa77ccf9b8ad,a914b8ec4326,1,R06,source/images-near-literal-v001/S-103__a914b8ec4326.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-104,f27cd2ca9496f691096b5cd042302de2f7662b70162c6b76993acd8e53d8bb2b,f27cd2ca9496,1,R06,source/images-near-literal-v001/S-104__f27cd2ca9496.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
