source_id,image_use,href,x,y,width,height,pixel_width,pixel_height,asset_sha1,region,transcript,review_status,review_basis,audit_filename
S-028,U-028,image-44a19f3cf17c915f0c4ba4f492949db4a8a2aecc,1377.3866268676575,3963.07137405754,968.0,309.0,968,309,e40b43e9506a62099db46dc53e838fea647416af,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-028__image-44a19f3cf17c915f0c4ba4f492949db4a8a2aecc__e40b43e9506a.png
S-029,U-029,image-1bb519bbc81ffdc69c45921dfb8b4569b5ac935f,1440.09517123946,3463.5047853111564,760.0,454.0,898,537,9cc42c46f483b29fd4c45c751daaa99b474a7992,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-029__image-1bb519bbc81ffdc69c45921dfb8b4569b5ac935f__9cc42c46f483.png
S-030,U-030,image-0e3bec1a144820a6d8f6df2f2e1f27cd01769172,4383.653699491295,3087.5840964064655,993.0,336.0,993,336,cdc3ffcca791e0d45ce5dba797ac4846d77ea500,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-030__image-0e3bec1a144820a6d8f6df2f2e1f27cd01769172__cdc3ffcca791.png
S-031,U-031,image-f3b785b56be7e71da32b757119d4818efde8613a,4409.623187517998,3458.786227073778,927.0,369.0,927,369,25ae792723b4cdae68855425ec8669c9ec0ee732,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-031__image-f3b785b56be7e71da32b757119d4818efde8613a__25ae792723b4.png
S-032,U-032,image-70c48ca637a9a71786051b1621823b55301b4db7,4392.24179231864,3827.6217025337783,860.0,209.0,860,209,bfe4ca5e6ac194eda7dd3945bae67c85f6a8df04,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-032__image-70c48ca637a9a71786051b1621823b55301b4db7__bfe4ca5e6ac1.png
S-033,U-033,image-8682c8c210ed8fc6a644229dfb2386a3aa13b7a3,4398.504593953707,4053.167352571235,585.0,404.0,585,404,11c4f0574b6503a1aa4e0446d3f7e62a6cd9b05c,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-033__image-8682c8c210ed8fc6a644229dfb2386a3aa13b7a3__11c4f0574b65.png
S-034,U-034,image-fc040fdbdaba2cbcb0e5790b7995ff7529667852,4379.950863788157,4492.810828678174,818.0,482.0,872,514,78bc5447b950136567bddedf51967646749fa16f,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-034__image-fc040fdbdaba2cbcb0e5790b7995ff7529667852__78bc5447b950.png
S-035,U-035,image-c10ca0166506311e394e495f3f00001662d095da,4371.820200518743,4996.804236666353,872.0,455.0,872,455,5c42e3482e8a0fc4f8a56b30d7b819d14c377c42,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-035__image-c10ca0166506311e394e495f3f00001662d095da__5c42e3482e8a.png
S-036,U-036,image-512552cccbcd5a3d782cb5787f437a097c57193f,4369.915288371787,5461.359411464199,896.0,371.0,896,371,0b16ce9d696d88baa901ff89a94bb91e8a0f022c,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-036__image-512552cccbcd5a3d782cb5787f437a097c57193f__0b16ce9d696d.png
S-037,U-037,image-3e7b4efb37778a1ba09b4057a6ca8a1b84393fe1,4383.068296265494,5874.836310096372,887.0,418.0,887,418,9fe4c0ff445eaeed3e6304fdb20fefbd7bbe4ad1,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-037__image-3e7b4efb37778a1ba09b4057a6ca8a1b84393fe1__9fe4c0ff445e.png
S-038,U-038,image-39f6d6823cca856ef9c9e3765985b1262ec0be66,4319.126084271735,6334.425240303371,1012.0,442.0,1012,442,60f65632064c802240562334c41a5f0e809ef145,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-038__image-39f6d6823cca856ef9c9e3765985b1262ec0be66__60f65632064c.png
S-039,U-039,image-448599c10a0f3b0cadc3515e16cbf9e13b536921,4329.393752951086,6798.609730978434,945.0,221.0,945,221,44a1529a44c0e8426e0c08d0d18136cf9e5e1799,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-039__image-448599c10a0f3b0cadc3515e16cbf9e13b536921__44a1529a44c0.png
S-040,U-040,image-923fbe0f2041fb582b9abe96c9cb84e95f08667d,4436.438346181858,8933.259353238853,904.0,462.0,904,462,bcff01ab0f9cc300d46407ea073c21d9a6a82929,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-040__image-923fbe0f2041fb582b9abe96c9cb84e95f08667d__bcff01ab0f9c.png
S-041,U-041,image-6d13e3bf9e7fc3e3d963a8119693c805cf749441,4455.673883268622,8767.96453451672,617.0,151.0,617,151,0843b6fd019a6b6552d573a83c5d2dd27fb31a51,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-041__image-6d13e3bf9e7fc3e3d963a8119693c805cf749441__0843b6fd019a.png
S-042,U-042,image-dfa5c0d0daf7d8c43b466ebeb7d90553c313247d,4400.949675936161,8312.627353871514,867.0,437.0,867,437,bf2ee65e9d6c3a85aa8244705d511bafb1f1b2a1,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-042__image-dfa5c0d0daf7d8c43b466ebeb7d90553c313247d__bf2ee65e9d6c.png
S-043,U-043,image-1be6092cfa3ccc963fedf08594902a4c1c1b344b,4393.0806184167795,7901.773684811657,940.0,418.0,940,418,efc5576f0f045c393eb3d05ac898ec96fb0ac739,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-043__image-1be6092cfa3ccc963fedf08594902a4c1c1b344b__efc5576f0f04.png
S-044,U-044,image-5afed7e6cad6693435c5fc29c55929aadbf7b3b9,4339.9497944463765,7390.585320426016,920.0,482.0,1038,544,9465cc736a52cdec978c8c5fbc1073ef253a8756,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-044__image-5afed7e6cad6693435c5fc29c55929aadbf7b3b9__9465cc736a52.png
S-045,U-045,image-2d1c25994407b6dcc248d7c2dfabfd9a202e2cbe,4429.092451571483,9550.395535478161,904.0,281.0,904,281,5c6576c07ac2641de74bbf101c2661b1c1ff27c4,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-045__image-2d1c25994407b6dcc248d7c2dfabfd9a202e2cbe__5c6576c07ac2.png
S-046,U-046,image-f4c97ce3a9e1428303531bd4be57244d25475f97,4436.806918647377,9842.120354116541,675.0,482.0,917,655,0a607f1c071fdd9b7673f3e9567f8b52d3206afe,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-046__image-f4c97ce3a9e1428303531bd4be57244d25475f97__0a607f1c071f.png
S-047,U-047,image-2e215dbb422edb6f095d51bb5903ec3123d1d0d4,4385.021023000054,10354.871784083047,935.0,413.0,935,413,56fed51a1031a1e5f728787f26e37d0a64d2ab15,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-047__image-2e215dbb422edb6f095d51bb5903ec3123d1d0d4__56fed51a1031.png
S-048,U-048,image-f3b7098dd88fae74c08a7b540f0264bfd344924c,4380.187631538,10807.657454772223,918.0,296.0,918,296,2af9a8acb69323b07823ed8534d17f816dbe876b,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-048__image-f3b7098dd88fae74c08a7b540f0264bfd344924c__2af9a8acb693.png
S-049,U-049,image-63199b5a9ff62b09d8bacc0941cd2bb009f5c29d,4356.306650092687,11138.514641225902,981.0,400.0,981,400,1d762459d87fd5f08f46b2c6e35ece43a1c4cf26,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-049__image-63199b5a9ff62b09d8bacc0941cd2bb009f5c29d__1d762459d87f.png
S-050,U-050,image-cf7f146ce0ca2bbea3c5c475302dc0f0d700d1dd,4346.187631538001,11579.586069797337,986.0,215.0,986,215,e3c06004427fa1bec3a1999c9426eebd60a600d6,R04,regions/R04-legacy-to-identity-migration-rehash-on-login.md,processed,visual inspection of extracted screenshot plus canvas context,S-050__image-cf7f146ce0ca2bbea3c5c475302dc0f0d700d1dd__e3c06004427f.png
S-051,U-051,image-c17efb4ff78c59a50a63fe512e28a29d1061a926,16421.663780619005,1418.3670720081964,828.0,482.0,943,549,2d4c36011a64d7cecfdf26f5a09a6d2ea4602c26,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-051__image-c17efb4ff78c59a50a63fe512e28a29d1061a926__2d4c36011a64.png
S-052,U-052,image-0a4956c3f9e2fa621c51f55dfb762b9828ca208c,16427.371527392257,1919.5417953154856,740.0,437.0,740,437,71e768753680c0a32fdc518ec4e89ea359ab6c2a,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-052__image-0a4956c3f9e2fa621c51f55dfb762b9828ca208c__71e768753680.png
S-053,U-053,image-953d1c7188d630a8c1d2ce3a02f77ff34e48f9e6,16390.723469666562,2376.20846198215,837.0,457.0,837,457,b52d4c3e52cf2e5bcf8743be31cf97c3bdf5369f,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-053__image-953d1c7188d630a8c1d2ce3a02f77ff34e48f9e6__b52d4c3e52cf.png
S-054,U-054,image-e62156cafcf35eba772389f28ee332676d69b3c1,16344.77902522212,2843.0603364396184,1000.0,347.0,1000,347,038ca4c8ee549833718e46d0aa5cd87e2baf7e7e,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-054__image-e62156cafcf35eba772389f28ee332676d69b3c1__038ca4c8ee54.png
S-055,U-055,image-dcd3e25f00a5da35cd164128f9a8d5df424a83f6,16352.98173918161,890.628430045118,986.0,444.0,986,444,de5c024186ad41dbf89b4ae32e0ffe96f0fb396d,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-055__image-dcd3e25f00a5da35cd164128f9a8d5df424a83f6__de5c024186ad.png
S-056,U-056,image-0831d60188fb02b546dc089f0ecb425f925e2ce0,14674.485512636116,5011.561477837337,974.0,336.0,974,336,9c266af56cdd34d4d3a58729f963cc7ff264a0fe,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-056__image-0831d60188fb02b546dc089f0ecb425f925e2ce0__9c266af56cdd.png
S-057,U-057,image-15e3192574a9bc7ca5a783cfdfed93ed6b9cc1bc,14673.474873541667,4775.385049169857,746.0,225.0,746,225,13a4961901a45877fb5484c1c3e7c49c8ad88e44,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-057__image-15e3192574a9bc7ca5a783cfdfed93ed6b9cc1bc__13a4961901a4.png
S-058,U-058,image-4d1876f83a30dcc1c51021bed447f881cddac198,14638.949451776218,4266.126755154432,749.0,482.0,981,632,e6d66bf33af6607c8e0fae8389ad2333bdcc6117,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-058__image-4d1876f83a30dcc1c51021bed447f881cddac198__e6d66bf33af6.png
S-059,U-059,image-f0916a19211e4b3506ce455e097171b5e6fab6e7,14544.507990689797,3747.934224983862,864.0,470.0,864,470,d4b7c168ee3476ebfda79ffca20a9a921048945b,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-059__image-f0916a19211e4b3506ce455e097171b5e6fab6e7__d4b7c168ee34.png
S-060,U-060,image-ea62d542030fcadc212d9839207dfdaa7a87f6e6,14482.506405415104,3278.6051749322314,949.0,466.0,949,466,e1758a4a380d09b0abab38036c663ebc4438c33e,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-060__image-ea62d542030fcadc212d9839207dfdaa7a87f6e6__e1758a4a380d.png
S-061,U-061,image-40b33df1f3a5e87ee4a8f8ef9b5a74056c9ea0ec,14480.243487936012,3005.7457083693544,549.0,271.0,549,271,21883a85f9b8cdd5461946c5652b79e016797315,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-061__image-40b33df1f3a5e87ee4a8f8ef9b5a74056c9ea0ec__21883a85f9b8.png
S-062,U-062,image-346cf784a0ff3ca3d30a3f8f0198292848da2115,14445.039788159862,2528.4515581159603,962.0,454.0,986,466,1107efe707c3b85548c0d67584c0c6f5971a6990,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-062__image-346cf784a0ff3ca3d30a3f8f0198292848da2115__1107efe707c3.png
S-063,U-063,image-a153676abff503029a6dd940d496523c6c3380fa,14468.515608056412,2047.2760556459643,889.0,454.0,999,511,551eb0b8d8061bcb9a3e9cf22db60af6d980f565,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-063__image-a153676abff503029a6dd940d496523c6c3380fa__551eb0b8d806.png
S-064,U-064,image-61ac9db6bbe25b340d73697db0ff13b8b293335c,13377.35541103924,3097.1185494456395,839.0,454.0,930,504,ecea5826d4b256d16c0d6be0dea0b6a6ca0c137f,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-064__image-61ac9db6bbe25b340d73697db0ff13b8b293335c__ecea5826d4b2.png
S-065,U-065,image-29b2e14d743cdc7053bea644c1ae066935008704,13317.997826867258,4099.466400488552,785.0,256.0,785,256,ea8bfb4caaf6c61887037f2028ec3544816fa109,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-065__image-29b2e14d743cdc7053bea644c1ae066935008704__ea8bfb4caaf6.png
S-066,U-066,image-112f146248bd5d43d52958a1cb143559bbf965bc,13284.160969799972,3707.1276099148627,1011.0,362.0,1011,362,88661549e15c54f56a7133d5a7dd4078468a81ab,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-066__image-112f146248bd5d43d52958a1cb143559bbf965bc__88661549e15c.png
S-067,U-067,image-6bf56cecedb556095363fb61f36d635120c183f6,16359.953031455567,3345.0264329142037,1039.0,225.0,1039,225,6df2276de3210d85b6fffd796437f7749d647a73,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-067__image-6bf56cecedb556095363fb61f36d635120c183f6__6df2276de321.png
S-068,U-068,image-9263f435a4689e0e2bcb3228bb6077ebe228fb17,18187.542558689573,835.9578991073895,494.0,482.0,683,667,43fd340d99f534c399f3224c9c78f612df5b604f,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-068__image-9263f435a4689e0e2bcb3228bb6077ebe228fb17__43fd340d99f5.png
S-069,U-069,image-23a1245b18ac7d654bc1c1ced37b58f43e749f68,18188.3171352278,1357.966023564858,519.0,262.0,519,262,a2ad6cc5316bb3ef3ed0c1ed65216100160c99a8,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-069__image-23a1245b18ac7d654bc1c1ced37b58f43e749f68__a2ad6cc5316b.png
S-070,U-070,image-814a421e6a45e838f9287a829d3465388031ec04,20591.025271065828,811.4514378579324,773.0,467.0,773,467,96ff5bcd35816a8cacfec01243bf5fbc33c5505b,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-070__image-814a421e6a45e838f9287a829d3465388031ec04__96ff5bcd3581.png
S-071,U-071,image-5a4e63bbc36361c2c0bdec9a299a938ea05600d7,20616.006797758535,1251.655118956026,726.0,354.0,726,354,ad205ac9d62738306597f2203db269b1a2045f6b,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-071__image-5a4e63bbc36361c2c0bdec9a299a938ea05600d7__ad205ac9d627.png
