text_id,text,x,y,font_size,sha256,region_id,node_kind,coverage_status,assignment_count
T-015,GUIDANCE,5233.496837805889,746.2545069337214,73.33333333333341px,dfa5d0442212be5c03c2a96f6a546539d2461f86f3093ec22cbf4bd6c27cbcdd,R07,semantic,processed-semantic-transcript,1
T-016,"private, but",2777.859252151149,750.6005019156287,59.61876860119141px,51b2966c4f9950faf72f8e8f73063326e77f0a7a8318f2726493725c09dfb453,R06,semantic,processed-semantic-transcript,1
T-017,REQUEST AND RESPONSE CACHE CONTROL,930.371267219658,859.091386537742,45.55555216471355px,de226277503d42191df7f846a8e5f91339e222e7b70b8e0765b30549bc09c373,R01,semantic,processed-semantic-transcript,1
T-018,APPLYING TO CACHE ENTRY,930.371267219658,916.035826743634,45.55555216471355px,bbf02a4a90e5f0c5591474b7b6c8734ec427aefa387dfeadd0af4331abc282bf,R01,semantic,processed-semantic-transcript,1
T-019,COMBINATION,930.371267219658,972.9802669495259,45.55555216471355px,abe682eda2e0bc53d6d801020369d477499d33df859fa18fa0c9c93f53b48d72,R01,semantic,processed-semantic-transcript,1
T-020,"OVERRIDING,MERGING",930.371267219658,1029.9247071554178,45.55555216471355px,5240feb67a764482628e95daa07e8ba80c9db01e69b0f326b42a6dfb71af4848,R01,semantic,processed-semantic-transcript,1
T-021,!!!,2630.2563202955807,1112.1385271973934,83.33331298828124px,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R01,semantic,processed-semantic-transcript,1
T-022,NO ETAG,7642.8102649259845,1243.7150536150352,75.33334350585935px,b84be38bd3d80b4c97282cb9e95db5db4a847a333a1d6a48b9c07588a3f5447f,R02,semantic,processed-semantic-transcript,1
T-023,WITH CACHE CONTROL,7642.8102649259845,1337.8817329973594,75.33334350585935px,bf19e3224d443fde4fc13e65b30660155dda505e55769594462461ed11912cef,R02,semantic,processed-semantic-transcript,1
T-024,browser cache,3766.7770750509044,1556.0770134208867,59.61876860119141px,b7aecdb2509a8bce0307e9f027582a501db06e51a52e5a53e90173bb0921e635,R04,semantic,processed-semantic-transcript,1
T-025,!!!,881.970195035412,1687.4978362134639,74.0444335937499px,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R04,semantic,processed-semantic-transcript,1
T-026,ETAG AND CACHE CONTROL,7631.381693497414,1793.2388486066652,75.33334350585935px,0a82d7d707ff55b8b45102c8dc91803dd285d20c1ab026e68791e06e0e14a7fb,R03,semantic,processed-semantic-transcript,1
T-027,shared proxy/cdn/resp cache middleware,3644.432694577861,2008.824296350357,59.61876860119141px,111a0320cfd59e18a658e4cb7c18f522b739f56e6a177bd007758ebd9a34f865,R04,semantic,processed-semantic-transcript,1
T-028,RESPONSE CACHE TYPES,3600.7390287183207,3097.92398307363,152.26660156249997px,81467a48274949f6411be1325b897746b0cab70abd0868a54dad2831edb23c89,R04,semantic,processed-semantic-transcript,1
T-029,MAX AGE 0,5661.435719064615,3625.50200197293,36.63817733373399px,3301f5d63cc291a663dc4d0aa50d8968fe67c2c9e17b5d8c089b30e5649af1dd,R06,semantic,processed-semantic-transcript,1
T-030,DUPLICATION,2325.9606401518085,3657.6444264063657,54.66666085379473px,6b307747a05248ed22f3f4ee22a4ec932a398d3803728b139981be3103469bde,R06,semantic,processed-semantic-transcript,1
T-031,LAST WORD IN SERVING FROM CACHE,5661.435719064615,3671.2997236400975,36.63817733373399px,97d9ead639ce509aed143ff0f5d3cf95dab1223a6d7c664ae18767139ba9f0af,R06,semantic,processed-semantic-transcript,1
T-032,BROWSER/PROXY,4116.494935023222,3690.765060019375,98.66664341517858px,27e4d6f07c7be85d0eb45f66ab103fe727be2d77cce0015ecc0d9df55e08d5a9,R06,semantic,processed-semantic-transcript,1
T-033,IN CASE OF BROWSER/PROXY AND RESPONSE CACHE MIDDLEWARE,5661.435719064615,3717.097445307265,36.63817733373399px,18f7c2560b9d7a264e4f0d83e6658ffe94a47aab3799097ff7850f6d4452ddef,R06,semantic,processed-semantic-transcript,1
T-034,"SPA,RESPONSE CACHE MIDDLEWARE",2325.9606401518085,3725.977752473609,54.66666085379473px,8fe9ce3b861734dd5e5281187f52204316a62064639e0072d659ba0da8822634,R06,semantic,processed-semantic-transcript,1
T-035,RESPONSE CACHEING MIDDLEWARE,4124.947388636503,4170.981461456317,47.42857142857139px,aed06281159285740b66953d2e58b7de50a19e3f0b48872597b1dab182e3b1be,R06,semantic,processed-semantic-transcript,1
T-036,!!!,2185.6130255419794,4343.361902428546,53.7777913411468px,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R06,semantic,processed-semantic-transcript,1
T-037,BROWSER CAN SEND SHIT RANDOMLY,5772.916061837939,4366.757585827525,44.888834635416615px,c4ab3925f1b22f5c50216da553f36ab13d3ec7be5a5ac6bd4ed74cc87d589488,R06,semantic,processed-semantic-transcript,1
T-038,"SO FOR SPA, OUTPUTCACHE BETTER",5772.916061837939,4422.8686291217955,44.888834635416615px,98b080033ec5edcec7b9139748c95543514499b2efd92fa25394e8c56ee5991c,R06,semantic,processed-semantic-transcript,1
T-039,OUTPUT CACHE,4243.1616089559775,4572.352654641307,105.33335658482137px,148394b6525feaae1bca9dd55841e22c89b1758eb8b4d7b24e80bc6692574448,R06,semantic,processed-semantic-transcript,1
T-040,WHEN RESPONSE CACHING MIDDLEWARE,3812.328282888735,5175.860774252775,110.66662597656249px,5541d8a5e4f23c525bf878c181aefc0399de50822ac54ec0ce4cd87e9f234360,R06,semantic,processed-semantic-transcript,1
