source_id,image_use_id,symbol_id,sha256,sha1,x,y,width,height,pixel_width,pixel_height,region_id,restored,coverage_status,assignment_count,asset_path,description,nearest_text_nodes_hint_only
S-011,IU-011,image-148a6fbfcaffbef1eaa10f081b18ce70abf11f84,ce9971f8b3b920fa19ee95e41fc7b6d1136ac330bbee8bde4ea53c5069a35a4c,837231cd19f8561788e133eaee3fb0386a6fc6b8,5109.485437886467,837.1806565597481,619.0,401.0,619,401,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-011__ce9971f8b3.png,Guidance for public content that is identical for every user.,"[{""text_id"": ""T-015"", ""text"": ""GUIDANCE""}, {""text_id"": ""T-009"", ""text"": ""for just etag revalidation""}, {""text_id"": ""T-007"", ""text"": ""etag + no cache""}, {""text_id"": ""T-003"", ""text"": ""SOME CACHE CONTROL - ETAG FLOWS""}, {""text_id"": ""T-013"", ""text"": ""output cache""}]"
S-012,IU-012,image-1c430412ef6440418580e828556b895adba5cd14,4d1d565e379323fcae3c2110625f71c834e0a4cd9210ab4256f84d672d080023,66d528b02fd91912905b5905dadab83e82a28cd0,6455.874994820115,948.480412262049,943.0,388.0,943,388,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-012__4d1d565e37.png,Classic no-cache plus ETag flow from cached response to conditional request and 304.,"[{""text_id"": ""T-022"", ""text"": ""NO ETAG""}, {""text_id"": ""T-009"", ""text"": ""for just etag revalidation""}, {""text_id"": ""T-023"", ""text"": ""WITH CACHE CONTROL""}, {""text_id"": ""T-007"", ""text"": ""etag + no cache""}, {""text_id"": ""T-008"", ""text"": ""BUT WITH ETAG/LASTMOD""}]"
S-013,IU-013,image-09fd464866a4d5e3096dd8d35fed88cdfb9cc95a,5bd2a88b3354575232aa4ffc6a373475c76787f8e0694c11cfb601f1dfd8aac7,16553515c9e07e727e43a3b083446be3119354b2,948.4078480347525,1035.533362692835,1000.0,460.0,1000,460,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-013__5bd2a88b33.png,Distinction between request Cache-Control and response Cache-Control.,"[{""text_id"": ""T-020"", ""text"": ""OVERRIDING,MERGING""}, {""text_id"": ""T-019"", ""text"": ""COMBINATION""}, {""text_id"": ""T-018"", ""text"": ""APPLYING TO CACHE ENTRY""}, {""text_id"": ""T-017"", ""text"": ""REQUEST AND RESPONSE CACHE CONTROL""}, {""text_id"": ""T-025"", ""text"": ""!!!""}]"
S-014,IU-014,image-6f7485bb33420cbcafd58a462bbddb40d28fc61d,b4bf6a85305872efd1c9a39d229974b1636e4d9b863db321c7f5559aa3d9cb88,b39cad50650c0e7d533eff255097d983f6b0addb,14163.046945927867,1050.6767613498405,864.0,194.0,864,194,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-014__b4bf6a8530.png,No max-age or Expires: response is not safely predictable as cacheable and APIs should usually be called again.,"[{""text_id"": ""T-004"", ""text"": ""some useful flows for clarification""}, {""text_id"": ""T-002"", ""text"": ""directives""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}, {""text_id"": ""T-012"", ""text"": ""it needs to revalidate/cache lifetime""}, {""text_id"": ""T-010"", ""text"": ""how does the browser dicides when""}]"
S-015,IU-015,image-e71fa500d1b98e32b8e7e53d38e62894b01b1fdf,7fd5ebc6e07e33f977400e35ac980312109e875d0d7fa83f4cac699a1cdeec27,203d2871d556f72a5a18c8619eeeac80a7ea42f8,3714.7475460988917,1180.5853676018678,898.0,278.0,898,278,R06,True,processed-semantic-transcript,1,assets/source-images-v001/S-015__7fd5ebc6e0.png,Output Cache safety rule: cache only effectively public content for the selected key.,"[{""text_id"": ""T-024"", ""text"": ""browser cache""}, {""text_id"": ""T-013"", ""text"": ""output cache""}, {""text_id"": ""T-027"", ""text"": ""shared proxy/cdn/resp cache middleware""}, {""text_id"": ""T-015"", ""text"": ""GUIDANCE""}, {""text_id"": ""T-016"", ""text"": ""private, but""}]"
S-016,IU-016,image-d8cc2da72f34bf608a79f2a10817659692f82875,95982c8fd75e592d7a127448874240684ffcf0b736ad3f2b4434d1cf4196035c,2ba38667dec36d741dc1205e5baa82278d86c149,9133.021356677658,1268.8705591567204,702.0,238.0,702,238,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-016__95982c8fd7.png,Heuristic caching example using ETag without explicit freshness.,"[{""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}, {""text_id"": ""T-012"", ""text"": ""it needs to revalidate/cache lifetime""}, {""text_id"": ""T-010"", ""text"": ""how does the browser dicides when""}, {""text_id"": ""T-023"", ""text"": ""WITH CACHE CONTROL""}, {""text_id"": ""T-022"", ""text"": ""NO ETAG""}]"
S-017,IU-017,image-c0c0ac7f891ea42e45b891146da046e86ccf2af0,d355af4fa2911f694b72316fac1def12036ba6993a1fbc37d5f9386b4cff4fc0,4d025846628ccec2b2d404bb6b7e5090083c2d43,5085.771227739517,1269.4584173833146,635.0,376.0,635,376,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-017__d355af4fa2.png,Private browser caching guidance for personalized content.,"[{""text_id"": ""T-015"", ""text"": ""GUIDANCE""}, {""text_id"": ""T-009"", ""text"": ""for just etag revalidation""}, {""text_id"": ""T-007"", ""text"": ""etag + no cache""}, {""text_id"": ""T-024"", ""text"": ""browser cache""}, {""text_id"": ""T-003"", ""text"": ""SOME CACHE CONTROL - ETAG FLOWS""}]"
S-018,IU-018,image-0901cb1e5aceeb3c4784dbc22cb7cd412c060998,e87e635d13be925867565d0553f1c000773484a8cfd3ea560336b02136b2f373,f09faa91ccffd89079aa3e2cc3b85ce7d88d0026,14194.15842201688,1309.7533640379143,951.0,458.0,951,458,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-018__e87e635d13.png,must-revalidate behavior after a max-age lifetime expires.,"[{""text_id"": ""T-004"", ""text"": ""some useful flows for clarification""}, {""text_id"": ""T-002"", ""text"": ""directives""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}, {""text_id"": ""T-012"", ""text"": ""it needs to revalidate/cache lifetime""}, {""text_id"": ""T-010"", ""text"": ""how does the browser dicides when""}]"
S-019,IU-019,image-396a87a642b56166c459fd404c058b56b8136435,04f15953da683da24d6b67f093a808e699d3919ec5f02a3abb75741785d7e452,49125690e423bb11e2f5b665e21fcbe71dab3eff,12422.352215980929,1312.8014111074635,1012.0,431.0,1012,431,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-019__04f15953da.png,max-age as the central performance-oriented freshness directive.,"[{""text_id"": ""T-002"", ""text"": ""directives""}, {""text_id"": ""T-004"", ""text"": ""some useful flows for clarification""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}, {""text_id"": ""T-012"", ""text"": ""it needs to revalidate/cache lifetime""}, {""text_id"": ""T-010"", ""text"": ""how does the browser dicides when""}]"
S-020,IU-020,image-3fe13da8d45da0e5d2aba2a376d76e12758d39e9,273800646d4c2f57b7086d659e175bc740e34aa5eaaaf946d5142aa5e382122c,399efefd1e0e98ac3dadd58a742e718fa1513a6c,7682.414794824763,1342.7245265294441,981.0,375.0,981,375,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-020__273800646d.png,"max-age without validators gives fresh reuse, then usually a full fetch after expiry.","[{""text_id"": ""T-023"", ""text"": ""WITH CACHE CONTROL""}, {""text_id"": ""T-026"", ""text"": ""ETAG AND CACHE CONTROL""}, {""text_id"": ""T-022"", ""text"": ""NO ETAG""}, {""text_id"": ""T-008"", ""text"": ""BUT WITH ETAG/LASTMOD""}, {""text_id"": ""T-006"", ""text"": ""NO CACHE CONTROL""}]"
S-021,IU-021,image-97f1517c927d4debcee98c3c918753ed441e5c6a,dee706f5e900f6de62ab247c2c40cf574c3c0497958aea9b21fba1c9a76bccb6,f27d19514c69367ec3f73b489a9ee5d6dc343dc4,6434.93068600935,1366.25819003983,976.0,228.0,976,228,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-021__dee706f5e9.png,Last-Modified with no-cache and conditional If-Modified-Since validation.,"[{""text_id"": ""T-023"", ""text"": ""WITH CACHE CONTROL""}, {""text_id"": ""T-022"", ""text"": ""NO ETAG""}, {""text_id"": ""T-026"", ""text"": ""ETAG AND CACHE CONTROL""}, {""text_id"": ""T-009"", ""text"": ""for just etag revalidation""}, {""text_id"": ""T-007"", ""text"": ""etag + no cache""}]"
S-022,IU-022,image-ea9a06975f99867829c107565e01f5c2acec1f76,8ddec5daccf98b4fc7c18f4830c02329c75644fb84be0f077605797dafc97b05,ff5a5e6f0ba040ca643000c241cd67ed26cce0af,3722.747444373632,1607.8076067783013,902.0,308.0,902,308,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-022__8ddec5dacc.png,Browser cache is private and can safely hold user-specific responses when policy allows.,"[{""text_id"": ""T-024"", ""text"": ""browser cache""}, {""text_id"": ""T-027"", ""text"": ""shared proxy/cdn/resp cache middleware""}, {""text_id"": ""T-013"", ""text"": ""output cache""}, {""text_id"": ""T-028"", ""text"": ""RESPONSE CACHE TYPES""}, {""text_id"": ""T-015"", ""text"": ""GUIDANCE""}]"
S-023,IU-023,image-7ed5591cf9dd68b9b2b54eacbc8a60b11e74089d,33d7d4f803f74516d0b99529174c3b37cac4797bebe4e168156fedbee7751def,f9d31d2367c0d30f864f9e6fbc6b653ee0c2e319,999.6908913057723,1634.2713884186733,947.0,121.0,947,121,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-023__33d7d4f803.png,Combined request and response directives use the stricter effective rule.,"[{""text_id"": ""T-025"", ""text"": ""!!!""}, {""text_id"": ""T-020"", ""text"": ""OVERRIDING,MERGING""}, {""text_id"": ""T-019"", ""text"": ""COMBINATION""}, {""text_id"": ""T-018"", ""text"": ""APPLYING TO CACHE ENTRY""}, {""text_id"": ""T-017"", ""text"": ""REQUEST AND RESPONSE CACHE CONTROL""}]"
S-024,IU-024,image-cadc996446e5e123564dacf4658727acb22052db,ff21b4e4134a44a7414698fc84cf94c870ffc984fc251b9f7de39f40e7612d14,fb2c3d7cacaa032133c12d87f7f2f638eb2c5b39,5076.390275358565,1676.6648092173955,525.0,404.0,525,404,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-024__ff21b4e413.png,Sensitive personalized content should generally use no-store and avoid shared caching.,"[{""text_id"": ""T-015"", ""text"": ""GUIDANCE""}, {""text_id"": ""T-024"", ""text"": ""browser cache""}, {""text_id"": ""T-009"", ""text"": ""for just etag revalidation""}, {""text_id"": ""T-027"", ""text"": ""shared proxy/cdn/resp cache middleware""}, {""text_id"": ""T-007"", ""text"": ""etag + no cache""}]"
S-025,IU-025,image-a90b7499e35b58627005c2d028f56620872ca942,e7b3fa02e57dcb9f457e59879371bfc24573961d778ebc94cb700000c07b2f37,666bee4c8046f75f0114006e13ac3b73142830f4,1010.2731343549094,1751.4247026760995,866.0,482.0,971,541,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-025__e7b3fa02e5.png,Client no-cache can force validation even when the response advertises max-age.,"[{""text_id"": ""T-025"", ""text"": ""!!!""}, {""text_id"": ""T-020"", ""text"": ""OVERRIDING,MERGING""}, {""text_id"": ""T-019"", ""text"": ""COMBINATION""}, {""text_id"": ""T-018"", ""text"": ""APPLYING TO CACHE ENTRY""}, {""text_id"": ""T-017"", ""text"": ""REQUEST AND RESPONSE CACHE CONTROL""}]"
S-026,IU-026,image-e7149b25b5947c75e057715c2c424d9cb9fe7665,6022a6be14097d7a4712334fd459e3c4f58998d0195dd7c451d987caba0a0f3d,02cc7fb4bf7368d59854b828768c908b371c0855,14278.931149289609,1783.980636765179,876.0,295.0,876,295,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-026__6022a6be14.png,"Without must-revalidate, some caches can serve stale content in limited policy-defined situations.","[{""text_id"": ""T-004"", ""text"": ""some useful flows for clarification""}, {""text_id"": ""T-002"", ""text"": ""directives""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}, {""text_id"": ""T-012"", ""text"": ""it needs to revalidate/cache lifetime""}, {""text_id"": ""T-010"", ""text"": ""how does the browser dicides when""}]"
S-027,IU-027,image-824f1bdf70ae9b9d08b9e8b76461603475492dd1,3ee2002640a4c9d5ca395a33ed04d672143833c48303e3face65ea496f03dbe5,635b5b36dbb6b3e437f6abfcd7d6a5aba3417d88,12424.389162595513,1784.4309955258695,922.0,347.0,922,347,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-027__3ee2002640.png,public versus private determines whether shared caches may store the representation.,"[{""text_id"": ""T-002"", ""text"": ""directives""}, {""text_id"": ""T-004"", ""text"": ""some useful flows for clarification""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}, {""text_id"": ""T-012"", ""text"": ""it needs to revalidate/cache lifetime""}, {""text_id"": ""T-010"", ""text"": ""how does the browser dicides when""}]"
S-028,IU-028,image-9a18607db3ef7ba308c7cac17ca0c42961912edd,6f1f64d2c27f49d2456660cac819398bfae67314b2de82613b239eb5f540860f,a329514e3985fac0dce36f37f917eec74d30c387,7712.527375605132,1891.6560187500609,855.0,482.0,934,527,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-028__6f1f64d2c2.png,Combined ETag and max-age flow: fresh reuse followed by conditional validation.,"[{""text_id"": ""T-026"", ""text"": ""ETAG AND CACHE CONTROL""}, {""text_id"": ""T-023"", ""text"": ""WITH CACHE CONTROL""}, {""text_id"": ""T-022"", ""text"": ""NO ETAG""}, {""text_id"": ""T-008"", ""text"": ""BUT WITH ETAG/LASTMOD""}, {""text_id"": ""T-006"", ""text"": ""NO CACHE CONTROL""}]"
S-029,IU-029,image-8ad48851221e3161fbf13137be2bfd35b4a08671,501d19899153677adf0f71c6c030e7f0c2837698f9a59899b42ea7c7cb23af22,44913ddaf238c8970b1389eb308f77577144f3d4,3708.435575070247,2075.679401650098,919.0,342.0,919,342,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-029__501d198991.png,"Shared caches can expose personalized content unless responses are private, no-store, or correctly varied.","[{""text_id"": ""T-027"", ""text"": ""shared proxy/cdn/resp cache middleware""}, {""text_id"": ""T-024"", ""text"": ""browser cache""}, {""text_id"": ""T-028"", ""text"": ""RESPONSE CACHE TYPES""}, {""text_id"": ""T-032"", ""text"": ""BROWSER/PROXY""}, {""text_id"": ""T-013"", ""text"": ""output cache""}]"
S-030,IU-030,image-bb2219a5fe95f2db5867c21f257b62f4ae20a5f9,1a02d11b7b9b9d0231b13dcb13ca2cf84c9be03f6c2d6121bcef80bdf4d8aa3d,44c52614ab19e242b8ece5b765857b19563d2852,14335.771729310733,2118.2031376529585,707.0,482.0,794,542,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-030__1a02d11b7b.png,no-cache plus ETag revalidation example with 304 and 200 outcomes.,"[{""text_id"": ""T-004"", ""text"": ""some useful flows for clarification""}, {""text_id"": ""T-002"", ""text"": ""directives""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}, {""text_id"": ""T-012"", ""text"": ""it needs to revalidate/cache lifetime""}, {""text_id"": ""T-010"", ""text"": ""how does the browser dicides when""}]"
S-031,IU-031,image-05bcaba8a00d3fca64b07cfdc7e5bfdd522b0dc8,78eaf303fc779872930acc19fe9404f3dfa67aa1076ec51d8d8f5de47ea3a20e,512cbcf45f6a56fab4e1f2eaefeb226643bed06c,12353.74110486982,2156.153285564932,1007.0,288.0,1007,288,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-031__78eaf303fc.png,private max-age example for user-specific data cacheable only on the client.,"[{""text_id"": ""T-002"", ""text"": ""directives""}, {""text_id"": ""T-004"", ""text"": ""some useful flows for clarification""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}, {""text_id"": ""T-012"", ""text"": ""it needs to revalidate/cache lifetime""}, {""text_id"": ""T-010"", ""text"": ""how does the browser dicides when""}]"
S-032,IU-032,image-beb40b4f421259b81a3060eabae5ae1984a83614,0986cfc87e11fa2c710ac71cb0e094fa3bdfcc75b1a9c4651739bc734e9d8fa0,e7ba249f2233d7a49882322d5890bed555bed214,996.8021380505652,2349.2714392812986,955.0,431.0,955,431,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-032__0986cfc87e.png,Client request no-store overrides a response that would otherwise permit public storage.,"[{""text_id"": ""T-025"", ""text"": ""!!!""}, {""text_id"": ""T-030"", ""text"": ""DUPLICATION""}, {""text_id"": ""T-034"", ""text"": ""SPA,RESPONSE CACHE MIDDLEWARE""}, {""text_id"": ""T-020"", ""text"": ""OVERRIDING,MERGING""}, {""text_id"": ""T-019"", ""text"": ""COMBINATION""}]"
S-033,IU-033,image-126ad83e459b56e0d42ef200739699015c3fe6dc,7a0e82b4a7becbcf80702c3a516abaa563efefa500410753b1917dd55b122d8a,81ee89770e13b8c93145b0b24d7d6c283523a4eb,7717.594340173619,2400.766758718094,978.0,235.0,978,235,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-033__7a0e82b4a7.png,"After max-age expiry, ETag validation determines 304 versus a new 200 response.","[{""text_id"": ""T-026"", ""text"": ""ETAG AND CACHE CONTROL""}, {""text_id"": ""T-023"", ""text"": ""WITH CACHE CONTROL""}, {""text_id"": ""T-022"", ""text"": ""NO ETAG""}, {""text_id"": ""T-008"", ""text"": ""BUT WITH ETAG/LASTMOD""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}]"
S-034,IU-034,image-ccdac27ac9d55f30a39daf4630bee7e172325c88,84f419caecae0ad52e025a32d286a4d7e570abe4bc425cacdbcd314bc2a91fc2,99524d0420aae24b6fe322cb076b3086b9b022eb,12377.407771536487,2491.7829378001743,933.0,396.0,933,396,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-034__84f419caec.png,no-cache allows storage but requires validation before every reuse.,"[{""text_id"": ""T-002"", ""text"": ""directives""}, {""text_id"": ""T-004"", ""text"": ""some useful flows for clarification""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}, {""text_id"": ""T-012"", ""text"": ""it needs to revalidate/cache lifetime""}, {""text_id"": ""T-010"", ""text"": ""how does the browser dicides when""}]"
S-035,IU-035,image-cdcd250fe55bbcd46ff9e2ab5ad39c638a4f5787,6f9c873b7ac68ebda1a0836209b2593b3b0932a00cff872940a311e7bbfaa3bf,032a2170f9895f83f94f1e5150cb839d2085fbea,14313.385694744155,2656.480636765179,938.0,150.0,938,150,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-035__6f9c873b7a.png,"Without no-cache, freshness directives decide whether a cached response can be reused directly.","[{""text_id"": ""T-004"", ""text"": ""some useful flows for clarification""}, {""text_id"": ""T-002"", ""text"": ""directives""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}, {""text_id"": ""T-012"", ""text"": ""it needs to revalidate/cache lifetime""}, {""text_id"": ""T-010"", ""text"": ""how does the browser dicides when""}]"
S-036,IU-036,image-ffa7717ccbe5da64c44bdc59da9b8c36932d06ac,49811a669c7d6d36dd96fffba712680210286534e32b1cee7944b0025ff62196,bf771020ac54dd6d71f6ed67ac247a5782a58eea,7749.0488856281645,2661.509201456024,886.0,482.0,886,482,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-036__49811a669c.png,must-revalidate is useful when serving stale content is unacceptable after expiry.,"[{""text_id"": ""T-026"", ""text"": ""ETAG AND CACHE CONTROL""}, {""text_id"": ""T-023"", ""text"": ""WITH CACHE CONTROL""}, {""text_id"": ""T-022"", ""text"": ""NO ETAG""}, {""text_id"": ""T-008"", ""text"": ""BUT WITH ETAG/LASTMOD""}, {""text_id"": ""T-014"", ""text"": ""when we havent setage or no cache (gandon)""}]"
