source_id,image_use,symbol_id,asset_sha1,region,x,y,width,height,center_x,center_y,mime,pixel_width,pixel_height,status,transcript_status
S-026,U-026,image-1091ab3f9d647720c741a5afa87045e3b5175cc4,c64a3f9ab8a4c6f342ceb705f6f6001b1bf395c5,R01,4782.73328,2869.471145,970.0,445.0,5267.73328,3091.971145,image/png,970,445,reviewed,closed
S-027,U-027,image-b6b97f6e6cc3acf656c7db87a62e038cafae42a7,e84a7fafc207b27f58e050140853c7c61225dd2b,R01,1341.297019,2898.002895,1128.0,576.0,1905.297019,3186.002895,image/png,1101,562,reviewed,closed
S-028,U-028,image-fc3c9f9e87939c6af1ff364bba90ac1037746ef4,dfe5ac23b95f65be86431a3cffb3104621ad87af,R01,5858.238487,3162.574297,987.0,234.0,6351.738487,3279.574297,image/png,987,234,reviewed,closed
S-029,U-029,image-f195fafb1228089db6b70196fb3eb79dfcf782bd,2adbcaed7371c8dff54cf407bede4be966edbfe5,R01,3374.566637,3197.723491,861.0,173.0,3805.066637,3284.223491,image/png,861,173,reviewed,closed
S-030,U-030,image-1f12af273f8b84b9ceaaff9c969576dae5c59e3f,95d2508c2efe77ea33a5ae590a35da5a2caf62b6,R03,16910.113333,3212.336669,688.0,482.0,17254.113333,3453.336669,image/png,941,660,reviewed,closed
S-031,U-031,image-a976ef19a49e2a54796012a6e9538031d5e847fe,155e120e0e4873d7491edd90de724949fc17a47d,R01,4755.566563,3350.471222,1031.0,333.0,5271.066563,3516.971222,image/png,1031,333,reviewed,closed
S-032,U-032,image-5347254e9f65da8e186edb02d4689a721f32a2b9,8d7fb95b4724b5e7cb7b5562393b779d1c08debf,R01,3376.480507,3383.708279,990.0,268.0,3871.480507,3517.708279,image/png,990,268,reviewed,closed
S-033,U-033,image-d00a6115bd4ef3a754b8f9f1c9e727d0239b7696,2474a0780a67b9a6b2d199a71986aad93bf288ec,R01,5878.571617,3422.407656,983.0,261.0,6370.071617,3552.907656,image/png,983,261,reviewed,closed
S-034,U-034,image-a9dd5324d92ebddc8944d405d3259ec18d2af344,b1adcf318798ded1de2b867612baf43f41a99559,R01,1333.811675,3493.540057,853.0,407.0,1760.311675,3697.040057,image/png,683,326,reviewed,closed
S-035,U-035,image-44094188fe84972132193b6df0b8c3a59cbb11de,138f8db43d9040afa55ef39e27395bee5fb8edcc,R03,11422.071468,3569.232979,723.0,291.0,11783.571468,3714.732979,image/png,723,291,reviewed,closed
S-036,U-036,image-66c3204a41cd99c500f65968229dff52018f783b,d8a7657d5250ccea26ec2b07decd592d2cad4864,R03,16859.110486,3703.270748,803.0,256.0,17260.610486,3831.270748,image/png,803,256,reviewed,closed
S-037,U-037,image-c5814a5d5c5325d13fd22de7cbaba80f8119bb45,07a20f2584bfeb3e08f9cd990cec2c7184551a40,R01,3373.835408,3673.138735,1059.0,380.0,3903.335408,3863.138735,image/png,1059,380,reviewed,closed
S-038,U-038,image-41a82f8b28cd4b1b6e23899a987ccdcf58ec242a,d282773af6e72c9d951298c9bf5188a6b513d84a,R03,12404.920124,3764.026818,870.0,482.0,12839.920124,4005.026818,image/png,998,553,reviewed,closed
S-039,U-039,image-2f5964f01dd232db97815aa5be4c36cb44318bd1,88149b7c773f1caf219735bef279e710509cbc4b,R03,13306.665854,3861.32125,853.0,322.0,13733.165854,4022.32125,image/png,853,322,reviewed,closed
S-040,U-040,image-bdfc2a7446d6aabde6763f4b0cafc400e440899f,50bbee4215f97b473f503224a7e680b30ba7b78d,R03,11407.404629,3872.73307,749.0,360.0,11781.904629,4052.73307,image/png,749,360,reviewed,closed
S-041,U-041,image-5362ae3c7f92e102ad000b0c968b19c00ea58195,8660c756aa4c3c2d29d8fac0710ebd4bbac34516,R01,3239.830656,4079.530361,1452.0,145.0,3965.830656,4152.030361,image/png,601,60,reviewed,closed
S-042,U-042,image-3bbd5dbf63a162f768a7ac5ecc314656b51aeb49,3a844a16371b0e5191d6a38b8a8b8b09214c6b1b,R03,16869.664304,3991.595889,717.0,482.0,17228.164304,4232.595889,image/png,954,642,reviewed,closed
S-043,U-043,image-d77aa9ed037c6d1a736f9297ea7c9ede64efe718,8c7011d0e6a9c6db79cc78cbaddc7f26a15adaeb,R01,50.762586,4242.696915,968.0,180.0,534.762586,4332.696915,image/png,968,180,reviewed,closed
S-044,U-044,image-e251bacb0f3e78fa2b213e81229c71e20d5cece1,938932b1c9e78c1c039ac8bfafb1fcf30e600d98,R01,5094.566847,4333.582189,615.0,67.0,5402.066847,4367.082189,image/png,615,67,reviewed,closed
S-045,U-045,image-a635ed8a6120a3fdf5bf6ebfe4afee74ca7482f2,82289cf29e7f005424a21d9c120a707c08bbe131,R01,3370.228293,4269.773919,972.0,269.0,3856.228293,4404.273919,image/png,972,269,reviewed,closed
S-046,U-046,image-bac0962089808ea1d8c43a24acf4462e3e95b5e7,0828f3e79708e836431e70658f6cafde4191e605,R01,1415.685171,4256.961165,876.0,331.0,1853.685171,4422.461165,image/png,876,331,reviewed,closed
S-047,U-047,image-c7165ce1e4680159ebc1a03322ae3e957b2fe7dd,d3654a4cbbc8d7c8c2a29ed49dcbf81fe996f557,R03,11379.404781,4297.066429,715.0,308.0,11736.904781,4451.066429,image/png,715,308,reviewed,closed
S-048,U-048,image-d2f61a0638853657429dc8ed80e530374dba48c3,a82ddf9c8c48ce39befc78430c9c3ed0cc970d8f,R03,8674.835689,4272.417124,1004.0,374.0,9176.835689,4459.417124,image/png,1004,374,reviewed,closed
S-049,U-049,image-cbef519725c0ed8cb98c5752198b0f68731e18e5,d3235847825e2a10a3d08f5f86c5e74b94e59cb1,R03,9758.574646,4302.814183,893.0,442.0,10205.074646,4523.814183,image/png,893,442,reviewed,closed
S-050,U-050,image-bd1c9fb7ed542960683c6ac0c12be070ce5fcbce,ecf7abd1a1da06fe8ef42c331b57f62dd13d1111,R03,12859.395071,4455.449187,1006.0,173.0,13362.395071,4541.949187,image/png,1006,173,reviewed,closed
S-051,U-051,image-b52512ccb8be6f26c260a1b2814de19ff7144fb0,f99b0abc6ff97997ba1b4e3979d9b1a97dc7f160,R01,4999.565493,4436.294394,960.0,329.0,5479.565493,4600.794394,image/png,960,329,reviewed,closed
S-052,U-052,image-3c8013379680c6c9006586042122a384e0ff3dd3,5e425abd3ea08a76d48a5c95087a3619ae3740dc,R03,16851.017984,4513.918805,674.0,211.0,17188.017984,4619.418805,image/png,674,211,reviewed,closed
S-053,U-053,image-4ffba459cea6c22b357099792f940b1d93a5e8c0,fe9b18c3dd75a78f1a7460e69ea4f2c2c3723c05,R01,54.793277,4390.934567,907.0,493.0,508.293277,4637.434567,image/png,971,528,reviewed,closed
S-054,U-054,image-22ea6d2b8edd17ca20be6880e74fbc6a0f9a0f32,a355a987eae9bcde99914df93264994262828a41,R01,3366.986414,4551.032485,1027.0,174.0,3880.486414,4638.032485,image/png,1027,174,reviewed,closed
S-055,U-055,image-98463cc53235012ddc137844743e7be41ef496e2,db26ad76ece763562e3de57b3e5bf3a58cf6a7fa,R01,3332.776416,4745.201424,1054.0,216.0,3859.776416,4853.201424,image/png,1054,216,reviewed,closed
S-056,U-056,image-682bdb06b05ea31e02e067ea1e51df4935d71751,b9438c087b7df2e843de490e8e092985001a29af,R03,8654.689157,4666.255403,995.0,394.0,9152.189157,4863.255403,image/png,995,394,reviewed,closed
S-057,U-057,image-a82e0479103475035e3c41ae3457729d6cdf43c1,4562187872edc381e27b630ebb91789895700992,R03,12877.015309,4632.126301,872.0,482.0,13313.015309,4873.126301,image/png,1065,589,reviewed,closed
S-058,U-058,image-ab1f3620d634c9b079059ab3716562dd18d90889,993bfce1086e3f532ffade82b961c25b5f72f0fc,R03,9737.433589,4762.852597,964.0,365.0,10219.433589,4945.352597,image/png,964,365,reviewed,closed
S-059,U-059,image-95ce6737a7b29a1d19f64ef1fa0f157fb7b6902c,bb950014df3d5883120699528b849c88a02df4c2,R01,4995.565249,4765.294394,955.0,411.0,5473.065249,4970.794394,image/png,955,411,reviewed,closed
S-060,U-060,image-8acd47df1a6a48c222a264bcb5a9ff18c67b0470,c22e1679748fb5cafbf22dc653a2fc5b00a6f6cb,R01,1441.246921,4732.415992,860.0,482.0,1871.246921,4973.415992,image/png,1024,574,reviewed,closed
S-061,U-061,image-82d8091abf0844a1bb11b214e07c04cbf66d3a67,fcc42bd513eeb416a9401bac54ecce5a1e98b6c4,R03,16787.911963,4748.632971,839.0,482.0,17207.411963,4989.632971,image/png,986,567,reviewed,closed
S-062,U-062,image-14ce56f8f6e4d897fa0d361e0606a1bf4343b0b8,eadc897431ec2c98e2b880ce442941cb6c82bbd3,R01,3340.2808,4973.060716,1041.0,183.0,3860.7808,5064.560716,image/png,1041,183,reviewed,closed
S-063,U-063,image-50b721b92266625ead8bd45d0e16b5bee2350e32,73f0cf611659affcddca316377dc8f05847bf7bb,R01,37.222151,4908.701962,947.0,469.0,510.722151,5143.201962,image/png,947,469,reviewed,closed
S-064,U-064,image-93d0d0bcbc571765dd2fc901814feeb792b81ed0,b4a0bee07fec32bb5d787f4b2451f3d3353f3981,R03,12831.506114,5151.060413,992.0,260.0,13327.506114,5281.060413,image/png,992,260,reviewed,closed
S-065,U-065,image-eecde0788ca4cb5c49c5a72be73ead456dd99900,3bf1ce3a78bd7264c389bc3068bd3a18deda4c7c,R03,9725.061857,5100.968029,919.0,378.0,10184.561857,5289.968029,image/png,919,378,reviewed,closed
S-066,U-066,image-a562579b5bed1fafa6b3c56dbf3a9731bf1a5e70,ce4fd5f4c722fb623db63ccae46f96b8f21dae81,R03,11382.515893,5133.36285,791.0,398.0,11778.015893,5332.36285,image/png,791,398,reviewed,closed
S-067,U-067,image-2fd56dd4570113ba8cdd4dc87672b2502f1cb3d7,e94944fc4bfbd1640ab8a7b58b8b67c10f9d83d7,R01,5005.304424,5191.607455,924.0,286.0,5467.304424,5334.607455,image/png,924,286,reviewed,closed
S-068,U-068,image-5382acbd899e8d096667d7a903b17ffba5547612,e23a2ab483a2ee6ef74b64b247eb891d5039fb3f,R03,16705.314371,5264.104013,1078.0,201.0,17244.314371,5364.604013,image/png,1078,201,reviewed,closed
S-069,U-069,image-a204fb1a14bb0f6bc190383df4331f744b23339a,f46fc3187d87992ceb83ab94c9fd359435aa9008,R01,1451.418376,5219.823456,970.0,482.0,1936.418376,5460.823456,image/png,998,496,reviewed,closed
S-070,U-070,image-86bc27a48c7cb767d69c24f275fa3d9fb123b821,2c9db06de78c8bb0ccdebdf957b7185d42ca9403,R01,10.0,5395.666464,877.0,148.0,448.5,5469.666464,image/png,877,148,reviewed,closed
S-071,U-071,image-3097b45baf2b4f5e75d2db00aa8130bdc16da26b,8006bdc22f311798154f0dc4c677df1d97a16888,R03,12825.117361,5422.282652,1047.0,362.0,13348.617361,5603.282652,image/png,1047,362,reviewed,closed
S-072,U-072,image-c815aa93c1a4d0965dcf0b82961e2de373201c7b,9ac1b0e95ed90b85533a680103b95c92855426e9,R01,3350.65178,5556.833332,770.0,259.0,3735.65178,5686.333332,image/png,770,259,reviewed,closed
S-073,U-073,image-9cde42ef45ed41429711a1d2aa0a62fc112a248b,324f0194adb91efe0ba5d4ffaf1f3af0d7077ea4,R03,16703.814371,5511.937414,1001.0,452.0,17204.314371,5737.937414,image/png,1001,452,reviewed,closed
S-074,U-074,image-905ec4f9600d7caf3204d9ab3d4d3ae8c7f8759a,79734cb733b2caa6b55e254850240f6b53a29814,R05,16700.703259,5982.566999,865.0,290.0,17133.203259,6127.566999,image/png,865,290,reviewed,closed
S-075,U-075,image-a128a09ebafdab1832cd3eb2c72aa01aea5fca79,57cd249083350cc47269c8a7797f4bd32b2c639d,R04,1402.881635,5958.193817,957.0,482.0,1881.381635,6199.193817,image/png,968,488,reviewed,closed
S-076,U-076,image-921e2e37806eb232af67f2c01ae1d4f3ce0e140a,86696c7519e3d0ddb45e8799beddf1e9ab2a1bf2,R04,1424.833364,6429.331581,754.0,247.0,1801.833364,6552.831581,image/png,754,247,reviewed,closed
S-077,U-077,image-7fe429a0760a0bf3a14522da5e03b5ba5382118d,6cf44c531e2d745250fa04cdf5d930c483d571af,R04,6564.690169,6642.261024,966.0,391.0,7047.690169,6837.761024,image/png,966,391,reviewed,closed
S-078,U-078,image-0a95f914670e92a39b0013b681b2719dbe8b5cee,a0ee97a28ee99d2a917eb287d95af9ccc44af396,R04,5282.106567,6765.65295,917.0,411.0,5740.606567,6971.15295,image/png,917,411,reviewed,closed
S-079,U-079,image-d4e8331528b7d1a0ae5c07e0986c24bf9ffa1869,4f4aa2859357a1fffbf41961db27764794f4cc23,R04,4133.048817,6776.340107,702.0,482.0,4484.048817,7017.340107,image/png,852,585,reviewed,closed
S-080,U-080,image-7e2febcaa71571cc8b129355bae5a6b8605754ef,f4ada3b6cdfc5c6eb53487d0f59271346e0b9578,R05,12766.540905,7084.642744,686.0,339.0,13109.540905,7254.142744,image/png,686,339,reviewed,closed
S-081,U-081,image-68653a9d282d5989f72e96a9fe6376ecdd19ec48,e1c7262db25e3d25ea3e465a752af692bb40012d,R04,6569.125119,7066.382423,674.0,482.0,6906.125119,7307.382423,image/png,891,638,reviewed,closed
S-082,U-082,image-1f98698d143fe978183e4e6acaf46a6639b22660,0f919ee086d596fdc3b1bc1fc36e616cc07113ce,R04,5262.381023,7190.215075,978.0,301.0,5751.381023,7340.715075,image/png,978,301,reviewed,closed
S-083,U-083,image-cbc092e1e94c1903ccf86efade24b1aca9368631,af96fd2f29e555030a59c7b8c963484495c1de20,R05,13999.122485,7110.233705,900.0,482.0,14449.122485,7351.233705,image/png,931,499,reviewed,closed
S-084,U-084,image-7acfedd6b5474d14f96c9be76154003d5100e34e,254b7b79234cdb3bb859fa71802433163c1f0042,R04,4116.962097,7289.885355,763.0,341.0,4498.462097,7460.385355,image/png,763,341,reviewed,closed
S-085,U-085,image-b5d1c91463db97e4e56ad52618f62b9b941a89c0,9fe268f3c0c4e37c398523c57c4652df45868cbe,R04,5259.426477,7494.609162,933.0,291.0,5725.926477,7640.109162,image/png,933,291,reviewed,closed
S-086,U-086,image-57bb47cc1f41313f9295fdbd00666323123b0ac8,72ac6653e4f96fe4d49a000736e93ee96535d508,R05,12752.207758,7477.753885,968.0,365.0,13236.207758,7660.253885,image/png,968,365,reviewed,closed
S-087,U-087,image-ca35a8a8230f6281ca4d339bafb7b4a23d5a43b7,625aac3fd223836bf6ebce1c0730ae10a4a433fc,R04,4096.716102,7646.016551,895.0,175.0,4544.216102,7733.516551,image/png,895,175,reviewed,closed
S-088,U-088,image-89299d6d9e2ebe819ec5b9526f65acdb2f200424,e4cd2e37654e0d5b6524eb93f708279c37b2512d,R04,6528.245548,7612.038795,950.0,367.0,7003.245548,7795.538795,image/png,950,367,reviewed,closed
S-089,U-089,image-ee9953b5dfb671140833bdc2d04af2a59e9ba6bd,5f30cd3ffea10399afb30777ad4b5c736f75a4f4,R05,14010.685754,7652.755557,955.0,442.0,14488.185754,7873.755557,image/png,955,442,reviewed,closed
S-090,U-090,image-555a3222db99c29bb7d9720d239d4b77c6c67ec4,0295c3b460d9a909c868d0e6ad6ad000e8b6caf7,R05,12741.721738,7861.535884,923.0,463.0,13203.221738,8093.035884,image/png,925,464,reviewed,closed
S-091,U-091,image-1e1b07bdf932ef9965908144d29a4148f896d800,f7a4a41d06c2521413807c330794dd23ac6982ad,R04,6522.483672,7983.657752,984.0,367.0,7014.483672,8167.157752,image/png,984,367,reviewed,closed
S-092,U-092,image-655dfb340260083acf6344b1decb44a1062ebdd5,e92f6b5c0b8dcfb9de3d26a0145befe42086378d,R05,14037.00172,8208.2053,613.0,482.0,14343.50172,8449.2053,image/png,679,534,reviewed,closed
S-093,U-093,image-6c26bba0df71d5903c10d590454e8d3bbdc5de33,b13cdf8ee3a195da10ce414d1addeb04e6254317,R04,6517.438041,8466.443597,731.0,430.0,6882.938041,8681.443597,image/png,937,551,reviewed,closed
S-094,U-094,image-08c5f3219a5af06a1e438bf10092c2d4f583239c,34584c38d41a39005d5e3be6d89e9332aabeec31,R05,12754.809812,8578.052476,656.0,482.0,13082.809812,8819.052476,image/png,775,570,reviewed,closed
S-095,U-095,image-5a241a9796f14672c09e030f77fbd67794600d68,d256ba344a7a9155c4be942a80e80b2b08a28ee8,R05,12778.668184,9208.395617,685.0,419.0,13121.168184,9417.895617,image/png,685,419,reviewed,closed
