source_id,order_in_group,group_key,region,candidate_status,decision,meaning,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only
S-015,11,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-015,91bb466903,1641.375,2048.97,646.0,482.0,getmaxcharcount vs | decode.getcharcount | so we dont need to specify source count | decoder getchars vs decoder.convert | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | decoder methods | getstring /getbytes overloads | !!!
S-016,12,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-016,48e980e6ca,50.667,2143.951,826.0,286.0,getmaxcharcount vs | decode.getcharcount | basics | decoder getchars vs decoder.convert | getstring /getbytes overloads | !!! | so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | decoder methods
S-017,13,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-017,809ebac342,2617.136,2180.96,864.0,315.0,"decoder getchars vs decoder.convert | decoder methods | getmaxcharcount vs | decode.getcharcount | so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | if flush doesnt affect memory | and just needed to ""put a sign that"
S-018,14,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-018,0c70d45b4f,72.167,2431.284,813.0,318.0,getmaxcharcount vs | decode.getcharcount | basics | !!! | decoder getchars vs decoder.convert | decoder methods | getstring /getbytes overloads | when dont know byte count/ | so we dont need to specify source count | we can pass spans as both src and dest
S-019,15,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-019,9437f2e2d7,78.834,2753.951,813.0,396.0,"getmaxcharcount vs | decode.getcharcount | !!! | decoder methods | basics | when dont know byte count/ | when my buffer may be smaller | decoder getchars vs decoder.convert | if flush doesnt affect memory | and just needed to ""put a sign that"
S-021,16,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-021,5787d89720,92.333,3161.618,826.0,444.0,"decode.getcharcount | getmaxcharcount vs | !!! | when dont know byte count/ | when my buffer may be smaller | if flush doesnt affect memory | and just needed to ""put a sign that | w ecant produce the last char"" | why is it important | getbytecount"
S-022,17,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-022,41361cc29f,1608.594,3416.968,1010.0,169.0,"decode.getcharcount | getmaxcharcount vs | !!! | when dont know byte count/ | getbytecount | when my buffer may be smaller | trygetbytes | getencoder | why is it important | w ecant produce the last char"""
S-025,18,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-025,e600d57a46,1603.029,3601.149,1071.0,397.0,"decode.getcharcount | !!! | getmaxcharcount vs | when dont know byte count/ | getbytecount | when my buffer may be smaller | trygetbytes | getencoder | why is it important | w ecant produce the last char"""
S-026,19,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-026,e9b4e4b776,88.775,3624.128,800.0,482.0,"decode.getcharcount | !!! | getmaxcharcount vs | when dont know byte count/ | when my buffer may be smaller | getbytecount | trygetbytes | getencoder | why is it important | w ecant produce the last char"""
S-028,20,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-028,3f76d6f6be,1597.029,4002.341,1003.0,173.0,"!!! | when dont know byte count/ | decode.getcharcount | when my buffer may be smaller | getbytecount | trygetbytes | getmaxcharcount vs | getencoder | why is it important | w ecant produce the last char"""
S-030,21,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,enc-r01-basics-candidate-stage0,candidate-not-final-stage0-boundary-only,"Encoding basics: GetString/GetBytes/GetChars overloads, spans, allocation behavior, GetCharCount/GetMaxCharCount, buffer sizing, and when byte/char counts are known.",IU-030,3146da568f,83.167,4117.951,881.0,428.0,"!!! | when dont know byte count/ | when my buffer may be smaller | decode.getcharcount | getbytecount | trygetbytes | getencoder | getmaxcharcount vs | why is it important | w ecant produce the last char"""
S-002,1,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-002,84bfcf913e,4798.031,609.755,829.0,249.0,"chunk processing with encoding.utf8.getdecoder | so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | decoder getchars vs decoder.convert | decoder methods | getstring /getbytes overloads | if flush doesnt affect memory | and just needed to ""put a sign that"
S-006,2,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-006,ae7d474ccc,4845.703,881.432,810.0,482.0,"chunk processing with encoding.utf8.getdecoder | decoder getchars vs decoder.convert | so we dont need to specify source count | we can pass spans as both src and dest | decoder methods | and we have getchars | so we have getstring that allocates a new string | if flush doesnt affect memory | and just needed to ""put a sign that | w ecant produce the last char"""
S-007,3,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-007,9e500fe22d,3908.642,907.366,900.0,366.0,chunk processing with encoding.utf8.getdecoder | so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | decoder getchars vs decoder.convert | decoder methods | getstring /getbytes overloads | basics | if flush doesnt affect memory
S-011,4,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-011,f9d49d026d,4856.865,1372.255,858.0,344.0,"decoder getchars vs decoder.convert | decoder methods | chunk processing with encoding.utf8.getdecoder | if flush doesnt affect memory | and just needed to ""put a sign that | w ecant produce the last char"" | why is it important | so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars"
S-020,5,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-020,83cb602b2c,7544.04,2810.824,870.0,482.0,"and bytes can be incomplete | can we decode here like this when we process in chunks | they can, bettter to use decoder | encoding.utf8.getdecoder | convert vs getchars | decoder methods | decoder  mthods | if flush doesnt affect memory | and just needed to ""put a sign that"
S-023,6,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-023,208e6e442c,4851.24,3438.164,740.0,104.0,"why is it important | w ecant produce the last char"" | and just needed to ""put a sign that | if flush doesnt affect memory | decoder methods | decoder getchars vs decoder.convert | encoding.utf8.getdecoder | convert vs getchars | they can, bettter to use decoder"
S-024,7,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-024,e4546610f9,4863.003,3556.981,662.0,482.0,"why is it important | w ecant produce the last char"" | and just needed to ""put a sign that | if flush doesnt affect memory | decoder methods | convert vs getchars | decoder getchars vs decoder.convert | encoding.utf8.getdecoder | decoder.convert vs decoder.getchars"
S-027,8,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-027,2b6cb0ef59,7223.903,3653.758,862.0,401.0,"decoder methods | convert vs getchars | encoding.utf8.getdecoder | they can, bettter to use decoder | decoder.convert vs decoder.getchars | decoder  mthods | and bytes can be incomplete | can we decode here like this when we process in chunks | flush | why is it important"
S-029,9,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-029,17de7f5e9c,4841.862,4046.693,771.0,414.0,"why is it important | w ecant produce the last char"" | and just needed to ""put a sign that | if flush doesnt affect memory | decoder.convert vs decoder.getchars | flush | decoder methods | !!! | decoder  mthods"
S-031,10,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-031,bf0e239170,3865.248,4194.41,841.0,415.0,"!!! | why is it important | decoder.convert vs decoder.getchars | w ecant produce the last char"" | and just needed to ""put a sign that | if flush doesnt affect memory | flush | when dont know byte count/ | getbytecount | trygetbytes"
S-032,11,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-032,078e92ad0c,8134.803,4243.546,519.0,253.0,"decoder  mthods | decoder.convert vs decoder.getchars | decoder methods | convert vs getchars | encoding.utf8.getdecoder | they can, bettter to use decoder | flush | and bytes can be incomplete | can we decode here like this when we process in chunks | !!!"
S-033,12,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-033,7d05b04294,7268.043,4244.651,720.0,482.0,"decoder.convert vs decoder.getchars | decoder  mthods | decoder methods | convert vs getchars | encoding.utf8.getdecoder | flush | they can, bettter to use decoder | and bytes can be incomplete | can we decode here like this when we process in chunks | !!!"
S-034,13,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-034,ac9dc0a1a1,4841.824,4501.425,798.0,482.0,"flush | why is it important | decoder.convert vs decoder.getchars | w ecant produce the last char"" | and just needed to ""put a sign that | if flush doesnt affect memory | we use do while here because we get final chunk with | result.endofmessage = true | !!!"
S-035,14,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-035,467f8a6865,8149.776,4526.736,817.0,229.0,"decoder  mthods | flush | decoder.convert vs decoder.getchars | decoder methods | convert vs getchars | encoding.utf8.getdecoder | they can, bettter to use decoder | and bytes can be incomplete | !!! | can we decode here like this when we process in chunks"
S-036,15,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-036,01614338c1,3823.733,4649.643,771.0,482.0,flush | when dont know byte count/ | getbytecount | trygetbytes | getencoder | when my buffer may be smaller | !!! | we use do while here because we get final chunk with | why is it important | result.endofmessage = true
S-037,16,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-037,956d8d12a8,7276.446,4759.556,601.0,482.0,"flush | decoder.convert vs decoder.getchars | decoder  mthods | decoder methods | convert vs getchars | encoding.utf8.getdecoder | !!! | they can, bettter to use decoder"
S-038,17,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-038,521eca4c3b,8160.943,4789.736,880.0,231.0,"decoder  mthods | flush | decoder.convert vs decoder.getchars | decoder methods | convert vs getchars | encoding.utf8.getdecoder | they can, bettter to use decoder | !!!"
S-039,18,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-039,c2dcef1282,6217.941,4799.181,631.0,338.0,flush | decoder.convert vs decoder.getchars | !!! | we use do while here because we get final chunk with | result.endofmessage = true | getchars can throw | decoder  mthods | decoder methods
S-040,19,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-040,e93f9db279,4793.584,5002.489,932.0,355.0,we use do while here because we get final chunk with | result.endofmessage = true | flush | !!! | getencoder | trygetbytes | getbytecount | why is it important
S-041,20,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-041,21ce4dd176,8143.11,5048.403,881.0,239.0,"decoder  mthods | flush | !!! | decoder.convert vs decoder.getchars | decoder methods | convert vs getchars | encoding.utf8.getdecoder | they can, bettter to use decoder"
S-043,21,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-043,c29746986a,6207.832,5136.438,756.0,463.0,flush | !!! | we use do while here because we get final chunk with | result.endofmessage = true | getchars can throw | decoder.convert vs decoder.getchars | typical convert loop | when char buffer may  be
S-045,22,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-045,7d0dd953da,7223.469,5279.712,675.0,330.0,!!! | flush | we use do while here because we get final chunk with | result.endofmessage = true | getchars can throw | decoder.convert vs decoder.getchars | decoder  mthods | decoder methods
S-046,23,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-046,db6d3eacbe,8152.277,5319.903,900.0,256.0,decoder  mthods | !!! | flush | we use do while here because we get final chunk with | result.endofmessage = true | getchars can throw | decoder.convert vs decoder.getchars | decoder methods
S-048,24,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-048,4ea5c087a3,6142.236,5626.04,822.0,329.0,"!!! | we use do while here because we get final chunk with | result.endofmessage = true | getchars can throw | flush | typical convert loop | when char buffer may  be | to little , but with convert we"
S-049,25,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-049,29afc1ab74,7192.136,5666.713,767.0,204.0,"!!! | we use do while here because we get final chunk with | result.endofmessage = true | getchars can throw | typical convert loop | flush | when char buffer may  be | to little , but with convert we"
S-050,26,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-050,83cb602b2c,5134.57,5800.381,870.0,482.0,result.endofmessage = true | we use do while here because we get final chunk with | !!! | getchars can throw | when index of the start(incl) | changes and we need do spec | count == count - byteindex | or final index(incl) +1 - start index
S-051,27,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-051,18236e79ae,7209.644,5875.556,705.0,482.0,"!!! | getchars can throw | result.endofmessage = true | we use do while here because we get final chunk with | typical convert loop | when char buffer may  be | to little , but with convert we | can process it"
S-053,28,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,enc-r02-decoder-chunks-candidate-stage0,candidate-not-final-stage0-boundary-only,"UTF-8 chunk processing with Decoder: incomplete multibyte sequences, Encoding.UTF8.GetDecoder, Decoder.Convert vs GetChars, flush/end-of-message handling, and typical convert loops.",IU-053,07b2281f15,6223.707,6274.868,869.0,296.0,"getchars can throw | !!! | typical convert loop | when char buffer may  be | to little , but with convert we | can process it | result.endofmessage = true | we use do while here because we get final chunk with"
