source_id,image_use,symbol_id,asset_sha1,region,x,y,width,height,center_x,center_y,mime,pixel_width,pixel_height,status,transcript_status
S-021,U-021,image-15a39059ba9ca8810fff2cfa7ac06614b62d767e,934902f87743d5225f6a932199e8ae0529b0702e,R01,3819.381945,2480.631239,753.0,482.0,4195.881945,2721.631239,image/png,777,498,reviewed,closed
S-022,U-022,image-54cb5291c46703fb7283656280d797d86749542d,48e3ffc511766a728f71887afc10a363583a4124,R01,51.789175,2542.933111,729.0,482.0,416.289175,2783.933111,image/png,949,628,reviewed,closed
S-023,U-023,image-5538eee7d5167631086ba7c9095f414ac720a9bd,86c8eb2729ae567099281c828dc9eaaba24e0beb,R01,1069.049333,2635.389168,955.0,334.0,1546.549333,2802.389168,image/png,955,334,reviewed,closed
S-024,U-024,image-961304ec90847d77e59b1d9272ebfc35d5862996,c0ed40db6d1f362a4e9b5be0cbd11b87c56b2059,R04,20805.701273,2709.070893,666.0,401.0,21138.701273,2909.570893,image/png,1010,609,reviewed,closed
S-025,U-025,image-652871527684b8b47f736c9b91089b24850e63fd,b3c50131691a687aac70c25db1d670d50fb87fc6,R03,15403.207168,2797.087331,877.0,248.0,15841.707168,2921.087331,image/png,877,248,reviewed,closed
S-026,U-026,image-9e3efccd39aaec361f9d526b99e3e43f69988593,99c3c7b34df86efa3a29f13e88416429e9fc18d7,R04,21843.192321,2741.964809,880.0,411.0,22283.192321,2947.464809,image/png,880,411,reviewed,closed
S-027,U-027,image-cd295719c2c0dc3eafe124c31fbb40ddcda6b02e,d499a5ddadd0801278423ea33c4968a718a8f37c,R01,6632.556734,2931.807342,555.0,89.0,6910.056734,2976.307342,image/png,555,89,reviewed,closed
S-028,U-028,image-9b12324f8cd32a92caba15eabd577062ebfa7dca,82b95afb9e532d3bfe56dfdf4d037047b59cb0f5,R03,16432.397885,2844.143876,750.0,294.0,16807.397885,2991.143876,image/png,750,294,reviewed,closed
S-029,U-029,image-1cdee7ef119e8af62c9cf0df4a67fd6ee44c3c44,c8faa5aae9c969ac5db211f220ac1d21115a9038,R03,12757.632733,2909.712226,865.0,482.0,13190.132733,3150.712226,image/png,949,529,reviewed,closed
S-030,U-030,image-5ea9bed8b837f0cda911907b4fdd9887db4f37a3,04869138a4033cfe3f700183d43795c029e0f168,R03,17549.389952,2942.74324,515.0,463.0,17806.889952,3174.24324,image/png,673,605,reviewed,closed
S-031,U-031,image-652871527684b8b47f736c9b91089b24850e63fd,b3c50131691a687aac70c25db1d670d50fb87fc6,R04,19871.435494,3115.506872,877.0,248.0,20309.935494,3239.506872,image/png,877,248,reviewed,closed
S-032,U-032,image-590e9e32a02cd3c950c28a5ebbd9f7f8deecf709,29ee2062a83aefb5690dd549e5c886afdfa71d29,R03,16470.397946,3146.477235,858.0,195.0,16899.397946,3243.977235,image/png,858,195,reviewed,closed
S-033,U-033,image-10ba2bbceb22dc7c2540c1d6dba1212d8083960c,27020d08875b6d660e584d4d2f390a4bc0bd7c89,R04,20857.325385,3167.11348,755.0,179.0,21234.825385,3256.61348,image/png,755,179,reviewed,closed
S-034,U-034,image-f8a1af83ae99f434d2eb4ea34263d6ee65a47607,9dd0a82e6b19aa8afb7ed98410df0fece1c282c7,R01,1071.114121,3018.003893,906.0,482.0,1524.114121,3259.003893,image/png,984,524,reviewed,closed
S-035,U-035,image-826d6793aacb27d529120aa8921acf0ef0e45eb5,550cb2c6d836315a3f7ac8491f4e4c23b9cd3cc2,R01,6470.667843,3053.501159,846.0,481.0,6893.667843,3294.001159,image/png,846,481,reviewed,closed
S-036,U-036,image-ce804af1f572e2840d30c4ce3824d473be373689,d5684d80d3d7c66fd15d3d229783afb52ee49e85,R04,21862.934819,3201.82839,809.0,444.0,22267.434819,3423.82839,image/png,809,444,reviewed,closed
S-037,U-037,image-d41daccbd554adb2fac96e6f9cf22a50905c5563,ce656c1133fa0fecf718267e67132eb373cca593,R03,9845.701364,3351.150381,730.0,482.0,10210.701364,3592.150381,image/png,786,519,reviewed,closed
S-038,U-038,image-ba072fb9a14fffda66e2652db08bb8f69871d914,0f3649aa3f5a14ba18320c185d14622a7650ed67,R03,17469.252518,3502.622258,745.0,193.0,17841.752518,3599.122258,image/png,745,193,reviewed,closed
S-039,U-039,image-b82ac8c8429ebd908b97ec2c95090740b927072c,bf318c8140cbf0ca7abacedf86b097ecdaddbe06,R04,20849.498513,3399.959921,723.0,401.0,21210.998513,3600.459921,image/png,930,516,reviewed,closed
S-040,U-040,image-17224d1a72a0dcb9d58e8aea05566d9727489db6,b81fb2d854a0c6c2f394b299e3317caf91707b34,R01,3221.704369,3444.08582,1041.0,392.0,3742.204369,3640.08582,image/png,1041,392,reviewed,closed
S-041,U-041,image-b7bef89ba72ce2ff9cee22aad5187df8146f5cb8,af1dda8abe70ad71a703380f3d11865bb2a7e24e,R01,1094.952483,3566.53407,1008.0,164.0,1598.952483,3648.53407,image/png,1008,164,reviewed,closed
S-042,U-042,image-f6b897b8a9ba33f10da92c88169772357f05c521,33ad26d3dd36ee6ed10f37d8dc1dfe908c9ed919,R03,12696.818399,3434.947938,911.0,462.0,13152.318399,3665.947938,image/png,911,462,reviewed,closed
S-043,U-043,image-e45e86d4fda179b46916211baa6ac48097236fbf,c489f005dfc1cf8596c22b195e9404d34e7abe3d,R01,4432.148966,3432.854338,914.0,482.0,4889.148966,3673.854338,image/png,1010,533,reviewed,closed
S-044,U-044,image-775ec48e7e5033e066fd74620bc4916fc9f58fe5,b5f992121db3d3aed20ad7b0b1c44f472eaf5ece,R01,6445.446219,3565.068906,782.0,344.0,6836.446219,3737.068906,image/png,782,344,reviewed,closed
S-045,U-045,image-9385c8ccd67b6c4a8c179f7cf19605dd3a63fbf0,3d1ce85f0c01e2f26522765b8b2f433c71a8e4cc,R03,16461.548093,3562.6346,686.0,482.0,16804.548093,3803.6346,image/png,782,550,reviewed,closed
S-046,U-046,image-f97abc954ebf5d581a5eb5b67976123e2759e54b,8c8fc54aca59cb0254ccd5f052601d7799c8f7b5,R03,17473.548888,3693.140765,829.0,369.0,17888.048888,3877.640765,image/png,829,369,reviewed,closed
S-047,U-047,image-de7b6d316da3ad8c01b3c15bd61192f09079b474,97bb2f41160af96b9e6df033dd6e273b4652c63e,R01,3250.49221,3881.888804,901.0,217.0,3700.99221,3990.388804,image/png,901,217,reviewed,closed
S-048,U-048,image-9b12324f8cd32a92caba15eabd577062ebfa7dca,82b95afb9e532d3bfe56dfdf4d037047b59cb0f5,R04,20726.205853,3941.985047,750.0,294.0,21101.205853,4088.985047,image/png,750,294,reviewed,closed
S-049,U-049,image-621a29ce81c69ece75c24449cf54a624ca0d4bd7,89371a538d2da4657140ee1bec11b524287830fe,R01,6373.827508,3955.925944,883.0,312.0,6815.327508,4111.925944,image/png,883,312,reviewed,closed
S-050,U-050,image-cee374de426a46b035b1f5d4a112e313ca014df4,7d1ec1df1fbfb4aadea630a6e24278095f757a36,R03,9828.887019,3885.753542,750.0,482.0,10203.887019,4126.753542,image/png,791,509,reviewed,closed
S-051,U-051,image-66ac24c8d6f8b0646d314ecbed1b1c2da2334c07,1db8bf38ab992f78a7f7f1a60ec9c29f4482216e,R03,12719.272516,3956.274369,785.0,482.0,13111.772516,4197.274369,image/png,884,543,reviewed,closed
S-052,U-052,image-8b554fce01cd421dba2deb961c14c6b4d111c56b,820271d3e85904901d7990f568ca567f58668fe3,R03,17464.24172,4080.928942,745.0,482.0,17836.74172,4321.928942,image/png,782,506,reviewed,closed
S-053,U-053,image-d4fe3050374da5f48851f0f1dcd3146a107d8653,9866670fb08cbca9f797e8508966ebd6006f053e,R03,16490.535398,4083.170277,634.0,482.0,16807.535398,4324.170277,image/png,766,583,reviewed,closed
S-054,U-054,image-67ccffe446d81b23e9e54448e6222a0a45c33f01,648a21c4c53ed3c123d53a5b2990d8936be8394c,R01,3233.65893,4131.743008,948.0,411.0,3707.65893,4337.243008,image/png,948,411,reviewed,closed
S-055,U-055,image-cffb20fed834d5ddd9538184b0b11d4c63e712d6,d6ff8c3b0c378ebaf841c79375d2d4b0f6ea5e49,R04,22071.39633,4106.562427,651.0,463.0,22396.89633,4338.062427,image/png,933,664,reviewed,closed
S-056,U-056,image-590e9e32a02cd3c950c28a5ebbd9f7f8deecf709,29ee2062a83aefb5690dd549e5c886afdfa71d29,R04,20701.052605,4253.029169,858.0,195.0,21130.052605,4350.529169,image/png,858,195,reviewed,closed
S-057,U-057,image-fd9a1b76cd1729621c5c1e93f862c534cc581153,5d033da8483c29bf4f7a534e0f538bc1f46a0626,R03,13824.369672,4185.359661,825.0,352.0,14236.869672,4361.359661,image/png,825,352,reviewed,closed
S-058,U-058,image-f83b3b91d4eb2a59e7ea44bdddbebfbd015d088d,54498052019121bcff2c26d73195b39281437a25,R01,6355.991106,4292.384754,799.0,336.0,6755.491106,4460.384754,image/png,799,336,reviewed,closed
S-059,U-059,image-11c3b6dbe76fdc528b99d6e49defa31f19248835,82a2e1f1bf1924c4499f05b6cdf6e52b62fd1a2e,R03,9857.565742,4444.638346,603.0,253.0,10159.065742,4571.138346,image/png,603,253,reviewed,closed
S-060,U-060,image-ba072fb9a14fffda66e2652db08bb8f69871d914,0f3649aa3f5a14ba18320c185d14622a7650ed67,R04,20771.07242,4518.938018,745.0,193.0,21143.57242,4615.438018,image/png,745,193,reviewed,closed
S-061,U-061,image-519b6f85b105784c7c2951061e5a6daccc2b857c,14204ade23a8585cbea9f0ed33460ad6b80d8583,R03,12663.667584,4521.240151,880.0,195.0,13103.667584,4618.740151,image/png,880,195,reviewed,closed
S-062,U-062,image-7e7f2dd9df37ace1497c869e77ad52743f8a9002,6c1009201bbe456648117993b4bd2bf7b3e8b25b,R03,13842.325159,4558.606573,712.0,144.0,14198.325159,4630.606573,image/png,712,144,reviewed,closed
S-063,U-063,image-dc0da0c9097028b8c2d281a3222df7652cc827f0,0c84e504fc0fa1fcefa8bef00f73606f84e8ad82,R01,6350.996531,4661.727405,633.0,164.0,6667.496531,4743.727405,image/png,633,164,reviewed,closed
S-064,U-064,image-de7312f3f67acbad838594407ddae03f23f06984,90f95ed56bffb38bae969f7fe7bb13fff5075e98,R03,17457.548786,4565.585192,821.0,473.0,17868.048786,4802.085192,image/png,821,473,reviewed,closed
S-065,U-065,image-b57d5ed392c8e795843682e7326dd3513e1a0b04,4482c8caf4bd637446e4a5443d3e565c3bcf67b6,R03,13828.99299,4734.616658,805.0,190.0,14231.49299,4829.616658,image/png,805,190,reviewed,closed
S-066,U-066,image-c9f32336e3d5d858b800ed7db36705eaba87f5ac,2caf582a01f5494979aadd3b01a162a60113cf98,R04,22079.251555,4631.690647,760.0,463.0,22459.251555,4863.190647,image/png,888,541,reviewed,closed
S-067,U-067,image-f97abc954ebf5d581a5eb5b67976123e2759e54b,8c8fc54aca59cb0254ccd5f052601d7799c8f7b5,R04,20775.36879,4709.456525,829.0,369.0,21189.86879,4893.956525,image/png,829,369,reviewed,closed
S-068,U-068,image-d1e2b9d9249aa0f223976687bf2cb517cd30db4c,2924c394fb3cc7d95c7f0fbb810f998278e8e255,R01,6325.494597,4849.739963,723.0,379.0,6686.994597,5039.239963,image/png,723,379,reviewed,closed
S-069,U-069,image-adf8d985fce38666456f799e71d25f126083ff13,f6d0eb5277f6bde3d75827b35c93f61b18920c5d,R01,3764.464337,4931.063278,923.0,482.0,4225.964337,5172.063278,image/png,1022,534,reviewed,closed
S-070,U-070,image-8b554fce01cd421dba2deb961c14c6b4d111c56b,820271d3e85904901d7990f568ca567f58668fe3,R04,20766.061622,5097.244703,745.0,482.0,21138.561622,5338.244703,image/png,782,506,reviewed,closed
S-071,U-071,image-b6406b1409e94235fcfe7a17cd7650fc28d2b355,863a475f9fec30e100734f15f978980e96e1390f,R02,14049.064442,5123.585111,666.0,482.0,14382.064442,5364.585111,image/png,958,694,reviewed,closed
S-072,U-072,image-2f50ffbb60b76780d6ff6f150d572636486b1a5e,9146ba526e87f0abbebcad8076261650604d1dcc,R01,1521.123261,5366.495929,949.0,416.0,1995.623261,5574.495929,image/png,949,416,reviewed,closed
S-073,U-073,image-7a0544b69e94a86e26918d0054150b99b4b53008,a33318065cc22bc0a274f5fa47d7fd6f4775d076,R01,3739.455182,5445.55281,1015.0,300.0,4246.955182,5595.55281,image/png,1015,300,reviewed,closed
S-074,U-074,image-78e4b2e250900e852444866f980071ce73812bf0,0231c69db182e3c73e573940bc78a73d09e2a8d2,R02,12743.312046,5467.086583,631.0,482.0,13058.812046,5708.086583,image/png,738,564,reviewed,closed
S-075,U-075,image-de7312f3f67acbad838594407ddae03f23f06984,90f95ed56bffb38bae969f7fe7bb13fff5075e98,R04,20759.368688,5581.900953,821.0,473.0,21169.868688,5818.400953,image/png,821,473,reviewed,closed
S-076,U-076,image-5d300737c6fddf4249ce0784bdc99379a3ff8065,0929d93e4833a684273e8350fc58bd796b988fb3,R01,1513.861037,5831.091225,954.0,363.0,1990.861037,6012.591225,image/png,954,363,reviewed,closed
S-077,U-077,image-f4eb30621551ec100901de02c22be018c1171ae0,47d4546f7236dc64b3b494e32b2b4ae6a56b6b5d,R01,3898.971162,5844.39656,723.0,482.0,4260.471162,6085.39656,image/png,866,578,reviewed,closed
S-078,U-078,image-98ab6864ab3e2872ea8861a5670e9b8dd23c5462,30e0c6b1cef9bf8bd5550ab056bf41de936f76c8,R02,12712.054252,5993.631098,746.0,262.0,13085.054252,6124.631098,image/png,746,262,reviewed,closed
S-079,U-079,image-31aeb65ba2af35bc1795423981e9e155ab4833e3,15c0551ecbf34e01465895d80e1b8d81152c0a84,R04,20721.383325,6186.45382,780.0,141.0,21111.383325,6256.95382,image/png,780,141,reviewed,closed
S-080,U-080,image-cbe31a89ebeeab4675ce9f1959a70d0908702ed7,bfdb2478953b225a57db2ff31d94542e87d03f3c,R02,12755.496856,6344.557041,756.0,381.0,13133.496856,6535.057041,image/png,756,381,reviewed,closed
S-081,U-081,image-5ea9bed8b837f0cda911907b4fdd9887db4f37a3,04869138a4033cfe3f700183d43795c029e0f168,R04,20772.795128,6375.13921,515.0,463.0,21030.295128,6606.63921,image/png,673,605,reviewed,closed
S-082,U-082,image-06308fe212c6d844211ad5867a427bfa7c2517c1,55d17c0ec0a5a38b96787b8d34c11081b94ed779,R02,12749.663787,6778.390446,777.0,444.0,13138.163787,7000.390446,image/png,777,444,reviewed,closed
S-083,U-083,image-5f590c7525c6b8eb8696d6fe522b7ffc5d52d37e,787638aa9c6eae6767fc5ff513135685085ee001,R01,1689.340333,6870.144699,746.0,482.0,2062.340333,7111.144699,image/png,855,553,reviewed,closed
S-084,U-084,image-c2e4a3ab415ece30a7e9d44e94d3f04dd1a72a83,e585918a6f4f532035a9342162466fa7c3e867f4,R02,12794.346199,7287.795284,726.0,453.0,13157.346199,7514.295284,image/png,726,453,reviewed,closed
S-085,U-085,image-40b2ebdc04699bc0df2a77ba1e3bc925797f9dd4,7c4f34de4797089651a2267e4b86c8121bcd2e7f,R01,1641.254498,7421.255946,864.0,482.0,2073.254498,7662.255946,image/png,894,499,reviewed,closed
S-086,U-086,image-62179c1a5c4610872f7cd7c6d046588136bf9f68,179929c8b5e2a14ba6cd5c9b6f78a3ada9ab9edd,R01,1598.972592,8216.245453,762.0,439.0,1979.972592,8435.745453,image/png,762,439,reviewed,closed
