item_type,item_id,secondary_id,sha256,region_id,status,restored,assignment_count,evidence
image_use,S-019,IU-019,01fd312a11036a2d98ef0d77f076ecea12dd4d3e0c164e4274fb7956478fcb79,R01,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R01: PUT versus PATCH semantics, idempotency, status codes, upsert, and conditional requests"
image_use,S-020,IU-020,94192a20bda8743e7a961b2e53668bbbc992361156ab179e3a6e14c3f3b04635,R02,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R02: PATCH representations: JSON Patch, JSON Merge Patch, and format selection"
image_use,S-021,IU-021,51b66b49afbde4136b89f1d916334cfafee8b9e7a8d0480dcf46520392f577b0,R01,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R01: PUT versus PATCH semantics, idempotency, status codes, upsert, and conditional requests"
image_use,S-022,IU-022,ffc8a6efa3eb5404a539dbdc3dd69300d22bef9fb50c97db26b77e97ab7cdfa1,R02,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R02: PATCH representations: JSON Patch, JSON Merge Patch, and format selection"
image_use,S-023,IU-023,bf82b1be43deeb1f794d15e2bdcbbfd4a3bb6e56f0904e2ba2717b859b90795c,R02,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R02: PATCH representations: JSON Patch, JSON Merge Patch, and format selection"
image_use,S-024,IU-024,13b920050e1bd24f180c3a8f5c14d0ff71750722aae8293fc17d791226210fb6,R02,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R02: PATCH representations: JSON Patch, JSON Merge Patch, and format selection"
image_use,S-025,IU-025,0d88d96b390ce36c2958d59e7cc1c0b216807bb6b32c59fc00b3ac96633454a5,R02,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R02: PATCH representations: JSON Patch, JSON Merge Patch, and format selection"
image_use,S-026,IU-026,d75ad25131f8c97c76df17e7a3f86e4c8a7e28acecc6187af19a11f121aef3a4,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-027,IU-027,8c7a718761e1108cf888e3af1a83849e0848a8aeac497c20d34144a3a4d0d25a,R04,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects
image_use,S-028,IU-028,82eb9e125498addda701c945a6752d25011d3b8f5a3fb236c152bf56a1506378,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-029,IU-029,bc0d1960a7f074c8e5aee6bb35ab32eb40d37bdd232f45713e596d530d70199d,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-030,IU-030,7462d8f279a4f69cc5566e8c6a49e8b21330971725362a9fe27d21cd10a2b026,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-031,IU-031,83cb5e878199330b2ea22a5db26ce9599488d622d5526949a7ec9a8db49f1934,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-032,IU-032,1983b23d4449a3ada42e639bcb5b45b4beb72b3727ecd6523fc1ef0d73879a80,R04,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects
image_use,S-033,IU-033,3643f78c048732939cd1ca32867bb96ea2b5e3d528a6befcaa7f64657416e579,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-034,IU-034,fa1504616c1db9f5bbff60a7e59ee85931035614c03509c7e775c1af0e8bddd5,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-035,IU-035,f0ae4ee56fca63efb1f63e9552a6dffdd84baa332dba57aab61a68ceb92d56bd,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-036,IU-036,60e7da19daa41feedf715d88a7935dfca21a5ca1d7ddbf703ff8ad62da0a8507,R04,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects
image_use,S-037,IU-037,9b1df57b48bef5477eb37236a95353c860d044ba438b263b5f01c0ca5aa72fe9,R04,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects
image_use,S-038,IU-038,ac10c797a4420bf12f7368173c391fda36eeacf34d9fd89c094f7b87d05c0b06,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-039,IU-039,6bf64277275cad7500e3eee0fd74f112ab6f23d5592d8d9cddaf4f490917e49b,R04,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects
image_use,S-040,IU-040,41abcc361ab7a53b7a10f29cbdb944bc01eda9b4d54f6176294ad73bb8db2e53,R04,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects
image_use,S-041,IU-041,41cf42da653fff8a6353c21541b2b33f099bcb571766bb0fb7dd096b8cb36319,R05,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation"
image_use,S-042,IU-042,5d1bc81bccaafdff2cbc0dc5fead7f81c9ffd19170599049912edf71f247df75,R04,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects
image_use,S-043,IU-043,42267f4ad5b5280866b2b9238aa7aeca0b4658c87f857dd95393683f2a7496d6,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-044,IU-044,e937628042034fae563bbd2e244c822829b019f24cd9bf098a8f3cfb235aa3b2,R05,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation"
image_use,S-045,IU-045,a21284d79fdf992f146d19bbdae911f8f26f72a635ecadde76c9a567f778b450,R04,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects
image_use,S-046,IU-046,2ef8b27dc3df038223200fce7dc6f8b53616b54413f4ef8e761d225237c84b10,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-047,IU-047,6f503e024caba8d9b03ecdff79dad48c7541f04a326d8807a84eb318ba76cf50,R05,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation"
image_use,S-048,IU-048,d1bf02432b9948cbe0ab8cd9a8337b84ab4245f98a78e541bd34736b3de807de,R04,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects
image_use,S-049,IU-049,20bc45b19d2f7b6d26080c50da0750c4aff8b045fb8278b2854a595089307aa7,R05,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation"
image_use,S-050,IU-050,a07c52dd7c0a5997465d46c1ad0d7d1e445366900be6cefb5dd916334fd44dfc,R03,processed-semantic-transcript,True,1,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics
image_use,S-051,IU-051,87a68083111ac1819ee33645eae7d2b49223d9257a6c8532cb2396ff9d319d82,R05,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation"
image_use,S-052,IU-052,3e2346d51827529ac03ab2e1c81e5381903a3c7709eda58682f6824ccfb0d5d8,R05,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation"
image_use,S-053,IU-053,c4332143be6f7c1ef3445b95f86c85b79cd2cefba42c8e7dba06a767303ca797,R05,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation"
image_use,S-054,IU-054,f24a5aaad75b8b515d3b1642fac91146abfeee46d63cc482ca34e323e795f0fa,R06,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert"
image_use,S-055,IU-055,db04397433e5d54ff4acc127d714d02d70140b663c697837a01c34c76a95f891,R05,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation"
image_use,S-056,IU-056,687bc17d08ac202d6a7889b569309a9b5a0623dcb54878356e29a1b311c88e56,R06,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert"
image_use,S-057,IU-057,5ce4b3a509a7119a9c9c7c15cb576e7cf05e87519edc61972c139288df6259d1,R06,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert"
image_use,S-058,IU-058,9da3920e50e791778bbd27308541319460c202cb7d6f629c6138186621c9d3bd,R06,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert"
image_use,S-059,IU-059,419dd23d92c385860480fec141ee5d723abdf21f61a812cf4e5159eb841c1c2f,R06,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert"
image_use,S-060,IU-060,1192816b0d93fb9b8587f67eb30b3f1cad133cd52dfb44db93e96dbe69de63db,R06,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert"
image_use,S-061,IU-061,060b9157e7f6a4be6b12b6c2ad0d86c86a1f2af23e3c1a0c8f1eeb8ab7b62aef,R06,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert"
image_use,S-062,IU-062,8c72403e690dadb935bfb18686236a3bd2a507fccf17b20731e7c97fd2adbe65,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-063,IU-063,cb438b99eaa21841c0eb2a6c33aa406e82a91e11cef78016d2c6d0c488e18078,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-064,IU-064,aa6971b7a90459eca2151988a4958465fc9c7db9a09f79681e1450c3a24a238c,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-065,IU-065,6d88523c6f14aeba7dd42ede90060b7688cae4ccc922b3b82cc0483c9745492e,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-066,IU-066,ccd19bf29bdfd49bcfe1210902e9711a37e5bacbf2fe83f51b42f4ae1c6967bd,R01,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R01: PUT versus PATCH semantics, idempotency, status codes, upsert, and conditional requests"
image_use,S-067,IU-067,81e013909ebe66c7a04d975f2265c08e5cf474c8a0c98b426ce4a85ead52e147,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-068,IU-068,adbdd87bcdffb87584063315d520e830bbd2b7d7d4faa2f5b28c5f418effdb4f,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-069,IU-069,d9d22e4f4c093405fe79577ca8f3610e399279db2c93ec82f88ee055dd8510b8,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-070,IU-070,620f57fa1228fbe1bf3fe6dc1f4da95026e832a7ed9901d6adc36c42747832a5,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-071,IU-071,2bcbecb019512ea5113389c5f2cd990c11dc6618baea7f7061727bc993edf6c2,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-072,IU-072,154e7a15088c49f70a4d8ac93635f02d860ca0d3d66cad190f919cbefca172ab,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-073,IU-073,fdb7a32c4e1aba17506e4c7befdaf4de0456872ad8356dfd23fea8b82ebf1d69,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-074,IU-074,ef97b314fad73e29f99b5a1234055f856a605309eef12538702ad13e2e7f0c85,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-075,IU-075,8da5a202b234abf99174eb1a57ea9ceb358fb077a793491c4457dd7dfe7170e2,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-076,IU-076,e79dba7e591927c0e29a2544a9a0bea87fe06b2a188a802c132048fb267c0a5e,R06,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert"
image_use,S-077,IU-077,de34e7e9c0fb40cced9861d78f851c5716ec84a254750313995b8c965b6bf663,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-078,IU-078,7a068fdf0fa0d1820153df212c909d59b976a9e8f488e52cf7b0a277faa1025b,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-079,IU-079,54456336c38981391d1cb5109959cb8480c4c0941bd69fdb555fe2818e9753d8,R06,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert"
image_use,S-080,IU-080,2e6faa5a2d9913f6c2894209b5f522763417689e8e454e6a20a1198b56022486,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-081,IU-081,fb1e1fcd042228eca0be9d4011c7d287a659cbb7882aa5fa1e4096a5accfaa9c,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-082,IU-082,9937700f510ac60eafd7fa4a59fea7a6c1433b36cf56925ad8e35205d9d2e137,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-083,IU-083,b2bcd1b71a9ff9d07820905c7e5bcf2a2b8cf73a6dae436d0834f93df3362a7a,R01,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R01: PUT versus PATCH semantics, idempotency, status codes, upsert, and conditional requests"
image_use,S-084,IU-084,e632a13cd207a471c8c832642ab25e6859d8231781ed4ad8cd2a35b7fde49756,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
image_use,S-085,IU-085,75d9a677427e6625ae0f12411fc678bc58c16924abd655b3e54e81f0bbc4d86c,R07,processed-semantic-transcript,True,1,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory"
svg_text_node,T-001,,532fecef3d0034424d47a58ebb2b1cadee42a1172c662d431fbf055a5282143d,R01,processed-semantic-transcript,True,1,put/patch
svg_text_node,T-002,,15ac0c04b0adb2a55ccfb7b53b0f77ed1b259a4c33de4097421c18c4e8fafedc,R01,processed-semantic-transcript,True,1,put and patch idempotency
svg_text_node,T-003,,2e7df3bb5020a57c27fcbfeae316f2334b16733e617db35f7f0e789ac3c4a4db,R01,processed-semantic-transcript,True,1,status codes for put and patch
svg_text_node,T-004,,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R01,processed-semantic-transcript,True,1,!!!
svg_text_node,T-005,,373cb2c6d4fe2778441d4f0266505b699fa518d002e5793b87f9b48836de3f62,R01,processed-semantic-transcript,True,1,put
svg_text_node,T-006,,4e3b92fce522aba8776072e73c107121ae9661c7787db93111edeaba3d275062,R01,processed-semantic-transcript,True,1,upsert
svg_text_node,T-007,,b73c561c71246435f6708215223b7109a531be62af2df5ecc1545212c18dd0e6,R01,processed-semantic-transcript,True,1,about formats and theory in general
svg_text_node,T-008,,92ec9f1fdb972191fde222687cfa200c3d07e16a3d952a7e89a32697ceea5ec3,R01,processed-semantic-transcript,True,1,"client cant know what id will be assigned to resource, then it cant do put request with id of resource"
svg_text_node,T-009,,012df53ba9022b58c4a97d0c4d208cd9af852d7087854906f9933a826154dd01,R01,processed-semantic-transcript,True,1,"that doesnt exist and create resource with the id the client provided , because the client doesnt provide id here"
svg_text_node,T-010,,689dfa8087344e53d1c4b510abcad49de575fef7d125c7265817940beaa83504,R01,processed-semantic-transcript,True,1,some additional notes
svg_text_node,T-011,,7c37f5ef0ddcbcbc1ceec8c8d17c84c49b006ac6522757af64f4a9779fe0fe4b,R01,processed-semantic-transcript,True,1,IF CLIENT CREATES IDS AND API ALLOWS UPSERT
svg_text_node,T-012,,fa1e7470a0d6b7ace1c7de9ac5d810d8145a2de0bf2996258cfc2c508e57f7ff,R01,processed-semantic-transcript,True,1,THERE IS A POSSIBLE SITUATION WHEN  CLIENT SEND PUT REQUEST
svg_text_node,T-013,,7a132793e82e5684a895f246df3b8bf485b918aceed833541abf2cb513c7ac10,R01,processed-semantic-transcript,True,1,"BUT HE DOESNT WANT TO  OVERWRITE EXISTING ID, SO HE SENDS WITH"
svg_text_node,T-014,,dd868ba5ab85740789cf56b5acfd4069eaef071b438e25cb8b659d3434d0d06c,R01,processed-semantic-transcript,True,1,IF-NONE-MATCH:* SO IF THE RESOURCE EXISTS IN ANY VERSION - THERE WOULD BE
svg_text_node,T-015,,389f366470a473bd856d2f2c2495c4070be5f4e5a6e8293dd5b7e7c2103c914f,R01,processed-semantic-transcript,True,1,NO UPDATE
svg_text_node,T-016,,2817bc5198fc291fdecaef332e95432d5bdba6c1d09748a0f29ff5f63867f29e,R01,processed-semantic-transcript,True,1,but framework will
svg_text_node,T-017,,75830dbbc5ee70d38ef1bebb01b35981848607d423738b5a10bba05a08e58e30,R01,processed-semantic-transcript,True,1,set null to this
svg_text_node,T-018,,ee7283393bac246c0ad17319f7d3a608c9a04d347a8e7899146728873908f093,R02,processed-semantic-transcript,True,1,MANUAL PATCH
svg_text_node,T-019,,c7f8e2ca01cdd93ff914970618ac252c5d6087925b3203708954af592c219b7a,R02,processed-semantic-transcript,True,1,JSONEL                   JSONDOC              OPTIONAL WITH JSONCONVERTER
svg_text_node,T-020,,caabc4fc12874b86bc34e6441a1c6f464d15eab72c04addfcf0dc15634b58b94,R03,processed-semantic-transcript,True,1,patch with convetion of optional
svg_text_node,T-021,,c38caf258e383be8ae670f59c7c5cf777487d28540a67464b9c1a16500b790b2,R02,processed-semantic-transcript,True,1,via json manipulations
svg_text_node,T-022,,9241939fc04ae7eb29400f61db6b9a41d1aa3707e0468d95065ebf6b94c29f9c,R02,processed-semantic-transcript,True,1,jsonel<--patch via jsonpatch document newtonsoft
svg_text_node,T-023,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,reviewed-empty-structural,True,1,[empty structural SVG text node]
svg_text_node,T-024,,df692b7b152de4a71b0f1356b62e44cf066d356f23ee3e10bab0cc8db568f0f3,R02,processed-semantic-transcript,True,1,.net 10 text.json<-- lower
svg_text_node,T-025,,cc8bcf54d9922005702cecf7fad38fe610467287581e54b0920600517bde56fa,R03,processed-semantic-transcript,True,1,public readonly struct Optional<T>
svg_text_node,T-026,,021fb596db81e6d02bf3d2586ee3981fe519f275c0ac9ca76bbcf2ebb4097d96,R03,processed-semantic-transcript,True,1,{
svg_text_node,T-027,,55d9008c1c5ec996b794f0c6afea30e47392ed2b0ace3069be9d5c6bf1aecabf,R03,processed-semantic-transcript,True,1,public bool IsSet { get; }
svg_text_node,T-028,,23393aa2a5200d6bc0b7797462b9fa5909b305d1ba4697542abbed1e6ca44c24,R03,processed-semantic-transcript,True,1,public T? Value { get; }
svg_text_node,T-029,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R03,reviewed-empty-structural,True,1,[empty structural SVG text node]
svg_text_node,T-030,,941862183d426d80fba98901fbf8217171fa11aed86d4eecf15a66f1cc242701,R03,processed-semantic-transcript,True,1,public Optional(T? value)
svg_text_node,T-031,,021fb596db81e6d02bf3d2586ee3981fe519f275c0ac9ca76bbcf2ebb4097d96,R03,processed-semantic-transcript,True,1,{
svg_text_node,T-032,,1e28c1f290f500b42767bdd3f0140bfd8fe746fcf9878a569d77f3edd051b900,R03,processed-semantic-transcript,True,1,IsSet = true;
svg_text_node,T-033,,c66991f50dd0b1402616a9bb9654080762f0b8b8b5d79825b1f5ff1e4ff37fb7,R03,processed-semantic-transcript,True,1,Value = value;
svg_text_node,T-034,,d10b36aa74a59bcf4a88185837f658afaf3646eff2bb16c3928d0e9335e945d2,R03,processed-semantic-transcript,True,1,}
svg_text_node,T-035,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R03,reviewed-empty-structural,True,1,[empty structural SVG text node]
svg_text_node,T-036,,cb32aa7db44963fc9f94b0852a48671e158edaa7ad4718cec4a8ef20b828942f,R03,processed-semantic-transcript,True,1,"public override string ToString() => IsSet ? $""Set({Value})"" : ""Unset"";"
svg_text_node,T-037,,d10b36aa74a59bcf4a88185837f658afaf3646eff2bb16c3928d0e9335e945d2,R03,processed-semantic-transcript,True,1,}
