source_id,image_use_id,symbol_id,sha256,sha1,x,y,width,height,pixel_width,pixel_height,region_id,restored,coverage_status,assignment_count,asset_path,evidence,nearest_text_nodes_hint_only
S-019,IU-019,image-e9866fd0eb42fa9cfd1adabbfc83471cb57adb8f,01fd312a11036a2d98ef0d77f076ecea12dd4d3e0c164e4274fb7956478fcb79,10b5d860082f6dcd90ac55c54bed26ec63967db5,4772.648616464674,7337.096148047483,911.0,171.0,911,171,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-019__01fd312a11.png,"Visually reviewed screenshot assigned to R01: PUT versus PATCH semantics, idempotency, status codes, upsert, and conditional requests","[{""text_id"": ""T-011"", ""text"": ""IF CLIENT CREATES IDS AND API ALLOWS UPSERT""}, {""text_id"": ""T-012"", ""text"": ""THERE IS A POSSIBLE SITUATION WHEN  CLIENT SEND PUT REQUEST""}, {""text_id"": ""T-013"", ""text"": ""BUT HE DOESNT WANT TO  OVERWRITE EXISTING ID, SO HE SENDS WITH""}, {""text_id"": ""T-014"", ""text"": ""IF-NONE-MATCH:* SO IF THE RESOURCE EXISTS IN ANY VERSION - THERE WOULD BE""}, {""text_id"": ""T-015"", ""text"": ""NO UPDATE""}]"
S-020,IU-020,image-461233925d0872f9f698f5a3aba5edc646cb1d98,94192a20bda8743e7a961b2e53668bbbc992361156ab179e3a6e14c3f3b04635,87c8de1f3d86c2edfb567bfa61de25f0bb2c457c,2969.6171772201315,7352.081128543003,937.0,482.0,1121,577,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-020__94192a20bd.png,"Visually reviewed screenshot assigned to R02: PATCH representations: JSON Patch, JSON Merge Patch, and format selection","[{""text_id"": ""T-011"", ""text"": ""IF CLIENT CREATES IDS AND API ALLOWS UPSERT""}, {""text_id"": ""T-012"", ""text"": ""THERE IS A POSSIBLE SITUATION WHEN  CLIENT SEND PUT REQUEST""}, {""text_id"": ""T-013"", ""text"": ""BUT HE DOESNT WANT TO  OVERWRITE EXISTING ID, SO HE SENDS WITH""}, {""text_id"": ""T-014"", ""text"": ""IF-NONE-MATCH:* SO IF THE RESOURCE EXISTS IN ANY VERSION - THERE WOULD BE""}, {""text_id"": ""T-015"", ""text"": ""NO UPDATE""}]"
S-021,IU-021,image-fad1340598e246670896929bb4ea0aa6f4787667,51b66b49afbde4136b89f1d916334cfafee8b9e7a8d0480dcf46520392f577b0,72b760c90fdd7ce8d695e93b0b80deb151df648f,4859.977050169957,7784.485812047362,827.0,567.0,905,621,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-021__51b66b49af.png,"Visually reviewed screenshot assigned to R01: PUT versus PATCH semantics, idempotency, status codes, upsert, and conditional requests","[{""text_id"": ""T-015"", ""text"": ""NO UPDATE""}, {""text_id"": ""T-014"", ""text"": ""IF-NONE-MATCH:* SO IF THE RESOURCE EXISTS IN ANY VERSION - THERE WOULD BE""}, {""text_id"": ""T-013"", ""text"": ""BUT HE DOESNT WANT TO  OVERWRITE EXISTING ID, SO HE SENDS WITH""}, {""text_id"": ""T-012"", ""text"": ""THERE IS A POSSIBLE SITUATION WHEN  CLIENT SEND PUT REQUEST""}, {""text_id"": ""T-011"", ""text"": ""IF CLIENT CREATES IDS AND API ALLOWS UPSERT""}]"
S-022,IU-022,image-582e4a3fa24397b36ea7beb2cbebc32cb701278f,ffc8a6efa3eb5404a539dbdc3dd69300d22bef9fb50c97db26b77e97ab7cdfa1,d6d27c2e4fc3fd64cafe112556ea9aacded5e1f4,2762.8680222133544,7969.85890632078,1483.0,676.0,1416,646,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-022__ffc8a6efa3.png,"Visually reviewed screenshot assigned to R02: PATCH representations: JSON Patch, JSON Merge Patch, and format selection","[{""text_id"": ""T-015"", ""text"": ""NO UPDATE""}, {""text_id"": ""T-014"", ""text"": ""IF-NONE-MATCH:* SO IF THE RESOURCE EXISTS IN ANY VERSION - THERE WOULD BE""}, {""text_id"": ""T-013"", ""text"": ""BUT HE DOESNT WANT TO  OVERWRITE EXISTING ID, SO HE SENDS WITH""}, {""text_id"": ""T-012"", ""text"": ""THERE IS A POSSIBLE SITUATION WHEN  CLIENT SEND PUT REQUEST""}, {""text_id"": ""T-011"", ""text"": ""IF CLIENT CREATES IDS AND API ALLOWS UPSERT""}]"
S-023,IU-023,image-a799207495ad12050d1ddf269a2f9bf90e0dcaf6,bf82b1be43deeb1f794d15e2bdcbbfd4a3bb6e56f0904e2ba2717b859b90795c,7bb077d04c74b8c048db68a9733ad9db337f6b22,2815.0075230075045,8690.422654150641,1187.0,336.0,1187,336,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-023__bf82b1be43.png,"Visually reviewed screenshot assigned to R02: PATCH representations: JSON Patch, JSON Merge Patch, and format selection","[{""text_id"": ""T-016"", ""text"": ""but framework will""}, {""text_id"": ""T-017"", ""text"": ""set null to this""}, {""text_id"": ""T-015"", ""text"": ""NO UPDATE""}, {""text_id"": ""T-014"", ""text"": ""IF-NONE-MATCH:* SO IF THE RESOURCE EXISTS IN ANY VERSION - THERE WOULD BE""}, {""text_id"": ""T-013"", ""text"": ""BUT HE DOESNT WANT TO  OVERWRITE EXISTING ID, SO HE SENDS WITH""}]"
S-024,IU-024,image-3a76deddb4190f2239f26d67fc70443b56b2fa80,13b920050e1bd24f180c3a8f5c14d0ff71750722aae8293fc17d791226210fb6,86cf0ed468e70d353b8318be53a288d1140f5315,2701.7854364189634,9113.422518516962,1369.0,450.0,1369,450,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-024__13b920050e.png,"Visually reviewed screenshot assigned to R02: PATCH representations: JSON Patch, JSON Merge Patch, and format selection","[{""text_id"": ""T-016"", ""text"": ""but framework will""}, {""text_id"": ""T-017"", ""text"": ""set null to this""}, {""text_id"": ""T-018"", ""text"": ""MANUAL PATCH""}, {""text_id"": ""T-019"", ""text"": ""JSONEL                   JSONDOC              OPTIONAL WITH JSONCONVERTER""}, {""text_id"": ""T-015"", ""text"": ""NO UPDATE""}]"
S-025,IU-025,image-dbffa0e3ce6385d24edcaec63087065974af60a6,0d88d96b390ce36c2958d59e7cc1c0b216807bb6b32c59fc00b3ac96633454a5,bca40bcbec9d347a755cee3370b0e8fab9a7b1f0,2700.507658641186,9589.792934098563,1496.0,398.0,1496,398,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-025__0d88d96b39.png,"Visually reviewed screenshot assigned to R02: PATCH representations: JSON Patch, JSON Merge Patch, and format selection","[{""text_id"": ""T-016"", ""text"": ""but framework will""}, {""text_id"": ""T-017"", ""text"": ""set null to this""}, {""text_id"": ""T-018"", ""text"": ""MANUAL PATCH""}, {""text_id"": ""T-019"", ""text"": ""JSONEL                   JSONDOC              OPTIONAL WITH JSONCONVERTER""}, {""text_id"": ""T-015"", ""text"": ""NO UPDATE""}]"
S-026,IU-026,image-5c3b1283995b6e7bcef34765e78008d1efcbeb04,d75ad25131f8c97c76df17e7a3f86e4c8a7e28acecc6187af19a11f121aef3a4,9e9bbf4be04adf0fbd4a94f5a8a4b74806176f14,2628.905139402069,10172.048053938057,1379.0,300.0,1379,300,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-026__d75ad25131.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-018"", ""text"": ""MANUAL PATCH""}, {""text_id"": ""T-019"", ""text"": ""JSONEL                   JSONDOC              OPTIONAL WITH JSONCONVERTER""}, {""text_id"": ""T-017"", ""text"": ""set null to this""}, {""text_id"": ""T-016"", ""text"": ""but framework will""}, {""text_id"": ""T-022"", ""text"": ""jsonel<--patch via jsonpatch document newtonsoft""}]"
S-027,IU-027,image-19ef2c998ca97a8ccf95ae5bbe7c29f78ea5c8b9,8c7a718761e1108cf888e3af1a83849e0848a8aeac497c20d34144a3a4d0d25a,c558b75fa6d9e1471d6cffb1ad5b68432cd3aed4,2574.655861959677,10607.459317364008,1467.0,100.0,1467,100,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-027__8c7a718761.png,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects,"[{""text_id"": ""T-018"", ""text"": ""MANUAL PATCH""}, {""text_id"": ""T-019"", ""text"": ""JSONEL                   JSONDOC              OPTIONAL WITH JSONCONVERTER""}, {""text_id"": ""T-017"", ""text"": ""set null to this""}, {""text_id"": ""T-016"", ""text"": ""but framework will""}, {""text_id"": ""T-022"", ""text"": ""jsonel<--patch via jsonpatch document newtonsoft""}]"
S-028,IU-028,image-b4291d5076b93d6d6af4fb9385adce4a959d4f95,82eb9e125498addda701c945a6752d25011d3b8f5a3fb236c152bf56a1506378,def3c463e774799f4c7ec75a4a58d08106d558fe,2855.2132501012093,10998.292245261362,1037.0,458.0,1037,458,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-028__82eb9e1254.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-019"", ""text"": ""JSONEL                   JSONDOC              OPTIONAL WITH JSONCONVERTER""}, {""text_id"": ""T-018"", ""text"": ""MANUAL PATCH""}, {""text_id"": ""T-017"", ""text"": ""set null to this""}, {""text_id"": ""T-016"", ""text"": ""but framework will""}, {""text_id"": ""T-022"", ""text"": ""jsonel<--patch via jsonpatch document newtonsoft""}]"
S-029,IU-029,image-6c9f1fe1cc702bb6cdde6099eeb35a1cb2011a90,bc0d1960a7f074c8e5aee6bb35ab32eb40d37bdd232f45713e596d530d70199d,8ffeaac552606cbe85ec07d8b638211509e8ad24,3036.0027800186917,11545.334090104754,655.0,482.0,740,545,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-029__bc0d1960a7.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-019"", ""text"": ""JSONEL                   JSONDOC              OPTIONAL WITH JSONCONVERTER""}, {""text_id"": ""T-018"", ""text"": ""MANUAL PATCH""}, {""text_id"": ""T-022"", ""text"": ""jsonel<--patch via jsonpatch document newtonsoft""}, {""text_id"": ""T-023"", ""text"": """"}, {""text_id"": ""T-024"", ""text"": "".net 10 text.json<-- lower""}]"
S-030,IU-030,image-b0504b6eefa9433e1c671d0f53908653c69119ae,7462d8f279a4f69cc5566e8c6a49e8b21330971725362a9fe27d21cd10a2b026,fcee61ad735c815516a6a22e2c1174a0be8edbb5,2874.5355596481586,12125.940023969202,966.0,482.0,1142,570,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-030__7462d8f279.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-022"", ""text"": ""jsonel<--patch via jsonpatch document newtonsoft""}, {""text_id"": ""T-023"", ""text"": """"}, {""text_id"": ""T-024"", ""text"": "".net 10 text.json<-- lower""}, {""text_id"": ""T-020"", ""text"": ""patch with convetion of optional""}, {""text_id"": ""T-038"", ""text"": ""doesnt wokr with""}]"
S-031,IU-031,image-4e67dd61eaad55428a3823e3af8d5c203fdee3ae,83cb5e878199330b2ea22a5db26ce9599488d622d5526949a7ec9a8db49f1934,648d2e1aaecfc500e3790ef26e64ce8316fa39c1,4349.617751936736,12914.176797680715,1059.0,423.0,1059,423,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-031__83cb5e8781.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-020"", ""text"": ""patch with convetion of optional""}, {""text_id"": ""T-030"", ""text"": ""public Optional(T? value)""}, {""text_id"": ""T-031"", ""text"": ""{""}, {""text_id"": ""T-029"", ""text"": """"}, {""text_id"": ""T-032"", ""text"": ""IsSet = true;""}]"
S-032,IU-032,image-709c6c5b984d5ddf26fa828c5784205e915a30dc,1983b23d4449a3ada42e639bcb5b45b4beb72b3727ecd6523fc1ef0d73879a80,ddffc860daa17974333d4980b29f760750691a12,2900.7523935864856,12917.790550701224,1012.0,369.0,1578,576,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-032__1983b23d44.png,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects,"[{""text_id"": ""T-024"", ""text"": "".net 10 text.json<-- lower""}, {""text_id"": ""T-023"", ""text"": """"}, {""text_id"": ""T-022"", ""text"": ""jsonel<--patch via jsonpatch document newtonsoft""}, {""text_id"": ""T-038"", ""text"": ""doesnt wokr with""}, {""text_id"": ""T-039"", ""text"": ""typed things""}]"
