source_id,image_use_id,fileId,fileId_short,image_file,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes,stage0_group_key
S-011,IU-011,bf2ac35bcfba40f9b843116e77feb89f4fa42f9e,bf2ac35bcf,S-011__bf2ac35bcf.png,4996.236,2086.657,807.0,322.0,flow | some theo | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | {,processed-in-mfa-r02-v001,MFA-R02,yes-for-mfa-r02-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.",MFA-R02-enrollment-authentication-flow
S-012,IU-012,7290f2febf81ab1bdd4ac646a51b1e18332aa210,7290f2febf,S-012__7290f2febf.png,3457.265,2333.584,1032.0,463.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;,processed-in-mfa-r01-v001,MFA-R01,yes-for-mfa-r01-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.",MFA-R01-totp-mfa-theory
S-013,IU-013,0fe6755d8ed6587f1d57b1a2ca145b53d1eb0fc5,0fe6755d8e,S-013__0fe6755d8e.png,5037.363,2434.842,662.0,425.0,flow | some theo | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | {,processed-in-mfa-r02-v001,MFA-R02,yes-for-mfa-r02-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.",MFA-R02-enrollment-authentication-flow
S-014,IU-014,3053a8b107f0b3d42dae5a6718f628db0384b0a7,3053a8b107,S-014__3053a8b107.png,3453.188,2847.52,801.0,463.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;,processed-in-mfa-r01-v001,MFA-R01,yes-for-mfa-r01-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.",MFA-R01-totp-mfa-theory
S-015,IU-015,0dd1f860137ed60d94f46c1900cc6480b1c5afed,0dd1f86013,S-015__0dd1f86013.png,5055.996,2889.519,672.0,482.0,flow | some theo | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | {,processed-in-mfa-r02-v001,MFA-R02,yes-for-mfa-r02-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.",MFA-R02-enrollment-authentication-flow
S-016,IU-016,4cfae66955d4d033af083ed8e0b8c6a1e82c512b,4cfae66955,S-016__4cfae66955.png,3480.586,3340.071,701.0,239.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;,processed-in-mfa-r01-v001,MFA-R01,yes-for-mfa-r01-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.",MFA-R01-totp-mfa-theory
S-017,IU-017,2d4e253db5f7189d30030489c0a2ba1144c2043a,2d4e253db5,S-017__2d4e253db5.png,5021.839,3390.815,779.0,482.0,flow | some theo | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | {,processed-in-mfa-r02-v001,MFA-R02,yes-for-mfa-r02-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.",MFA-R02-enrollment-authentication-flow
S-018,IU-018,9046a505aa0a09438e295308281f8ddb2426ffab,9046a505aa,S-018__9046a505aa.png,3475.564,3618.045,702.0,468.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;,processed-in-mfa-r01-v001,MFA-R01,yes-for-mfa-r01-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.",MFA-R01-totp-mfa-theory
S-019,IU-019,eccec5902aec7bdbd6ca26afda74d739faa10e70,eccec5902a,S-019__eccec5902a.png,5040.141,3884.416,582.0,224.0,flow | some theo | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | {,processed-in-mfa-r02-v001,MFA-R02,yes-for-mfa-r02-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.",MFA-R02-enrollment-authentication-flow
S-020,IU-020,67fcfdd33137812f38aa8daf3bf5d983c97adb1e,67fcfdd331,S-020__67fcfdd331.png,5048.067,4130.583,738.0,345.0,flow | some theo | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | {,processed-in-mfa-r02-v001,MFA-R02,yes-for-mfa-r02-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.",MFA-R02-enrollment-authentication-flow
S-021,IU-021,d2414331b952d20b7a32555c525e44c6cf2ee7f5,d2414331b9,S-021__d2414331b9.png,3447.23,4144.212,660.0,157.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;,processed-in-mfa-r01-v001,MFA-R01,yes-for-mfa-r01-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.",MFA-R01-totp-mfa-theory
S-022,IU-022,b99c6cbc453267a10f84e08a481d6e95b27f3e09,b99c6cbc45,S-022__b99c6cbc45.png,3448.801,4345.556,745.0,482.0,some theo | helpers secret generation | flow | using System.Security.Cryptography; | using OtpNet;,processed-in-mfa-r01-v001,MFA-R01,yes-for-mfa-r01-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.",MFA-R01-totp-mfa-theory
S-023,IU-023,21e8f8ff95d0866e2fd33f7a5d8816b93d2356df,21e8f8ff95,S-023__21e8f8ff95.png,5054.154,4510.815,652.0,482.0,flow | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20),processed-in-mfa-r02-v001,MFA-R02,yes-for-mfa-r02-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.",MFA-R02-enrollment-authentication-flow
S-024,IU-024,af22e1dfcdcdf5c799f79fd11fc86772de947400,af22e1dfcd,S-024__af22e1dfcd.png,3447.563,4935.545,886.0,321.0,helpers secret generation | some theo | using System.Security.Cryptography; | using OtpNet;,processed-in-mfa-r01-v001,MFA-R01,yes-for-mfa-r01-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R01 transcript; visible text present, no OCR-placeholder.",MFA-R01-totp-mfa-theory
S-025,IU-025,e145f76eacb1d3150a5e98f3942641cb768a16f8,e145f76eac,S-025__e145f76eac.png,5041.975,5026.897,845.0,422.0,using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20) | => RandomNumberGenerator.GetBytes(byteLength);,processed-in-mfa-r02-v001,MFA-R02,yes-for-mfa-r02-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.",MFA-R02-enrollment-authentication-flow
S-026,IU-026,8fa8b125a9e255970c1db089c6c4ddcff611ccd8,8fa8b125a9,S-026__8fa8b125a9.png,5074.475,5477.083,700.0,452.0,using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20) | => RandomNumberGenerator.GetBytes(byteLength);,processed-in-mfa-r02-v001,MFA-R02,yes-for-mfa-r02-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R02 transcript; visible text present, no OCR-placeholder.",MFA-R02-enrollment-authentication-flow
S-027,IU-027,7c889d55b77f75270011bd2832abaf952bf683b9,7c889d55b7,S-027__7c889d55b7.png,4913.576,6541.116,794.0,482.0,using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20) | => RandomNumberGenerator.GetBytes(byteLength);,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-028,IU-028,b13f3b8c336eb2df56198d3d557f2e766f97522a,b13f3b8c33,S-028__b13f3b8c33.png,5975.094,6553.241,983.0,422.0,using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20) | => RandomNumberGenerator.GetBytes(byteLength);,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-029,IU-029,1db6e01e3e2e6d2bb084576a949272c0cc8d83e0,1db6e01e3e,S-029__1db6e01e3e.png,3413.524,6566.755,933.0,314.0,helpers secret generation | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecret,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-030,IU-030,9d63f2a2a9e1c307a9a9f1321e1e52af646532ff,9d63f2a2a9,S-030__9d63f2a2a9.png,3447.832,6898.628,610.0,190.0,helpers secret generation | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecret,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-031,IU-031,e57dcd60a05ae6d5c4ad201a21b9dbe3159b606d,e57dcd60a0,S-031__e57dcd60a0.png,4913.307,7005.644,948.0,255.0,using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20) | => RandomNumberGenerator.GetBytes(byteLength);,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-032,IU-032,1ca43265724228e644235f7f6f316180091f3676,1ca4326572,S-032__1ca4326572.png,3488.79,7135.073,759.0,482.0,helpers secret generation | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-033,IU-033,dc530357ea47cbeb830955ce7b35398434c9daa2,dc530357ea,S-033__dc530357ea.png,3478.123,7627.79,923.0,469.0,helpers secret generation | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-034,IU-034,0d51dc1dc2b9c9c7c06f913ae204199a444e669e,0d51dc1dc2,S-034__0d51dc1dc2.png,3507.83,8107.694,896.0,482.0,helpers secret generation | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-035,IU-035,e372e25659cd8492d590b1c78197a79161fe1138,e372e25659,S-035__e372e25659.png,3717.9,8884.323,542.0,53.0,helpers secret generation | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20),processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-036,IU-036,af235edcffe65d46da82db4e77a8ba6e9ca4a4b0,af235edcff,S-036__af235edcff.png,2596.446,8958.014,976.0,482.0,helpers secret generation | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecret | { | // 20 bytes = 160 bits (common standard; plenty for TOTP),processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-037,IU-037,6a38860e29b2b494b071b2bbac3bfa7967b8b768,6a38860e29,S-037__6a38860e29.png,4514.949,8961.447,703.0,482.0,using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20) | => RandomNumberGenerator.GetBytes(byteLength);,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-038,IU-038,63646802a6d05c5f5f69f8d39f12ad85ab1bb42a,63646802a6,S-038__63646802a6.png,3670.28,8962.452,708.0,401.0,helpers secret generation | using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20),processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-039,IU-039,d143beb1453d9e49a1ff6ca67ca509e9a2721c80,d143beb145,S-039__d143beb145.png,2559.97,9373.815,1017.0,413.0,} | return Base32Encoding.ToString(secretBytes); // Base32 text for QR/manual entry | byte[] secretBytes = RandomNumberGenerator.GetBytes(byteLength); | { | public static string CreateBase32Secret(int byteLength = 20),processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-040,IU-040,2deb84785659cde1209afe820582d971cba69df3,2deb847856,S-040__2deb847856.png,3639.337,9391.907,752.0,287.0,} | => Base32Encoding.ToString(secretBytes); | public static string ToBase32(byte[] secretBytes) | helpers secret generation | => RandomNumberGenerator.GetBytes(byteLength); | public static byte[] CreateSecretBytes(int byteLength = 20),processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-041,IU-041,bb7d4287772da6f5ef5cda43036b8900e0779c8b,bb7d428777,S-041__bb7d428777.png,3636.671,9730.882,786.0,479.0,"using System.Security.Cryptography; | using System.Text; | public static class TotpSecretCourseStyle | { | // Base32 alphabet (classic): A-Z and 2-7 | private static readonly char[] Alphabet = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ234567"".ToCharArray();",processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-042,IU-042,c0f0d81876c07115476cc2de155fb7877bf233b7,c0f0d81876,S-042__c0f0d81876.png,1679.524,10245.15,930.0,481.0,"entropy, bitconverter unsigned int | using System.Security.Cryptography; | using System.Text; | public static class TotpSecretCourseStyle | { | // Base32 alphabet (classic): A-Z and 2-7",processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-043,IU-043,fca73d7345c083fde72bf81668fe4d9f08198775,fca73d7345,S-043__fca73d7345.png,1657.925,10726.695,821.0,342.0,"entropy, bitconverter unsigned int | uint val = BitConverter.ToUInt32(random, i * 4); | // Read 4 bytes as an unsigned int (0..2^32-1) | // Convert to an index inside Alphabet | { | sb.Append(Alphabet[val % (uint)Alphabet.Length]);",processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-044,IU-044,d5a1cc3f1aaf10d55be8e74f40ca763884932883,d5a1cc3f1a,S-044__d5a1cc3f1a.png,3671.863,11048.154,871.0,482.0,} | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]); | // Convert to an index inside Alphabet,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-045,IU-045,0930efc45eef41b7df913ebedec46c090b132be8,0930efc45e,S-045__0930efc45e.png,1652.651,11095.762,839.0,482.0,"} | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]); | entropy, bitconverter unsigned int",processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-046,IU-046,8abb3ea9b6d36283817ad8950749c2183e1301ef,8abb3ea9b6,S-046__8abb3ea9b6.png,3651.239,11577.989,824.0,482.0,} | return sb.ToString(); | sb.Append(Alphabet[val % (uint)Alphabet.Length]); | // Convert to an index inside Alphabet,processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-047,IU-047,445c351263085d9fa14d6dc956bdb3a926ff77d4,445c351263,S-047__445c351263.png,1588.959,11696.585,924.0,436.0,"} | return sb.ToString(); | using System.Net; | entropy, bitconverter unsigned int",processed-in-mfa-r03-v001,MFA-R03,yes-for-mfa-r03-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R03 transcript; visible text present, no OCR-placeholder.",MFA-R03-secret-generation-helpers
S-048,IU-048,1f864166f4988aa410f2c7eb802fbf3bb175e080,1f864166f4,S-048__1f864166f4.png,3613.334,12076.051,912.0,323.0,"using System.Net; | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | { | var i = WebUtility.UrlEncode(issuer); | var a = WebUtility.UrlEncode(account); | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}"";",processed-in-mfa-r04-v001,MFA-R04,yes-for-mfa-r04-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R04 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R04 transcript; visible text present, no OCR-placeholder.",MFA-R04-otpauth-uri-qr-manual-key
S-049,IU-049,67413bcad1d2638716d7d1527f0e135249544ac3,67413bcad1,S-049__67413bcad1.png,1598.478,12123.974,662.0,159.0,"using System.Net; | public static string BuildOtpAuthUri(string issuer, string account, string base32Secret) | { | var i = WebUtility.UrlEncode(issuer); | var a = WebUtility.UrlEncode(account); | return $""otpauth://totp/{i}:{a}?secret={base32Secret}&issuer={i}"";",processed-in-mfa-r04-v001,MFA-R04,yes-for-mfa-r04-stage1,no-for-stage1-transcript,"Included in MFA Stage1 MFA-R04 transcript; visible text present, no OCR-placeholder.","Included in MFA Stage1 MFA-R04 transcript; visible text present, no OCR-placeholder.",MFA-R04-otpauth-uri-qr-manual-key
