source_id,expected_stage,expected_region,expected_status,ledger_region,ledger_status,decision_is_final,must_recheck_before_region_close,bad_placeholder_signal_found,closure_ok
S-016,MFA Stage1,MFA-R01,processed-in-mfa-r01-v001,MFA-R01,processed-in-mfa-r01-v001,yes-for-mfa-r01-stage1,no-for-stage1-transcript,no,yes
S-017,MFA Stage1,MFA-R02,processed-in-mfa-r02-v001,MFA-R02,processed-in-mfa-r02-v001,yes-for-mfa-r02-stage1,no-for-stage1-transcript,no,yes
S-018,MFA Stage1,MFA-R01,processed-in-mfa-r01-v001,MFA-R01,processed-in-mfa-r01-v001,yes-for-mfa-r01-stage1,no-for-stage1-transcript,no,yes
S-019,MFA Stage1,MFA-R02,processed-in-mfa-r02-v001,MFA-R02,processed-in-mfa-r02-v001,yes-for-mfa-r02-stage1,no-for-stage1-transcript,no,yes
S-020,MFA Stage1,MFA-R02,processed-in-mfa-r02-v001,MFA-R02,processed-in-mfa-r02-v001,yes-for-mfa-r02-stage1,no-for-stage1-transcript,no,yes
S-021,MFA Stage1,MFA-R01,processed-in-mfa-r01-v001,MFA-R01,processed-in-mfa-r01-v001,yes-for-mfa-r01-stage1,no-for-stage1-transcript,no,yes
S-022,MFA Stage1,MFA-R01,processed-in-mfa-r01-v001,MFA-R01,processed-in-mfa-r01-v001,yes-for-mfa-r01-stage1,no-for-stage1-transcript,no,yes
S-023,MFA Stage1,MFA-R02,processed-in-mfa-r02-v001,MFA-R02,processed-in-mfa-r02-v001,yes-for-mfa-r02-stage1,no-for-stage1-transcript,no,yes
S-024,MFA Stage1,MFA-R01,processed-in-mfa-r01-v001,MFA-R01,processed-in-mfa-r01-v001,yes-for-mfa-r01-stage1,no-for-stage1-transcript,no,yes
S-025,MFA Stage1,MFA-R02,processed-in-mfa-r02-v001,MFA-R02,processed-in-mfa-r02-v001,yes-for-mfa-r02-stage1,no-for-stage1-transcript,no,yes
S-026,MFA Stage1,MFA-R02,processed-in-mfa-r02-v001,MFA-R02,processed-in-mfa-r02-v001,yes-for-mfa-r02-stage1,no-for-stage1-transcript,no,yes
S-027,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-028,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-029,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-030,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-031,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-032,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-033,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-034,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-035,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-036,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-037,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-038,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-039,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-040,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-041,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-042,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-043,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-044,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-045,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-046,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-047,MFA Stage1,MFA-R03,processed-in-mfa-r03-v001,MFA-R03,processed-in-mfa-r03-v001,yes-for-mfa-r03-stage1,no-for-stage1-transcript,no,yes
S-048,MFA Stage1,MFA-R04,processed-in-mfa-r04-v001,MFA-R04,processed-in-mfa-r04-v001,yes-for-mfa-r04-stage1,no-for-stage1-transcript,no,yes
S-049,MFA Stage1,MFA-R04,processed-in-mfa-r04-v001,MFA-R04,processed-in-mfa-r04-v001,yes-for-mfa-r04-stage1,no-for-stage1-transcript,no,yes
S-050,MFA Stage1,MFA-R04,processed-in-mfa-r04-v001,MFA-R04,processed-in-mfa-r04-v001,yes-for-mfa-r04-stage1,no-for-stage1-transcript,no,yes
S-051,MFA Stage1,MFA-R04,processed-in-mfa-r04-v001,MFA-R04,processed-in-mfa-r04-v001,yes-for-mfa-r04-stage1,no-for-stage1-transcript,no,yes
S-052,MFA Stage1,MFA-R04,processed-in-mfa-r04-v001,MFA-R04,processed-in-mfa-r04-v001,yes-for-mfa-r04-stage1,no-for-stage1-transcript,no,yes
S-053,MFA Stage1,MFA-R04,processed-in-mfa-r04-v001,MFA-R04,processed-in-mfa-r04-v001,yes-for-mfa-r04-stage1,no-for-stage1-transcript,no,yes
S-054,MFA Stage2,MFA-R03,processed-in-mfa-r03-v002-tail,MFA-R03,processed-in-mfa-r03-v002-tail,yes-for-mfa-r03-stage2,no-for-stage2-transcript,no,yes
S-055,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-056,MFA Stage2,MFA-R06,processed-in-mfa-r06-v001,MFA-R06,processed-in-mfa-r06-v001,yes-for-mfa-r06-stage2,no-for-stage2-transcript,no,yes
S-057,MFA Stage2,MFA-R03,processed-in-mfa-r03-v002-tail,MFA-R03,processed-in-mfa-r03-v002-tail,yes-for-mfa-r03-stage2,no-for-stage2-transcript,no,yes
S-058,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-059,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-060,MFA Stage2,MFA-R03,processed-in-mfa-r03-v002-tail,MFA-R03,processed-in-mfa-r03-v002-tail,yes-for-mfa-r03-stage2,no-for-stage2-transcript,no,yes
S-061,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-062,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-063,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-064,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-065,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-066,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-067,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-068,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-069,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-070,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-071,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-072,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-073,MFA Stage2,MFA-R06,processed-in-mfa-r06-v001,MFA-R06,processed-in-mfa-r06-v001,yes-for-mfa-r06-stage2,no-for-stage2-transcript,no,yes
S-074,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-075,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-076,MFA Stage2,MFA-R06,processed-in-mfa-r06-v001,MFA-R06,processed-in-mfa-r06-v001,yes-for-mfa-r06-stage2,no-for-stage2-transcript,no,yes
S-077,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-078,MFA Stage2,MFA-R06,processed-in-mfa-r06-v001,MFA-R06,processed-in-mfa-r06-v001,yes-for-mfa-r06-stage2,no-for-stage2-transcript,no,yes
S-079,MFA Stage2,MFA-R05,processed-in-mfa-r05-v001,MFA-R05,processed-in-mfa-r05-v001,yes-for-mfa-r05-stage2,no-for-stage2-transcript,no,yes
S-080,MFA Stage2,MFA-R06,processed-in-mfa-r06-v001,MFA-R06,processed-in-mfa-r06-v001,yes-for-mfa-r06-stage2,no-for-stage2-transcript,no,yes
S-081,MFA Stage2,MFA-R07,processed-in-mfa-r07-v001,MFA-R07,processed-in-mfa-r07-v001,yes-for-mfa-r07-stage2,no-for-stage2-transcript,no,yes
S-082,MFA Stage2,MFA-R06,processed-in-mfa-r06-v001,MFA-R06,processed-in-mfa-r06-v001,yes-for-mfa-r06-stage2,no-for-stage2-transcript,no,yes
S-083,MFA Stage2,MFA-R07,processed-in-mfa-r07-v001,MFA-R07,processed-in-mfa-r07-v001,yes-for-mfa-r07-stage2,no-for-stage2-transcript,no,yes
S-084,MFA Stage2,MFA-R06,processed-in-mfa-r06-v001,MFA-R06,processed-in-mfa-r06-v001,yes-for-mfa-r06-stage2,no-for-stage2-transcript,no,yes
S-085,MFA Stage2,MFA-R07,processed-in-mfa-r07-v001,MFA-R07,processed-in-mfa-r07-v001,yes-for-mfa-r07-stage2,no-for-stage2-transcript,no,yes
S-086,MFA Stage2,MFA-R07,processed-in-mfa-r07-v001,MFA-R07,processed-in-mfa-r07-v001,yes-for-mfa-r07-stage2,no-for-stage2-transcript,no,yes
S-087,MFA Stage2,MFA-R07,processed-in-mfa-r07-v001,MFA-R07,processed-in-mfa-r07-v001,yes-for-mfa-r07-stage2,no-for-stage2-transcript,no,yes
S-088,MFA Stage2,MFA-R07,processed-in-mfa-r07-v001,MFA-R07,processed-in-mfa-r07-v001,yes-for-mfa-r07-stage2,no-for-stage2-transcript,no,yes
S-089,MFA Stage2,MFA-R07,processed-in-mfa-r07-v001,MFA-R07,processed-in-mfa-r07-v001,yes-for-mfa-r07-stage2,no-for-stage2-transcript,no,yes
S-090,MFA Stage2,MFA-R07,processed-in-mfa-r07-v001,MFA-R07,processed-in-mfa-r07-v001,yes-for-mfa-r07-stage2,no-for-stage2-transcript,no,yes
S-091,MFA Stage2,MFA-R07,processed-in-mfa-r07-v001,MFA-R07,processed-in-mfa-r07-v001,yes-for-mfa-r07-stage2,no-for-stage2-transcript,no,yes
