"month","day","source","sourcePart","conspectName","planName","status","matchedRow","matchedSvg","matchedFolder","score","originalTopicNote"
"02","14","asp area note 02.pdf","","ROUTING,ROUTE DESIGN, RESOURCES,ROUTING ALL GOOD PRACT IN GENERAL EXPLAINED","ROUTING,ROUTE DESIGN, RESOURCES,ROUTING ALL GOOD PRACT IN GENERAL EXPLAINED","MATCH_EXACT","150","ROUTING,ROUTE DESIGN, RESOURCES,ROUTING ALL GOOD PRACT IN GENERAL EXPLAINED.svg","ROUTING,ROUTE DESIGN, RESOURCES,ROUTING ALL GOOD PRACT IN GENERAL EXPLAINED","1","BINDING SOURCE ATTRIBUTES; ROUTE PARAMS,QUERY STRING BASICS;ROUTING,ROUTE DESIGN, RESOURCES,ROUTING ALL GOOD PRACT IN GENERAL EXPLAINED"
"02","14","asp area note 02.pdf","","REST API BASICS","REST API BASICS","MATCH_EXACT","12","REST API BASICS.svg","REST API BASICS","1","REST API BASICS"
"02","14","asp area note 02.pdf","","CREATION REQUEST,POST REQUEST,LOCACTION HEADER,CREATED AT","CREATION REQUEST,POST REQUEST,LOCACTION HEADER,CREATED AT","MATCH_EXACT","89","CREATION REQUEST,POST REQUEST,LOCACTION HEADER,CREATED AT.svg","CREATION REQUEST,POST REQUEST,LOCACTION HEADER,CREATED AT","1","CREATION REQUEST,POST REQUEST,LOCACTION HEADER,CREATED AT"
"02","14","react or client.js.css area.pdf","1","scroll block","scroll block","MATCH_EXACT","extra-028","scroll block.svg","scroll block","1","scroll block"
"02","15","asp area note 02.pdf","","HEAD REQUEST","HEAD REQUEST","MATCH_EXACT","145","HEAD REQUEST.svg","HEAD REQUEST","1","HEAD REQUEST; ROUTE NESTING"
"02","15","asp area note 02.pdf","","ROUTE NESTING","ROUTE NESTING","MATCH_EXACT","148","ROUTE NESTING.svg","ROUTE NESTING","1","HEAD REQUEST; ROUTE NESTING"
"02","15","asp area note 02.pdf","","ETAG, e tag","ETAG, e tag","MATCH_EXACT","96","ETAG, e tag.svg","ETAG, e tag","1","ETAG, e tag;last modified header, implementation, expirational model"
"02","15","asp area note 02.pdf","","last modified header, implementation, expirational model","last modified header, implementation, expirational model","MATCH_EXACT","146","last modified header, implementation, expirational model.svg","last modified header, implementation, expirational model","1","ETAG, e tag;last modified header, implementation, expirational model"
"02","15","asp area note 02.pdf","","PUT,PATCH","PUT,PATCH","MATCH_EXACT","43","PUT,PATCH.svg","PUT,PATCH","1","PUT,PATCH"
"02","15","react or client.js.css area.pdf","1","BEM","BEM","MATCH_EXACT","63","BEM.svg","BEM","1","BEM"
"02","16","asp area note 02.pdf","","options requ","options requ","MATCH_EXACT","25","options requ.svg","options requ","1","options requ;IVALIDATABLE OBJECT, VALIDATION ATTRIBUTES;FILTERING AND SEARCHING"
"02","16","asp area note 02.pdf","","IVALIDATABLE OBJECT, VALIDATION ATTRIBUTES","IVALIDATABLE OBJECT, VALIDATION ATTRIBUTES","MATCH_EXACT","211","IVALIDATABLE OBJECT, VALIDATION ATTRIBUTES.svg","IVALIDATABLE OBJECT, VALIDATION ATTRIBUTES","1","options requ;IVALIDATABLE OBJECT, VALIDATION ATTRIBUTES;FILTERING AND SEARCHING"
"02","16","asp area note 02.pdf","","FILTERING AND SEARCHING","FILTERING AND SEARCHING","MATCH_EXACT","143","FILTERING AND SEARCHING.svg","FILTERING AND SEARCHING","1","options requ;IVALIDATABLE OBJECT, VALIDATION ATTRIBUTES;FILTERING AND SEARCHING"
"02","16","asp area note 02.pdf","","REST API BASICS","REST API BASICS","MATCH_EXACT","12","REST API BASICS.svg","REST API BASICS","1","REST API BASICS"
"02","16","asp area note 02.pdf","","SORTING,MAPPING SERVICE","SORTING,MAPPING SERVICE","MATCH_EXACT","54","SORTING,MAPPING SERVICE.svg","SORTING,MAPPING SERVICE","1","SORTING,MAPPING SERVICE"
"02","17","asp area note 02.pdf","","PAGING","PAGING","MATCH_EXACT","77","PAGING.svg","PAGING","1","PAGING;data shaping,expando;root document"
"02","17","asp area note 02.pdf","","data shaping,expando","data shaping,expando","MATCH_EXACT","142","data shaping,expando.svg","data shaping,expando","1","PAGING;data shaping,expando;root document"
"02","17","asp area note 02.pdf","","root document","root document","MATCH_EXACT","66","root document.svg","root document","1","PAGING;data shaping,expando;root document"
"02","17","asp area note 02.pdf","","hateoas","hateoas","MATCH_EXACT","2","hateoas.svg","hateoas","1","hateoas"
"02","18","asp area note 02.pdf","","CONTENT NEGOTIATION RES API,FORMATTERS, XML,JSON","CONTENT NEGOTIATION RES API,FORMATTERS, XML,JSON","MATCH_EXACT","35","CONTENT NEGOTIATION RES API,FORMATTERS, XML,JSON.svg","CONTENT NEGOTIATION RES API,FORMATTERS, XML,JSON","1","CONTENT NEGOTIATION RES API,FORMATTERS, XML,JSON"
"02","18","asp area note 02.pdf","","FULL CONTENT NEG + VALIDATION FLOW","FULL CONTENT NEG + VALIDATION FLOW","MATCH_EXACT","144","FULL CONTENT NEG + VALIDATION FLOW.svg","FULL CONTENT NEG + VALIDATION FLOW","1","FULL CONTENT NEG + VALIDATION FLOW"
"02","19","asp area note 02.pdf","","vary header","vary header","MATCH_EXACT","151","vary header.svg","vary header","1","vary header;cache control headers and response caching"
"02","19","asp area note 02.pdf","","cache control headers and response caching","cache control headers and response caching","MATCH_EXACT","141","cache control headers and response caching.svg","cache control headers and response caching","1","vary header;cache control headers and response caching"
"02","19","asp area note 02.pdf","","streaming","streaming","MATCH_EXACT","extra-040","streaming.svg","streaming","1","streaming"
"02","19","asp area note 02.pdf","","async processing of multiple calls,parallelism","async processing of multiple calls,parallelism","MATCH_EXACT","15","async processing of multiple calls,parallelism.svg","async processing of multiple calls,parallelism","1","async processing of multiple calls,parallelism"
"02","19","asp area note 02.pdf","","""cancellation,async""","""cancellation,async""","MATCH_EXACT","169","cancellation,async.svg","cancellation,async","1","""cancellation,async""; valuetask;membernotnull attribute,NULL"
"02","19","asp area note 02.pdf","","valuetask","valuetask","MATCH_EXACT","140","valuetask.svg","valuetask","1","""cancellation,async""; valuetask;membernotnull attribute,NULL"
"02","19","asp area note 02.pdf","","membernotnull attribute,NULL","membernotnull attribute,NULL","MATCH_EXACT","60","membernotnull attribute,NULL.svg","membernotnull attribute,NULL","1","""cancellation,async""; valuetask;membernotnull attribute,NULL"
"02","20","asp area note 02.pdf","","problem details","problem details","MATCH_EXACT","104","problem details.svg","problem details","1","problem details; FILTER,MIDDLEWARE CANCELLATION,REQUEST ABORTED; QS PREFERENCE WITH MULTIPLE ACCEPT HEADER VALUES HELPER"
"02","20","asp area note 02.pdf","","FILTER,MIDDLEWARE CANCELLATION,REQUEST ABORTED","FILTER,MIDDLEWARE CANCELLATION,REQUEST ABORTED","MATCH_EXACT","196","FILTER,MIDDLEWARE CANCELLATION,REQUEST ABORTED.svg","FILTER,MIDDLEWARE CANCELLATION,REQUEST ABORTED","1","problem details; FILTER,MIDDLEWARE CANCELLATION,REQUEST ABORTED; QS PREFERENCE WITH MULTIPLE ACCEPT HEADER VALUES HELPER"
"02","20","asp area note 02.pdf","","QS PREFERENCE WITH MULTIPLE ACCEPT HEADER VALUES HELPER","QS PREFERENCE WITH MULTIPLE ACCEPT HEADER VALUES HELPER","MATCH_EXACT","extra-014","QS PREFERENCE WITH MULTIPLE ACCEPT HEADER VALUES HELPER.svg","qs-preference-with-multiple-accept-header-values-helper","1","problem details; FILTER,MIDDLEWARE CANCELLATION,REQUEST ABORTED; QS PREFERENCE WITH MULTIPLE ACCEPT HEADER VALUES HELPER"
"02","21","asp area note 02.pdf","","httpclient,summary,theory,base usage,jsonoptions wrapper,handlers","httpclient,summary,theory,base usage,jsonoptions wrapper,handlers","MATCH_EXACT","203","httpclient,summary,theory,base usage,jsonoptions wrapper,handlers.svg","httpclient,summary,theory,base usage,jsonoptions wrapper,handlers","1","httpclient,summary,theory,base usage,jsonoptions wrapper,handlers"
"02","21","asp area note 02.pdf","","MEDIA TYPES OF REQUESTS","MEDIA TYPES OF REQUESTS","MATCH_EXACT","226","MEDIA TYPES OF REQUESTS.svg","MEDIA TYPES OF REQUESTS","1","MEDIA TYPES OF REQUESTS"
"02","22","asp area note 02.pdf","","statuscodepages","statuscodepages","MATCH_EXACT","134","statuscodepages.svg","statuscodepages","1","statuscodepages; EXCEPTION HANDLERS ,"
"02","22","asp area note 02.pdf","","EXCEPTION HANDLERS ,","EXCEPTION HANDLERS ,","MATCH_ACCEPTED","84","EXCEPTIONHANDLERS.svg","EXCEPTIONHANDLERS","1","statuscodepages; EXCEPTION HANDLERS ,"
"02","22","asp area note 02.pdf","","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part, server part, pipereader pipewriter stream reader stream writer","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part, server part, pipereader pipewriter stream reader stream writer","MATCH_EXACT","46","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer.svg","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer","1","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part, server part, pipereader pipewriter stream reader stream writer"
"02","23","asp area note 02.pdf","","""when need to add content type, encoding""","""when need to add content type, encoding""","MATCH_EXACT","33","when need to add content type, encoding.svg","when need to add content type, encoding","1","""when need to add content type, encoding"";compression,decompression,request,response;"
"02","23","asp area note 02.pdf","","compression,decompression,request,response","compression,decompression,request,response","MATCH_EXACT","173","compression,decompression,request,response.svg","compression,decompression,request,response","1","""when need to add content type, encoding"";compression,decompression,request,response;"
"02","23","asp area note 02.pdf","","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part, server part, pipereader pipewriter stream reader stream writer","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part, server part, pipereader pipewriter stream reader stream writer","MATCH_EXACT","46","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer.svg","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer","1","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part, server part, pipereader pipewriter stream reader stream writer"
"02","23","asp area note 02.pdf","","httpcontent,custom one, readasstream buffering, compression directly to network","httpcontent,custom one, readasstream buffering, compression directly to network","MATCH_EXACT","204","httpcontent,custom one, readasstream buffering, compression directly to network.svg","httpcontent,custom one, readasstream buffering, compression directly to network","1","httpcontent,custom one, readasstream buffering, compression directly to network"
"02","23","asp area note 02.pdf","","streaming","streaming","MATCH_EXACT","extra-040","streaming.svg","streaming","1","streaming"
"02","24","asp area note 02.pdf","","httpcontext items and features","httpcontext items and features","MATCH_EXACT","205","httpcontext items and features.svg","httpcontext items and features","1","httpcontext items and features;Lazy;link generator;jsonconverter;"
"02","24","asp area note 02.pdf","","Lazy","Lazy","MATCH_EXACT","118","Lazy.svg","Lazy","1","httpcontext items and features;Lazy;link generator;jsonconverter;"
"02","24","asp area note 02.pdf","","link generator","link generator","MATCH_EXACT","221","link generator.svg","link generator","1","httpcontext items and features;Lazy;link generator;jsonconverter;"
"02","24","asp area note 02.pdf","","jsonconverter","jsonconverter","MATCH_EXACT","217","jsonconverter.svg","jsonconverter","1","httpcontext items and features;Lazy;link generator;jsonconverter;"
"02","25","asp area note 02.pdf","","problem2","problem2","MATCH_EXACT","extra-009","problem2.svg","problem2","1","problem2; event source browser"
"02","25","asp area note 02.pdf","","event source browser","event source browser","MATCH_EXACT","192","event source browser.svg","event source browser","1","problem2; event source browser"
"02","25","asp area note 02.pdf","","streaming","streaming","MATCH_EXACT","extra-040","streaming.svg","streaming","1","streaming"
"03","1","area 03 asp.pdf","","STRINGREADER","STRINGREADER","MATCH_EXACT","extra-053","STRINGREADER.svg","STRINGREADER","1","STRINGREADER; SYSTEM.TEXT.JSON SER SER;CUSTOM ROUTE CONSTRAINT;"
"03","1","area 03 asp.pdf","","SYSTEM.TEXT.JSON SER SER","SYSTEM.TEXT.JSON SER SER","MATCH_EXACT","113","SYSTEM.TEXT.JSON SER SER.svg","SYSTEM.TEXT.JSON SER SER","1","STRINGREADER; SYSTEM.TEXT.JSON SER SER;CUSTOM ROUTE CONSTRAINT;"
"03","1","area 03 asp.pdf","","CUSTOM ROUTE CONSTRAINT","CUSTOM ROUTE CONSTRAINT","MATCH_EXACT","5","CUSTOM ROUTE CONSTRAINT.svg","CUSTOM ROUTE CONSTRAINT","1","STRINGREADER; SYSTEM.TEXT.JSON SER SER;CUSTOM ROUTE CONSTRAINT;"
"03","1","react or client.js.css area.pdf","2","FETCH,FETCH AXIOS COMP, getch reader, httpclient comparison","FETCH,FETCH AXIOS COMP, getch reader, httpclient comparison","MATCH_EXACT","195","FETCH,FETCH AXIOS COMP, getch reader, httpclient comparison.svg","FETCH,FETCH AXIOS COMP, getch reader, httpclient comparison","1","FETCH,FETCH AXIOS COMP, getch reader, httpclient comparison"
"03","2","area 03 asp.pdf","","shared polly,cheat sheet,production ready verions, exceptions from pipeline and handling","shared polly,cheat sheet,production ready verions, exceptions from pipeline and handling","MATCH_EXACT","extra-032","shared polly,cheat sheet,production ready verions, exceptions from pipeline and handling.svg","shared-polly-cheat-sheet-production-ready-verions-exceptions-from-pipeline-and-handling","1","shared polly,cheat sheet,production ready verions, exceptions from pipeline and handling"
"03","2","react or client.js.css area.pdf","2","react root error, trigger useeffect on route change","react root error, trigger useeffect on route change","MATCH_EXACT","110","react root error, trigger useeffect on route change.svg","react root error, trigger useeffect on route change","1","react root error, trigger useeffect on route change;axios"
"03","2","react or client.js.css area.pdf","2","axios","axios","MATCH_EXACT","74","axios.svg","axios","1","react root error, trigger useeffect on route change;axios"
"03","3","area 03 asp.pdf","","outputcache, response cache comparison","outputcache, response cache comparison","MATCH_EXACT","extra-003","outputcache, response cache comparison.svg","outputcache, response cache comparison","1","outputcache, response cache comparison"
"03","3","react or client.js.css area.pdf","2","Rhf react hook form","Rhf react hook form","MATCH_EXACT","114","Rhf react hook form.svg","Rhf react hook form","1","Rhf react hook form;zod"
"03","3","react or client.js.css area.pdf","2","zod","zod","MATCH_EXACT","extra-076","zod.svg","zod","1","Rhf react hook form;zod"
"03","4","area 03 asp.pdf","","imemorycache","imemorycache","MATCH_EXACT","73","imemorycache.svg","imemorycache","1","imemorycache; idistributedcache;hybrydcache"
"03","4","area 03 asp.pdf","","idistributedcache","idistributedcache","MATCH_EXACT","122","idistributedcache.svg","idistributedcache","1","imemorycache; idistributedcache;hybrydcache"
"03","4","area 03 asp.pdf","","hybrydcache","hybrydcache","MATCH_EXACT","90","hybrydcache.svg","hybrydcache","1","imemorycache; idistributedcache;hybrydcache"
"03","4","area 03 asp.pdf","","options pattern","options pattern","MATCH_EXACT","69","options pattern.svg","options pattern","1","options pattern"
"03","4","react or client.js.css area.pdf","2","react router","react router","MATCH_EXACT","extra-018","react router.svg","react router","1","react router"
"03","5","area 03 asp.pdf","","base mvc razor views example,tempdata viewdata viewbag, cache tag helper","base mvc razor views example,tempdata viewdata viewbag, cache tag helper","MATCH_EXACT","131","base mvc razor views example,tempdata viewdata viewbag, cache tag helper.svg","base-mvc-razor-views-example-tempdata-viewdata-viewbag-cache-tag-helper","1","base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
"03","5","area 03 asp.pdf","","tag helpers razor,partial","tag helpers razor,partial","MATCH_EXACT","extra-058","tag helpers razor,partial.svg","tag helpers razor,partial","1","base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
"03","5","area 03 asp.pdf","","injecting into razor","injecting into razor","MATCH_EXACT","208","injecting into razor.svg","injecting into razor","1","base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
"03","5","area 03 asp.pdf","","viewcomponent","viewcomponent","MATCH_EXACT","extra-070","viewcomponent.svg","viewcomponent","1","base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
"03","5","area 03 asp.pdf","","view discovery conventions","view discovery conventions","MATCH_EXACT","31","view discovery conventions.svg","view discovery conventions","1","base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
"03","5","area 03 asp.pdf","","editor,display templates","editor,display templates","MATCH_EXACT","56","editor,display templates.svg","editor,display templates","1","base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
"03","5","area 03 asp.pdf","","return url implementation razor","return url implementation razor","MATCH_EXACT","extra-025","return url implementation razor.svg","return url implementation razor","1","base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
"03","5","area 03 asp.pdf","","istringlocalizer iviewlocalizer","istringlocalizer iviewlocalizer","MATCH_EXACT","83","istringlocalizer iviewlocalizer.svg","istringlocalizer iviewlocalizer","1","base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
"03","5","area 03 asp.pdf","","jquery dynamic form validation","jquery dynamic form validation","MATCH_EXACT","213","jquery dynamic form validation.svg","jquery dynamic form validation","1","base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
"03","5","area 03 asp.pdf","","RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX","RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX","MATCH_EXACT","extra-017","RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX.svg","RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX","1","base mvc razor views example,tempdata viewdata viewbag, cache tag helper; tag helpers razor,partial;injecting into razor;viewcomponent;view discovery conventions;editor,display templates;return url implementation razor;istringlocalizer iviewlocalizer;jquery dynamic form validation;RAZOR PARTIAL UPDATES FOR VIEWCOMPONENT HTMX,AJAX"
"03","5","react or client.js.css area.pdf","2","default values of funcs, how to call, rest params in funcs","default values of funcs, how to call, rest params in funcs","MATCH_EXACT","80","default values of funcs, how to call, rest params in funcs.svg","default values of funcs, how to call, rest params in funcs","1",";default values of funcs, how to call, rest params in funcs;never type, exhaustion check with discriminated union;type narrowing;index sign, keyof, type assertions, records to solve index sign issues;type aliases, unions,iterfaces"
"03","5","react or client.js.css area.pdf","2","never type, exhaustion check with discriminated union","never type, exhaustion check with discriminated union","MATCH_EXACT","227","never type, exhaustion check with discriminated union.svg","never type, exhaustion check with discriminated union","1",";default values of funcs, how to call, rest params in funcs;never type, exhaustion check with discriminated union;type narrowing;index sign, keyof, type assertions, records to solve index sign issues;type aliases, unions,iterfaces"
"03","5","react or client.js.css area.pdf","2","type narrowing","type narrowing","MATCH_EXACT","130","type narrowing.svg","type narrowing","1",";default values of funcs, how to call, rest params in funcs;never type, exhaustion check with discriminated union;type narrowing;index sign, keyof, type assertions, records to solve index sign issues;type aliases, unions,iterfaces"
