image_use_id,symbol_id,sha256,x,y,width,height,region,asset_file,status
IU-021,image-7d7cc0e16e9bed5e5f689054ad63ab08364aef06,685607d65a3d91763c7f1f322810b7af38af7c22d59d0f80c2f22cfe448b1743,2656.619077,2846.675678,710.0,383.0,R02,source/images/image-7d7cc0e16e9bed5e5f689054ad63ab08364aef06.png,verified
IU-022,image-307d63c64bd4d7d42c48577df8993cb0eb7d6e6c,311f2e32ebf01e62c849d7ffd7fcd7fe3f21c85638f74af0cdf32fd258296191,1372.08741,595.316162,803.0,259.0,R01,source/images/image-307d63c64bd4d7d42c48577df8993cb0eb7d6e6c.png,verified
IU-023,image-fccc982373ee8c7f9480d71f4146afd266386e45,9346a03ae05dd6bc6599bd208c4b38b99168950a7579c23e81feff36b607342f,1364.4316,899.734167,809.0,349.0,R01,source/images/image-fccc982373ee8c7f9480d71f4146afd266386e45.png,verified
IU-024,image-4c2d950a1fde9c2b85a5898a665e5a70ea6ee1cd,16223e910f3e111776f2a342b3a5befa083902aa29c2db5c2aead7e37a805bbf,1371.950209,1315.86382,631.0,216.0,R01,source/images/image-4c2d950a1fde9c2b85a5898a665e5a70ea6ee1cd.png,verified
IU-025,image-f220d1dc3181405d980449fc2f336bef6d1a80ef,6e2d4739cb0040636231f280a2d53ab13968ea9a20a280b52a15ae4f3d6ef3f6,397.198512,2303.485476,677.0,235.0,R02,source/images/image-f220d1dc3181405d980449fc2f336bef6d1a80ef.png,verified
IU-026,image-442cd8df4a55ea728e2dd050ac0b18ca37d8a960,cc02d22d6715598b8d55aca7bbd667686c991ff2f451f8ce119d04c87424d000,353.846687,2569.425805,860.0,255.0,R02,source/images/image-442cd8df4a55ea728e2dd050ac0b18ca37d8a960.png,verified
IU-027,image-8ec9a18c002871cb0d5562db0ff3d915aa4eba51,8a5c4409c61599fd2fa36487c514429bc097fce6cd25de0395acb6f7f3828a39,338.861802,2836.759101,1033.0,467.0,R02,source/images/image-8ec9a18c002871cb0d5562db0ff3d915aa4eba51.png,verified
IU-028,image-ae9a82fc0eeb60838c580a491c32cc012830004b,0b76099d18d5df638d3dc3dd76b1053600f2b9a101da29c198ae3e1187cb6b79,2719.933441,3319.909447,656.0,438.0,R02,source/images/image-ae9a82fc0eeb60838c580a491c32cc012830004b.png,verified
IU-029,image-c08e6edc91080a415596d4c5655212e841746aee,b1e8481a15b405411c190d9870e48a99c715e6c0ca2a81759424255c57a13d63,4526.468141,4235.101921,883.0,482.0,R03,source/images/image-c08e6edc91080a415596d4c5655212e841746aee.png,verified
IU-030,image-14e7dac7d26748a03d81c32b3557e0346b95885a,8716be78f6d3d6f8c8b56af4d858f0b4b13a9f5655300f1a7522293770036216,5581.436734,4228.996208,608.0,269.0,R03,source/images/image-14e7dac7d26748a03d81c32b3557e0346b95885a.png,verified
IU-031,image-bec0f8e3828abddeb6db4db766e46b7e4217739a,e162dfe62ebad8c58519f47266fd041be38170f1ae32ec829c880bc10a382d0d,5563.627268,4565.710581,956.0,407.0,R03,source/images/image-bec0f8e3828abddeb6db4db766e46b7e4217739a.png,verified
IU-032,image-4ea5ffe2be2fb3c17401bd71df30298823e88a04,a745c65f52c5e9b3a76dbe29fa13d768d4c4f66e86cae4beb0978af604d4a6da,5531.03385,5036.625759,995.0,482.0,R03,source/images/image-4ea5ffe2be2fb3c17401bd71df30298823e88a04.png,verified
IU-033,image-80f1ea5bb05f3fdf9947a4c2e0811ef846a0bf5c,fb5b958570361f1df5166ca20a20026ee7a6e369d7efe6369fda8ed308c5ec1e,6868.795309,4259.88978,761.0,482.0,R03,source/images/image-80f1ea5bb05f3fdf9947a4c2e0811ef846a0bf5c.png,verified
IU-034,image-c8c0d7587d0fc8b76982323be0a82b8f52d839d5,2ff9019278ba6ab059a80501071f0643dbb8425624381b4a5aa03300ed133930,4552.485856,5887.653206,864.0,482.0,R03,source/images/image-c8c0d7587d0fc8b76982323be0a82b8f52d839d5.png,verified
IU-035,image-e64b1b0065a5a213acd401c0ee04aff997d0bda2,b98772adaa9d7c3f6147deb1948e7f6a217dfc05a99da11f7c7212b0632ec9a4,5668.614823,5879.557917,889.0,482.0,R03,source/images/image-e64b1b0065a5a213acd401c0ee04aff997d0bda2.png,verified
IU-036,image-7bb68b2a3332c5958c4929824429871ec5443287,ef04b2680f952ce49252cb984689acfac1a32afc84376fb227b096766e114e62,4518.986074,4975.293531,853.0,371.0,R03,source/images/image-7bb68b2a3332c5958c4929824429871ec5443287.png,verified
IU-037,image-faba139769f043b524fa4ac1e2ffb8dd88caa1ba,9dbdf13e0d869bd863f04bda6b86adc74cee4a25fef19a8d9731738acf846795,7037.910448,2342.322404,929.0,343.0,R04,source/images/image-faba139769f043b524fa4ac1e2ffb8dd88caa1ba.png,verified
IU-038,image-d89feb3f737f3ec28c1b6fa3f2e8adf9f98adf71,7ded500ed67cca9f4fe440da97bdd1b6df6af6bab9a83fa5ab1014e3b1b831ed,7022.546811,2697.307289,1047.0,370.0,R04,source/images/image-d89feb3f737f3ec28c1b6fa3f2e8adf9f98adf71.png,verified
IU-039,image-4225e45e3629d097a5df865b80c7d36ffa7615b4,e4bd98e85db9ae05f0d9c3ca7bd6c4d511acb44db5d35f98f7104345cd1f7d22,7027.627321,3089.647062,901.0,392.0,R04,source/images/image-4225e45e3629d097a5df865b80c7d36ffa7615b4.png,verified
IU-040,image-a30554f1373e340754786c272688408adcebfc53,6481c2b0e51241ef59ed17a4d7a6175afc1acb08faa00b7a0270108031d8a0dc,8131.190169,2351.756641,968.0,312.0,R04,source/images/image-a30554f1373e340754786c272688408adcebfc53.png,verified
IU-041,image-4309bac2537c763682ab34cbb09bd89f6ef9d6a3,12cb01513d43bad5e5b24e9ee27b8b94dd6eb988e37ba6680fbf7fff387751fe,8122.235682,2675.392988,997.0,340.0,R04,source/images/image-4309bac2537c763682ab34cbb09bd89f6ef9d6a3.png,verified
IU-042,image-5778f73133e71593159c79bf955b118ce3fc5f02,f4992715cd219436ac50b431222b0bd79d2f9c7388936ba8b42adb85d7fee96a,9337.275265,2330.914129,956.0,229.0,R04,source/images/image-5778f73133e71593159c79bf955b118ce3fc5f02.png,verified
IU-043,image-8faf016a52a79da12af4d09066d119f8d53e5cf2,7cbc606d7231578c91e05cce25f96f590f92ef76dfe7624cf5ba3e50b20efb67,9346.594317,2572.501268,1016.0,602.0,R04,source/images/image-8faf016a52a79da12af4d09066d119f8d53e5cf2.png,verified
IU-044,image-b5dc59dd7242135600e39c273c4b8f56dcb92255,733395144cd84627fb005c52685b67935527e0e7c9247c9f5db79b81432d620c,9379.911666,3167.501323,1101.0,679.0,R04,source/images/image-b5dc59dd7242135600e39c273c4b8f56dcb92255.png,verified
IU-045,image-87ec73f6dacce147d79612d717a977d782e75761,937068273f83f92466a6e7dba3f409f79c9bb24df1f020d2ddac95be48d9da56,9396.900538,3902.124831,984.0,325.0,R04,source/images/image-87ec73f6dacce147d79612d717a977d782e75761.png,verified
IU-046,image-d2647a648746806c1c4b44a213df0c5ec5dec13f,5df337fb63185fbcc60f81ebdab5431fd4d573cecbdd5f68c5c21ba54ef3ff61,10849.598733,2393.220573,774.0,482.0,R04,source/images/image-d2647a648746806c1c4b44a213df0c5ec5dec13f.png,verified
IU-047,image-ea49982ea42832b9de53b0525d9ccec7e8cdc55c,329c01e41c46f8e80199c38fe332669d82b0912f5782546a2cc67552466b44c9,10836.861225,2221.654635,933.0,101.0,R04,source/images/image-ea49982ea42832b9de53b0525d9ccec7e8cdc55c.png,verified
IU-048,image-69429077965f759e3288b37b0c593faa46c08958,4b2665965a77d8bc42d074db5b890edd92282906f2f9e60912dedf8b5b53c82c,10866.638935,2917.487968,949.0,176.0,R04,source/images/image-69429077965f759e3288b37b0c593faa46c08958.png,verified
IU-049,image-49c237e47c6e746a45ae19e64b9626a2049e0a0f,a90bcf2e18471493fdf90a9855fea3c5ea1bc20a999e3001e70505c75ba62c15,10901.821611,3158.575202,958.0,337.0,R04,source/images/image-49c237e47c6e746a45ae19e64b9626a2049e0a0f.png,verified
IU-050,image-8207507521fa48ea219d21e69c7f43be431c3a71,c21945886f9ad65e46d4bd3a9c573e0cd417131f9cd086dc676381070ab3a35b,10890.962356,3526.62715,925.0,377.0,R04,source/images/image-8207507521fa48ea219d21e69c7f43be431c3a71.png,verified
IU-051,image-a3b3a9ee9bff118852c6fb78f7dbb31bcc3c01c8,a7aa6bc836235d1cdd27806bc7352957fccaba72f9c1179bfc6e49d8160f9265,10888.996845,3984.966518,934.0,482.0,R04,source/images/image-a3b3a9ee9bff118852c6fb78f7dbb31bcc3c01c8.png,verified
